index,Wavelength,Flux
0,6610.519796461396,0.9999596326874112
1,6610.5611123392355,1.0010500665368665
2,6610.6024284753,0.9988048828728083
3,6610.643744869592,1.0008995500659126
4,6610.685061522112,0.9999976421068235
5,6610.726378432862,1.000984422690005
6,6610.76769560184,0.9987408320679867
7,6610.809013029057,1.0008932234157684
8,6610.850330714505,0.9992586652542659
9,6610.891648658189,0.9999809798399764
10,6610.932966860113,1.0003437061931477
11,6610.974285320276,1.0010133110430246
12,6611.015604038679,1.001524401747788
13,6611.056923015326,1.000028844240983
14,6611.0982422502175,1.0013823963300792
15,6611.1395617433545,0.9998163305531493
16,6611.180881494739,1.0027506808594375
17,6611.222201504373,1.0019934037060312
18,6611.263521772257,1.0010892722704907
19,6611.304842298396,0.9989549502414812
20,6611.346163082787,0.9990343528563391
21,6611.387484125434,0.9972307984149561
22,6611.428805426338,0.999129071177248
23,6611.470126985501,1.0004690168812127
24,6611.511448802926,1.00032287471573
25,6611.552770878612,0.9986241195916689
26,6611.594093212561,0.99943990524825
27,6611.635415804777,1.0013688764258615
28,6611.676738655259,0.9989555763443746
29,6611.71806176401,1.0003964254270574
30,6611.759385131031,0.9992685598610379
31,6611.800708756325,1.0000686908886471
32,6611.842032639891,0.9981592805668414
33,6611.883356781732,0.9997708722440566
34,6611.92468118185,1.000074465924416
35,6611.966005840247,1.0003282294969973
36,6612.007330756924,0.9990418385628371
37,6612.048655931882,1.0020636745403753
38,6612.089981365122,1.001095300046937
39,6612.1313070566475,1.0007906812589393
40,6612.172633006461,0.9960075801188109
41,6612.21395921456,0.9985446340824065
42,6612.255285680951,1.0009531391031756
43,6612.296612405632,0.9994477530117007
44,6612.337939388606,1.0015282588806793
45,6612.379266629874,1.0014951718772485
46,6612.4205941294385,1.0010957584415623
47,6612.461921887301,0.9987102932567012
48,6612.503249903462,1.0005231944040511
49,6612.5445781779235,1.0006455196783688
50,6612.585906710689,1.0008884515082834
51,6612.627235501758,1.0021802567289397
52,6612.6685645511325,1.0010487439084947
53,6612.709893858816,1.001115661532569
54,6612.751223424807,1.0026118295183368
55,6612.792553249108,1.0023088686926391
56,6612.833883331722,1.0000584561709989
57,6612.875213672652,0.9982497922018292
58,6612.916544271893,0.99149446854458
59,6612.957875129454,0.9938758749711761
60,6612.999206245333,0.985676521750135
61,6613.040537619532,0.9829273672207252
62,6613.081869252053,0.9750225676911823
63,6613.1232011428965,0.9670031635691358
64,6613.164533292067,0.9595273931606577
65,6613.205865699564,0.9600220043025559
66,6613.2471983653895,0.9578474068331512
67,6613.288531289543,0.9606398806015719
68,6613.32986447203,0.9608213013094073
69,6613.371197912849,0.9590351580533917
70,6613.412531612004,0.9555784378517413
71,6613.453865569493,0.9487377642562715
72,6613.495199785323,0.947681648138832
73,6613.536534259492,0.9456391664524014
74,6613.577868992001,0.9479569663713633
75,6613.619203982854,0.949584866778642
76,6613.660539232052,0.9526244309038
77,6613.701874739593,0.9553834546408779
78,6613.743210505485,0.9567812091196509
79,6613.784546529727,0.9569924541350955
80,6613.825882812315,0.958905588779401
81,6613.86721935326,0.9593380408295996
82,6613.90855615256,0.9617967344513574
83,6613.949893210212,0.967563536544607
84,6613.991230526224,0.9725324283295148
85,6614.032568100594,0.9764096772206425
86,6614.073905933326,0.9768349577135376
87,6614.115244024419,0.9802087292577738
88,6614.156582373876,0.9800326187985418
89,6614.197920981699,0.9818023402999944
90,6614.239259847887,0.9825499567029717
91,6614.280598972447,0.9826541711559986
92,6614.321938355373,0.9857835077761735
93,6614.363277996676,0.9869448907533676
94,6614.40461789635,0.9919507602765679
95,6614.4459580544,0.9911223071342198
96,6614.487298470825,0.9902442979477293
97,6614.52863914563,0.9902589879330286
98,6614.569980078814,0.9893220015458343
99,6614.611321270381,0.9920127186159123
100,6614.652662720331,0.9945674885023188
101,6614.694004428666,0.9961001465800906
102,6614.735346395386,0.9966509977077718
103,6614.776688620495,0.9954705551981888
104,6614.818031103994,0.9945315738989994
105,6614.859373845884,0.9958696865606615
106,6614.9007168461685,0.9963044921209402
107,6614.942060104845,0.9995076467602825
108,6614.983403621919,0.9972489106856459
109,6615.024747397391,0.99872661388499
110,6615.066091431261,0.9995697623090883
111,6615.107435723531,0.9990233348426828
112,6615.148780274208,0.9985703900255888
