index,Wavelength,Flux
0,6376.773756535977,1.0004493044746374
1,6376.813611496502,0.9998776558719428
2,6376.85346670612,0.9996358318516304
3,6376.893322164837,1.0008567298162778
4,6376.933177872646,0.9993621334156172
5,6376.973033829559,1.0003257198398825
6,6377.01289003557,0.9998425893250964
7,6377.0527464906845,0.9990564621170576
8,6377.092603194901,0.998933359156896
9,6377.132460148225,0.9993234656446688
10,6377.172317350653,0.9989961272289284
11,6377.212174802193,0.999849314258182
12,6377.252032502838,1.0000862684749725
13,6377.291890452598,0.9992444972247754
14,6377.33174865147,0.9996165326058292
15,6377.371607099456,0.99971667673813
16,6377.4114657965565,1.00112744068726
17,6377.4513247427785,1.0019221564903045
18,6377.4911839381175,1.0023437924008092
19,6377.531043382577,1.000963149099802
20,6377.57090307616,1.002099480852895
21,6377.610763018864,1.0009135802161149
22,6377.6506232106985,1.0003799795105195
23,6377.690483651657,1.0024172054418206
24,6377.730344341742,1.0014855456487302
25,6377.770205280961,1.0016036624245903
26,6377.8100664693075,1.00011145520893
27,6377.849927906791,1.0018761709760733
28,6377.889789593408,0.9989474973567254
29,6377.929651529162,1.0004661569212745
30,6377.969513714052,0.9970346159830471
31,6378.009376148081,0.9992756628558986
32,6378.049238831252,1.001175458746028
33,6378.089101763567,1.001622917231685
34,6378.1289649450255,1.0007706197389714
35,6378.16882837563,0.9995500593319153
36,6378.208692055379,1.0004522082317562
37,6378.24855598428,1.0008005673352225
38,6378.288420162329,0.99997919288339
39,6378.328284589533,0.9990415965269348
40,6378.368149265887,0.9984273267843314
41,6378.408014191397,0.9995428412440813
42,6378.447879366065,0.9963597035274143
43,6378.48774478989,0.9955104280942875
44,6378.527610462875,0.9946303856242745
45,6378.567476385021,0.9928219769832487
46,6378.607342556329,0.9901928355373384
47,6378.647208976803,0.9866837748842014
48,6378.687075646441,0.9816426850434589
49,6378.726942565249,0.9781053997786061
50,6378.766809733223,0.9720248319066891
51,6378.80667715037,0.9642151044163912
52,6378.846544816688,0.9553491029065694
53,6378.88641273218,0.9448975187240093
54,6378.926280896847,0.932474528641434
55,6378.966149310692,0.9233683518620216
56,6379.006017973715,0.920607913265136
57,6379.045886885916,0.9239642278420932
58,6379.085756047301,0.927537939650676
59,6379.1256254578675,0.9276245674807102
60,6379.165495117619,0.9235483498576712
61,6379.205365026556,0.9176024716047546
62,6379.245235184681,0.9151046898354368
63,6379.2851055919955,0.925730107180718
64,6379.324976248502,0.9376453848298555
65,6379.364847154198,0.9510034287786984
66,6379.404718309091,0.9640328046893288
67,6379.444589713177,0.976870262151657
68,6379.484461366463,0.9850131537095778
69,6379.524333268945,0.9917578469493712
70,6379.564205420627,0.9960403724734308
71,6379.604077821513,0.9978009317886662
72,6379.6439504716,0.9991047357796187
73,6379.683823370893,0.9991910848516249
74,6379.723696519392,0.9986651905433253
75,6379.7635699171,1.0000244157362979
76,6379.803443564017,0.9992991480665776
77,6379.843317460145,1.000108192515855
78,6379.883191605484,0.9990965396264956
79,6379.923066000039,1.0009257986654363
80,6379.962940643811,1.0002851394818597
81,6380.002815536798,1.0008926454655276
82,6380.0426906790035,1.00069969205811
83,6380.0825660704295,1.000324605830431
84,6380.122441711082,0.999756402490779
85,6380.162317600953,0.9986299071229722
86,6380.2021937400505,1.0000035539960783
87,6380.242070128374,0.9991786870006801
88,6380.2819467659265,0.9995654276266328
89,6380.321823652709,0.9991842258417142
90,6380.361700788722,0.9998059674835921
91,6380.401578173968,0.9997882534170495
92,6380.441455808448,0.9992364370318073
93,6380.481333692165,0.9992433173699298
94,6380.521211825121,0.9976105231680944
95,6380.561090207314,0.9997636167998346
96,6380.6009688387485,0.9998790286944029
97,6380.640847719425,0.998991341738488
98,6380.680726849345,1.0002375724109152
99,6380.72060622851,1.0000725780789688
100,6380.760485856923,1.0006204856674228
101,6380.8003657345835,1.0005414412112854
102,6380.8402458614955,1.0013762980946597
103,6380.880126237656,0.9998194544619621
104,6380.920006863073,0.9999460650990942
105,6380.959887737742,0.9994046438814735
106,6380.9997688616695,1.0000708575414603
107,6381.039650234853,0.9996916354758828
108,6381.079531857296,1.0011152035035624
109,6381.119413729001,1.0003989436522855
110,6381.15929584997,1.0012223630553945
111,6381.1991782202,1.0009487839671565
112,6381.239060839696,1.0009472271403574
113,6381.27894370846,1.0018978184474143
114,6381.318826826492,1.0007396168417422
115,6381.3587101937965,0.9998098390219592
116,6381.3985938103715,1.0007415566794766
117,6381.438477676218,1.0013726931672695
118,6381.478361791342,1.0001325843950624
119,6381.518246155741,1.000488042695259
120,6381.558130769417,0.9990921844824653
121,6381.598015632376,0.9993212156985912
122,6381.637900744614,0.9990354452750424
123,6381.6777861061355,0.9999708248571276
124,6381.717671716941,1.00164003234467
125,6381.7575575770325,1.0010887886582702
126,6381.797443686409,1.0005396813221856
127,6381.837330045077,0.998779907521652
128,6381.877216653034,0.9989314228866852
129,6381.9171035102845,0.998658516562946
130,6381.95699061683,0.9991213282073287
131,6381.996877972669,0.9993353175092832
