Specie,Wavelength
CH ,3137.576
CH ,3143.183
CH ,3145.996
CH ,3627.403
CH ,3633.289
CH ,3636.222
CH ,3878.774
CH ,3886.409
CH ,3886.4132
CH ,3886.4069
CH ,3890.217
CH ,4300.303
CH ,4300.3235
CH ,4300.3132
CH+,3447.077
CH+,3579.024
CH+,3745.308
CH+,3957.689
CH+,4232.548
CH+,4229.347
CH+,4237.56
CH+,3957.692
CH+,3955.486
CH+,3962.071
NH ,3353.9235
NH ,3358.0525
OH ,3072.01
OH ,3072.064
OH ,3078.443
OH ,3081.6645
OH+,3583.769
