,Wavelength,Flux
0,5794.517944850348,0.9999344003856521
1,5794.554160700677,1.0032458699757805
2,5794.590376777356,1.0003043851067936
3,5794.626593080388,0.9992670528954354
4,5794.66280960977,0.9987474093279901
5,5794.699026365506,1.0002247742841817
6,5794.7352433476,1.0006609613511437
7,5794.7714605560495,0.9990992717298032
8,5794.807677990856,0.9994273305209621
9,5794.843895652024,0.9990517825623556
10,5794.880113539552,0.9990548426544881
11,5794.916331653443,1.0007241775113631
12,5794.952549993697,0.9983627860715232
13,5794.988768560319,1.0000938424618777
14,5795.024987353305,1.0006913976257608
15,5795.06120637266,1.0005186996885476
16,5795.097425618385,0.9984079514001276
17,5795.13364509048,0.9989635593438515
18,5795.169864788948,0.9995906956014595
19,5795.20608471379,1.0034319911333687
20,5795.242304865007,1.0058745745255502
21,5795.278525242601,0.9997921398324787
22,5795.314745846574,1.0009901737321707
23,5795.350966676924,1.0020025474688647
24,5795.387187733656,0.9972668039827662
25,5795.423409016771,1.0013262337893418
26,5795.459630526269,0.9985729652311224
27,5795.495852262154,0.9987108817357424
28,5795.532074224423,0.9971472630526917
29,5795.56829641308,0.99624038667313
30,5795.604518828128,0.9987544569651583
31,5795.640741469565,0.9997118997360191
32,5795.676964337396,0.9992334066175489
33,5795.71318743162,0.9999821717406991
34,5795.749410752239,0.998387849043843
35,5795.785634299255,0.9992920536699648
36,5795.821858072669,1.0016672357088643
37,5795.858082072479,0.9996164375311655
38,5795.894306298694,1.0036141173198796
39,5795.930530751309,1.000683318642843
40,5795.966755430329,0.9995627173818343
41,5796.002980335752,1.0003227720842578
42,5796.039205467582,1.0016531855841555
43,5796.07543082582,1.000030179619532
44,5796.111656410468,1.0000163211993267
45,5796.147882221526,1.001541479657301
46,5796.184108258995,1.001139770340353
47,5796.220334522878,1.0028742856955524
48,5796.256561013178,1.0002096407532206
49,5796.292787729893,1.0049171174767781
50,5796.329014673022,1.0026524355546214
51,5796.3652418425745,1.0007409322459295
52,5796.401469238546,0.9988697578368902
53,5796.43769686094,0.9981661281068822
54,5796.473924709759,0.997444586850701
55,5796.510152784998,0.9961008972869152
56,5796.546381086668,0.9937964491132605
57,5796.582609614763,0.9886276106637059
58,5796.618838369287,0.9860623918413026
59,5796.655067350242,0.979709384219404
60,5796.691296557629,0.9737191729760429
61,5796.72752599145,0.9688147060894151
62,5796.763755651704,0.9647035174695829
63,5796.799985538395,0.9597889706238782
64,5796.836215651523,0.9591525966913846
65,5796.872445991091,0.9576020017191416
66,5796.908676557098,0.9585631599477159
67,5796.944907349547,0.9574954550819267
68,5796.98113836844,0.9651721549897304
69,5797.017369613777,0.9626621029344549
70,5797.05360108556,0.9591349502499783
71,5797.08983278379,0.9586910076288585
72,5797.12606470847,0.9622754840369178
73,5797.162296859599,0.9622314402862665
74,5797.198529237181,0.9670375794526512
75,5797.234761841215,0.9693593818589892
76,5797.270994671704,0.9720649728471179
77,5797.307227728647,0.9760553253389949
78,5797.343461012049,0.9796297510595333
79,5797.37969452191,0.9793370343047727
80,5797.415928258232,0.981185646879185
81,5797.452162221014,0.9822811404037727
82,5797.48839641026,0.983732654336592
83,5797.524630825969,0.9849414432122527
84,5797.5608654681455,0.9869499969316631
85,5797.597100336789,0.9882124741056664
86,5797.6333354318995,0.989557738395449
87,5797.66957075348,0.9876016885255533
88,5797.705806301535,0.9875873188061455
89,5797.74204207606,0.9914988738005731
90,5797.77827807706,0.9918476668256199
91,5797.814514304535,0.9952028786574901
92,5797.850750758489,0.9942870114789659
93,5797.886987438921,0.991762287450348
94,5797.923224345833,0.9887934288628283
95,5797.959461479224,0.9936096535737341
96,5797.9956988391,0.9950608805042755
97,5798.03193642546,0.9958074019360057
98,5798.068174238306,0.9980456211309523
99,5798.1044122776375,0.9966714278037757
100,5798.14065054346,1.0021296495657057
101,5798.17688903577,0.9985793154856692
102,5798.213127754571,0.9990083756352719
103,5798.249366699865,0.9977504379261238
104,5798.285605871655,0.9982958349710693
105,5798.32184526994,0.9989758256656417
106,5798.35808489472,1.0007939653816713
107,5798.394324746001,0.997992926754548
108,5798.4305648237805,0.9977417209087475
109,5798.466805128061,0.999879324060249
110,5798.503045658846,1.0008439280369643
111,5798.539286416131,0.9988120346414566
112,5798.575527399926,0.9999729481793438
113,5798.611768610224,0.9987378718165633
114,5798.648010047033,1.0017590916133394
115,5798.684251710351,1.0014881566032858
116,5798.720493600179,0.9985055422749751
117,5798.756735716521,1.0008350064225595
118,5798.792978059375,0.9998254480531522
119,5798.829220628746,1.0016950934192623
120,5798.865463424632,0.9996698527090165
121,5798.901706447038,0.9993106619784594
122,5798.937949695965,1.0009451983839421
123,5798.97419317141,1.0015394865682656
124,5799.010436873377,1.0012391218465966
125,5799.046680801871,0.9998219119874207
126,5799.082924956889,1.0016463716856727
127,5799.119169338433,1.0003830748676705
128,5799.155413946505,0.998817409962276
129,5799.191658781107,1.0002551099013326
130,5799.22790384224,1.0013056749806726
131,5799.264149129906,0.9989197305608057
132,5799.300394644104,1.0008776653819778
133,5799.336640384839,0.9982793519101464
134,5799.372886352109,0.9983830929580142
