Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit,v_rad_err,b_err,n_err
NaI,3302.368,0.009,9640000.0,8.0,0,14.293396727310943,12.98586459250637,14.98586459250637,0,0,1.0,0.1,6,1000000000000000.0,3302.217203092625,3303.3512461651285,10.0,14.304125945871228,1.66018647408926,92226994586919.34,0.014395775151891258,0.014080380044277469,6013599297664.779
NaI,3302.978,0.00446,9640000.0,8.0,0,14.293396727310943,12.98586459250637,14.98586459250637,0,0,1.0,0.1,6,1000000000000000.0,3302.217203092625,3303.3512461651285,10.0,14.304125945871228,1.66018647408926,92226994586919.34,0.014395775151891258,0.014080380044277469,6013599297664.779
NaI,5889.951,0.641,61600000.0,10.0,0,14.293396727310943,12.98586459250637,14.98586459250637,0,0,1.0,0.1,6,1000000000000000.0,5889.6375123276475,5890.615149103732,1.0,14.304125945871228,1.66018647408926,92226994586919.34,0.014395775151891258,0.014080380044277469,6013599297664.779
NaI,5895.924,0.32,61400000.0,10.0,0,14.293396727310943,12.98586459250637,14.98586459250637,0,0,1.0,0.1,6,1000000000000000.0,5895.710521341503,5896.538911292884,1.0,14.304125945871228,1.66018647408926,92226994586919.34,0.014395775151891258,0.014080380044277469,6013599297664.779
NaI,3302.368,0.009,9640000.0,8.0,1,-5.6146087376567175,-10.289682047929125,-0.2896820479291246,1,1,1.0,0.1,6,1000000000000000.0,3302.217203092625,3303.3512461651285,10.0,-5.4721403485495745,0.13636498776067843,28431708521.57544,0.5535393182617154,4.676207403884029,2434724261155.69
NaI,3302.978,0.00446,9640000.0,8.0,1,-5.6146087376567175,-10.289682047929125,-0.2896820479291246,1,1,1.0,0.1,6,1000000000000000.0,3302.217203092625,3303.3512461651285,10.0,-5.4721403485495745,0.13636498776067843,28431708521.57544,0.5535393182617154,4.676207403884029,2434724261155.69
NaI,5889.951,0.641,61600000.0,10.0,1,-5.6146087376567175,-10.289682047929125,-0.2896820479291246,1,1,1.0,0.1,6,1000000000000000.0,5889.6375123276475,5890.615149103732,1.0,-5.4721403485495745,0.13636498776067843,28431708521.57544,0.5535393182617154,4.676207403884029,2434724261155.69
NaI,5895.924,0.32,61400000.0,10.0,1,-5.6146087376567175,-10.289682047929125,-0.2896820479291246,1,1,1.0,0.1,6,1000000000000000.0,5895.710521341503,5896.538911292884,1.0,-5.4721403485495745,0.13636498776067843,28431708521.57544,0.5535393182617154,4.676207403884029,2434724261155.69
NaI,3302.368,0.009,9640000.0,8.0,2,8.240813096988251,0.9542917279120536,10.954291727912054,2,2,0.1000002715450467,0.1,6,1916713060962.4631,3302.217203092625,3303.3512461651285,10.0,8.926427348580651,0.10000030191157414,438019659097.1805,0.019506145875581325,0.045370643530535645,1136090391351.3765
NaI,3302.978,0.00446,9640000.0,8.0,2,8.240813096988251,0.9542917279120536,10.954291727912054,2,2,0.1000002715450467,0.1,6,1916713060962.4631,3302.217203092625,3303.3512461651285,10.0,8.926427348580651,0.10000030191157414,438019659097.1805,0.019506145875581325,0.045370643530535645,1136090391351.3765
NaI,5889.951,0.641,61600000.0,10.0,2,8.240813096988251,0.9542917279120536,10.954291727912054,2,2,0.1000002715450467,0.1,6,1916713060962.4631,5889.6375123276475,5890.615149103732,1.0,8.926427348580651,0.10000030191157414,438019659097.1805,0.019506145875581325,0.045370643530535645,1136090391351.3765
NaI,5895.924,0.32,61400000.0,10.0,2,8.240813096988251,0.9542917279120536,10.954291727912054,2,2,0.1000002715450467,0.1,6,1916713060962.4631,5895.710521341503,5896.538911292884,1.0,8.926427348580651,0.10000030191157414,438019659097.1805,0.019506145875581325,0.045370643530535645,1136090391351.3765
