    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited   8  7  1 Ground   7  1  1  15120.1740112625     -               0.000400125443312385 0.0000 : rR6A2g(7) : Excited v=1  8  7      A2u - Ground v=0  7  6 A2g
SymmetricTop Excited   8  6  1 Ground   7  0  1  15120.1740112625     -               0.000400125443312385 0.0000 : rR6A1g(7) : Excited v=1  8  7      A1u - Ground v=0  7  6 A1g
SymmetricTop Excited   8 10  3 Ground   7  4  2  15120.19208433       -               0.000340926927694583 0.0000 : rR5(7) : Excited v=1  8  6      E1u - Ground v=0  7  5 E1g
SymmetricTop Excited   7 11  2 Ground   6  5  1  15120.1746616825     -               0.000291014805170812 0.0000 : rR4(6) : Excited v=1  7  5      E2u - Ground v=0  6  4 E2g
SymmetricTop Excited   5  6  2 Ground   4  0  1  15120.1769381525     -               0.000193385363677211 0.0000 : rR0(4) : Excited v=1  5  1      A1u - Ground v=0  4  0 A1g
SymmetricTop Excited   6 11  3 Ground   5  5  2  15120.1756373125     -               0.000188659612085491 0.0000 : rR2(5) : Excited v=1  6  3      E2u - Ground v=0  5  2 E2g
SymmetricTop Excited  12 10  2 Ground  11  4  1  15120.22546618       -               0.000632166401421247 0.0000 : rR11(11) : Excited v=1 12 12      E1u - Ground v=0 11 11 E1g
SymmetricTop Excited  11 11  1 Ground  10  5  1  15120.2083687425     -               0.000598092455150523 0.0000 : rR10(10) : Excited v=1 11 11      E2u - Ground v=0 10 10 E2g
SymmetricTop Excited  11  8  1 Ground  10  2  1  15120.22579139       -               0.000527978636063616 0.0000 : rR9B1g(10) : Excited v=1 11 10      B1u - Ground v=0 10  9 B1g
SymmetricTop Excited  11  9  1 Ground  10  3  1  15120.22579139       -               0.000527978636063616 0.0000 : rR9B2g(10) : Excited v=1 11 10      B2u - Ground v=0 10  9 B2g
SymmetricTop Excited  10 11  2 Ground   9  5  1  15120.2086939525     -               0.000490039745498867 0.0000 : rR8(9) : Excited v=1 10  9      E2u - Ground v=0  9  8 E2g
SymmetricTop Excited   9  6  1 Ground   8  0  1  15120.2093443725     -               0.00038685326272805 0.0000 : rR6A1g(8) : Excited v=1  9  7      A1u - Ground v=0  8  6 A1g
SymmetricTop Excited   9  7  1 Ground   8  1  1  15120.2093443725     -               0.00038685326272805 0.0000 : rR6A2g(8) : Excited v=1  9  7      A2u - Ground v=0  8  6 A2g
SymmetricTop Excited   8 11  2 Ground   7  5  1  15120.2103200025     -               0.000288184515171304 0.0000 : rR4(7) : Excited v=1  8  5      E2u - Ground v=0  7  4 E2g
SymmetricTop Excited   6  7  2 Ground   5  1  1  15120.2132468925     -               0.000218745718149522 0.0000 : rR0(5) : Excited v=1  6  1      A2u - Ground v=0  5  0 A2g
SymmetricTop Excited   7 11  4 Ground   6  5  2  15120.2116208425     -               0.000194771390117787 0.0000 : rR2(6) : Excited v=1  7  3      E2u - Ground v=0  6  2 E2g
SymmetricTop Excited  14 10  1 Ground  13  4  1  15120.25917324       -               0.000684773868460027 0.0000 : rR13(13) : Excited v=1 14 14      E1u - Ground v=0 13 13 E1g
SymmetricTop Excited  13  6  1 Ground  12  0  1  15120.2424010125     -               0.00066108156209101 0.0000 : rR12A1g(12) : Excited v=1 13 13      A1u - Ground v=0 12 12 A1g
SymmetricTop Excited  13  7  1 Ground  12  1  1  15120.2424010125     -               0.00066108156209101 0.0000 : rR12A2g(12) : Excited v=1 13 13      A2u - Ground v=0 12 12 A2g
SymmetricTop Excited  13 10  2 Ground  12  4  1  15120.25949845       -               0.00058890803970707 0.0000 : rR11(12) : Excited v=1 13 12      E1u - Ground v=0 12 11 E1g
SymmetricTop Excited  12 11  1 Ground  11  5  1  15120.2427262225     -               0.000560971086117395 0.0000 : rR10(11) : Excited v=1 12 11      E2u - Ground v=0 11 10 E2g
SymmetricTop Excited  11 11  3 Ground  10  5  2  15120.2433766425     -               0.000465301497293212 0.0000 : rR8(10) : Excited v=1 11  9      E2u - Ground v=0 10  8 E2g
SymmetricTop Excited  10  6  1 Ground   9  0  1  15120.2443522725     -               0.000373225184092555 0.0000 : rR6A1g(9) : Excited v=1 10  7      A1u - Ground v=0  9  6 A1g
SymmetricTop Excited  10  7  1 Ground   9  1  1  15120.2443522725     -               0.000373225184092555 0.0000 : rR6A2g(9) : Excited v=1 10  7      A2u - Ground v=0  9  6 A2g
SymmetricTop Excited   9 11  4 Ground   8  5  2  15120.2456531125     -               0.00028443011692895 0.0000 : rR4(8) : Excited v=1  9  5      E2u - Ground v=0  8  4 E2g
SymmetricTop Excited   7  6  3 Ground   6  0  2  15120.2492304225     -               0.00024088763679207 0.0000 : rR0(6) : Excited v=1  7  1      A1u - Ground v=0  6  0 A1g
SymmetricTop Excited  16  8  1 Ground  15  2  1  15120.29222988       -               0.000716560092273586 0.0000 : rR15B1g(15) : Excited v=1 16 16      B1u - Ground v=0 15 15 B1g
SymmetricTop Excited  16  9  1 Ground  15  3  1  15120.29222988       -               0.000716560092273586 0.0000 : rR15B2g(15) : Excited v=1 16 16      B2u - Ground v=0 15 15 B2g
SymmetricTop Excited  15 11  2 Ground  14  5  1  15120.2757828625     -               0.000703245089720578 0.0000 : rR14(14) : Excited v=1 15 15      E2u - Ground v=0 14 14 E2g
SymmetricTop Excited  15 10  1 Ground  14  4  1  15120.29255509       -               0.0006295233797416  0.0000 : rR13(14) : Excited v=1 15 14      E1u - Ground v=0 14 13 E1g
SymmetricTop Excited  14  7  1 Ground  13  1  1  15120.2761080725     -               0.000611749971025938 0.0000 : rR12A2g(13) : Excited v=1 14 13      A2u - Ground v=0 13 12 A2g
SymmetricTop Excited  14  6  1 Ground  13  0  1  15120.2761080725     -               0.000611749971025938 0.0000 : rR12A1g(13) : Excited v=1 14 13      A1u - Ground v=0 13 12 A1g
SymmetricTop Excited  14 10  3 Ground  13  4  2  15120.29320551       -               0.00054664420299436 0.0000 : rR11(13) : Excited v=1 14 12      E1u - Ground v=0 13 11 E1g
SymmetricTop Excited  13 11  2 Ground  12  5  1  15120.2767584925     -               0.000524484838793568 0.0000 : rR10(12) : Excited v=1 13 11      E2u - Ground v=0 12 10 E2g
SymmetricTop Excited  13  8  1 Ground  12  2  1  15120.29418114       -               0.000466858304820424 0.0000 : rR9B1g(12) : Excited v=1 13 10      B1u - Ground v=0 12  9 B1g
SymmetricTop Excited  13  9  1 Ground  12  3  1  15120.29418114       -               0.000466858304820424 0.0000 : rR9B2g(12) : Excited v=1 13 10      B2u - Ground v=0 12  9 B2g
SymmetricTop Excited  18 10  2 Ground  17  4  1  15120.3246361        -               0.000728272890570947 0.0000 : rR17(17) : Excited v=1 18 18      E1u - Ground v=0 17 17 E1g
SymmetricTop Excited  19  6  1 Ground  18  0  1  15120.3405953025     -               0.000727077637277206 0.0000 : rR18A1g(18) : Excited v=1 19 19      A1u - Ground v=0 18 18 A1g
SymmetricTop Excited  19  7  1 Ground  18  1  1  15120.3405953025     -               0.000727077637277206 0.0000 : rR18A2g(18) : Excited v=1 19 19      A2u - Ground v=0 18 18 A2g
SymmetricTop Excited  18 11  1 Ground  17  5  1  15120.3409205125     -               0.000653596457897451 0.0000 : rR16(17) : Excited v=1 18 17      E2u - Ground v=0 17 16 E2g
SymmetricTop Excited  17  8  1 Ground  16  2  1  15120.32496131       -               0.000650275313095023 0.0000 : rR15B1g(16) : Excited v=1 17 16      B1u - Ground v=0 16 15 B1g
SymmetricTop Excited  17  9  1 Ground  16  3  1  15120.32496131       -               0.000650275313095023 0.0000 : rR15B2g(16) : Excited v=1 17 16      B2u - Ground v=0 16 15 B2g
SymmetricTop Excited  17 11  3 Ground  16  5  2  15120.3415709325     -               0.000584077284889615 0.0000 : rR14(16) : Excited v=1 17 15      E2u - Ground v=0 16 14 E2g
SymmetricTop Excited  16 10  2 Ground  15  4  1  15120.32561173       -               0.000576306970167854 0.0000 : rR13(15) : Excited v=1 16 14      E1u - Ground v=0 15 13 E1g
SymmetricTop Excited  16  6  1 Ground  15  0  1  15120.3425465625     -               0.000517490177332045 0.0000 : rR12A1g(15) : Excited v=1 16 13      A1u - Ground v=0 15 12 A1g
SymmetricTop Excited  16  7  1 Ground  15  1  1  15120.3425465625     -               0.000517490177332045 0.0000 : rR12A2g(15) : Excited v=1 16 13      A2u - Ground v=0 15 12 A2g
SymmetricTop Excited  21 11  2 Ground  20  5  1  15120.3720258925     -               0.000711933776705306 0.0000 : rR20(20) : Excited v=1 21 21      E2u - Ground v=0 20 20 E2g
SymmetricTop Excited  20  6  1 Ground  19  0  1  15120.3723511025     -               0.000647336536160946 0.0000 : rR18A1g(19) : Excited v=1 20 19      A1u - Ground v=0 19 18 A1g
SymmetricTop Excited  20  7  1 Ground  19  1  1  15120.3723511025     -               0.000647336536160946 0.0000 : rR18A2g(19) : Excited v=1 20 19      A2u - Ground v=0 19 18 A2g
SymmetricTop Excited  18  8  1 Ground  17  2  1  15120.35736753       -               0.000587405215390921 0.0000 : rR15B1g(17) : Excited v=1 18 16      B1u - Ground v=0 17 15 B1g
SymmetricTop Excited  18  9  1 Ground  17  3  1  15120.35736753       -               0.000587405215390921 0.0000 : rR15B2g(17) : Excited v=1 18 16      B2u - Ground v=0 17 15 B2g
SymmetricTop Excited  19 11  2 Ground  18  5  1  15120.3730015225     -               0.000586544798765756 0.0000 : rR16(18) : Excited v=1 19 17      E2u - Ground v=0 18 16 E2g
SymmetricTop Excited  18 11  3 Ground  17  5  2  15120.3739771525     -               0.000528608515752559 0.0000 : rR14(17) : Excited v=1 18 15      E2u - Ground v=0 17 14 E2g
SymmetricTop Excited  17 10  2 Ground  16  4  1  15120.35834316       -               0.000525182168201075 0.0000 : rR13(16) : Excited v=1 17 14      E1u - Ground v=0 16 13 E1g
SymmetricTop Excited  17  7  2 Ground  16  1  1  15120.3752779925     -               0.00047266967232669 0.0000 : rR12A2g(16) : Excited v=1 17 13      A2u - Ground v=0 16 12 A2g
SymmetricTop Excited  17  6  2 Ground  16  0  1  15120.3752779925     -               0.00047266967232669 0.0000 : rR12A1g(16) : Excited v=1 17 13      A1u - Ground v=0 16 12 A1g
SymmetricTop Excited  27 11  2 Ground  26  5  1  15120.4624151425     -               0.000589559513286829 0.0000 : rR26(26) : Excited v=1 27 27      E2u - Ground v=0 26 26 E2g
SymmetricTop Excited  28  9  1 Ground  27  3  1  15120.4769109        -               0.000561926725292878 0.0000 : rR27B2g(27) : Excited v=1 28 28      B2u - Ground v=0 27 27 B2g
SymmetricTop Excited  28  8  1 Ground  27  2  1  15120.4769109        -               0.000561926725292878 0.0000 : rR27B1g(27) : Excited v=1 28 28      B1u - Ground v=0 27 27 B1g
SymmetricTop Excited  26  7  1 Ground  25  1  1  15120.4627403525     -               0.000548876687008163 0.0000 : rR24A2g(25) : Excited v=1 26 25      A2u - Ground v=0 25 24 A2g
SymmetricTop Excited  26  6  1 Ground  25  0  1  15120.4627403525     -               0.000548876687008163 0.0000 : rR24A1g(25) : Excited v=1 26 25      A1u - Ground v=0 25 24 A1g
SymmetricTop Excited  27 10  1 Ground  26  4  1  15120.47723611       -               0.000524672881588606 0.0000 : rR25(26) : Excited v=1 27 26      E1u - Ground v=0 26 25 E1g
SymmetricTop Excited  25 11  2 Ground  24  5  1  15120.4633907725     -               0.000511304213139467 0.0000 : rR22(24) : Excited v=1 25 23      E2u - Ground v=0 24 22 E2g
SymmetricTop Excited  26 10  3 Ground  25  4  2  15120.47788653       -               0.000490386196664197 0.0000 : rR23(25) : Excited v=1 26 24      E1u - Ground v=0 25 23 E1g
SymmetricTop Excited  24 11  3 Ground  23  5  2  15120.4643664025     -               0.000476203662800161 0.0000 : rR20(23) : Excited v=1 24 21      E2u - Ground v=0 23 20 E2g
SymmetricTop Excited  25  9  1 Ground  24  3  1  15120.47886216       -               0.000458479244770941 0.0000 : rR21B2g(24) : Excited v=1 25 22      B2u - Ground v=0 24 21 B2g
SymmetricTop Excited  29 11  1 Ground  28  5  1  15120.4912440525     -               0.000533229277694729 0.0000 : rR28(28) : Excited v=1 29 29      E2u - Ground v=0 28 28 E2g
SymmetricTop Excited  30 10  2 Ground  29  4  1  15120.5054146        -               0.00050381395524862 0.0000 : rR29(29) : Excited v=1 30 30      E1u - Ground v=0 29 29 E1g
SymmetricTop Excited  28 11  2 Ground  27  5  1  15120.4915692625     -               0.00049922200441803 0.0000 : rR26(27) : Excited v=1 28 27      E2u - Ground v=0 27 26 E2g
SymmetricTop Excited  29  8  1 Ground  28  2  1  15120.50573981       -               0.000472867249970596 0.0000 : rR27B1g(28) : Excited v=1 29 28      B1u - Ground v=0 28 27 B1g
SymmetricTop Excited  29  9  1 Ground  28  3  1  15120.50573981       -               0.000472867249970596 0.0000 : rR27B2g(28) : Excited v=1 29 28      B2u - Ground v=0 28 27 B2g
SymmetricTop Excited  27  7  1 Ground  26  1  1  15120.4922196825     -               0.000468033985168289 0.0000 : rR24A2g(26) : Excited v=1 27 25      A2u - Ground v=0 26 24 A2g
SymmetricTop Excited  27  6  1 Ground  26  0  1  15120.4922196825     -               0.000468033985168289 0.0000 : rR24A1g(26) : Excited v=1 27 25      A1u - Ground v=0 26 24 A1g
SymmetricTop Excited  28 10  2 Ground  27  4  1  15120.50639023       -               0.000444588558593316 0.0000 : rR25(27) : Excited v=1 28 26      E1u - Ground v=0 27 25 E1g
SymmetricTop Excited  26 11  2 Ground  25  5  1  15120.4931953125     -               0.000439126960400981 0.0000 : rR22(25) : Excited v=1 26 23      E2u - Ground v=0 25 22 E2g
SymmetricTop Excited  27 10  3 Ground  26  4  2  15120.50736586       -               0.000418486640593156 0.0000 : rR23(26) : Excited v=1 27 24      E1u - Ground v=0 26 23 E1g
SymmetricTop Excited  32 10  1 Ground  31  4  1  15120.53326788       -               0.000444106962277611 0.0000 : rR31(31) : Excited v=1 32 32      E1u - Ground v=0 31 31 E1g
SymmetricTop Excited  31 10  2 Ground  30  4  1  15120.53359309       -               0.000418718928766682 0.0000 : rR29(30) : Excited v=1 31 30      E1u - Ground v=0 30 29 E1g
SymmetricTop Excited  33 11  2 Ground  32  5  1  15120.5469506125     -               0.000414390880905534 0.0000 : rR32(32) : Excited v=1 33 33      E2u - Ground v=0 32 32 E2g
SymmetricTop Excited  30  9  1 Ground  29  3  1  15120.53424351       -               0.000395691871961786 0.0000 : rR27B2g(29) : Excited v=1 30 28      B2u - Ground v=0 29 27 B2g
SymmetricTop Excited  30  8  1 Ground  29  2  1  15120.53424351       -               0.000395691871961786 0.0000 : rR27B1g(29) : Excited v=1 30 28      B1u - Ground v=0 29 27 B1g
SymmetricTop Excited  32  6  1 Ground  31  0  1  15120.5472758225     -               0.000391503153128038 0.0000 : rR30A1g(31) : Excited v=1 32 31      A1u - Ground v=0 31 30 A1g
SymmetricTop Excited  32  7  1 Ground  31  1  1  15120.5472758225     -               0.000391503153128038 0.0000 : rR30A2g(31) : Excited v=1 32 31      A2u - Ground v=0 31 30 A2g
SymmetricTop Excited  29 10  2 Ground  28  4  1  15120.53521914       -               0.000374621315497999 0.0000 : rR25(28) : Excited v=1 29 26      E1u - Ground v=0 28 25 E1g
SymmetricTop Excited  31 11  2 Ground  30  5  1  15120.5479262425     -               0.000370823205655144 0.0000 : rR28(30) : Excited v=1 31 29      E2u - Ground v=0 30 28 E2g
SymmetricTop Excited  28 10  4 Ground  27  4  2  15120.53651998       -               0.000355135580620935 0.0000 : rR23(27) : Excited v=1 28 24      E1u - Ground v=0 27 23 E1g
SymmetricTop Excited  34  9  1 Ground  33  3  1  15120.56047074       -               0.000385104287359285 0.0000 : rR33B2g(33) : Excited v=1 34 34      B2u - Ground v=0 33 33 B2g
SymmetricTop Excited  34  8  1 Ground  33  2  1  15120.56047074       -               0.000385104287359285 0.0000 : rR33B1g(33) : Excited v=1 34 34      B1u - Ground v=0 33 33 B1g
SymmetricTop Excited  33 10  1 Ground  32  4  1  15120.56079595       -               0.000364534898999814 0.0000 : rR31(32) : Excited v=1 33 32      E1u - Ground v=0 32 31 E1g
SymmetricTop Excited  35 11  1 Ground  34  5  1  15120.5738282625     -               0.000356464492732784 0.0000 : rR34(34) : Excited v=1 35 35      E2u - Ground v=0 34 34 E2g
SymmetricTop Excited  32 10  3 Ground  31  4  2  15120.56144637       -               0.000346021910565354 0.0000 : rR29(31) : Excited v=1 32 30      E1u - Ground v=0 31 29 E1g
SymmetricTop Excited  34 11  2 Ground  33  5  1  15120.5741534725     -               0.000338036173832038 0.0000 : rR32(33) : Excited v=1 34 33      E2u - Ground v=0 33 32 E2g
SymmetricTop Excited  31  9  1 Ground  30  3  1  15120.562422         -               0.000329237172460533 0.0000 : rR27B2g(30) : Excited v=1 31 28      B2u - Ground v=0 30 27 B2g
SymmetricTop Excited  31  8  1 Ground  30  2  1  15120.562422         -               0.000329237172460533 0.0000 : rR27B1g(30) : Excited v=1 31 28      B1u - Ground v=0 30 27 B1g
SymmetricTop Excited  36 10  2 Ground  35  4  1  15120.58702318       -               0.00032865942127736 0.0000 : rR35(35) : Excited v=1 36 36      E1u - Ground v=0 35 35 E1g
SymmetricTop Excited  33  6  1 Ground  32  0  1  15120.5748038925     -               0.000321515764421833 0.0000 : rR30A1g(32) : Excited v=1 33 31      A1u - Ground v=0 32 30 A1g
SymmetricTop Excited  37  6  1 Ground  36  0  1  15120.6000554925     -               0.000301847835724625 0.0000 : rR36A1g(36) : Excited v=1 37 37      A1u - Ground v=0 36 36 A1g
SymmetricTop Excited  37  7  1 Ground  36  1  1  15120.6000554925     -               0.000301847835724625 0.0000 : rR36A2g(36) : Excited v=1 37 37      A2u - Ground v=0 36 36 A2g
SymmetricTop Excited  36 11  1 Ground  35  5  1  15120.6003807025     -               0.000287193935247434 0.0000 : rR34(35) : Excited v=1 36 35      E2u - Ground v=0 35 34 E2g
SymmetricTop Excited  38 10  1 Ground  37  4  1  15120.6129252        -               0.000276160051598252 0.0000 : rR37(37) : Excited v=1 38 38      E1u - Ground v=0 37 37 E1g
SymmetricTop Excited  35 11  3 Ground  34  5  2  15120.6010311225     -               0.00027416333847672 0.0000 : rR32(34) : Excited v=1 35 33      E2u - Ground v=0 34 32 E2g
SymmetricTop Excited  37 10  2 Ground  36  4  1  15120.61325041       -               0.000263153647910263 0.0000 : rR35(36) : Excited v=1 37 36      E1u - Ground v=0 36 35 E1g
SymmetricTop Excited  34  6  1 Ground  33  0  1  15120.6020067525     -               0.000262522553967682 0.0000 : rR30A1g(33) : Excited v=1 34 31      A1u - Ground v=0 33 30 A1g
SymmetricTop Excited  34  7  1 Ground  33  1  1  15120.6020067525     -               0.000262522553967682 0.0000 : rR30A2g(33) : Excited v=1 34 31      A2u - Ground v=0 33 30 A2g
SymmetricTop Excited  33 11  4 Ground  32  5  2  15120.6033075925     -               0.00025206030423455 0.0000 : rR28(32) : Excited v=1 33 29      E2u - Ground v=0 32 28 E2g
SymmetricTop Excited  36  8  1 Ground  35  2  1  15120.61390083       -               0.000251635971825024 0.0000 : rR33B1g(35) : Excited v=1 36 34      B1u - Ground v=0 35 33 B1g
SymmetricTop Excited  19  6  7 Ground  18  0  4  15120.6556664025     -               0.000238138495100079 0.0000 : rR0(18) : Excited v=1 19  1      A1u - Ground v=0 18  0 A1g
SymmetricTop Excited  40  9  1 Ground  39  3  1  15120.6381768        -               0.000228542095552086 0.0000 : rR39B2g(39) : Excited v=1 40 40      B2u - Ground v=0 39 39 B2g
SymmetricTop Excited  40  8  1 Ground  39  2  1  15120.6381768        -               0.000228542095552086 0.0000 : rR39B1g(39) : Excited v=1 40 40      B1u - Ground v=0 39 39 B1g
SymmetricTop Excited  39 10  1 Ground  38  4  1  15120.63850201       -               0.000218391129669333 0.0000 : rR37(38) : Excited v=1 39 38      E1u - Ground v=0 38 37 E1g
SymmetricTop Excited  38 10  3 Ground  37  4  2  15120.63915243       -               0.000209478087292662 0.0000 : rR35(37) : Excited v=1 38 36      E1u - Ground v=0 37 35 E1g
SymmetricTop Excited  41 11  1 Ground  40  5  1  15120.6505586925     -               0.000206742264680513 0.0000 : rR40(40) : Excited v=1 41 41      E2u - Ground v=0 40 40 E2g
SymmetricTop Excited  37  8  1 Ground  36  2  1  15120.64012806       -               0.000201641899314356 0.0000 : rR33B1g(36) : Excited v=1 37 34      B1u - Ground v=0 36 33 B1g
SymmetricTop Excited  37  9  1 Ground  36  3  1  15120.64012806       -               0.000201641899314356 0.0000 : rR33B2g(36) : Excited v=1 37 34      B2u - Ground v=0 36 33 B2g
SymmetricTop Excited  40 11  2 Ground  39  5  1  15120.6508839025     -               0.000197816322331143 0.0000 : rR38(39) : Excited v=1 40 39      E2u - Ground v=0 39 38 E2g
SymmetricTop Excited  36 10  4 Ground  35  4  2  15120.6414289        -               0.000194738577758211 0.0000 : rR31(35) : Excited v=1 36 32      E1u - Ground v=0 35 31 E1g
SymmetricTop Excited  20  7  7 Ground  19  1  4  15120.6874222025     -               0.000222321645398743 0.0000 : rR0(19) : Excited v=1 20  1      A2u - Ground v=0 19  0 A2g
SymmetricTop Excited  43  7  1 Ground  42  1  1  15120.6748346625     -               0.00016731859147701 0.0000 : rR42A2g(42) : Excited v=1 43 43      A2u - Ground v=0 42 42 A2g
SymmetricTop Excited  43  6  1 Ground  42  0  1  15120.6748346625     -               0.00016731859147701 0.0000 : rR42A1g(42) : Excited v=1 43 43      A1u - Ground v=0 42 42 A1g
SymmetricTop Excited  42 11  1 Ground  41  5  1  15120.6751598725     -               0.00016048117631164 0.0000 : rR40(41) : Excited v=1 42 41      E2u - Ground v=0 41 40 E2g
SymmetricTop Excited  41 11  3 Ground  40  5  2  15120.6758102925     -               0.000154556401788473 0.0000 : rR38(40) : Excited v=1 41 39      E2u - Ground v=0 40 38 E2g
SymmetricTop Excited  30  7  4 Ground  29  1  2  15120.6720225525     -               0.000150493339683719 0.0000 : rR18A2g(29) : Excited v=1 30 19      A2u - Ground v=0 29 18 A2g
SymmetricTop Excited  30  6  4 Ground  29  0  2  15120.6720225525     -               0.000150493339683719 0.0000 : rR18A1g(29) : Excited v=1 30 19      A1u - Ground v=0 29 18 A1g
SymmetricTop Excited  26 10 11 Ground  25  4  6  15120.67232385       -               0.000149750586296632 0.0000 : rR11(25) : Excited v=1 26 12      E1u - Ground v=0 25 11 E1g
SymmetricTop Excited  44 10  1 Ground  43  4  1  15120.68672874       -               0.000149699522196332 0.0000 : rR43(43) : Excited v=1 44 44      E1u - Ground v=0 43 43 E1g
SymmetricTop Excited  40  6  1 Ground  39  0  1  15120.6767859225     -               0.000149436470418496 0.0000 : rR36A1g(39) : Excited v=1 40 37      A1u - Ground v=0 39 36 A1g
SymmetricTop Excited  21  6  7 Ground  20  0  4  15120.7188527925     -               0.000205807791390948 0.0000 : rR0(20) : Excited v=1 21  1      A1u - Ground v=0 20  0 A1g
SymmetricTop Excited  45 11  2 Ground  44  5  1  15120.6984602125     -               0.000133451657594429 0.0000 : rR44(44) : Excited v=1 45 45      E2u - Ground v=0 44 44 E2g
SymmetricTop Excited  25 11 12 Ground  24  5  6  15120.6947872525     -               0.000132826794660624 0.0000 : rR8(24) : Excited v=1 25  9      E2u - Ground v=0 24  8 E2g
SymmetricTop Excited  28 10 10 Ground  27  4  5  15120.69692503       -               0.000132159645299257 0.0000 : rR13(27) : Excited v=1 28 14      E1u - Ground v=0 27 13 E1g
SymmetricTop Excited  27 10 11 Ground  26  4  6  15120.70180318       -               0.000129419786660479 0.0000 : rR11(26) : Excited v=1 27 12      E1u - Ground v=0 26 11 E1g
SymmetricTop Excited  44  6  1 Ground  43  0  1  15120.6987854225     -               0.000128278881243395 0.0000 : rR42A1g(43) : Excited v=1 44 43      A1u - Ground v=0 43 42 A1g
SymmetricTop Excited  44  7  1 Ground  43  1  1  15120.6987854225     -               0.000128278881243395 0.0000 : rR42A2g(43) : Excited v=1 44 43      A2u - Ground v=0 43 42 A2g
SymmetricTop Excited  32 11  8 Ground  31  5  4  15120.6962985225     -               0.000127500379090245 0.0000 : rR20(31) : Excited v=1 32 21      E2u - Ground v=0 31 20 E2g
SymmetricTop Excited  24  7  6 Ground  23  1  3  15120.7003158225     -               0.000127399984388465 0.0000 : rR6A2g(23) : Excited v=1 24  7      A2u - Ground v=0 23  6 A2g
SymmetricTop Excited  24  6  6 Ground  23  0  3  15120.7003158225     -               0.000127399984388465 0.0000 : rR6A1g(23) : Excited v=1 24  7      A1u - Ground v=0 23  6 A1g
SymmetricTop Excited  22  7  7 Ground  21  1  4  15120.7499581725     -               0.000188954604414197 0.0000 : rR0(21) : Excited v=1 22  1      A2u - Ground v=0 21  0 A2g
SymmetricTop Excited  26 11 12 Ground  25  5  6  15120.7245917925     -               0.000116051913380843 0.0000 : rR8(25) : Excited v=1 26  9      E2u - Ground v=0 25  8 E2g
SymmetricTop Excited  30  8  5 Ground  29  2  3  15120.72087579       -               0.000113649543880385 0.0000 : rR15B1g(29) : Excited v=1 30 16      B1u - Ground v=0 29 15 B1g
SymmetricTop Excited  30  9  5 Ground  29  3  3  15120.72087579       -               0.000113649543880385 0.0000 : rR15B2g(29) : Excited v=1 30 16      B2u - Ground v=0 29 15 B2g
SymmetricTop Excited  29 10 10 Ground  28  4  5  15120.72575394       -               0.000112546202539873 0.0000 : rR13(28) : Excited v=1 29 14      E1u - Ground v=0 28 13 E1g
SymmetricTop Excited  25  6  7 Ground  24  0  4  15120.7304455725     -               0.000112460845694195 0.0000 : rR6A1g(24) : Excited v=1 25  7      A1u - Ground v=0 24  6 A1g
SymmetricTop Excited  25  7  7 Ground  24  1  4  15120.7304455725     -               0.000112460845694195 0.0000 : rR6A2g(24) : Excited v=1 25  7      A2u - Ground v=0 24  6 A2g
SymmetricTop Excited  28 10 12 Ground  27  4  6  15120.7309573        -               0.000111161992456891 0.0000 : rR11(27) : Excited v=1 28 12      E1u - Ground v=0 27 11 E1g
SymmetricTop Excited  23  9  7 Ground  22  3  4  15120.72456788       -               0.000110957622671599 0.0000 : rR3B2g(22) : Excited v=1 23  4      B2u - Ground v=0 22  3 B2g
SymmetricTop Excited  23  8  7 Ground  22  2  4  15120.72456788       -               0.000110957622671599 0.0000 : rR3B1g(22) : Excited v=1 23  4      B1u - Ground v=0 22  3 B1g
SymmetricTop Excited  25 10 14 Ground  24  4  7  15120.74851864       -               0.000103653904177569 0.0000 : rR5(24) : Excited v=1 25  6      E1u - Ground v=0 24  5 E1g
SymmetricTop Excited  28 11 12 Ground  27  5  6  15120.7482173425     -               0.000102229810485146 0.0000 : rR10(27) : Excited v=1 28 11      E2u - Ground v=0 27 10 E2g
SymmetricTop Excited  27 11 14 Ground  26  5  7  15120.7540711225     -               0.000100750023042596 0.0000 : rR8(26) : Excited v=1 27  9      E2u - Ground v=0 26  8 E2g
SymmetricTop Excited  24  9  7 Ground  23  3  4  15120.75502284       -               9.93291228985262E-5 0.0000 : rR3B2g(23) : Excited v=1 24  4      B2u - Ground v=0 23  3 B2g
SymmetricTop Excited  24  8  7 Ground  23  2  4  15120.75502284       -               9.93291228985262E-5 0.0000 : rR3B1g(23) : Excited v=1 24  4      B1u - Ground v=0 23  3 B1g
SymmetricTop Excited  26  7  7 Ground  25  1  4  15120.7602501125     -               9.86202500395985E-5 0.0000 : rR6A2g(25) : Excited v=1 26  7      A2u - Ground v=0 25  6 A2g
SymmetricTop Excited  26  6  7 Ground  25  0  4  15120.7602501125     -               9.86202500395985E-5 0.0000 : rR6A1g(25) : Excited v=1 26  7      A1u - Ground v=0 25  6 A1g
SymmetricTop Excited  25 11 14 Ground  24  5  7  15120.7667543125     -               9.56264635441627E-5 0.0000 : rR4(24) : Excited v=1 25  5      E2u - Ground v=0 24  4 E2g
