    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited  25 10 17 Ground  26  4  9  15118.90911175       -               5.28804352717969E-5 0.0000 : pP1(26) : Excited v=1 25  0    E1u - Ground v=0 26  1 E1g
SymmetricTop Excited  24 10 16 Ground  25  4  9  15118.91756721       -               5.07891149347353E-5 0.0000 : rP1(25) : Excited v=1 24  2      E1u - Ground v=0 25  1 E1g
SymmetricTop Excited  23  8  7 Ground  24  2  4  15118.92634788       -               4.75703239642421E-5 0.0000 : rP3B1g(24) : Excited v=1 23  4      B1u - Ground v=0 24  3 B1g
SymmetricTop Excited  23  9  7 Ground  24  3  4  15118.92634788       -               4.75703239642421E-5 0.0000 : rP3B2g(24) : Excited v=1 23  4      B2u - Ground v=0 24  3 B2g
SymmetricTop Excited  24 11 15 Ground  25  5  8  15118.8988437225     -               4.67731596293905E-5 0.0000 : rP2(25) : Excited v=1 24  3      E2u - Ground v=0 25  2 E2g
SymmetricTop Excited  23 11 13 Ground  24  5  7  15118.9079496025     -               4.35082089880051E-5 0.0000 : rP4(24) : Excited v=1 23  5      E2u - Ground v=0 24  4 E2g
SymmetricTop Excited  22 10 12 Ground  23  4  7  15118.93545376       -               4.30035493054239E-5 0.0000 : rP5(23) : Excited v=1 22  6      E1u - Ground v=0 23  5 E1g
SymmetricTop Excited  22  6  5 Ground  23  0  3  15118.9173806925     -               3.88811172551614E-5 0.0000 : rP6A1g(23) : Excited v=1 22  7      A1u - Ground v=0 23  6 A1g
SymmetricTop Excited  22  7  5 Ground  23  1  3  15118.9173806925     -               3.88811172551614E-5 0.0000 : rP6A2g(23) : Excited v=1 22  7      A2u - Ground v=0 23  6 A2g
SymmetricTop Excited  22 10 10 Ground  23  4  6  15118.89947023       -               3.50034711319174E-5 0.0000 : rP7(23) : Excited v=1 22  8      E1u - Ground v=0 23  7 E1g
SymmetricTop Excited  21 11 10 Ground  22  5  6  15118.9271369925     -               3.27439718355318E-5 0.0000 : rP8(22) : Excited v=1 21  9      E2u - Ground v=0 22  8 E2g
SymmetricTop Excited  21  9  4 Ground  22  3  3  15118.90955174       -               2.8813815725177E-5  0.0000 : rP9B2g(22) : Excited v=1 21 10      B2u - Ground v=0 22  9 B2g
SymmetricTop Excited  21  8  4 Ground  22  2  3  15118.90955174       -               2.8813815725177E-5  0.0000 : rP9B1g(22) : Excited v=1 21 10      B1u - Ground v=0 22  9 B1g
SymmetricTop Excited  20 10  7 Ground  21  4  4  15118.91995846       -               2.12265487148658E-5 0.0000 : rP11(21) : Excited v=1 20 12      E1u - Ground v=0 21 11 E1g
SymmetricTop Excited  20  7  3 Ground  21  1  2  15118.9028610225     -               1.75960354714441E-5 0.0000 : rP12A2g(21) : Excited v=1 20 13      A2u - Ground v=0 21 12 A2g
SymmetricTop Excited  20  6  3 Ground  21  0  2  15118.9028610225     -               1.75960354714441E-5 0.0000 : rP12A1g(21) : Excited v=1 20 13      A1u - Ground v=0 21 12 A1g
SymmetricTop Excited  19 10  4 Ground  20  4  3  15118.93069039       -               1.27561303368379E-5 0.0000 : rP13(20) : Excited v=1 19 14      E1u - Ground v=0 20 13 E1g
SymmetricTop Excited  19 11  4 Ground  20  5  3  15118.9139181625     -               9.4999765557017E-6  0.0000 : rP14(20) : Excited v=1 19 15      E2u - Ground v=0 20 14 E2g
SymmetricTop Excited  19  8  1 Ground  20  2  1  15118.89730854       -               6.62378120772483E-6 0.0000 : rP15B1g(20) : Excited v=1 19 16      B1u - Ground v=0 20 15 B1g
SymmetricTop Excited  19  9  1 Ground  20  3  1  15118.89730854       -               6.62378120772483E-6 0.0000 : rP15B2g(20) : Excited v=1 19 16      B2u - Ground v=0 20 15 B2g
SymmetricTop Excited  44  8  1 Ground  45  2  1  15118.96502874       -               0.00011593476705595 0.0000 : pP45B1g(45) : Excited v=1 44 44      B1u - Ground v=0 45 45 B1g
SymmetricTop Excited  44  9  1 Ground  45  3  1  15118.96502874       -               0.00011593476705595 0.0000 : pP45B2g(45) : Excited v=1 44 44      B2u - Ground v=0 45 45 B2g
SymmetricTop Excited  43 10  1 Ground  44  4  1  15118.96535395       -               0.000111440970335102 0.0000 : pP43(44) : Excited v=1 43 42      E1u - Ground v=0 44 43 E1g
SymmetricTop Excited  42 10  3 Ground  43  4  2  15118.96600437       -               0.000107582371285444 0.0000 : pP41(43) : Excited v=1 42 40      E1u - Ground v=0 43 41 E1g
SymmetricTop Excited  41  8  2 Ground  42  2  1  15118.96698          -               0.000104288495805368 0.0000 : pP39B1g(42) : Excited v=1 41 38      B1u - Ground v=0 42 39 B1g
SymmetricTop Excited  41  9  2 Ground  42  3  1  15118.96698          -               0.000104288495805368 0.0000 : pP39B2g(42) : Excited v=1 41 38      B2u - Ground v=0 42 39 B2g
SymmetricTop Excited  40  7  2 Ground  41  1  1  15118.9433783625     -               8.83391633614384E-5 0.0000 : pP36A2g(41) : Excited v=1 40 35      A2u - Ground v=0 41 36 A2g
SymmetricTop Excited  40  6  2 Ground  41  0  1  15118.9433783625     -               8.83391633614384E-5 0.0000 : pP36A1g(41) : Excited v=1 40 35      A1u - Ground v=0 41 36 A1g
SymmetricTop Excited  39 11  5 Ground  40  5  3  15118.9453296225     -               8.6744990986252E-5  0.0000 : pP34(40) : Excited v=1 39 33      E2u - Ground v=0 40 34 E2g
SymmetricTop Excited  38 11  5 Ground  39  5  3  15118.9476060925     -               8.54761125231971E-5 0.0000 : pP32(39) : Excited v=1 38 31      E2u - Ground v=0 39 32 E2g
SymmetricTop Excited  37  6  4 Ground  38  0  2  15118.9502077725     -               8.44972214213445E-5 0.0000 : pP30A1g(38) : Excited v=1 37 29      A1u - Ground v=0 38 30 A1g
SymmetricTop Excited  37  7  4 Ground  38  1  2  15118.9502077725     -               8.44972214213445E-5 0.0000 : pP30A2g(38) : Excited v=1 37 29      A2u - Ground v=0 38 30 A2g
SymmetricTop Excited  36 11  6 Ground  37  5  3  15118.9531346625     -               8.37740305228642E-5 0.0000 : pP28(37) : Excited v=1 36 27      E2u - Ground v=0 37 28 E2g
SymmetricTop Excited  35 11  8 Ground  36  5  4  15118.9563867625     -               8.32719028448997E-5 0.0000 : pP26(36) : Excited v=1 35 25      E2u - Ground v=0 36 26 E2g
SymmetricTop Excited  34  7  4 Ground  35  1  2  15118.9599640725     -               8.29543668726256E-5 0.0000 : pP24A2g(35) : Excited v=1 34 23      A2u - Ground v=0 35 24 A2g
SymmetricTop Excited  34  6  4 Ground  35  0  2  15118.9599640725     -               8.29543668726256E-5 0.0000 : pP24A1g(35) : Excited v=1 34 23      A1u - Ground v=0 35 24 A1g
SymmetricTop Excited  33 11  9 Ground  34  5  5  15118.9638665925     -               8.27814605971164E-5 0.0000 : pP22(34) : Excited v=1 33 21      E2u - Ground v=0 34 22 E2g
SymmetricTop Excited  29 10 11 Ground  30  4  6  15118.96156621       -               7.55307486218164E-5 0.0000 : pP13(30) : Excited v=1 29 12      E1u - Ground v=0 30 13 E1g
SymmetricTop Excited  28 10 13 Ground  29  4  7  15118.96741999       -               7.54405573372511E-5 0.0000 : pP11(29) : Excited v=1 28 10      E1u - Ground v=0 29 11 E1g
SymmetricTop Excited  30  9  6 Ground  31  3  3  15118.95603764       -               7.54173252912437E-5 0.0000 : pP15B2g(31) : Excited v=1 30 14      B2u - Ground v=0 31 15 B2g
SymmetricTop Excited  30  8  6 Ground  31  2  3  15118.95603764       -               7.54173252912437E-5 0.0000 : pP15B1g(31) : Excited v=1 30 14      B1u - Ground v=0 31 15 B1g
SymmetricTop Excited  31 10 11 Ground  32  4  6  15118.95083428       -               7.51919167520371E-5 0.0000 : pP17(32) : Excited v=1 31 16      E1u - Ground v=0 32 17 E1g
SymmetricTop Excited  32 10 10 Ground  33  4  5  15118.94595613       -               7.49291670945674E-5 0.0000 : pP19(33) : Excited v=1 32 18      E1u - Ground v=0 33 19 E1g
SymmetricTop Excited  33  9  5 Ground  34  3  3  15118.94140319       -               7.46900124925464E-5 0.0000 : pP21B2g(34) : Excited v=1 33 20      B2u - Ground v=0 34 21 B2g
SymmetricTop Excited  33  8  5 Ground  34  2  3  15118.94140319       -               7.46900124925464E-5 0.0000 : pP21B1g(34) : Excited v=1 33 20      B1u - Ground v=0 34 21 B1g
SymmetricTop Excited  34 10  9 Ground  35  4  5  15118.93717546       -               7.45245985754803E-5 0.0000 : pP23(35) : Excited v=1 34 22      E1u - Ground v=0 35 23 E1g
SymmetricTop Excited  28 11 13 Ground  29  5  7  15118.9467452425     -               6.93786941833724E-5 0.0000 : pP10(29) : Excited v=1 28  9      E2u - Ground v=0 29 10 E2g
SymmetricTop Excited  29  6  7 Ground  30  0  4  15118.9405662525     -               6.92868236542609E-5 0.0000 : pP12A1g(30) : Excited v=1 29 11      A1u - Ground v=0 30 12 A1g
SymmetricTop Excited  29  7  7 Ground  30  1  4  15118.9405662525     -               6.92868236542609E-5 0.0000 : pP12A2g(30) : Excited v=1 29 11      A2u - Ground v=0 30 12 A2g
SymmetricTop Excited  27 11 15 Ground  28  5  8  15118.9532494425     -               6.91371943488165E-5 0.0000 : pP8(28) : Excited v=1 27  7      E2u - Ground v=0 28  8 E2g
SymmetricTop Excited  26  6  8 Ground  27  0  4  15118.9600788525     -               6.84240663013904E-5 0.0000 : pP6A1g(27) : Excited v=1 26  5      A1u - Ground v=0 27  6 A1g
SymmetricTop Excited  26  7  8 Ground  27  1  4  15118.9600788525     -               6.84240663013904E-5 0.0000 : pP6A2g(27) : Excited v=1 26  5      A2u - Ground v=0 27  6 A2g
SymmetricTop Excited  25 11 15 Ground  26  5  8  15118.9672334725     -               6.70733942906303E-5 0.0000 : pP4(26) : Excited v=1 25  3      E2u - Ground v=0 26  4 E2g
SymmetricTop Excited  26 10 16 Ground  27  4  8  15118.94021713       -               6.31931023854923E-5 0.0000 : pP5(27) : Excited v=1 26  4      E1u - Ground v=0 27  5 E1g
SymmetricTop Excited  25  8  8 Ground  26  2  4  15118.94769696       -               6.19278882256801E-5 0.0000 : pP3B1g(26) : Excited v=1 25  2      B1u - Ground v=0 26  3 B1g
SymmetricTop Excited  25  9  8 Ground  26  3  4  15118.94769696       -               6.19278882256801E-5 0.0000 : pP3B2g(26) : Excited v=1 25  2      B2u - Ground v=0 26  3 B2g
SymmetricTop Excited  24 10 17 Ground  25  4  9  15118.955502         -               5.98060230209745E-5 0.0000 : pP1(25) : Excited v=1 24  0    E1u - Ground v=0 25  1 E1g
SymmetricTop Excited  23 10 14 Ground  24  4  8  15118.96363225       -               5.66063305800847E-5 0.0000 : rP1(24) : Excited v=1 23  2      E1u - Ground v=0 24  1 E1g
SymmetricTop Excited  23 11 15 Ground  24  5  8  15118.9449087625     -               5.19243521464452E-5 0.0000 : rP2(24) : Excited v=1 23  3      E2u - Ground v=0 24  2 E2g
SymmetricTop Excited  22 11 12 Ground  23  5  7  15118.9536894325     -               4.73985556085929E-5 0.0000 : rP4(23) : Excited v=1 22  5      E2u - Ground v=0 23  4 E2g
SymmetricTop Excited  21  7  5 Ground  22  1  3  15118.9627953125     -               4.1349289270732E-5  0.0000 : rP6A2g(22) : Excited v=1 21  7      A2u - Ground v=0 22  6 A2g
SymmetricTop Excited  21  6  5 Ground  22  0  3  15118.9627953125     -               4.1349289270732E-5  0.0000 : rP6A1g(22) : Excited v=1 21  7      A1u - Ground v=0 22  6 A1g
SymmetricTop Excited  21 10  9 Ground  22  4  5  15118.94488485       -               3.69152778828277E-5 0.0000 : rP7(22) : Excited v=1 21  8      E1u - Ground v=0 22  7 E1g
SymmetricTop Excited  20  8  4 Ground  21  2  3  15118.95464115       -               2.92650417147721E-5 0.0000 : rP9B1g(21) : Excited v=1 20 10      B1u - Ground v=0 21  9 B1g
SymmetricTop Excited  20  9  4 Ground  21  3  3  15118.95464115       -               2.92650417147721E-5 0.0000 : rP9B2g(21) : Excited v=1 20 10      B2u - Ground v=0 21  9 B2g
SymmetricTop Excited  20 11  6 Ground  21  5  4  15118.9372185025     -               2.51146534843389E-5 0.0000 : rP10(21) : Excited v=1 20 11      E2u - Ground v=0 21 10 E2g
SymmetricTop Excited  19 10  6 Ground  20  4  4  15118.96472266       -               2.030337148586E-5   0.0000 : rP11(20) : Excited v=1 19 12      E1u - Ground v=0 20 11 E1g
SymmetricTop Excited  19  6  3 Ground  20  0  2  15118.9476252225     -               1.63632342082213E-5 0.0000 : rP12A1g(20) : Excited v=1 19 13      A1u - Ground v=0 20 12 A1g
SymmetricTop Excited  19  7  3 Ground  20  1  2  15118.9476252225     -               1.63632342082213E-5 0.0000 : rP12A2g(20) : Excited v=1 19 13      A2u - Ground v=0 20 12 A2g
SymmetricTop Excited  18 11  3 Ground  19  5  2  15118.9583571525     -               7.54450917746892E-6 0.0000 : rP14(19) : Excited v=1 18 15      E2u - Ground v=0 19 14 E2g
SymmetricTop Excited  41  6  1 Ground  42  0  1  15119.0436386925     -               0.000163381683442256 0.0000 : pP42A1g(42) : Excited v=1 41 41      A1u - Ground v=0 42 42 A1g
SymmetricTop Excited  41  7  1 Ground  42  1  1  15119.0436386925     -               0.000163381683442256 0.0000 : pP42A2g(42) : Excited v=1 41 41      A2u - Ground v=0 42 42 A2g
SymmetricTop Excited  40 11  1 Ground  41  5  1  15119.0439639025     -               0.00015652099275738 0.0000 : pP40(41) : Excited v=1 40 39      E2u - Ground v=0 41 40 E2g
SymmetricTop Excited  39 11  3 Ground  40  5  2  15119.0446143225     -               0.000150549429251599 0.0000 : pP38(40) : Excited v=1 39 37      E2u - Ground v=0 40 38 E2g
SymmetricTop Excited  38  7  2 Ground  39  1  1  15119.0455899525     -               0.000145358573150122 0.0000 : pP36A2g(39) : Excited v=1 38 35      A2u - Ground v=0 39 36 A2g
SymmetricTop Excited  38  6  2 Ground  39  0  1  15119.0455899525     -               0.000145358573150122 0.0000 : pP36A1g(39) : Excited v=1 38 35      A1u - Ground v=0 39 36 A1g
SymmetricTop Excited  37 11  3 Ground  38  5  2  15119.0468907925     -               0.0001408523794745  0.0000 : pP34(38) : Excited v=1 37 33      E2u - Ground v=0 38 34 E2g
SymmetricTop Excited  36 11  4 Ground  37  5  2  15119.0485168425     -               0.000136944328064085 0.0000 : pP32(37) : Excited v=1 36 31      E2u - Ground v=0 37 32 E2g
SymmetricTop Excited  35  7  3 Ground  36  1  2  15119.0504681025     -               0.0001335548174532  0.0000 : pP30A2g(36) : Excited v=1 35 29      A2u - Ground v=0 36 30 A2g
SymmetricTop Excited  35  6  3 Ground  36  0  2  15119.0504681025     -               0.0001335548174532  0.0000 : pP30A1g(36) : Excited v=1 35 29      A1u - Ground v=0 36 30 A1g
SymmetricTop Excited  35 10  5 Ground  36  4  3  15119.02670386       -               0.000118215560728826 0.0000 : pP29(36) : Excited v=1 35 28      E1u - Ground v=0 36 29 E1g
SymmetricTop Excited  34  8  4 Ground  35  2  2  15119.02930554       -               0.000116151982187995 0.0000 : pP27B1g(35) : Excited v=1 34 26      B1u - Ground v=0 35 27 B1g
SymmetricTop Excited  34  9  4 Ground  35  3  2  15119.02930554       -               0.000116151982187995 0.0000 : pP27B2g(35) : Excited v=1 34 26      B2u - Ground v=0 35 27 B2g
SymmetricTop Excited  33 10  6 Ground  34  4  3  15119.03223243       -               0.000114379904219324 0.0000 : pP25(34) : Excited v=1 33 24      E1u - Ground v=0 34 25 E1g
SymmetricTop Excited  32 10  8 Ground  33  4  4  15119.03548453       -               0.000112835843028972 0.0000 : pP23(33) : Excited v=1 32 22      E1u - Ground v=0 33 23 E1g
SymmetricTop Excited  31  8  4 Ground  32  2  2  15119.03906184       -               0.000111451870941814 0.0000 : pP21B1g(32) : Excited v=1 31 20      B1u - Ground v=0 32 21 B1g
SymmetricTop Excited  31  9  4 Ground  32  3  2  15119.03906184       -               0.000111451870941814 0.0000 : pP21B2g(32) : Excited v=1 31 20      B2u - Ground v=0 32 21 B2g
SymmetricTop Excited  30 10  9 Ground  31  4  5  15119.04296436       -               0.000110153046311955 0.0000 : pP19(31) : Excited v=1 30 18      E1u - Ground v=0 31 19 E1g
SymmetricTop Excited  29 10  9 Ground  30  4  5  15119.04719209       -               0.00010885458234739 0.0000 : pP17(30) : Excited v=1 29 16      E1u - Ground v=0 30 17 E1g
SymmetricTop Excited  33  6  4 Ground  34  0  2  15119.0092812125     -               0.000102439402774241 0.0000 : pP24A1g(34) : Excited v=1 33 23      A1u - Ground v=0 34 24 A1g
SymmetricTop Excited  33  7  4 Ground  34  1  2  15119.0092812125     -               0.000102439402774241 0.0000 : pP24A2g(34) : Excited v=1 33 23      A2u - Ground v=0 34 24 A2g
SymmetricTop Excited  32 11  7 Ground  33  5  4  15119.0128585225     -               0.000101492381248041 0.0000 : pP22(33) : Excited v=1 32 21      E2u - Ground v=0 33 22 E2g
SymmetricTop Excited  31 11  9 Ground  32  5  5  15119.0167610425     -               0.000100658039475221 0.0000 : pP20(32) : Excited v=1 31 19      E2u - Ground v=0 32 20 E2g
SymmetricTop Excited  30  6  5 Ground  31  0  3  15119.0209887725     -               9.98667021931762E-5 0.0000 : pP18A1g(31) : Excited v=1 30 17      A1u - Ground v=0 31 18 A1g
SymmetricTop Excited  30  7  5 Ground  31  1  3  15119.0209887725     -               9.98667021931762E-5 0.0000 : pP18A2g(31) : Excited v=1 30 17      A2u - Ground v=0 31 18 A2g
SymmetricTop Excited  29 11 10 Ground  30  5  5  15119.0255417125     -               9.90376898287755E-5 0.0000 : pP16(30) : Excited v=1 29 15      E2u - Ground v=0 30 16 E2g
SymmetricTop Excited  28 11 11 Ground  29  5  6  15119.0304198625     -               9.80762044261431E-5 0.0000 : pP14(29) : Excited v=1 28 13      E2u - Ground v=0 29 14 E2g
SymmetricTop Excited  27  6  6 Ground  28  0  3  15119.0356232225     -               9.68699614076883E-5 0.0000 : pP12A1g(28) : Excited v=1 27 11      A1u - Ground v=0 28 12 A1g
SymmetricTop Excited  27  7  6 Ground  28  1  3  15119.0356232225     -               9.68699614076883E-5 0.0000 : pP12A2g(28) : Excited v=1 27 11      A2u - Ground v=0 28 12 A2g
SymmetricTop Excited  26 11 11 Ground  27  5  6  15119.0411517925     -               9.52857252924977E-5 0.0000 : pP10(27) : Excited v=1 26  9      E2u - Ground v=0 27 10 E2g
SymmetricTop Excited  25 11 13 Ground  26  5  7  15119.0470055725     -               9.31660927366424E-5 0.0000 : pP8(26) : Excited v=1 25  7      E2u - Ground v=0 26  8 E2g
SymmetricTop Excited  28 10 11 Ground  29  4  6  15119.0092573        -               8.96907034365715E-5 0.0000 : pP13(29) : Excited v=1 28 12      E1u - Ground v=0 29 13 E1g
SymmetricTop Excited  27 10 12 Ground  28  4  6  15119.01478587       -               8.88111056723521E-5 0.0000 : pP11(28) : Excited v=1 27 10      E1u - Ground v=0 28 11 E1g
SymmetricTop Excited  26  9  7 Ground  27  3  4  15119.02063965       -               8.75255554173997E-5 0.0000 : pP9B2g(27) : Excited v=1 26  8      B2u - Ground v=0 27  9 B2g
SymmetricTop Excited  26  8  7 Ground  27  2  4  15119.02063965       -               8.75255554173997E-5 0.0000 : pP9B1g(27) : Excited v=1 26  8      B1u - Ground v=0 27  9 B1g
SymmetricTop Excited  25 10 13 Ground  26  4  7  15119.02681864       -               8.56753368331168E-5 0.0000 : pP7(26) : Excited v=1 25  6      E1u - Ground v=0 26  7 E1g
SymmetricTop Excited  24 10 15 Ground  25  4  8  15119.03332284       -               8.30745153355044E-5 0.0000 : pP5(25) : Excited v=1 24  4      E1u - Ground v=0 25  5 E1g
SymmetricTop Excited  23  8  8 Ground  24  2  4  15119.04015225       -               7.95103986259475E-5 0.0000 : pP3B1g(24) : Excited v=1 23  2      B1u - Ground v=0 24  3 B1g
SymmetricTop Excited  23  9  8 Ground  24  3  4  15119.04015225       -               7.95103986259475E-5 0.0000 : pP3B2g(24) : Excited v=1 23  2      B2u - Ground v=0 24  3 B2g
SymmetricTop Excited  24 11 14 Ground  25  5  7  15119.0136237225     -               7.64646524931537E-5 0.0000 : pP4(25) : Excited v=1 24  3      E2u - Ground v=0 25  4 E2g
SymmetricTop Excited  22 10 15 Ground  23  4  8  15119.04730687       -               7.47489258667774E-5 0.0000 : pP1(23) : Excited v=1 22  0    E1u - Ground v=0 23  1 E1g
SymmetricTop Excited  23 11 16 Ground  24  5  8  15119.0207783425     -               7.30537421973795E-5 0.0000 : pP2(24) : Excited v=1 23  1      E2u - Ground v=0 24  2 E2g
SymmetricTop Excited  22 10 14 Ground  23  4  8  15119.00937208       -               6.25616009971941E-5 0.0000 : rP1(23) : Excited v=1 22  2      E1u - Ground v=0 23  1 E1g
SymmetricTop Excited  21 11 14 Ground  22  5  8  15119.0360632125     -               6.23090421699746E-5 0.0000 : rP2(22) : Excited v=1 21  3      E2u - Ground v=0 22  2 E2g
SymmetricTop Excited  21  9  6 Ground  22  3  4  15119.01750233       -               5.65133812441594E-5 0.0000 : rP3B2g(22) : Excited v=1 21  4      B2u - Ground v=0 22  3 B2g
SymmetricTop Excited  21  8  6 Ground  22  2  4  15119.01750233       -               5.65133812441594E-5 0.0000 : rP3B1g(22) : Excited v=1 21  4      B1u - Ground v=0 22  3 B1g
SymmetricTop Excited  20 11 10 Ground  21  5  6  15119.0441934625     -               5.45373361493988E-5 0.0000 : rP4(21) : Excited v=1 20  5      E2u - Ground v=0 21  4 E2g
SymmetricTop Excited  20 10 11 Ground  21  4  6  15119.02595779       -               4.87955404599148E-5 0.0000 : rP5(21) : Excited v=1 20  6      E1u - Ground v=0 21  5 E1g
SymmetricTop Excited  19 10  8 Ground  20  4  5  15119.03473846       -               3.93558478585108E-5 0.0000 : rP7(20) : Excited v=1 19  8      E1u - Ground v=0 20  7 E1g
SymmetricTop Excited  19 11  8 Ground  20  5  5  15119.0169906025     -               3.40825223937383E-5 0.0000 : rP8(20) : Excited v=1 19  9      E2u - Ground v=0 20  8 E2g
SymmetricTop Excited  18  9  3 Ground  19  3  2  15119.04384434       -               2.84194866972172E-5 0.0000 : rP9B2g(19) : Excited v=1 18 10      B2u - Ground v=0 19  9 B2g
SymmetricTop Excited  18  8  3 Ground  19  2  2  15119.04384434       -               2.84194866972172E-5 0.0000 : rP9B1g(19) : Excited v=1 18 10      B1u - Ground v=0 19  9 B1g
SymmetricTop Excited  18 11  5 Ground  19  5  3  15119.0264216925     -               2.34134550313451E-5 0.0000 : rP10(19) : Excited v=1 18 11      E2u - Ground v=0 19 10 E2g
SymmetricTop Excited  18 10  6 Ground  19  4  4  15119.00916165       -               1.88114991876283E-5 0.0000 : rP11(19) : Excited v=1 18 12      E1u - Ground v=0 19 11 E1g
SymmetricTop Excited  17  6  2 Ground  18  0  2  15119.0361779925     -               1.23971068011649E-5 0.0000 : rP12A1g(18) : Excited v=1 17 13      A1u - Ground v=0 18 12 A1g
SymmetricTop Excited  17  7  2 Ground  18  1  2  15119.0361779925     -               1.23971068011649E-5 0.0000 : rP12A2g(18) : Excited v=1 17 13      A2u - Ground v=0 18 12 A2g
SymmetricTop Excited  17 10  2 Ground  18  4  2  15119.01924316       -               8.59048377155474E-6 0.0000 : rP13(18) : Excited v=1 17 14      E1u - Ground v=0 18 13 E1g
SymmetricTop Excited  27  9  3 Ground  28  3  2  15119.23047662       -               0.000231179690858858 0.0000 : pP21B2g(28) : Excited v=1 27 20      B2u - Ground v=0 28 21 B2g
SymmetricTop Excited  27  8  3 Ground  28  2  2  15119.23047662       -               0.000231179690858858 0.0000 : pP21B1g(28) : Excited v=1 27 20      B1u - Ground v=0 28 21 B1g
SymmetricTop Excited  26 10  6 Ground  27  4  3  15119.2330783        -               0.00022170031117056 0.0000 : pP19(27) : Excited v=1 26 18      E1u - Ground v=0 27 19 E1g
SymmetricTop Excited  25 10  7 Ground  26  4  4  15119.23600519       -               0.000212363372798657 0.0000 : pP17(26) : Excited v=1 25 16      E1u - Ground v=0 26 17 E1g
SymmetricTop Excited  24  8  4 Ground  25  2  2  15119.23925729       -               0.000202946453755481 0.0000 : pP15B1g(25) : Excited v=1 24 14      B1u - Ground v=0 25 15 B1g
SymmetricTop Excited  24  9  4 Ground  25  3  2  15119.23925729       -               0.000202946453755481 0.0000 : pP15B2g(25) : Excited v=1 24 14      B2u - Ground v=0 25 15 B2g
SymmetricTop Excited  17  6  6 Ground  18  0  4  15119.2520791725     -               0.000202417720835067 0.0000 : rP0(18) : Excited v=1 17  1      A1u - Ground v=0 18  0 A1g
SymmetricTop Excited  23 10  7 Ground  24  4  4  15119.2428346        -               0.000193213597785685 0.0000 : pP13(24) : Excited v=1 23 12      E1u - Ground v=0 24 13 E1g
SymmetricTop Excited  25 11  7 Ground  26  5  4  15119.2143548125     -               0.000192412882223071 0.0000 : pP16(26) : Excited v=1 25 15      E2u - Ground v=0 26 16 E2g
SymmetricTop Excited  24 11  8 Ground  25  5  4  15119.2179321225     -               0.00018434457778354 0.0000 : pP14(25) : Excited v=1 24 13      E2u - Ground v=0 25 14 E2g
SymmetricTop Excited  22 10  9 Ground  23  4  5  15119.24673712       -               0.000182912640186034 0.0000 : pP11(23) : Excited v=1 22 10      E1u - Ground v=0 23 11 E1g
SymmetricTop Excited  23  7  5 Ground  24  1  3  15119.2218346425     -               0.000175839107050616 0.0000 : pP12A2g(24) : Excited v=1 23 11      A2u - Ground v=0 24 12 A2g
SymmetricTop Excited  23  6  5 Ground  24  0  3  15119.2218346425     -               0.000175839107050616 0.0000 : pP12A1g(24) : Excited v=1 23 11      A1u - Ground v=0 24 12 A1g
SymmetricTop Excited  21  8  5 Ground  22  2  3  15119.25096485       -               0.000171774670669324 0.0000 : pP9B1g(22) : Excited v=1 21  8      B1u - Ground v=0 22  9 B1g
SymmetricTop Excited  21  9  5 Ground  22  3  3  15119.25096485       -               0.000171774670669324 0.0000 : pP9B2g(22) : Excited v=1 21  8      B2u - Ground v=0 22  9 B2g
SymmetricTop Excited  22 11  9 Ground  23  5  5  15119.2260623725     -               0.000166652720527719 0.0000 : pP10(23) : Excited v=1 22  9      E2u - Ground v=0 23 10 E2g
SymmetricTop Excited  21 11 11 Ground  22  5  6  15119.2306153125     -               0.000156523381851168 0.0000 : pP8(22) : Excited v=1 21  7      E2u - Ground v=0 22  8 E2g
SymmetricTop Excited  20  7  6 Ground  21  1  3  15119.2354934625     -               0.000145175376096583 0.0000 : pP6A2g(21) : Excited v=1 20  5      A2u - Ground v=0 21  6 A2g
SymmetricTop Excited  20  6  6 Ground  21  0  3  15119.2354934625     -               0.000145175376096583 0.0000 : pP6A1g(21) : Excited v=1 20  5      A1u - Ground v=0 21  6 A1g
SymmetricTop Excited  19 11 11 Ground  20  5  6  15119.2406968225     -               0.000132331392359298 0.0000 : pP4(20) : Excited v=1 19  3      E2u - Ground v=0 20  4 E2g
SymmetricTop Excited  20 10 12 Ground  21  4  6  15119.21563174       -               0.000132154588745602 0.0000 : pP5(21) : Excited v=1 20  4      E1u - Ground v=0 21  5 E1g
SymmetricTop Excited  19  8  6 Ground  20  2  3  15119.22116031       -               0.000119997868134792 0.0000 : pP3B1g(20) : Excited v=1 19  2      B1u - Ground v=0 20  3 B1g
SymmetricTop Excited  19  9  6 Ground  20  3  3  15119.22116031       -               0.000119997868134792 0.0000 : pP3B2g(20) : Excited v=1 19  2      B2u - Ground v=0 20  3 B2g
SymmetricTop Excited  18 11 12 Ground  19  5  6  15119.2462253925     -               0.00011773736532499 0.0000 : pP2(19) : Excited v=1 18  1      E2u - Ground v=0 19  2 E2g
SymmetricTop Excited  18 10 13 Ground  19  4  7  15119.22701409       -               0.000106031277699108 0.0000 : pP1(19) : Excited v=1 18  0    E1u - Ground v=0 19  1 E1g
