    Position                   Intensity
 6.61479152728707E+0003	 7.29719893921095E-0004
 6.61479053535557E+0003	 7.38471021917908E-0004
 6.61478954342406E+0003	 7.47325122407048E-0004
 6.61478855149256E+0003	 7.56283364565221E-0004
 6.61478755956106E+0003	 7.65346930020749E-0004
 6.61478656762955E+0003	 7.74517012972204E-0004
 6.61478557569805E+0003	 7.83794820307922E-0004
 6.61478458376655E+0003	 7.93181571726385E-0004
 6.61478359183504E+0003	 8.02678499857486E-0004
 6.61478259990354E+0003	 8.12286850384683E-0004
 6.61478160797204E+0003	 8.22007882168005E-0004
 6.61478061604053E+0003	 8.31842867367928E-0004
 6.61477962410903E+0003	 8.41793091570137E-0004
 6.61477863217752E+0003	 8.51859853911125E-0004
 6.61477764024602E+0003	 8.62044467204675E-0004
 6.61477664831452E+0003	 8.72348258069160E-0004
 6.61477565638301E+0003	 8.82772567055733E-0004
 6.61477466445151E+0003	 8.93318748777336E-0004
 6.61477367252001E+0003	 9.03988172038536E-0004
 6.61477268058850E+0003	 9.14782219966227E-0004
 6.61477168865700E+0003	 9.25702290141125E-0004
 6.61477069672550E+0003	 9.36749794730106E-0004
 6.61476970479399E+0003	 9.47926160619340E-0004
 6.61476871286249E+0003	 9.59232829548242E-0004
 6.61476772093099E+0003	 9.70671258244215E-0004
 6.61476672899948E+0003	 9.82242918558190E-0004
 6.61476573706798E+0003	 9.93949297600937E-0004
 6.61476474513648E+0003	 1.00579189788018E-0003
 6.61476375320497E+0003	 1.01777223743844E-0003
 6.61476276127347E+0003	 1.02989184999166E-0003
 6.61476176934197E+0003	 1.04215228506860E-0003
 6.61476077741046E+0003	 1.05455510815092E-0003
 6.61475978547896E+0003	 1.06710190081404E-0003
 6.61475879354746E+0003	 1.07979426086872E-0003
 6.61475780161595E+0003	 1.09263380250331E-0003
 6.61475680968445E+0003	 1.10562215642680E-0003
 6.61475581775295E+0003	 1.11876097001243E-0003
 6.61475482582144E+0003	 1.13205190744215E-0003
 6.61475383388994E+0003	 1.14549664985156E-0003
 6.61475284195844E+0003	 1.15909689547573E-0003
 6.61475185002693E+0003	 1.17285435979552E-0003
 6.61475085809543E+0003	 1.18677077568459E-0003
 6.61474986616392E+0003	 1.20084789355710E-0003
 6.61474887423242E+0003	 1.21508748151596E-0003
 6.61474788230092E+0003	 1.22949132550176E-0003
 6.61474689036941E+0003	 1.24406122944227E-0003
 6.61474589843791E+0003	 1.25879901540256E-0003
 6.61474490650641E+0003	 1.27370652373574E-0003
 6.61474391457490E+0003	 1.28878561323419E-0003
 6.61474292264340E+0003	 1.30403816128147E-0003
 6.61474193071190E+0003	 1.31946606400473E-0003
 6.61474093878039E+0003	 1.33507123642768E-0003
 6.61473994684889E+0003	 1.35085561262413E-0003
 6.61473895491739E+0003	 1.36682114587205E-0003
 6.61473796298588E+0003	 1.38296980880817E-0003
 6.61473697105438E+0003	 1.39930359358309E-0003
 6.61473597912288E+0003	 1.41582451201689E-0003
 6.61473498719137E+0003	 1.43253459575532E-0003
 6.61473399525987E+0003	 1.44943589642638E-0003
 6.61473300332837E+0003	 1.46653048579747E-0003
 6.61473201139686E+0003	 1.48382045593300E-0003
 6.61473101946536E+0003	 1.50130791935250E-0003
 6.61473002753386E+0003	 1.51899500918914E-0003
 6.61472903560235E+0003	 1.53688387934880E-0003
 6.61472804367085E+0003	 1.55497670466953E-0003
 6.61472705173935E+0003	 1.57327568108156E-0003
 6.61472605980784E+0003	 1.59178302576759E-0003
 6.61472506787634E+0003	 1.61050097732376E-0003
 6.61472407594484E+0003	 1.62943179592082E-0003
 6.61472308401333E+0003	 1.64857776346596E-0003
 6.61472209208183E+0003	 1.66794118376488E-0003
 6.61472110015032E+0003	 1.68752438268445E-0003
 6.61472010821882E+0003	 1.70732970831569E-0003
 6.61471911628732E+0003	 1.72735953113723E-0003
 6.61471812435581E+0003	 1.74761624417917E-0003
 6.61471713242431E+0003	 1.76810226318738E-0003
 6.61471614049281E+0003	 1.78882002678821E-0003
 6.61471514856130E+0003	 1.80977199665363E-0003
 6.61471415662980E+0003	 1.83096065766674E-0003
 6.61471316469830E+0003	 1.85238851808780E-0003
 6.61471217276679E+0003	 1.87405810972055E-0003
 6.61471118083529E+0003	 1.89597198807905E-0003
 6.61471018890379E+0003	 1.91813273255489E-0003
 6.61470919697228E+0003	 1.94054294658484E-0003
 6.61470820504078E+0003	 1.96320525781888E-0003
 6.61470721310928E+0003	 1.98612231828872E-0003
 6.61470622117777E+0003	 2.00929680457665E-0003
 6.61470522924627E+0003	 2.03273141798493E-0003
 6.61470423731477E+0003	 2.05642888470550E-0003
 6.61470324538326E+0003	 2.08039195599018E-0003
 6.61470225345176E+0003	 2.10462340832129E-0003
 6.61470126152026E+0003	 2.12912604358270E-0003
 6.61470026958875E+0003	 2.15390268923130E-0003
 6.61469927765725E+0003	 2.17895619846895E-0003
 6.61469828572575E+0003	 2.20428945041487E-0003
 6.61469729379424E+0003	 2.22990535027843E-0003
 6.61469630186274E+0003	 2.25580682953243E-0003
 6.61469530993123E+0003	 2.28199684608684E-0003
 6.61469431799973E+0003	 2.30847838446300E-0003
 6.61469332606823E+0003	 2.33525445596823E-0003
 6.61469233413672E+0003	 2.36232809887099E-0003
 6.61469134220522E+0003	 2.38970237857644E-0003
 6.61469035027372E+0003	 2.41738038780251E-0003
 6.61468935834221E+0003	 2.44536524675645E-0003
 6.61468836641071E+0003	 2.47366010331183E-0003
 6.61468737447921E+0003	 2.50226813318605E-0003
 6.61468638254770E+0003	 2.53119254011836E-0003
