,Wavelength,Flux
0,6376.773756535977,0.9976415179816864
1,6376.813611496502,0.997720342032112
2,6376.85346670612,0.9964608768406984
3,6376.893322164837,0.997412219642
4,6376.933177872646,0.9964082221165894
5,6376.973033829559,0.9972981372011452
6,6377.01289003557,0.9967959580329812
7,6377.0527464906845,0.9983857787870388
8,6377.092603194901,0.9974796006717352
9,6377.132460148225,0.9984214372403718
10,6377.172317350653,0.9997053377562872
11,6377.212174802193,1.0007719254575065
12,6377.252032502838,1.000599425991298
13,6377.291890452598,0.9983918716399872
14,6377.33174865147,1.0003987368099074
15,6377.371607099456,0.999704708660748
16,6377.4114657965565,1.000627931119965
17,6377.4513247427785,1.0006677215335398
18,6377.4911839381175,1.0012328707404874
19,6377.531043382577,0.9980797742952688
20,6377.57090307616,0.9992653782515571
21,6377.610763018864,1.000492883241603
22,6377.6506232106985,0.9996434365894288
23,6377.690483651657,1.0006746215215887
24,6377.730344341742,0.9992801428385142
25,6377.770205280961,0.9999605928060096
26,6377.8100664693075,0.9997149872484886
27,6377.849927906791,1.0007171427681647
28,6377.889789593408,1.0006635595409714
29,6377.929651529162,1.0001475035817131
30,6377.969513714052,1.0006922082314524
31,6378.009376148081,0.9991412298197144
32,6378.049238831252,0.9988537190645
33,6378.089101763567,0.9990995952753836
34,6378.1289649450255,1.0013559582481384
35,6378.16882837563,1.000190667516885
36,6378.208692055379,0.9993870439624892
37,6378.24855598428,0.9999678800436778
38,6378.288420162329,0.9978281634300504
39,6378.328284589533,0.9983805067905016
40,6378.368149265887,0.996768095393378
41,6378.408014191397,0.9980098765069604
42,6378.447879366065,0.9960639928337334
43,6378.48774478989,0.995330738814046
44,6378.527610462875,0.9936269991760226
45,6378.567476385021,0.9926317502971664
46,6378.607342556329,0.9897654379747931
47,6378.647208976803,0.9884019848873324
48,6378.687075646441,0.9842313682829312
49,6378.726942565249,0.9814193376427796
50,6378.766809733223,0.9767803151415526
51,6378.80667715037,0.9687762874822742
52,6378.846544816688,0.9646299363892232
53,6378.88641273218,0.9624899652667528
54,6378.926280896847,0.9646319335390336
55,6378.966149310692,0.9645082074962956
56,6379.006017973715,0.9651129329014309
57,6379.045886885916,0.9611531748892452
58,6379.085756047301,0.9599669016054914
59,6379.1256254578675,0.9629744639364382
60,6379.165495117619,0.9705215795677236
61,6379.205365026556,0.9761239521713069
62,6379.245235184681,0.9828239855564032
63,6379.2851055919955,0.9870734243441406
64,6379.324976248502,0.991813097851006
65,6379.364847154198,0.9927246804359721
66,6379.404718309091,0.9955409344711154
67,6379.444589713177,0.9949913307215804
68,6379.484461366463,0.9973515291756729
69,6379.524333268945,0.9971870963794562
70,6379.564205420627,0.9958392063953291
71,6379.604077821513,0.996732602728218
72,6379.6439504716,0.9964812848706274
73,6379.683823370893,0.9973220157440456
74,6379.723696519392,0.9982144487590904
75,6379.7635699171,0.9979409139980512
76,6379.803443564017,0.9979240449449068
77,6379.843317460145,0.997206233104398
78,6379.883191605484,0.9984950238427124
79,6379.923066000039,0.9982121728480758
80,6379.962940643811,0.997316944394654
81,6380.002815536798,0.9983336744622648
82,6380.0426906790035,0.9981460341539864
83,6380.0825660704295,0.9977611972273942
84,6380.122441711082,0.998142442035952
85,6380.162317600953,0.9968527164089386
86,6380.2021937400505,0.996442440182402
87,6380.242070128374,0.998428024599915
88,6380.2819467659265,0.9986752950783566
89,6380.321823652709,0.9980298686716145
90,6380.361700788722,0.998984434171669
91,6380.401578173968,0.9992301143920528
92,6380.441455808448,0.9998336257775604
93,6380.481333692165,0.9999839245386828
94,6380.521211825121,0.9988946180739404
95,6380.561090207314,0.9998286211231221
96,6380.6009688387485,0.998947756364778
97,6380.640847719425,1.0008582188883794
98,6380.680726849345,0.9982385111111274
99,6380.72060622851,0.9988392933065102
100,6380.760485856923,0.9983845680649004
101,6380.8003657345835,0.9993094494454342
102,6380.8402458614955,0.9990529835647741
103,6380.880126237656,0.9983396648478604
104,6380.920006863073,0.999081851766574
105,6380.959887737742,0.9994454423784264
106,6380.9997688616695,0.9976316164399888
107,6381.039650234853,0.9973620480993768
108,6381.079531857296,0.9980156178376252
109,6381.119413729001,0.998956536027905
110,6381.15929584997,0.9988344881625816
111,6381.1991782202,0.9997189427511612
112,6381.239060839696,1.0013918890992959
113,6381.27894370846,1.0013504363652086
114,6381.318826826492,1.0000096177129272
115,6381.3587101937965,1.0016329051013555
116,6381.3985938103715,0.9989449344508188
117,6381.438477676218,1.0002820174316065
118,6381.478361791342,0.9990935162109312
119,6381.518246155741,0.9992143852112562
120,6381.558130769417,1.0001051423736458
121,6381.598015632376,0.998039295808724
122,6381.637900744614,0.9975668159149178
123,6381.6777861061355,1.0003571362826014
124,6381.717671716941,1.000494486512474
125,6381.7575575770325,0.9998568248586622
126,6381.797443686409,1.000219609630251
127,6381.837330045077,0.9995001542628992
128,6381.877216653034,0.998626751150457
129,6381.9171035102845,1.0023117597135012
130,6381.95699061683,1.000313677241833
131,6381.996877972669,1.0008037888509598
