    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited 109 11 17 Ground 110  5  9  15118.393078315      -               1.94847433453757E-6 0.0000 : pP86(110) : Excited v=1 109 85      E2u - Ground v=0 110 86 E2g
SymmetricTop Excited 131 11  2 Ground 132  5  1  15118.369452559      -               1.94607272595863E-6 0.0000 : pP130(132) : Excited v=1 131 129      E2u - Ground v=0 132 130 E2g
SymmetricTop Excited  95 10 29 Ground  96  4 15  15118.369970568      -               1.93666627970499E-6 0.0000 : pP53(96) : Excited v=1 95 52      E1u - Ground v=0 96 53 E1g
SymmetricTop Excited  83  7 23 Ground  84  1 12  15118.303208015      -               1.93556015635669E-6 0.0000 : pP18A2g(84) : Excited v=1 83 17      A2u - Ground v=0 84 18 A2g
SymmetricTop Excited  83  6 23 Ground  84  0 12  15118.303208015      -               1.93556015635669E-6 0.0000 : pP18A1g(84) : Excited v=1 83 17      A1u - Ground v=0 84 18 A1g
SymmetricTop Excited  99  9 13 Ground 100  3  7  15118.380558028      -               1.9348595372574E-6  0.0000 : pP63B2g(100) : Excited v=1 99 62      B2u - Ground v=0 100 63 B2g
SymmetricTop Excited  99  8 13 Ground 100  2  7  15118.380558028      -               1.9348595372574E-6  0.0000 : pP63B1g(100) : Excited v=1 99 62      B1u - Ground v=0 100 63 B1g
SymmetricTop Excited  92  8 17 Ground  93  2  9  15118.358189888      -               1.93258144475919E-6 0.0000 : pP45B1g(93) : Excited v=1 92 44      B1u - Ground v=0 93 45 B1g
SymmetricTop Excited  92  9 17 Ground  93  3  9  15118.358189888      -               1.93258144475919E-6 0.0000 : pP45B2g(93) : Excited v=1 92 44      B2u - Ground v=0 93 45 B2g
SymmetricTop Excited  63  7  9 Ground  64  1  5  15118.309041535      -               1.93121763686709E-6 0.0000 : rP36A2g(64) : Excited v=1 63 37      A2u - Ground v=0 64 36 A2g
SymmetricTop Excited  63  6  9 Ground  64  0  5  15118.309041535      -               1.93121763686709E-6 0.0000 : rP36A1g(64) : Excited v=1 63 37      A1u - Ground v=0 64 36 A1g
SymmetricTop Excited 105 10 20 Ground 106  4 10  15118.388997692      -               1.92936119013124E-6 0.0000 : pP77(106) : Excited v=1 105 76      E1u - Ground v=0 106 77 E1g
SymmetricTop Excited  97 11 27 Ground  98  5 14  15118.374926219      -               1.92820264864831E-6 0.0000 : pP58(98) : Excited v=1 97 57      E2u - Ground v=0 98 58 E2g
SymmetricTop Excited 110 11 15 Ground 111  5  8  15118.391169163      -               1.92721838467209E-6 0.0000 : pP88(111) : Excited v=1 110 87      E2u - Ground v=0 111 88 E2g
SymmetricTop Excited  81 10 48 Ground  82  4 24  15118.284164792      -               1.92632494410894E-6 0.0000 : pP11(82) : Excited v=1 81 10      E1u - Ground v=0 82 11 E1g
SymmetricTop Excited  61 10 16 Ground  62  4  9  15118.34888656       -               1.92463156651506E-6 0.0000 : rP37(62) : Excited v=1 61 38      E1u - Ground v=0 62 37 E1g
SymmetricTop Excited 130 11  3 Ground 131  5  2  15118.369691203      -               1.92396427795403E-6 0.0000 : pP128(131) : Excited v=1 130 127      E2u - Ground v=0 131 128 E2g
SymmetricTop Excited 102 11 22 Ground 103  5 11  15118.384161363      -               1.91764694382233E-6 0.0000 : pP70(103) : Excited v=1 102 69      E2u - Ground v=0 103 70 E2g
SymmetricTop Excited  84  9 22 Ground  85  3 11  15118.30820344       -               1.91680531681699E-6 0.0000 : pP21B2g(85) : Excited v=1 84 20      B2u - Ground v=0 85 21 B2g
SymmetricTop Excited  84  8 22 Ground  85  2 11  15118.30820344       -               1.91680531681699E-6 0.0000 : pP21B1g(85) : Excited v=1 84 20      B1u - Ground v=0 85 21 B1g
SymmetricTop Excited  91  7 18 Ground  92  1  9  15118.350967119      -               1.91182352568875E-6 0.0000 : pP42A2g(92) : Excited v=1 91 41      A2u - Ground v=0 92 42 A2g
SymmetricTop Excited  91  6 18 Ground  92  0  9  15118.350967119      -               1.91182352568875E-6 0.0000 : pP42A1g(92) : Excited v=1 91 41      A1u - Ground v=0 92 42 A1g
SymmetricTop Excited 111  6  8 Ground 112  0  4  15118.389339559      -               1.90805053721761E-6 0.0000 : pP90A1g(112) : Excited v=1 111 89      A1u - Ground v=0 112 90 A1g
SymmetricTop Excited 111  7  8 Ground 112  1  4  15118.389339559      -               1.90805053721761E-6 0.0000 : pP90A2g(112) : Excited v=1 111 89      A2u - Ground v=0 112 90 A2g
SymmetricTop Excited 129  6  2 Ground 130  0  1  15118.370009395      -               1.90427265757484E-6 0.0000 : pP126A1g(130) : Excited v=1 129 125      A1u - Ground v=0 130 126 A1g
SymmetricTop Excited 129  7  2 Ground 130  1  1  15118.370009395      -               1.90427265757484E-6 0.0000 : pP126A2g(130) : Excited v=1 129 125      A2u - Ground v=0 130 126 A2g
SymmetricTop Excited  85  7 22 Ground  86  1 11  15118.313477283      -               1.90199959902609E-6 0.0000 : pP24A2g(86) : Excited v=1 85 23      A2u - Ground v=0 86 24 A2g
SymmetricTop Excited  85  6 22 Ground  86  0 11  15118.313477283      -               1.90199959902609E-6 0.0000 : pP24A1g(86) : Excited v=1 85 23      A1u - Ground v=0 86 24 A1g
SymmetricTop Excited  94 11 31 Ground  95  5 16  15118.362031867      -               1.90050984844394E-6 0.0000 : pP50(95) : Excited v=1 94 49      E2u - Ground v=0 95 50 E2g
SymmetricTop Excited  82 11 47 Ground  83  5 24  15118.288484059      -               1.89930581223067E-6 0.0000 : pP14(83) : Excited v=1 82 13      E2u - Ground v=0 83 14 E2g
SymmetricTop Excited 106 10 19 Ground 107  4 10  15118.3866908        -               1.89892313386382E-6 0.0000 : pP79(107) : Excited v=1 106 78      E1u - Ground v=0 107 79 E1g
SymmetricTop Excited  90  9 18 Ground  91  3  9  15118.344022768      -               1.89705323659869E-6 0.0000 : pP39B2g(91) : Excited v=1 90 38      B2u - Ground v=0 91 39 B2g
SymmetricTop Excited  90  8 18 Ground  91  2  9  15118.344022768      -               1.89705323659869E-6 0.0000 : pP39B1g(91) : Excited v=1 90 38      B1u - Ground v=0 91 39 B1g
SymmetricTop Excited  86  8 21 Ground  87  2 11  15118.319029544      -               1.89143849492086E-6 0.0000 : pP27B1g(87) : Excited v=1 86 26      B1u - Ground v=0 87 27 B1g
SymmetricTop Excited  86  9 21 Ground  87  3 11  15118.319029544      -               1.89143849492086E-6 0.0000 : pP27B2g(87) : Excited v=1 86 26      B2u - Ground v=0 87 27 B2g
SymmetricTop Excited 112 11 15 Ground 113  5  8  15118.387589503      -               1.89093568767238E-6 0.0000 : pP92(113) : Excited v=1 112 91      E2u - Ground v=0 113 92 E2g
SymmetricTop Excited 100 10 25 Ground 101  4 13  15118.377614752      -               1.89034046058726E-6 0.0000 : pP65(101) : Excited v=1 100 64      E1u - Ground v=0 101 65 E1g
SymmetricTop Excited  89  6 19 Ground  90  0 10  15118.337356835      -               1.88792668721814E-6 0.0000 : pP36A1g(90) : Excited v=1 89 35      A1u - Ground v=0 90 36 A1g
SymmetricTop Excited  89  7 19 Ground  90  1 10  15118.337356835      -               1.88792668721814E-6 0.0000 : pP36A2g(90) : Excited v=1 89 35      A2u - Ground v=0 90 36 A2g
SymmetricTop Excited 128 11  3 Ground 129  5  2  15118.370407135      -               1.8869182080811E-6  0.0000 : pP124(129) : Excited v=1 128 123      E2u - Ground v=0 129 124 E2g
SymmetricTop Excited  87  6 20 Ground  88  0 10  15118.324860223      -               1.88539538791372E-6 0.0000 : pP30A1g(88) : Excited v=1 87 29      A1u - Ground v=0 88 30 A1g
SymmetricTop Excited  87  7 20 Ground  88  1 10  15118.324860223      -               1.88539538791372E-6 0.0000 : pP30A2g(88) : Excited v=1 87 29      A2u - Ground v=0 88 30 A2g
SymmetricTop Excited  62 10 17 Ground  63  4  9  15118.325014584      -               1.88473629786195E-6 0.0000 : rP37(63) : Excited v=1 62 38      E1u - Ground v=0 63 37 E1g
SymmetricTop Excited  88  8 20 Ground  89  2 10  15118.33096932       -               1.88413522760233E-6 0.0000 : pP33B1g(89) : Excited v=1 88 32      B1u - Ground v=0 89 33 B1g
SymmetricTop Excited  88  9 20 Ground  89  3 10  15118.33096932       -               1.88413522760233E-6 0.0000 : pP33B2g(89) : Excited v=1 88 32      B2u - Ground v=0 89 33 B2g
SymmetricTop Excited  96 10 29 Ground  97  4 15  15118.366550004      -               1.88249627957356E-6 0.0000 : pP55(97) : Excited v=1 96 54      E1u - Ground v=0 97 55 E1g
SymmetricTop Excited 103  6 12 Ground 104  0  6  15118.381536279      -               1.88024637823234E-6 0.0000 : pP72A1g(104) : Excited v=1 103 71      A1u - Ground v=0 104 72 A1g
SymmetricTop Excited 103  7 12 Ground 104  1  6  15118.381536279      -               1.88024637823234E-6 0.0000 : pP72A2g(104) : Excited v=1 103 71      A2u - Ground v=0 104 72 A2g
SymmetricTop Excited  98  6 14 Ground  99  0  7  15118.371744299      -               1.87891177294865E-6 0.0000 : pP60A1g(99) : Excited v=1 98 59      A1u - Ground v=0 99 60 A1g
SymmetricTop Excited  98  7 14 Ground  99  1  7  15118.371744299      -               1.87891177294865E-6 0.0000 : pP60A2g(99) : Excited v=1 98 59      A2u - Ground v=0 99 60 A2g
SymmetricTop Excited 113 11 14 Ground 114  5  7  15118.385918995      -               1.87584341789137E-6 0.0000 : pP94(114) : Excited v=1 113 93      E2u - Ground v=0 114 94 E2g
SymmetricTop Excited  83 10 45 Ground  84  4 23  15118.293081744      -               1.87534026048914E-6 0.0000 : pP17(84) : Excited v=1 83 16      E1u - Ground v=0 84 17 E1g
SymmetricTop Excited 127 11  5 Ground 128  5  3  15118.370884423      -               1.87182986537118E-6 0.0000 : pP122(128) : Excited v=1 127 121      E2u - Ground v=0 128 122 E2g
SymmetricTop Excited  93 10 32 Ground  94  4 16  15118.354371584      -               1.87119175521142E-6 0.0000 : pP47(94) : Excited v=1 93 46      E1u - Ground v=0 94 47 E1g
SymmetricTop Excited  64  7  9 Ground  65  1  5  15118.285010463      -               1.87089778023372E-6 0.0000 : rP36A2g(65) : Excited v=1 64 37      A2u - Ground v=0 65 36 A2g
SymmetricTop Excited  64  6  9 Ground  65  0  5  15118.285010463      -               1.87089778023372E-6 0.0000 : rP36A1g(65) : Excited v=1 64 37      A1u - Ground v=0 65 36 A1g
SymmetricTop Excited 107  8 10 Ground 108  2  5  15118.384463456      -               1.87067279368912E-6 0.0000 : pP81B1g(108) : Excited v=1 107 80      B1u - Ground v=0 108 81 B1g
SymmetricTop Excited 107  9 10 Ground 108  3  5  15118.384463456      -               1.87067279368912E-6 0.0000 : pP81B2g(108) : Excited v=1 107 80      B2u - Ground v=0 108 81 B2g
SymmetricTop Excited 114  6  7 Ground 115  0  4  15118.384328035      -               1.86274807252012E-6 0.0000 : pP96A1g(115) : Excited v=1 114 95      A1u - Ground v=0 115 96 A1g
SymmetricTop Excited 114  7  7 Ground 115  1  4  15118.384328035      -               1.86274807252012E-6 0.0000 : pP96A2g(115) : Excited v=1 114 95      A2u - Ground v=0 115 96 A2g
SymmetricTop Excited 126  6  3 Ground 127  0  2  15118.371441259      -               1.85894467669958E-6 0.0000 : pP120A1g(127) : Excited v=1 126 119      A1u - Ground v=0 127 120 A1g
SymmetricTop Excited 126  7  3 Ground 127  1  2  15118.371441259      -               1.85894467669958E-6 0.0000 : pP120A2g(127) : Excited v=1 126 119      A2u - Ground v=0 127 120 A2g
SymmetricTop Excited  58 11 14 Ground  59  5  8  15118.412086499      -               1.85860038904034E-6 0.0000 : rP38(59) : Excited v=1 58 39      E2u - Ground v=0 59 38 E2g
SymmetricTop Excited  84 11 44 Ground  85  5 22  15118.297957847      -               1.85481346202345E-6 0.0000 : pP20(85) : Excited v=1 84 19      E2u - Ground v=0 85 20 E2g
SymmetricTop Excited  59 11 15 Ground  60  5  8  15118.388453167      -               1.85407306695185E-6 0.0000 : rP38(60) : Excited v=1 59 39      E2u - Ground v=0 60 38 E2g
SymmetricTop Excited  57 11 14 Ground  58  5  8  15118.435640283      -               1.8522990153606E-6  0.0000 : rP38(58) : Excited v=1 57 39      E2u - Ground v=0 58 38 E2g
SymmetricTop Excited 115 11 13 Ground 116  5  7  15118.382816623      -               1.85162883786238E-6 0.0000 : pP98(116) : Excited v=1 115 97      E2u - Ground v=0 116 98 E2g
SymmetricTop Excited 101 10 23 Ground 102  4 12  15118.374751024      -               1.84830488424898E-6 0.0000 : pP67(102) : Excited v=1 101 66      E1u - Ground v=0 102 67 E1g
SymmetricTop Excited  92 11 33 Ground  93  5 17  15118.346989719      -               1.84825488333405E-6 0.0000 : pP44(93) : Excited v=1 92 43      E2u - Ground v=0 93 44 E2g
SymmetricTop Excited 125 11  6 Ground 126  5  3  15118.372077643      -               1.8482073676444E-6  0.0000 : pP118(126) : Excited v=1 125 117      E2u - Ground v=0 126 118 E2g
SymmetricTop Excited 104 11 21 Ground 105  5 11  15118.378990743      -               1.84515583606701E-6 0.0000 : pP74(105) : Excited v=1 104 73      E2u - Ground v=0 105 74 E2g
SymmetricTop Excited 108 10 19 Ground 109  4 10  15118.38231566       -               1.84455389402026E-6 0.0000 : pP83(109) : Excited v=1 108 82      E1u - Ground v=0 109 83 E1g
SymmetricTop Excited  95 11 30 Ground  96  5 15  15118.358452207      -               1.84419391121847E-6 0.0000 : pP52(96) : Excited v=1 95 51      E2u - Ground v=0 96 52 E2g
SymmetricTop Excited  82 10 47 Ground  83  4 24  15118.278516884      -               1.84328334053939E-6 0.0000 : pP13(83) : Excited v=1 82 12      E1u - Ground v=0 83 13 E1g
SymmetricTop Excited 116 11 11 Ground 117  5  6  15118.381384759      -               1.84246982616849E-6 0.0000 : pP100(117) : Excited v=1 116 99      E2u - Ground v=0 117 100 E2g
SymmetricTop Excited  60 11 15 Ground  61  5  8  15118.364740287      -               1.83957839291578E-6 0.0000 : rP38(61) : Excited v=1 60 39      E2u - Ground v=0 61 38 E2g
SymmetricTop Excited 124 11  7 Ground 125  5  4  15118.372793575      -               1.83956995321034E-6 0.0000 : pP116(125) : Excited v=1 124 115      E2u - Ground v=0 125 116 E2g
SymmetricTop Excited  85 10 43 Ground  86  4 22  15118.303112368      -               1.8380504843681E-6  0.0000 : pP23(86) : Excited v=1 85 22      E1u - Ground v=0 86 23 E1g
SymmetricTop Excited  63 10 17 Ground  64  4  9  15118.30106306       -               1.83797158258714E-6 0.0000 : rP37(64) : Excited v=1 63 38      E1u - Ground v=0 64 37 E1g
SymmetricTop Excited 134  9  1 Ground 135  3  1  15118.354394312      -               1.83705716491961E-6 0.0000 : pP135B2g(135) : Excited v=1 134 134      B2u - Ground v=0 135 135 B2g
SymmetricTop Excited 134  8  1 Ground 135  2  1  15118.354394312      -               1.83705716491961E-6 0.0000 : pP135B1g(135) : Excited v=1 134 134      B1u - Ground v=0 135 135 B1g
SymmetricTop Excited 117  6  6 Ground 118  0  3  15118.380032443      -               1.83526016811505E-6 0.0000 : pP102A1g(118) : Excited v=1 117 101      A1u - Ground v=0 118 102 A1g
SymmetricTop Excited 117  7  6 Ground 118  1  3  15118.380032443      -               1.83526016811505E-6 0.0000 : pP102A2g(118) : Excited v=1 117 101      A2u - Ground v=0 118 102 A2g
SymmetricTop Excited 123  6  4 Ground 124  0  2  15118.373589055      -               1.83299138930725E-6 0.0000 : pP114A1g(124) : Excited v=1 123 113      A1u - Ground v=0 124 114 A1g
SymmetricTop Excited 123  7  4 Ground 124  1  2  15118.373589055      -               1.83299138930725E-6 0.0000 : pP114A2g(124) : Excited v=1 123 113      A2u - Ground v=0 124 114 A2g
SymmetricTop Excited  99 11 27 Ground 100  5 14  15118.368641927      -               1.83222605772422E-6 0.0000 : pP62(100) : Excited v=1 99 61      E2u - Ground v=0 100 62 E2g
SymmetricTop Excited  91 10 35 Ground  92  4 18  15118.339886272      -               1.83130206381962E-6 0.0000 : pP41(92) : Excited v=1 91 40      E1u - Ground v=0 92 41 E1g
SymmetricTop Excited  97  9 14 Ground  98  3  7  15118.363208988      -               1.83106951171852E-6 0.0000 : pP57B2g(98) : Excited v=1 97 56      B2u - Ground v=0 98 57 B2g
SymmetricTop Excited  97  8 14 Ground  98  2  7  15118.363208988      -               1.83106951171852E-6 0.0000 : pP57B1g(98) : Excited v=1 97 56      B1u - Ground v=0 98 57 B1g
SymmetricTop Excited 118 11 11 Ground 119  5  6  15118.378759675      -               1.829994116081E-6   0.0000 : pP104(119) : Excited v=1 118 103      E2u - Ground v=0 119 104 E2g
SymmetricTop Excited 122 11  7 Ground 123  5  4  15118.374464083      -               1.82843726115356E-6 0.0000 : pP112(123) : Excited v=1 122 111      E2u - Ground v=0 123 112 E2g
SymmetricTop Excited 119 11 10 Ground 120  5  5  15118.377566455      -               1.8266711607071E-6  0.0000 : pP106(120) : Excited v=1 119 105      E2u - Ground v=0 120 106 E2g
SymmetricTop Excited 121 11  9 Ground 122  5  5  15118.375418659      -               1.82587950541945E-6 0.0000 : pP110(122) : Excited v=1 121 109      E2u - Ground v=0 122 110 E2g
SymmetricTop Excited  86 11 41 Ground  87  5 21  15118.308545307      -               1.82533475767507E-6 0.0000 : pP26(87) : Excited v=1 86 25      E2u - Ground v=0 87 26 E2g
SymmetricTop Excited 120  7  5 Ground 121  1  3  15118.376452783      -               1.82529616315139E-6 0.0000 : pP108A2g(121) : Excited v=1 120 107      A2u - Ground v=0 121 108 A2g
SymmetricTop Excited 120  6  5 Ground 121  0  3  15118.376452783      -               1.82529616315139E-6 0.0000 : pP108A1g(121) : Excited v=1 120 107      A1u - Ground v=0 121 108 A1g
SymmetricTop Excited 109 10 17 Ground 110  4  9  15118.380247412      -               1.82051433471816E-6 0.0000 : pP85(110) : Excited v=1 109 84      E1u - Ground v=0 110 85 E1g
SymmetricTop Excited  90 11 36 Ground  91  5 18  15118.333061243      -               1.81998581073515E-6 0.0000 : pP38(91) : Excited v=1 90 37      E2u - Ground v=0 91 38 E2g
SymmetricTop Excited  83 11 46 Ground  84  5 23  15118.282995247      -               1.81785991052228E-6 0.0000 : pP16(84) : Excited v=1 83 15      E2u - Ground v=0 84 16 E2g
SymmetricTop Excited  87 10 40 Ground  88  4 20  15118.314256664      -               1.81692389003644E-6 0.0000 : pP29(88) : Excited v=1 87 28      E1u - Ground v=0 88 29 E1g
SymmetricTop Excited  61 11 16 Ground  62  5  9  15118.340947859      -               1.81602000009037E-6 0.0000 : rP38(62) : Excited v=1 61 39      E2u - Ground v=0 62 38 E2g
SymmetricTop Excited  89 10 37 Ground  90  4 19  15118.326514632      -               1.81399859945359E-6 0.0000 : pP35(90) : Excited v=1 89 34      E1u - Ground v=0 90 35 E1g
SymmetricTop Excited  88 11 39 Ground  89  5 20  15118.320246439      -               1.81306336433861E-6 0.0000 : pP32(89) : Excited v=1 88 31      E2u - Ground v=0 89 32 E2g
SymmetricTop Excited  94 10 31 Ground  95  4 16  15118.350632828      -               1.81274911555469E-6 0.0000 : pP49(95) : Excited v=1 94 48      E1u - Ground v=0 95 49 E1g
SymmetricTop Excited 105 11 21 Ground 106  5 11  15118.376524755      -               1.81230473452374E-6 0.0000 : pP76(106) : Excited v=1 105 75      E2u - Ground v=0 106 76 E2g
SymmetricTop Excited 133 10  1 Ground 134  4  1  15118.35447386       -               1.81223440761835E-6 0.0000 : pP133(134) : Excited v=1 133 132      E1u - Ground v=0 134 133 E1g
SymmetricTop Excited 102  8 12 Ground 103  2  6  15118.371966844      -               1.80867040064758E-6 0.0000 : pP69B1g(103) : Excited v=1 102 68      B1u - Ground v=0 103 69 B1g
SymmetricTop Excited 102  9 12 Ground 103  3  6  15118.371966844      -               1.80867040064758E-6 0.0000 : pP69B2g(103) : Excited v=1 102 68      B2u - Ground v=0 103 69 B2g
SymmetricTop Excited 110  8  9 Ground 111  2  5  15118.378258712      -               1.79850627479214E-6 0.0000 : pP87B1g(111) : Excited v=1 110 86      B1u - Ground v=0 111 87 B1g
SymmetricTop Excited 110  9  9 Ground 111  3  5  15118.378258712      -               1.79850627479214E-6 0.0000 : pP87B2g(111) : Excited v=1 110 86      B2u - Ground v=0 111 87 B2g
SymmetricTop Excited  84 10 45 Ground  85  4 23  15118.287752028      -               1.79570860331809E-6 0.0000 : pP19(85) : Excited v=1 84 18      E1u - Ground v=0 85 19 E1g
SymmetricTop Excited  96  6 15 Ground  97  0  8  15118.354952095      -               1.79067449207904E-6 0.0000 : pP54A1g(97) : Excited v=1 96 53      A1u - Ground v=0 97 54 A1g
SymmetricTop Excited  96  7 15 Ground  97  1  8  15118.354952095      -               1.79067449207904E-6 0.0000 : pP54A2g(97) : Excited v=1 96 53      A2u - Ground v=0 97 54 A2g
SymmetricTop Excited 132 10  3 Ground 133  4  2  15118.354632956      -               1.78980641654808E-6 0.0000 : pP131(133) : Excited v=1 132 130      E1u - Ground v=0 133 131 E1g
SymmetricTop Excited 100 11 25 Ground 101  5 13  15118.365619103      -               1.78805656738586E-6 0.0000 : pP64(101) : Excited v=1 100 63      E2u - Ground v=0 101 64 E2g
SymmetricTop Excited  93 11 33 Ground  94  5 17  15118.343091867      -               1.78769053462003E-6 0.0000 : pP46(94) : Excited v=1 93 45      E2u - Ground v=0 94 46 E2g
SymmetricTop Excited  62 11 16 Ground  63  5  9  15118.317075883      -               1.784323863158E-6   0.0000 : rP38(63) : Excited v=1 62 39      E2u - Ground v=0 63 38 E2g
SymmetricTop Excited  98 10 28 Ground  99  4 14  15118.35994752       -               1.78229288157654E-6 0.0000 : pP59(99) : Excited v=1 98 58      E1u - Ground v=0 99 59 E1g
SymmetricTop Excited 106  6 10 Ground 107  0  5  15118.374138315      -               1.78162619190185E-6 0.0000 : pP78A1g(107) : Excited v=1 106 77      A1u - Ground v=0 107 78 A1g
SymmetricTop Excited 106  7 10 Ground 107  1  5  15118.374138315      -               1.78162619190185E-6 0.0000 : pP78A2g(107) : Excited v=1 106 77      A2u - Ground v=0 107 78 A2g
SymmetricTop Excited 111 10 16 Ground 112  4  8  15118.37634956       -               1.77848620205701E-6 0.0000 : pP89(112) : Excited v=1 111 88      E1u - Ground v=0 112 89 E1g
SymmetricTop Excited  85 11 43 Ground  86  5 22  15118.292787227      -               1.77714800445538E-6 0.0000 : pP22(86) : Excited v=1 85 21      E2u - Ground v=0 86 22 E2g
SymmetricTop Excited 103 10 23 Ground 104  4 12  15118.369262212      -               1.77135756159526E-6 0.0000 : pP71(104) : Excited v=1 103 70      E1u - Ground v=0 104 71 E1g
SymmetricTop Excited 131  8  2 Ground 132  2  1  15118.3548716        -               1.76968341849511E-6 0.0000 : pP129B1g(132) : Excited v=1 131 128      B1u - Ground v=0 132 129 B1g
SymmetricTop Excited 131  9  2 Ground 132  3  1  15118.3548716        -               1.76968341849511E-6 0.0000 : pP129B2g(132) : Excited v=1 131 128      B2u - Ground v=0 132 129 B2g
SymmetricTop Excited  92 10 34 Ground  93  4 17  15118.335829324      -               1.76861065516597E-6 0.0000 : pP43(93) : Excited v=1 92 42      E1u - Ground v=0 93 43 E1g
SymmetricTop Excited  86 10 42 Ground  87  4 21  15118.298100844      -               1.76245130291549E-6 0.0000 : pP25(87) : Excited v=1 86 24      E1u - Ground v=0 87 25 E1g
SymmetricTop Excited 112 10 15 Ground 113  4  8  15118.374519956      -               1.76041499316259E-6 0.0000 : pP91(113) : Excited v=1 112 90      E1u - Ground v=0 113 91 E1g
SymmetricTop Excited  95  9 16 Ground  96  3  8  15118.34697362       -               1.75716032741999E-6 0.0000 : pP51B2g(96) : Excited v=1 95 50      B2u - Ground v=0 96 51 B2g
SymmetricTop Excited  95  8 16 Ground  96  2  8  15118.34697362       -               1.75716032741999E-6 0.0000 : pP51B1g(96) : Excited v=1 95 50      B1u - Ground v=0 96 51 B1g
SymmetricTop Excited  91 11 35 Ground  92  5 18  15118.328845199      -               1.75515561840037E-6 0.0000 : pP40(92) : Excited v=1 91 39      E2u - Ground v=0 92 40 E2g
SymmetricTop Excited 107 11 20 Ground 108  5 10  15118.371831423      -               1.75305717213462E-6 0.0000 : pP80(108) : Excited v=1 107 79      E2u - Ground v=0 108 80 E2g
SymmetricTop Excited  87 11 41 Ground  88  5 21  15118.303692879      -               1.75186229509706E-6 0.0000 : pP28(88) : Excited v=1 87 27      E2u - Ground v=0 88 28 E2g
SymmetricTop Excited 130 10  3 Ground 131  4  2  15118.355189792      -               1.75178458149684E-6 0.0000 : pP127(131) : Excited v=1 130 126      E1u - Ground v=0 131 127 E1g
SymmetricTop Excited  90 10 37 Ground  91  4 19  15118.322139492      -               1.74701573841696E-6 0.0000 : pP37(91) : Excited v=1 90 36      E1u - Ground v=0 91 37 E1g
SymmetricTop Excited 101  6 13 Ground 102  0  7  15118.362675827      -               1.74631652925879E-6 0.0000 : pP66A1g(102) : Excited v=1 101 65      A1u - Ground v=0 102 66 A1g
SymmetricTop Excited 101  7 13 Ground 102  1  7  15118.362675827      -               1.74631652925879E-6 0.0000 : pP66A2g(102) : Excited v=1 101 65      A2u - Ground v=0 102 66 A2g
SymmetricTop Excited  88 10 39 Ground  89  4 20  15118.309563332      -               1.74560914899508E-6 0.0000 : pP31(89) : Excited v=1 88 30      E1u - Ground v=0 89 31 E1g
SymmetricTop Excited  63 11 18 Ground  64  5 10  15118.293124359      -               1.74542114180718E-6 0.0000 : rP38(64) : Excited v=1 63 39      E2u - Ground v=0 64 38 E2g
SymmetricTop Excited 113  9  8 Ground 114  3  4  15118.3727699        -               1.74425796790751E-6 0.0000 : pP93B2g(114) : Excited v=1 113 92      B2u - Ground v=0 114 93 B2g
SymmetricTop Excited 113  8  8 Ground 114  2  4  15118.3727699        -               1.74425796790751E-6 0.0000 : pP93B1g(114) : Excited v=1 113 92      B1u - Ground v=0 114 93 B1g
SymmetricTop Excited  89 11 38 Ground  90  5 19  15118.315712203      -               1.74391641737345E-6 0.0000 : pP34(90) : Excited v=1 89 33      E2u - Ground v=0 90 34 E2g
SymmetricTop Excited  97 11 29 Ground  98  5 15  15118.351531531      -               1.73985692683069E-6 0.0000 : pP56(98) : Excited v=1 97 55      E2u - Ground v=0 98 56 E2g
SymmetricTop Excited 104 10 22 Ground 105  4 11  15118.366637128      -               1.73629015923694E-6 0.0000 : pP73(105) : Excited v=1 104 72      E1u - Ground v=0 105 73 E1g
SymmetricTop Excited  99 10 26 Ground 100  4 13  15118.3567656        -               1.73607428053074E-6 0.0000 : pP61(100) : Excited v=1 99 60      E1u - Ground v=0 100 61 E1g
SymmetricTop Excited 129 10  4 Ground 130  4  2  15118.355587532      -               1.73603747584272E-6 0.0000 : pP125(130) : Excited v=1 129 124      E1u - Ground v=0 130 125 E1g
SymmetricTop Excited  94  7 16 Ground  95  1  8  15118.339273563      -               1.73003956359115E-6 0.0000 : pP48A2g(95) : Excited v=1 94 47      A2u - Ground v=0 95 48 A2g
SymmetricTop Excited  94  6 16 Ground  95  0  8  15118.339273563      -               1.73003956359115E-6 0.0000 : pP48A1g(95) : Excited v=1 94 47      A1u - Ground v=0 95 48 A1g
SymmetricTop Excited 114 10 15 Ground 115  4  8  15118.371099392      -               1.72998494132391E-6 0.0000 : pP95(115) : Excited v=1 114 94      E1u - Ground v=0 115 95 E1g
SymmetricTop Excited  59  9  7 Ground  60  3  4  15118.38055424       -               1.7298653270405E-6  0.0000 : rP39B2g(60) : Excited v=1 59 40      B2u - Ground v=0 60 39 B2g
SymmetricTop Excited  59  8  7 Ground  60  2  4  15118.38055424       -               1.7298653270405E-6  0.0000 : rP39B1g(60) : Excited v=1 59 40      B1u - Ground v=0 60 39 B1g
SymmetricTop Excited 108 11 18 Ground 109  5  9  15118.369604079      -               1.72653859713075E-6 0.0000 : pP82(109) : Excited v=1 108 81      E2u - Ground v=0 109 82 E2g
