    a         b   Jprime  c  d   e     J   f  g    position           h                    strength         i    l   label     m    n   o    p Kprime     q   r  s    t    u  K  v
SymmetricTop Excited  63 11 35 Ground  64  5 18  15118.758677135      -               1.05871375058481E-5 0.0000 : pP14(64) : Excited v=1 63 13      E2u - Ground v=0 64 14 E2g
SymmetricTop Excited  64 11 33 Ground  65  5 17  15118.754699735      -               1.05133469067916E-5 0.0000 : pP16(65) : Excited v=1 64 15      E2u - Ground v=0 65 16 E2g
SymmetricTop Excited  55 11 36 Ground  56  5 19  15118.793360063      -               1.03823869300347E-5 0.0000 : rP2(56) : Excited v=1 55  3      E2u - Ground v=0 56  2 E2g
SymmetricTop Excited  60 10 37 Ground  61  4 19  15118.761358092      -               1.03472958356266E-5 0.0000 : pP7(61) : Excited v=1 60  6      E1u - Ground v=0 61  7 E1g
SymmetricTop Excited  59 10 37 Ground  60  4 19  15118.765733232      -               1.03451860467757E-5 0.0000 : pP5(60) : Excited v=1 59  4      E1u - Ground v=0 60  5 E1g
SymmetricTop Excited  61  9 18 Ground  62  3  9  15118.7570625        -               1.03252439757122E-5 0.0000 : pP9B2g(62) : Excited v=1 61  8      B2u - Ground v=0 62  9 B2g
SymmetricTop Excited  61  8 18 Ground  62  2  9  15118.7570625        -               1.03252439757122E-5 0.0000 : pP9B1g(62) : Excited v=1 61  8      B1u - Ground v=0 62  9 B1g
SymmetricTop Excited  58  8 20 Ground  59  2 10  15118.77018792       -               1.03151335369374E-5 0.0000 : pP3B1g(59) : Excited v=1 58  2      B1u - Ground v=0 59  3 B1g
SymmetricTop Excited  58  9 20 Ground  59  3 10  15118.77018792       -               1.03151335369374E-5 0.0000 : pP3B2g(59) : Excited v=1 58  2      B2u - Ground v=0 59  3 B2g
SymmetricTop Excited  57 10 38 Ground  58  4 19  15118.774722156      -               1.02530328084053E-5 0.0000 : pP1(58) : Excited v=1 57  0    E1u - Ground v=0 58  1 E1g
SymmetricTop Excited  56 10 37 Ground  57  4 19  15118.77933594       -               1.01544654673892E-5 0.0000 : rP1(57) : Excited v=1 56  2      E1u - Ground v=0 57  1 E1g
SymmetricTop Excited  55  8 17 Ground  56  2  9  15118.784029272      -               1.00147275828877E-5 0.0000 : rP3B1g(56) : Excited v=1 55  4      B1u - Ground v=0 56  3 B1g
SymmetricTop Excited  55  9 17 Ground  56  3  9  15118.784029272      -               1.00147275828877E-5 0.0000 : rP3B2g(56) : Excited v=1 55  4      B2u - Ground v=0 56  3 B2g
SymmetricTop Excited  59 11 38 Ground  60  5 19  15118.756124023      -               9.99648398955336E-6 0.0000 : pP4(60) : Excited v=1 59  3      E2u - Ground v=0 60  4 E2g
SymmetricTop Excited  58 11 39 Ground  59  5 20  15118.760658259      -               9.96556828084112E-6 0.0000 : pP2(59) : Excited v=1 58  1      E2u - Ground v=0 59  2 E2g
SymmetricTop Excited  54 10 34 Ground  55  4 18  15118.788802152      -               9.82887866473624E-6 0.0000 : rP5(55) : Excited v=1 54  6      E1u - Ground v=0 55  5 E1g
SymmetricTop Excited  56 11 36 Ground  57  5 19  15118.769965375      -               9.80171809347463E-6 0.0000 : rP2(57) : Excited v=1 56  3      E2u - Ground v=0 57  2 E2g
SymmetricTop Excited  55 11 34 Ground  56  5 18  15118.774738255      -               9.65959085451794E-6 0.0000 : rP4(56) : Excited v=1 55  5      E2u - Ground v=0 56  4 E2g
SymmetricTop Excited  53 10 30 Ground  54  4 16  15118.79365458       -               9.59181979171536E-6 0.0000 : rP7(54) : Excited v=1 53  8      E1u - Ground v=0 54  7 E1g
SymmetricTop Excited  57 10 37 Ground  58  4 19  15118.755861704      -               9.56390436131792E-6 0.0000 : rP1(58) : Excited v=1 57  2      E1u - Ground v=0 58  1 E1g
SymmetricTop Excited  54  6 16 Ground  55  0  9  15118.779590683      -               9.47079353135291E-6 0.0000 : rP6A1g(55) : Excited v=1 54  7      A1u - Ground v=0 55  6 A1g
SymmetricTop Excited  54  7 16 Ground  55  1  9  15118.779590683      -               9.47079353135291E-6 0.0000 : rP6A2g(55) : Excited v=1 54  7      A2u - Ground v=0 55  6 A2g
SymmetricTop Excited  56  8 18 Ground  57  2 10  15118.760634584      -               9.46123291720123E-6 0.0000 : rP3B1g(57) : Excited v=1 56  4      B1u - Ground v=0 57  3 B1g
SymmetricTop Excited  56  9 18 Ground  57  3 10  15118.760634584      -               9.46123291720123E-6 0.0000 : rP3B2g(57) : Excited v=1 56  4      B2u - Ground v=0 57  3 B2g
SymmetricTop Excited  55 10 34 Ground  56  4 18  15118.765487012      -               9.31630323307411E-6 0.0000 : rP5(56) : Excited v=1 55  6      E1u - Ground v=0 56  5 E1g
SymmetricTop Excited  53 11 31 Ground  54  5 16  15118.784522659      -               9.23023388309365E-6 0.0000 : rP8(54) : Excited v=1 53  9      E2u - Ground v=0 54  8 E2g
SymmetricTop Excited  54 10 32 Ground  55  4 17  15118.770418988      -               9.12414644648718E-6 0.0000 : rP7(55) : Excited v=1 54  8      E1u - Ground v=0 55  7 E1g
SymmetricTop Excited  55  6 17 Ground  56  0  9  15118.756275543      -               8.98422628014573E-6 0.0000 : rP6A1g(56) : Excited v=1 55  7      A1u - Ground v=0 56  6 A1g
SymmetricTop Excited  55  7 17 Ground  56  1  9  15118.756275543      -               8.98422628014573E-6 0.0000 : rP6A2g(56) : Excited v=1 55  7      A2u - Ground v=0 56  6 A2g
SymmetricTop Excited  52 11 28 Ground  53  5 15  15118.789534183      -               8.93281320667586E-6 0.0000 : rP10(53) : Excited v=1 52 11      E2u - Ground v=0 53 10 E2g
SymmetricTop Excited  53  8 15 Ground  54  2  8  15118.775430512      -               8.87968435151245E-6 0.0000 : rP9B1g(54) : Excited v=1 53 10      B1u - Ground v=0 54  9 B1g
SymmetricTop Excited  53  9 15 Ground  54  3  8  15118.775430512      -               8.87968435151245E-6 0.0000 : rP9B2g(54) : Excited v=1 53 10      B2u - Ground v=0 54  9 B2g
SymmetricTop Excited  54 11 31 Ground  55  5 16  15118.761287067      -               8.78832037611629E-6 0.0000 : rP8(55) : Excited v=1 54  9      E2u - Ground v=0 55  8 E2g
SymmetricTop Excited  52 10 28 Ground  53  4 15  15118.780521584      -               8.57787095417297E-6 0.0000 : rP11(53) : Excited v=1 52 12      E1u - Ground v=0 53 11 E1g
SymmetricTop Excited  51  7 13 Ground  52  1  7  15118.794625255      -               8.57361078839913E-6 0.0000 : rP12A2g(52) : Excited v=1 51 13      A2u - Ground v=0 52 12 A2g
SymmetricTop Excited  51  6 13 Ground  52  0  7  15118.794625255      -               8.57361078839913E-6 0.0000 : rP12A1g(52) : Excited v=1 51 13      A1u - Ground v=0 52 12 A1g
SymmetricTop Excited  53 11 29 Ground  54  5 15  15118.766378139      -               8.53957753420635E-6 0.0000 : rP10(54) : Excited v=1 53 11      E2u - Ground v=0 54 10 E2g
SymmetricTop Excited  52  6 13 Ground  53  0  7  15118.771548759      -               8.23301681788151E-6 0.0000 : rP12A1g(53) : Excited v=1 52 13      A1u - Ground v=0 53 12 A1g
SymmetricTop Excited  52  7 13 Ground  53  1  7  15118.771548759      -               8.23301681788151E-6 0.0000 : rP12A2g(53) : Excited v=1 52 13      A2u - Ground v=0 53 12 A2g
SymmetricTop Excited  51 10 25 Ground  52  4 13  15118.785692204      -               8.21389413696604E-6 0.0000 : rP13(52) : Excited v=1 51 14      E1u - Ground v=0 52 13 E1g
SymmetricTop Excited  53 10 28 Ground  54  4 15  15118.75736554       -               8.20935156329575E-6 0.0000 : rP11(54) : Excited v=1 53 12      E1u - Ground v=0 54 11 E1g
SymmetricTop Excited  52 10 26 Ground  53  4 14  15118.762615708      -               7.89771549222201E-6 0.0000 : rP13(53) : Excited v=1 52 14      E1u - Ground v=0 53 13 E1g
SymmetricTop Excited  51 11 26 Ground  52  5 14  15118.776798927      -               7.86395262654275E-6 0.0000 : rP14(52) : Excited v=1 51 15      E2u - Ground v=0 52 14 E2g
SymmetricTop Excited  50  9 12 Ground  51  3  7  15118.790942372      -               7.78345641205134E-6 0.0000 : rP15B2g(51) : Excited v=1 50 16      B2u - Ground v=0 51 15 B2g
SymmetricTop Excited  50  8 12 Ground  51  2  7  15118.790942372      -               7.78345641205134E-6 0.0000 : rP15B1g(51) : Excited v=1 50 16      B1u - Ground v=0 51 15 B1g
SymmetricTop Excited  52 11 26 Ground  53  5 14  15118.753722431      -               7.57146222998539E-6 0.0000 : rP14(53) : Excited v=1 52 15      E2u - Ground v=0 53 14 E2g
SymmetricTop Excited  51  9 12 Ground  52  3  7  15118.767945424      -               7.52328304838661E-6 0.0000 : rP15B2g(52) : Excited v=1 51 16      B2u - Ground v=0 52 15 B2g
SymmetricTop Excited  51  8 12 Ground  52  2  7  15118.767945424      -               7.52328304838661E-6 0.0000 : rP15B1g(52) : Excited v=1 51 16      B1u - Ground v=0 52 15 B1g
SymmetricTop Excited  50 11 22 Ground  51  5 12  15118.782128643      -               7.42830045255527E-6 0.0000 : rP16(51) : Excited v=1 50 17      E2u - Ground v=0 51 16 E2g
SymmetricTop Excited  51 11 24 Ground  52  5 13  15118.759131695      -               7.19141363624083E-6 0.0000 : rP16(52) : Excited v=1 51 17      E2u - Ground v=0 52 16 E2g
SymmetricTop Excited  50 10 23 Ground  51  4 12  15118.773354688      -               7.08221069442003E-6 0.0000 : rP17(51) : Excited v=1 50 18      E1u - Ground v=0 51 17 E1g
SymmetricTop Excited  49  6 11 Ground  50  0  6  15118.787537907      -               6.92299448187653E-6 0.0000 : rP18A1g(50) : Excited v=1 49 19      A1u - Ground v=0 50 18 A1g
SymmetricTop Excited  49  7 11 Ground  50  1  6  15118.787537907      -               6.92299448187653E-6 0.0000 : rP18A2g(50) : Excited v=1 49 19      A2u - Ground v=0 50 18 A2g
SymmetricTop Excited  50  7 11 Ground  51  1  6  15118.764620507      -               6.74475732620127E-6 0.0000 : rP18A2g(51) : Excited v=1 50 19      A2u - Ground v=0 51 18 A2g
SymmetricTop Excited  50  6 11 Ground  51  0  6  15118.764620507      -               6.74475732620127E-6 0.0000 : rP18A1g(51) : Excited v=1 50 19      A1u - Ground v=0 51 18 A1g
SymmetricTop Excited  49 10 20 Ground  50  4 11  15118.7788435        -               6.57180433996317E-6 0.0000 : rP19(50) : Excited v=1 49 20      E1u - Ground v=0 50 19 E1g
SymmetricTop Excited  50 10 21 Ground  51  4 11  15118.7559261        -               6.41554337427783E-6 0.0000 : rP19(51) : Excited v=1 50 20      E1u - Ground v=0 51 19 E1g
SymmetricTop Excited  48 11 19 Ground  49  5 10  15118.793026719      -               6.34655116338662E-6 0.0000 : rP20(49) : Excited v=1 48 21      E2u - Ground v=0 49 20 E2g
SymmetricTop Excited  49 11 20 Ground  50  5 11  15118.770188867      -               6.22921370567397E-6 0.0000 : rP20(50) : Excited v=1 49 21      E2u - Ground v=0 50 20 E2g
SymmetricTop Excited  48  9  9 Ground  49  3  5  15118.78441186       -               5.99113066942127E-6 0.0000 : rP21B2g(49) : Excited v=1 48 22      B2u - Ground v=0 49 21 B2g
SymmetricTop Excited  48  8  9 Ground  49  2  5  15118.78441186       -               5.99113066942127E-6 0.0000 : rP21B1g(49) : Excited v=1 48 22      B1u - Ground v=0 49 21 B1g
SymmetricTop Excited  49  8  9 Ground  50  2  5  15118.761574008      -               5.89488377949135E-6 0.0000 : rP21B1g(50) : Excited v=1 49 22      B1u - Ground v=0 50 21 B1g
SymmetricTop Excited  49  9  9 Ground  50  3  5  15118.761574008      -               5.89488377949135E-6 0.0000 : rP21B2g(50) : Excited v=1 49 22      B2u - Ground v=0 50 21 B2g
SymmetricTop Excited  48 11 17 Ground  49  5  9  15118.775836775      -               5.64445853666012E-6 0.0000 : rP22(49) : Excited v=1 48 23      E2u - Ground v=0 49 22 E2g
SymmetricTop Excited  47 10 16 Ground  48  4  9  15118.790059768      -               5.341833683184E-6   0.0000 : rP23(48) : Excited v=1 47 24      E1u - Ground v=0 48 23 E1g
SymmetricTop Excited  48 10 18 Ground  49  4 10  15118.767301464      -               5.30627371811847E-6 0.0000 : rP23(49) : Excited v=1 48 24      E1u - Ground v=0 49 23 E1g
SymmetricTop Excited  47  6  8 Ground  48  0  5  15118.781564231      -               4.99300780908159E-6 0.0000 : rP24A1g(48) : Excited v=1 47 25      A1u - Ground v=0 48 24 A1g
SymmetricTop Excited  47  7  8 Ground  48  1  5  15118.781564231      -               4.99300780908159E-6 0.0000 : rP24A2g(48) : Excited v=1 47 25      A2u - Ground v=0 48 24 A2g
SymmetricTop Excited  48  6  8 Ground  49  0  5  15118.758805927      -               4.97635779658026E-6 0.0000 : rP24A1g(49) : Excited v=1 48 25      A1u - Ground v=0 49 24 A1g
SymmetricTop Excited  48  7  8 Ground  49  1  5  15118.758805927      -               4.97635779658026E-6 0.0000 : rP24A2g(49) : Excited v=1 48 25      A2u - Ground v=0 49 24 A2g
SymmetricTop Excited  47 10 14 Ground  48  4  8  15118.773108468      -               4.65318884890161E-6 0.0000 : rP25(48) : Excited v=1 47 26      E1u - Ground v=0 48 25 E1g
SymmetricTop Excited  47 11 15 Ground  48  5  8  15118.764692479      -               4.32227176784812E-6 0.0000 : rP26(48) : Excited v=1 47 27      E2u - Ground v=0 48 26 E2g
SymmetricTop Excited  46 11 14 Ground  47  5  8  15118.787371235      -               4.28139072999867E-6 0.0000 : rP26(47) : Excited v=1 46 27      E2u - Ground v=0 47 26 E2g
SymmetricTop Excited  47  9  7 Ground  48  3  4  15118.756316264      -               4.00020507373594E-6 0.0000 : rP27B2g(48) : Excited v=1 47 28      B2u - Ground v=0 48 27 B2g
SymmetricTop Excited  47  8  7 Ground  48  2  4  15118.756316264      -               4.00020507373594E-6 0.0000 : rP27B1g(48) : Excited v=1 47 28      B1u - Ground v=0 48 27 B1g
SymmetricTop Excited  46  9  7 Ground  47  3  4  15118.77899502       -               3.94350178695439E-6 0.0000 : rP27B2g(47) : Excited v=1 46 28      B2u - Ground v=0 47 27 B2g
SymmetricTop Excited  46  8  7 Ground  47  2  4  15118.77899502       -               3.94350178695439E-6 0.0000 : rP27B1g(47) : Excited v=1 46 28      B1u - Ground v=0 47 27 B1g
SymmetricTop Excited  46 11 12 Ground  47  5  7  15118.770658579      -               3.61559986309953E-6 0.0000 : rP28(47) : Excited v=1 46 29      E2u - Ground v=0 47 28 E2g
SymmetricTop Excited  45 11 12 Ground  46  5  7  15118.793257787      -               3.52169654133064E-6 0.0000 : rP28(46) : Excited v=1 45 29      E2u - Ground v=0 46 28 E2g
SymmetricTop Excited  46 10 12 Ground  47  4  7  15118.762361912      -               3.29780088427982E-6 0.0000 : rP29(47) : Excited v=1 46 30      E1u - Ground v=0 47 29 E1g
SymmetricTop Excited  45 10 11 Ground  46  4  6  15118.78496112       -               3.19115689311889E-6 0.0000 : rP29(46) : Excited v=1 45 30      E1u - Ground v=0 46 29 E1g
SymmetricTop Excited  46  7  5 Ground  47  1  3  15118.754105019      -               2.9902919702476E-6  0.0000 : rP30A2g(47) : Excited v=1 46 31      A2u - Ground v=0 47 30 A2g
SymmetricTop Excited  46  6  5 Ground  47  0  3  15118.754105019      -               2.9902919702476E-6  0.0000 : rP30A1g(47) : Excited v=1 46 31      A1u - Ground v=0 47 30 A1g
SymmetricTop Excited  45  7  5 Ground  46  1  3  15118.776704227      -               2.87231576189842E-6 0.0000 : rP30A2g(46) : Excited v=1 45 31      A2u - Ground v=0 46 30 A2g
SymmetricTop Excited  45  6  5 Ground  46  0  3  15118.776704227      -               2.87231576189842E-6 0.0000 : rP30A1g(46) : Excited v=1 45 31      A1u - Ground v=0 46 30 A1g
SymmetricTop Excited  45 10  9 Ground  46  4  5  15118.768487108      -               2.56551678243597E-6 0.0000 : rP31(46) : Excited v=1 45 32      E1u - Ground v=0 46 31 E1g
SymmetricTop Excited  44 10  9 Ground  45  4  5  15118.791006768      -               2.41836927684483E-6 0.0000 : rP31(45) : Excited v=1 44 32      E1u - Ground v=0 45 31 E1g
SymmetricTop Excited  45 11 10 Ground  46  5  6  15118.760309763      -               2.27119549066998E-6 0.0000 : rP32(46) : Excited v=1 45 33      E2u - Ground v=0 46 32 E2g
SymmetricTop Excited  44 11  8 Ground  45  5  5  15118.782829423      -               2.11740235273469E-6 0.0000 : rP32(45) : Excited v=1 44 33      E2u - Ground v=0 45 32 E2g
SymmetricTop Excited  44  8  4 Ground  45  2  3  15118.774691852      -               1.8313579021754E-6  0.0000 : rP33B1g(45) : Excited v=1 44 34      B1u - Ground v=0 45 33 B1g
SymmetricTop Excited  44  9  4 Ground  45  3  3  15118.774691852      -               1.8313579021754E-6  0.0000 : rP33B2g(45) : Excited v=1 44 34      B2u - Ground v=0 45 33 B2g
SymmetricTop Excited  44 11  6 Ground  45  5  4  15118.766594055      -               1.56100905329243E-6 0.0000 : rP34(45) : Excited v=1 44 35      E2u - Ground v=0 45 34 E2g
SymmetricTop Excited  43 11  6 Ground  44  5  4  15118.789034167      -               1.38796831524188E-6 0.0000 : rP34(44) : Excited v=1 43 35      E2u - Ground v=0 44 34 E2g
SymmetricTop Excited  44 10  7 Ground  45  4  4  15118.758536032      -               1.307258955751E-6   0.0000 : rP35(45) : Excited v=1 44 36      E1u - Ground v=0 45 35 E1g
SymmetricTop Excited  43 10  6 Ground  44  4  4  15118.780976144      -               1.13651695412658E-6 0.0000 : rP35(44) : Excited v=1 43 36      E1u - Ground v=0 44 35 E1g
SymmetricTop Excited  53  6 18 Ground  54  0 10  15118.858691699      -               2.49785918668428E-5 0.0000 : rP0(54) : Excited v=1 53  1      A1u - Ground v=0 54  0 A1g
SymmetricTop Excited  54  7 18 Ground  55  1 10  15118.835456107      -               2.36299391182057E-5 0.0000 : rP0(55) : Excited v=1 54  1      A2u - Ground v=0 55  0 A2g
SymmetricTop Excited  98  8  1 Ground  99  2  1  15118.8628424        -               2.36178053742686E-5 0.0000 : pP99B1g(99) : Excited v=1 98 98      B1u - Ground v=0 99 99 B1g
SymmetricTop Excited  98  9  1 Ground  99  3  1  15118.8628424        -               2.36178053742686E-5 0.0000 : pP99B2g(99) : Excited v=1 98 98      B2u - Ground v=0 99 99 B2g
SymmetricTop Excited  97 10  1 Ground  98  4  1  15118.862921948      -               2.31707163261571E-5 0.0000 : pP97(98) : Excited v=1 97 96      E1u - Ground v=0 98 97 E1g
SymmetricTop Excited  96 10  3 Ground  97  4  2  15118.863081044      -               2.2754317334958E-5  0.0000 : pP95(97) : Excited v=1 96 94      E1u - Ground v=0 97 95 E1g
SymmetricTop Excited  95  8  2 Ground  96  2  1  15118.863319688      -               2.23669620295286E-5 0.0000 : pP93B1g(96) : Excited v=1 95 92      B1u - Ground v=0 96 93 B1g
SymmetricTop Excited  95  9  2 Ground  96  3  1  15118.863319688      -               2.23669620295286E-5 0.0000 : pP93B2g(96) : Excited v=1 95 92      B2u - Ground v=0 96 93 B2g
SymmetricTop Excited  99 11  1 Ground 100  5  1  15118.849414887      -               2.22939009000807E-5 0.0000 : pP100(100) : Excited v=1 99 99      E2u - Ground v=0 100 100 E2g
SymmetricTop Excited  94 10  3 Ground  95  4  2  15118.86363788       -               2.20071171713043E-5 0.0000 : pP91(95) : Excited v=1 94 90      E1u - Ground v=0 95 91 E1g
SymmetricTop Excited  98 11  1 Ground  99  5  1  15118.849494435      -               2.1876405972442E-5  0.0000 : pP98(99) : Excited v=1 98 97      E2u - Ground v=0 99 98 E2g
SymmetricTop Excited  93 10  4 Ground  94  4  2  15118.86403562       -               2.16733526714968E-5 0.0000 : pP89(94) : Excited v=1 93 88      E1u - Ground v=0 94 89 E1g
SymmetricTop Excited  97  6  2 Ground  98  0  1  15118.849653531      -               2.1487880925834E-5  0.0000 : pP96A1g(98) : Excited v=1 97 95      A1u - Ground v=0 98 96 A1g
SymmetricTop Excited  97  7  2 Ground  98  1  1  15118.849653531      -               2.1487880925834E-5  0.0000 : pP96A2g(98) : Excited v=1 97 95      A2u - Ground v=0 98 96 A2g
SymmetricTop Excited  92  9  3 Ground  93  3  2  15118.864512908      -               2.13643322753721E-5 0.0000 : pP87B2g(93) : Excited v=1 92 86      B2u - Ground v=0 93 87 B2g
SymmetricTop Excited  92  8  3 Ground  93  2  2  15118.864512908      -               2.13643322753721E-5 0.0000 : pP87B1g(93) : Excited v=1 92 86      B1u - Ground v=0 93 87 B1g
SymmetricTop Excited  96 11  2 Ground  97  5  1  15118.849892175      -               2.11267887930526E-5 0.0000 : pP94(97) : Excited v=1 96 93      E2u - Ground v=0 97 94 E2g
SymmetricTop Excited  91 10  5 Ground  92  4  3  15118.865069744      -               2.10788048309618E-5 0.0000 : pP85(92) : Excited v=1 91 84      E1u - Ground v=0 92 85 E1g
SymmetricTop Excited 100 10  1 Ground 101  4  1  15118.8359476        -               2.10278943037321E-5 0.0000 : pP101(101) : Excited v=1 100 100      E1u - Ground v=0 101 101 E1g
SymmetricTop Excited  90 10  7 Ground  91  4  4  15118.865706128      -               2.08155960650783E-5 0.0000 : pP83(91) : Excited v=1 90 82      E1u - Ground v=0 91 83 E1g
SymmetricTop Excited  95 11  4 Ground  96  5  2  15118.850210367      -               2.07916994074307E-5 0.0000 : pP92(96) : Excited v=1 95 91      E2u - Ground v=0 96 92 E2g
SymmetricTop Excited  99  8  1 Ground 100  2  1  15118.836027148      -               2.06382978589493E-5 0.0000 : pP99B1g(100) : Excited v=1 99 98      B1u - Ground v=0 100 99 B1g
SymmetricTop Excited  99  9  1 Ground 100  3  1  15118.836027148      -               2.06382978589493E-5 0.0000 : pP99B2g(100) : Excited v=1 99 98      B2u - Ground v=0 100 99 B2g
SymmetricTop Excited  89  8  4 Ground  90  2  2  15118.86642206       -               2.05736007942163E-5 0.0000 : pP81B1g(90) : Excited v=1 89 80      B1u - Ground v=0 90 81 B1g
SymmetricTop Excited  89  9  4 Ground  90  3  2  15118.86642206       -               2.05736007942163E-5 0.0000 : pP81B2g(90) : Excited v=1 89 80      B2u - Ground v=0 90 81 B2g
SymmetricTop Excited  94  7  2 Ground  95  1  1  15118.850608107      -               2.04812800806719E-5 0.0000 : pP90A2g(95) : Excited v=1 94 89      A2u - Ground v=0 95 90 A2g
SymmetricTop Excited  94  6  2 Ground  95  0  1  15118.850608107      -               2.04812800806719E-5 0.0000 : pP90A1g(95) : Excited v=1 94 89      A1u - Ground v=0 95 90 A1g
SymmetricTop Excited  88 10  7 Ground  89  4  4  15118.86721754       -               2.03517755018672E-5 0.0000 : pP79(89) : Excited v=1 88 78      E1u - Ground v=0 89 79 E1g
SymmetricTop Excited  98 10  2 Ground  99  4  1  15118.836186244      -               2.02760265702676E-5 0.0000 : pP97(99) : Excited v=1 98 96      E1u - Ground v=0 99 97 E1g
SymmetricTop Excited  93 11  5 Ground  94  5  3  15118.851085395      -               2.01942869098097E-5 0.0000 : pP88(94) : Excited v=1 93 87      E2u - Ground v=0 94 88 E2g
SymmetricTop Excited  87 10  8 Ground  88  4  4  15118.868092568      -               2.01491312170353E-5 0.0000 : pP77(88) : Excited v=1 87 76      E1u - Ground v=0 88 77 E1g
SymmetricTop Excited  86  8  5 Ground  87  2  3  15118.869047144      -               1.99647266313569E-5 0.0000 : pP75B1g(87) : Excited v=1 86 74      B1u - Ground v=0 87 75 B1g
SymmetricTop Excited  86  9  5 Ground  87  3  3  15118.869047144      -               1.99647266313569E-5 0.0000 : pP75B2g(87) : Excited v=1 86 74      B2u - Ground v=0 87 75 B2g
SymmetricTop Excited  97 10  3 Ground  98  4  2  15118.836424888      -               1.99396465988264E-5 0.0000 : pP95(98) : Excited v=1 97 94      E1u - Ground v=0 98 95 E1g
SymmetricTop Excited  92 11  5 Ground  93  5  3  15118.851642231      -               1.99295566359637E-5 0.0000 : pP86(93) : Excited v=1 92 85      E2u - Ground v=0 93 86 E2g
SymmetricTop Excited  85 10  9 Ground  86  4  5  15118.870081268      -               1.97976613942516E-5 0.0000 : pP73(86) : Excited v=1 85 72      E1u - Ground v=0 86 73 E1g
SymmetricTop Excited  91  7  4 Ground  92  1  2  15118.852278615      -               1.96859989827453E-5 0.0000 : pP84A2g(92) : Excited v=1 91 83      A2u - Ground v=0 92 84 A2g
SymmetricTop Excited  91  6  4 Ground  92  0  2  15118.852278615      -               1.96859989827453E-5 0.0000 : pP84A1g(92) : Excited v=1 91 83      A1u - Ground v=0 92 84 A1g
SymmetricTop Excited  84 10 11 Ground  85  4  6  15118.87119494       -               1.96470695270082E-5 0.0000 : pP71(85) : Excited v=1 84 70      E1u - Ground v=0 85 71 E1g
SymmetricTop Excited  96  8  2 Ground  97  2  1  15118.83674308       -               1.9627824854605E-5  0.0000 : pP93B1g(97) : Excited v=1 96 92      B1u - Ground v=0 97 93 B1g
SymmetricTop Excited  96  9  2 Ground  97  3  1  15118.83674308       -               1.9627824854605E-5  0.0000 : pP93B2g(97) : Excited v=1 96 92      B2u - Ground v=0 97 93 B2g
SymmetricTop Excited  90 11  6 Ground  91  5  3  15118.852994547      -               1.94625894065727E-5 0.0000 : pP82(91) : Excited v=1 90 81      E2u - Ground v=0 91 82 E2g
SymmetricTop Excited  95 10  3 Ground  96  4  2  15118.83714082       -               1.93393202976347E-5 0.0000 : pP91(96) : Excited v=1 95 90      E1u - Ground v=0 96 91 E1g
SymmetricTop Excited  89 11  8 Ground  90  5  4  15118.853790027      -               1.92583621948514E-5 0.0000 : pP80(90) : Excited v=1 89 79      E2u - Ground v=0 90 80 E2g
SymmetricTop Excited  94 10  5 Ground  95  4  3  15118.837618108      -               1.90729758321882E-5 0.0000 : pP89(95) : Excited v=1 94 88      E1u - Ground v=0 95 89 E1g
SymmetricTop Excited  88  6  4 Ground  89  0  2  15118.854665055      -               1.90724038510173E-5 0.0000 : pP78A1g(89) : Excited v=1 88 77      A1u - Ground v=0 89 78 A1g
SymmetricTop Excited  88  7  4 Ground  89  1  2  15118.854665055      -               1.90724038510173E-5 0.0000 : pP78A2g(89) : Excited v=1 88 77      A2u - Ground v=0 89 78 A2g
SymmetricTop Excited  87 11  9 Ground  88  5  5  15118.855619631      -               1.89038467078713E-5 0.0000 : pP76(88) : Excited v=1 87 75      E2u - Ground v=0 88 76 E2g
SymmetricTop Excited  93  9  3 Ground  94  3  2  15118.838174944      -               1.88277107216587E-5 0.0000 : pP87B2g(94) : Excited v=1 93 86      B2u - Ground v=0 94 87 B2g
SymmetricTop Excited  93  8  3 Ground  94  2  2  15118.838174944      -               1.88277107216587E-5 0.0000 : pP87B1g(94) : Excited v=1 93 86      B1u - Ground v=0 94 87 B1g
SymmetricTop Excited  86 11  9 Ground  87  5  5  15118.856653755      -               1.87518627124967E-5 0.0000 : pP74(87) : Excited v=1 86 73      E2u - Ground v=0 87 74 E2g
SymmetricTop Excited  85  7  6 Ground  86  1  3  15118.857767427      -               1.86156573273965E-5 0.0000 : pP72A2g(86) : Excited v=1 85 71      A2u - Ground v=0 86 72 A2g
SymmetricTop Excited  85  6  6 Ground  86  0  3  15118.857767427      -               1.86156573273965E-5 0.0000 : pP72A1g(86) : Excited v=1 85 71      A1u - Ground v=0 86 72 A1g
SymmetricTop Excited  92 10  6 Ground  93  4  3  15118.838811328      -               1.86025134567015E-5 0.0000 : pP85(93) : Excited v=1 92 84      E1u - Ground v=0 93 85 E1g
SymmetricTop Excited  84 11 10 Ground  85  5  5  15118.858960647      -               1.84944634933327E-5 0.0000 : pP70(85) : Excited v=1 84 69      E2u - Ground v=0 85 70 E2g
SymmetricTop Excited  91 10  7 Ground  92  4  4  15118.83952726       -               1.83964350133408E-5 0.0000 : pP83(92) : Excited v=1 91 82      E1u - Ground v=0 92 83 E1g
SymmetricTop Excited  83 11 12 Ground  84  5  6  15118.860233415      -               1.8387535599751E-5  0.0000 : pP68(84) : Excited v=1 83 67      E2u - Ground v=0 84 68 E2g
