result_name,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.01,2.7,-0.1,-0.1,0.05,0,0.0029231244380625953,66.55658157931704,-0.14215409083974628,-0.24547487314232042,0.24595919268735483,0.07466437742048582,53.22625086586258,2.4193750393573903,31,0.0017630521516861291,56.44270568660579,0.05097310520567491,0.1063230086195088,0.08963706719722796,0.06317446583840633
result2,0.005,32.7,-0.4,-0.9,0.1,0.039,0.009806197499090718,20.08031133610213,-0.3379955372938036,-0.31680507194045626,0.21448460112379264,0.045405601320873235,5.881486731979063,0.2673403059990483,292,0.0021128018988112365,3.9130421439227816,0.04666117575946587,0.027066841947184225,0.011163204004165822,0.010224221392574985
result3,0.002,62.5,-0.8,-0.5,0.3,0.072,0.00423631095827965,37.234082756113914,-0.7579005867343427,-0.6837780356236716,0.3,0.18983943652542568,92.62535275670822,4.210243307123101,14000,,,,,,
result4,0.0005,32.5,-0.45,-0.01,0.17,0.012,0.0018797163817316043,99.8316715000928,-0.23551613512353853,-0.9999824493911562,0.2999152015896328,0.14509645797489812,15.128174656559072,0.6876443025708668,134,0.0007257176118173044,37.21030930535723,0.13597647175406963,1.0065300240129806,0.008057250281273043,0.07071564451860887
result5,0.0075,92.5,-0.23,-0.23,0.23,0.02,0.003715214518501563,52.011435839168186,-0.1400410034065821,-0.3275843756160395,0.21529455167854017,0.0591390128108471,5.574543708910188,0.2533883504050085,167,0.002183330873579813,30.854850517877125,0.08187295472645395,0.026217580493383096,0.010949574027500302,0.01047886773192323
