result_name,B_init,T1_init,T2_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T1,T2,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T1_unc,T2_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.0023,100,200,-0.0353,-0.4197,0.2247,0.0041,0.0020370679201996977,499.9999999359035,173.3670281915469,-0.08351750962965143,-0.3825969768390449,0.23965816014078306,0.0983109662524595,11.308732197975383,0.3056414107560914,152,6.12105041113086e-05,331.5807598623398,36.980593856580704,0.01134888050408426,0.036899338243221586,0.008714983325173,0.01046589865960986
