result_name,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.01,2.7,-0.1,-0.1,0.05,0,0.0032313783450464177,59.069463651680074,-0.10826701161824026,-0.31503492722722914,0.18205540984413848,0.0709707887870139,4.306132870308069,0.2533019335475335,104,0.0009261477161018198,19.107259476547508,0.03769191735551452,0.023919548681231317,0.009704470448816461,0.008737557962833641
result2,0.005,32.7,-0.4,-0.9,0.1,0.039,0.005158179710764875,37.30746952372278,-0.1602133145122686,-0.3165228752720598,0.18180322656013703,0.06593046401233638,4.602572322430209,0.2707395483782476,207,0.0036381871476919908,26.361614925475376,0.10168365778998861,0.02395019118461545,0.010061848350483833,0.011042260661702278
result3,0.002,62.5,-0.8,-0.5,0.3,0.072,0.002215646448241695,99.99861757750473,-0.4940305008882828,-0.6267804073379689,0.3,0.300028631106938,144.08388684704187,8.475522755708345,367,,,,,,
result4,0.0005,32.5,-0.45,-0.01,0.17,0.012,0.0025767733676028515,80.25044115943463,-0.08713223741808962,-0.3312679565191461,0.1936951245987958,0.08057225553855218,3.0256834844451705,0.1779813814379512,149,0.00021094436278627543,11.81676057599666,0.009588228456663508,0.026074016984732506,0.013629118392620418,0.009658527499162206
result5,0.0075,92.5,-0.23,-0.23,0.23,0.02,0.0025792448204532423,80.11979191460684,-0.08711193666606587,-0.33100269070750143,0.1935400602426977,0.08048509588027919,3.025615789291652,0.17797739937009718,123,0.0002068354500168571,11.308169526665866,0.009561023482182239,0.026399478896506474,0.01357433636835974,0.009402960988585458
