	Star	n_peaks	['cent1', 'b_eff1', 'Gamma1', 'scaling1']	['cent2', 'b_eff2', 'Gamma2', 'scaling2']	['cent3', 'b_eff3', 'Gamma3', 'scaling3']	['cent4', 'b_eff4', 'Gamma4', 'scaling4']
HD170740,4,"[[3302.1632380101228, 3.557735541700587, 1224579948.9851182, 58.94382720533921], [3302.7732380101224, 3.2584649794248413, 1777957186.4840004, 40.05418946815972], [5889.563794417693, 4.918544256341659, 3604492718.982243, 297.38497070721303], [5895.537084417693, 4.343408961138255, 3908272649.5743647, 288.60257336853334]]"
HD170740,4,"[[3302.1632380101228, 3.557735541700587, 1224579948.9851182, 58.94382720533921], [3302.7732380101224, 3.2584649794248413, 1777957186.4840004, 40.05418946815972], [5889.563794417693, 4.918544256341659, 3604492718.982243, 297.38497070721303], [5895.537084417693, 4.343408961138255, 3908272649.5743647, 288.60257336853334]]"
