1.834892685999999958e+04 9.509483165965093576e+01
1.834909558000000106e+04 7.029249015634184161e+01
1.834926429999999891e+04 1.086516602170605665e+02
1.834943303000000014e+04 1.075261802777794173e+02
1.834960176000000138e+04 9.926225033851210355e+01
1.834977048999999897e+04 9.413682039923094180e+01
1.834993922000000020e+04 6.874980202399160589e+01
1.835010796000000119e+04 6.551658364876607266e+01
1.835027669999999853e+04 8.157571527352661178e+01
1.835044543999999951e+04 5.753480846232901058e+01
1.835061419000000024e+04 4.494005165113139810e+01
1.835078294000000096e+04 7.704529483993383110e+01
1.835095169000000169e+04 9.025819959279192517e+01
1.835112044999999853e+04 1.427403427815943360e+02
1.835128919999999925e+04 1.367455090984801700e+02
1.835145796999999948e+04 1.096045638513243148e+02
1.835162672999999995e+04 8.733283016821030742e+01
1.835179550000000017e+04 1.178302464850962679e+02
1.835196427000000040e+04 1.513739128019822147e+02
1.835213304000000062e+04 1.527482406829099091e+02
1.835230182000000059e+04 1.036610685638377163e+02
1.835247060000000056e+04 7.173535800880711122e+01
1.835263939000000028e+04 8.494048588973498681e+01
1.835280817000000025e+04 1.003686753347044487e+02
1.835297695999999996e+04 8.895832634371572567e+01
1.835314575999999943e+04 7.447111578868532433e+01
1.835331454999999914e+04 6.643771679769656657e+01
1.835348334999999861e+04 6.640426780669383788e+01
1.835365215000000171e+04 8.970158037974692888e+01
1.835382096000000092e+04 8.662969295280004189e+01
1.835398977000000014e+04 1.103501055258531096e+02
1.835415857999999935e+04 4.413201809890631466e+01
1.835432738999999856e+04 3.802159223598710014e+01
1.835449621000000116e+04 8.863426637308202771e+01
1.835466503000000012e+04 4.759305207421880368e+01
1.835483385999999882e+04 5.442107621129969175e+01
1.835500268000000142e+04 2.495681191243636476e+01
1.835517151000000013e+04 4.806935917761484234e+01
1.835534034999999858e+04 -1.779555121262546891e+00
1.835550918000000092e+04 9.165609214391588466e+01
1.835567801999999938e+04 9.404560097312219114e+01
1.835584687000000122e+04 4.148124823830073638e+01
1.835601570999999967e+04 4.088610706750694135e+01
1.835618456000000151e+04 3.210636589672719765e+01
1.835635340999999971e+04 1.830348628997523974e+01
1.835652227000000130e+04 5.332365668323734553e+01
1.835669112999999925e+04 2.346697707648525011e+01
1.835685999000000083e+04 -1.585900253025261009e+01
1.835702884999999878e+04 1.661179427037268397e+00
1.835719772000000012e+04 -1.103408861567288568e+01
1.835736659000000145e+04 2.403994334163087387e+01
1.835753545999999915e+04 6.343698686296261258e+01
1.835770434000000023e+04 1.001955803842942032e+02
1.835787322000000131e+04 1.029926239056397890e+02
1.835804209999999875e+04 8.188962899101318271e+01
1.835821098999999958e+04 6.845588407638672379e+01
1.835837988000000041e+04 1.916828916176007169e+01
1.835854877000000124e+04 1.869600581117538241e+01
1.835871767000000182e+04 2.510841089656275926e+01
1.835888655999999901e+04 5.607453911001971392e+01
1.835905546999999933e+04 9.508649400694366705e+01
1.835922436999999991e+04 9.754514612952903008e+01
1.835939328000000023e+04 6.648069825211450734e+01
1.835956219000000056e+04 6.391630037469974468e+01
1.835973110000000088e+04 9.492878775287272219e+01
1.835990002000000095e+04 1.267873751310454509e+02
1.836006894000000102e+04 6.885369776480592918e+01
1.836023787000000084e+04 8.444308514297881629e+01
1.836040679000000091e+04 9.277095777673923749e+01
1.836057572000000073e+04 1.056526304104996825e+02
1.836074465000000055e+04 7.731123829984755957e+01
1.836091359000000011e+04 8.175444618919550521e+01
1.836108252999999968e+04 6.891305407854349596e+01
1.836125146999999924e+04 9.941779722347882853e+01
1.836142041999999856e+04 9.853790511282147691e+01
1.836158936000000176e+04 6.960418351334442377e+01
1.836175832000000082e+04 1.092012266582798929e+02
1.836192727000000014e+04 9.593675505880287346e+01
1.836209622999999920e+04 7.289533345932579778e+01
1.836226518999999826e+04 7.189231185984340300e+01
1.836243415000000095e+04 9.090472551595394179e+01
1.836260311999999976e+04 1.052863891720644460e+02
1.836277208999999857e+04 1.001680028281695058e+02
1.836294106000000102e+04 1.102034517398676599e+02
1.836311003999999957e+04 1.186005006515601963e+02
1.836327902000000176e+04 1.674820995632583163e+02
1.836344800000000032e+04 1.702636837305437894e+02
1.836361698999999862e+04 1.525145178978240210e+02
1.836378598000000056e+04 7.200385206510964053e+01
1.836395496999999887e+04 1.131546862323897358e+02
1.836412396000000081e+04 1.072901056552628916e+02
1.836429295999999886e+04 9.819477507813064676e+01
1.836446196000000054e+04 7.057632975659112162e+01
1.836463096999999834e+04 9.685024917945895595e+01
1.836479997000000003e+04 1.095933538579140532e+02
1.836496898000000147e+04 7.002874379196225618e+01
1.836513799999999901e+04 2.031029847041747871e+01
1.836530701000000045e+04 3.026878840446033792e+01
1.836547603000000163e+04 8.205036359409598390e+01
1.836564505999999892e+04 1.559242035281386052e+02
1.836581408000000010e+04 1.228935772632745511e+02
1.836598311000000103e+04 6.495148914528738260e+01
1.836615213999999833e+04 7.240170399789133171e+01
1.836632117999999900e+04 1.058749688504952928e+02
1.836649021999999968e+04 1.217251837030991055e+02
1.836665926000000036e+04 9.080619855570296295e+01
1.836682830000000104e+04 1.226179163788966662e+02
1.836699735000000146e+04 5.923738420208940170e+01
1.836716639999999825e+04 1.097876049958730391e+02
1.836733545999999842e+04 8.731477281906677490e+01
1.836750450999999885e+04 1.257264965834403938e+02
1.836767357999999876e+04 1.151767173772240085e+02
1.836784263999999894e+04 9.315003817100762262e+01
1.836801169999999911e+04 6.330796193538117222e+01
1.836818076999999903e+04 7.445048867034449813e+01
1.836834984999999870e+04 2.036991243471811686e+01
1.836851891999999862e+04 8.089389169681453495e+00
1.836868799999999828e+04 5.901651590464598485e+01
1.836885708000000159e+04 5.870524561019919929e+01
1.836902617000000100e+04 6.536312531575254070e+01
1.836919526000000042e+04 7.282875502130582390e+01
1.836936434999999983e+04 5.029438472685910710e+01
1.836953343999999925e+04 1.375446174030022348e+02
1.836970253999999841e+04 1.108717500791464090e+02
1.836987164000000121e+04 1.476912357258795510e+02
1.837004075000000012e+04 1.611491684020227240e+02
1.837020984999999928e+04 7.576095404875570694e+01
1.837037895999999819e+04 1.013188926660797051e+02
1.837054808000000048e+04 7.182292831281279177e+01
1.837071718999999939e+04 8.218856693013674430e+01
1.837088631000000169e+04 1.000157055474597882e+02
1.837105543000000034e+04 8.718134713537256175e+01
1.837122455999999875e+04 5.266238872328642628e+01
1.837139369000000079e+04 7.202033031119913176e+01
1.837156281999999919e+04 5.773207486970295577e+01
1.837173196000000098e+04 1.031284664576157866e+02
1.837190108999999939e+04 1.051787139867094538e+02
1.837207024000000092e+04 1.008520585452121168e+02
1.837223937999999907e+04 8.215615607430572709e+01
1.837240853000000061e+04 5.720640360339825747e+01
1.837257767999999851e+04 5.543269787640929280e+01
1.837274683000000005e+04 8.682018836885117707e+01
1.837291599000000133e+04 6.524617886128760347e+01
1.837308514999999898e+04 3.992596935372944245e+01
1.837325431000000026e+04 4.976737456835667217e+01
1.837342348000000129e+04 7.477792978297838999e+01
1.837359264999999868e+04 6.250393499760548366e+01
1.837376181999999972e+04 2.020684021223257787e+01
1.837393099000000075e+04 4.204821014904496224e+01
1.837410017000000153e+04 4.305113008585203715e+01
1.837426934999999867e+04 1.350386647448497115e+02
1.837443853999999919e+04 1.184031494038474648e+02
1.837460772999999972e+04 1.667445340628451049e+02
