wno	int
32267.85	317.69205
32267.53556	388.84442
32267.2232	517.70458
32266.9119	566.07748
32266.60059	624.01136
32266.28617	650.75003
32265.97488	662.89999
32265.6636	664.80416
32265.3492	730.3876
32265.03793	652.60147
32264.72666	649.96691
32264.41228	604.32311
32264.10103	513.95162
32263.78978	438.19864
32263.4775	383.55084
32263.16314	328.14253
32262.85191	226.27129
32262.54068	171.33195
32262.22634	62.259
32261.91513	35.56604
32261.60393	-11.95118
32261.2896	-45.42121
32260.97841	-36.35513
32260.66722	-41.02226
32260.35292	-63.83409
32260.0407	-55.39874
32259.72953	8.31424
32259.41837	-81.70125
32259.10409	-43.1975
32258.79294	-35.40837
32258.4818	-54.82618
32258.16753	-62.86759
32257.8564	71.76578
32257.54527	83.51076
32257.23103	56.31706
32256.91992	57.84526
32256.60881	69.31636
32256.29666	0.5854
32255.98244	34.61361
32255.67135	8.38857
32255.36027	52.19411
32255.04607	49.27644
32254.735	114.71395
32254.42393	84.36133
32254.10975	132.18413
32253.79869	109.08274
32253.48764	118.60985
32253.17348	117.53698
32252.8614	133.41735
32252.55037	139.5804
32252.23935	164.11149
32251.92521	170.07218
32251.61419	129.41605
32251.30319	90.20971
32250.98907	96.69956
32250.67807	74.27883
32250.36708	63.16747
32250.05298	106.1536
32249.742	136.46502
32249.42999	154.70711
32249.11903	152.4719
32248.80495	165.02652
32248.494	118.08425
32248.18305	75.88973
32247.86899	59.72757
32247.55805	55.49444
32247.24713	16.99826
32246.93308	38.92399
32246.62217	55.7987
32246.31126	42.43411
32245.99619	36.59777
32245.68529	54.80333
32245.3744	37.63894
32245.06351	37.24686
32244.74951	63.86204
32244.43864	26.40991
32244.12777	24.24332
32243.81379	13.58493
32243.50293	2.30482
32243.19208	-28.67255
32242.87812	23.29385
32242.56728	-38.28715
32242.25541	-51.32606
32241.94458	-17.8994
32241.63064	-37.06475
32241.31983	-95.45598
32241.00902	-34.37452
32240.6951	17.53499
32240.38431	-25.01284
32240.07352	-12.29349
32239.75961	39.18341
32239.44883	31.57096
32239.13806	-4.49294
32238.8273	50.87278
32238.51238	55.30431
32238.20162	-3.59515
32237.89088	23.38788
32237.57702	18.72499
32237.26628	23.16393
32236.95555	24.51429
32236.64171	64.56283
32236.33099	11.53468
32236.02028	-6.58097
32235.70645	-53.61263
32235.39575	-27.11556
32235.08402	-28.54304
32234.77333	-10.79666
32234.45953	19.88077
32234.2538	230.28712
32233.94001	310.97007
32233.62935	349.83568
32233.31869	335.93472
32233.00388	336.13829
32232.69323	297.29488
32232.38259	222.33797
32232.07195	205.02177
32231.7582	246.00852
32231.44758	232.30992
32231.13696	251.44874
32230.82323	242.41897
32230.51263	252.33458
32230.20203	139.39904
32229.88832	200.68666
32229.57773	143.29601
32229.26611	170.72386
32228.95553	111.62384
32228.64185	146.32432
32228.33128	98.85712
32228.02072	111.40645
32227.70706	56.61871
32227.39651	121.92954
32227.08597	127.99948
32226.77232	151.73205
32226.46179	157.06704
32226.15127	148.06525
32225.84075	57.61396
32225.52609	66.21726
32225.21559	103.65563
32224.90509	23.48089
32224.59148	120.50361
32224.281	153.02862
32223.97052	149.83232
32223.65693	57.97825
32223.34646	70.29453
32223.036	18.59864
32222.72243	89.99436
32222.41198	119.44825
32222.10049	143.21955
32221.79006	143.94269
32221.47651	109.47765
32221.16608	-14.43716
32220.85566	21.99575
32220.54214	70.14813
32220.23173	115.80896
32219.92133	216.54725
32219.60782	283.13466
32219.29743	210.92898
32218.98704	181.16227
32218.67563	175.5367
32218.36214	83.97481
32218.05177	68.82614
32217.74141	122.15889
32217.42795	50.386
32217.1176	6.08167
32216.80726	91.61507
32216.49381	69.79248
32216.18348	61.41344
32215.87315	157.25958
32215.55972	178.01636
32215.24837	93.53414
32214.93807	71.11826
32214.62777	26.98584
32214.31436	-2.44174
32214.00407	-35.47941
32213.69379	-53.02487
32213.3804	23.30937
32213.07013	20.84309
32212.75987	-16.6923
32212.4465	51.31639
32212.13624	37.12388
32211.826	14.61981
32211.51472	-14.95857
32211.20137	-57.29543
32210.89115	-56.03643
32210.58092	-29.65029
32210.2676	-56.78815
32209.95739	-15.86912
32209.64718	47.99024
32209.33387	0.3618
32209.02368	40.04648
32208.71349	69.69786
32208.4002	53.11555
32208.08899	85.44805
32207.77882	91.288
32207.46866	88.97865
32207.15539	23.34216
32206.84524	65.59952
32206.5351	44.42709
32206.22185	97.30256
32205.91172	85.83756
32205.60159	159.16847
32205.28836	104.48219
32204.97825	121.52772
32204.66814	66.47744
32204.357	43.92889
32204.04379	2.57458
32203.7337	8.49815
32203.42362	23.84477
32203.11043	50.73758
32202.80036	41.83028
32202.49029	17.67756
32202.17712	73.02346
32201.86706	38.97564
32201.55702	43.10895
32201.24386	67.53582
32200.93279	97.36088
32200.62276	46.25664
32200.31274	68.87493
32199.99961	82.05711
32199.68959	52.68773
32199.37959	76.95182
32199.06648	63.14923
32198.75648	40.57156
32198.4465	-0.21982
32198.1334	-43.93119
32197.82343	-37.39493
32197.51242	20.359
32197.20246	35.79527
32196.88939	87.82607
32196.57944	159.14054
32196.26949	112.91787
32195.95644	79.67871
32195.6465	102.13192
32195.33658	96.32625
32195.02354	78.00584
32194.71363	15.07923
32194.40372	-7.86762
32194.08967	-21.61651
32193.77977	-58.69011
32193.46988	-69.24253
32193.15999	-20.63239
32192.847	6.96368
32192.53713	5.14912
32192.22726	-4.37706
32191.91429	-3.32896
32191.60443	12.94739
32191.29458	41.31662
32190.98163	68.98008
32190.67179	100.41185
32190.36092	103.49606
32190.05109	157.52924
32189.73816	137.84398
32189.42835	114.71399
32189.11854	104.78578
32188.80563	123.31025
32188.49583	101.74193
32188.18604	70.76608
32187.87315	68.41856
32187.56337	116.46245
32187.2536	119.90271
32186.94383	111.66382
32186.62992	259.96977
32186.32017	307.35476
32186.01042	303.87761
32185.69757	340.36545
32185.38783	413.97921
32185.0781	303.64277
32184.76527	287.16216
32184.45555	280.08012
32184.14584	302.54866
32183.83302	285.71439
32183.52332	283.23594
32183.21259	213.1603
32182.9029	193.08298
32182.59011	222.4038
32182.28044	151.11001
32181.97077	138.01146
32181.65799	164.73955
32181.34833	148.22496
32181.03868	35.98847
32180.72593	110.75032
32180.41629	151.72891
32180.10665	167.80624
32179.79599	131.77874
32179.48326	178.45666
32179.17364	135.4232
32178.86403	90.52063
32178.55132	77.56725
32178.24172	139.34263
32177.93212	90.73446
32177.61943	90.2634
32177.30985	98.60558
32177.00027	0.17925
32176.6876	-48.02486
32176.377	-24.99753
32176.06744	-46.48089
32175.75789	-66.1428
32175.44524	-7.50465
32175.1357	-27.72799
32174.82617	-53.71892
32174.51353	-61.35465
32174.20401	-55.48819
32173.89449	-3.3196
32173.58188	50.03376
32173.27238	92.49369
32172.96288	62.69036
32172.65235	79.67311
32172.33976	93.31437
32172.03028	94.25613
32171.72081	29.28185
32171.40823	88.34661
32171.09877	129.65473
32170.78932	112.12697
32170.47676	126.12413
32170.16732	123.19879
32169.85788	143.41721
32169.54534	85.54856
32169.23488	60.60457
32168.92546	85.95424
32168.61605	120.43058
32168.30353	136.45435
32167.99413	167.51256
32167.68474	207.72626
32167.37224	122.50244
32167.06286	130.05493
32166.75348	80.82759
32166.441	74.37671
32166.13164	38.56371
32165.82228	32.47193
32165.51189	76.47437
32165.19944	52.30206
32164.89009	50.97469
32164.58076	58.03769
32164.26832	64.65807
32163.959	45.11869
32163.64968	44.87421
32163.33726	26.38207
32163.02796	-43.80967
32162.71866	-17.11914
32162.40626	-54.64842
32162.09593	-59.91749
32161.78665	-56.72206
32161.47737	62.37088
32161.165	106.68313
32160.85574	106.3004
32160.54648	96.45818
32160.23412	111.89165
32159.92487	67.4807
32159.61563	-28.35579
32159.3033	-16.37629
32158.99407	55.0965
32158.68381	50.42022
32158.37459	27.91907
32158.06228	100.00668
32157.75307	106.55571
32157.44387	104.58367
32157.13158	127.45984
32156.82239	89.57918
32156.51321	47.80436
32156.20093	54.2381
32155.89176	16.81712
32155.5826	9.01889
32155.26931	44.43606
32154.96016	40.17014
32154.65101	19.75594
32154.34187	47.29966
32154.02963	39.11767
32153.72051	70.56365
32153.41139	71.20291
32153.09917	19.21597
32152.79006	20.91775
32152.48095	24.56759
32152.16876	45.86989
32151.85966	83.2335
32151.54954	117.02636
32151.24046	127.87038
32150.92829	130.15144
32150.61922	77.81214
32150.31016	89.87653
32149.998	129.98737
32149.68895	91.2195
32149.37991	46.23409
32149.06777	134.47398
32148.75874	146.14369
32148.44971	153.66607
32148.14069	160.2242
32147.82754	211.61307
32147.51853	116.47221
32147.20953	79.03031
32146.89743	79.8078
32146.58844	5.90956
32146.27946	-45.12585
32145.96738	10.70588
32145.65841	21.50477
32145.34944	-2.54603
32145.03738	84.71682
32144.72843	82.44254
32144.41844	39.59697
32144.1095	60.3406
32143.79746	80.11152
32143.48853	50.43399
32143.17961	112.22367
32142.86759	126.82856
32142.55868	102.12317
32142.24977	105.19477
32141.93777	99.84543
32141.62887	106.15683
32141.31998	133.99163
32141.01007	168.60111
32140.69809	178.28983
32140.38922	198.44363
32140.08035	155.7744
32139.7684	183.91706
32139.45954	157.83878
32139.1507	114.09378
32138.83875	114.30865
32138.52992	77.38311
32138.22109	-0.96305
32137.90917	-35.03011
32137.59932	-43.29511
32137.29051	-71.00243
32136.9817	-40.29964
32136.6698	-57.38362
32136.36101	-48.75374
32136.05222	-17.78668
32135.74034	13.57331
32135.43156	54.85563
32135.12279	120.8766
32134.81093	132.50507
32134.50217	121.9649
32134.19342	87.94354
32133.88364	56.79432
32133.5718	46.08674
32133.26307	12.24889
32132.95434	12.87636
32132.64252	48.51681
32132.3338	59.70719
32132.02509	35.04032
32131.71329	91.23102
32131.40459	83.6266
32131.0959	137.11357
32130.78412	128.72525
32130.4744	138.81355
32130.16573	115.61324
32129.85706	112.33716
32129.5453	63.51937
32129.23664	78.81922
32128.92799	122.58717
32128.61625	188.30681
32128.30761	188.0446
32127.99898	236.6147
32127.68725	230.6985
32127.37863	199.52025
32127.07002	140.52368
32126.76037	179.08413
32126.44867	135.98669
32126.14008	123.52574
32125.83148	118.59368
32125.5198	119.72892
32125.21122	120.84484
32124.90265	175.0375
32124.59099	108.65592
32124.28242	85.84576
32123.97387	70.60151
32123.66222	48.97529
32123.35265	10.71681
32123.04411	75.05322
32122.73558	57.38481
32122.42395	100.97901
32122.11543	92.35035
32121.80692	64.08744
32121.49532	44.68394
32121.18681	116.44224
32120.87832	66.595
32120.56673	62.15747
32120.25825	113.93498
32119.94874	148.04842
32119.64026	109.6759
32119.3287	152.19004
32119.02024	182.20335
32118.71179	134.44859
32118.40024	108.22582
32118.0918	102.50737
32117.78336	105.91252
32117.47184	83.46302
32117.16341	78.24555
32116.85499	84.4614
32116.54245	122.1154
32116.23405	156.90037
32115.92565	187.92106
32115.61725	227.06949
32115.30577	244.85688
32114.99738	208.95705
32114.68901	161.44393
32114.37754	164.11894
32114.06917	143.4658
32113.76081	162.55692
32113.44937	193.85765
32113.14102	251.26501
32112.83165	295.29978
32112.52331	377.30173
32112.21189	493.52873
32111.90356	680.61069
32111.59524	947.09097
32111.28384	1258.57378
32110.97553	1397.33567
32110.66723	1689.10272
32110.35584	1848.20591
32110.04755	1861.97789
32109.73927	1786.7074
32109.431	1880.01479
32109.1186	1798.11124
32108.81034	1812.07971
32108.50208	1866.59513
32108.19073	1881.42622
32107.88249	1842.92949
32107.57424	1853.79087
32107.26292	1925.37645
32106.95469	1881.51842
32106.64646	2039.61408
32106.33515	2238.18517
32106.02694	2412.48503
32105.71771	2426.62705
32105.40951	2532.50715
32105.09822	2477.67745
32104.79003	2410.53727
32104.48185	2283.94336
32104.17059	2163.4266
32103.86242	2039.12481
32103.55425	1895.15983
32103.243	1728.6582
32102.93485	1501.65309
32102.6267	1350.10085
32102.31753	1160.44153
32102.00631	1034.39865
32101.69818	899.24874
32101.39006	843.97133
32101.07885	738.70716
32100.77074	657.42918
32100.46264	601.41903
32100.15145	582.23918
32099.84335	527.09626
32099.53527	430.20182
32099.22409	400.61058
32098.91499	337.27196
32098.60692	338.93369
32098.29886	376.0363
32097.98771	375.53119
32097.67966	398.42811
32097.37161	376.52853
32097.06048	323.94085
32096.75245	247.15979
32096.44442	293.56519
32096.13331	282.42964
32095.8253	337.98573
32095.51729	364.85422
32095.20825	470.57235
32094.89716	489.6815
32094.58917	495.80722
32094.28119	504.38166
32093.97012	514.12362
32093.66214	473.48304
32093.35418	519.63963
32093.04312	562.8165
32092.73517	552.26729
32092.42722	521.69085
32092.11618	503.95379
32091.80722	450.61518
32091.49928	413.01802
32091.19136	401.60526
32090.88035	365.25225
32090.57243	293.53291
32090.26452	281.86981
32089.95353	257.95366
32089.64563	199.21978
32089.33774	192.98477
32089.02677	230.26513
32088.71889	221.42738
32088.41102	151.12956
32088.10212	147.68405
32087.79117	75.6183
32087.48331	-6.73541
32087.17547	-47.16058
32086.86453	-18.46857
32086.5567	-21.41389
32086.24886	35.37472
32085.93795	5.13132
32085.63013	-29.13533
32085.32232	-24.51918
32085.01142	1.07599
32084.70259	10.01497
32084.39479	86.26431
32084.087	125.65195
32083.77613	143.97853
32083.46835	142.99159
32083.16058	140.83312
32082.84972	162.19715
32082.54196	186.54813
32082.23421	195.71927
32081.92337	199.68145
32081.61563	200.45322
32081.30686	142.26577
32080.99913	163.40588
32080.68832	199.35697
32080.3806	126.0182
32080.07289	128.82775
32079.76209	135.61527
32079.45439	78.15163
32079.1467	-14.50112
32078.83592	62.18756
32078.52824	85.45876
32078.22056	116.59376
32077.90877	117.40077
32077.60111	189.7909
32077.29345	160.05935
32076.98579	140.19825
32076.67506	143.65583
32076.36742	140.10343
32076.05978	119.57841
32075.74906	152.6336
32075.44144	146.45253
32075.13382	137.64499
32074.82312	134.26649
32074.51551	104.6077
32074.20689	61.05942
32073.89929	78.75083
32073.58862	95.82887
32073.28103	123.07432
32072.97346	137.46703
32072.6628	149.26499
32072.35523	158.89541
32072.04767	135.48419
32071.73704	96.35261
32071.42949	88.56471
32071.12195	96.12461
32070.81441	59.97419
32070.50277	27.85997
32070.19524	29.82903
32069.88773	14.00553
32069.57713	-1.00129
32069.26962	-9.67884
32068.96212	26.19375
32068.65154	51.43976
32068.34405	38.56584
32068.03657	27.21392
32067.72601	40.59906
32067.41854	-1.66257
32067.11005	-26.31214
32066.80259	-55.41459
32066.49205	-33.8994
32066.18461	-25.26456
32065.87716	15.28068
32065.56664	25.04516
32065.25922	58.72627
32064.95179	63.02898
32064.64129	52.78909
32064.33388	14.46889
32064.02647	24.69744
32063.71805	5.30134
32063.40757	-13.10647
32063.10018	-39.4725
32062.7928	-10.92794
32062.48234	-38.69264
32062.17497	-55.38368
32061.86761	-48.92296
32061.55716	-41.83678
32061.24981	-29.02594
32060.94247	27.9906
32060.63204	128.66243
32060.32368	147.54689
32060.01635	173.13545
32059.70903	175.64281
32059.39863	119.8577
32059.09132	85.94975
32058.78401	71.52409
32058.47363	42.004
32058.16634	11.06139
32057.85905	20.78743
32057.54869	7.88238
32057.24141	15.49818
32056.93414	41.66138
32056.62585	26.38482
32056.31551	35.34731
32056.00826	1.03747
32055.70101	-29.82126
32055.39069	-7.91832
32055.08346	48.41507
32054.77623	46.72959
