index,Wavelength,Flux
0,6610.519796461396,1.0007457385691063
1,6610.5611123392355,1.0015133646610197
2,6610.6024284753,0.9989747466984057
3,6610.643744869592,0.9977281467704011
4,6610.685061522112,1.0001740093588727
5,6610.726378432862,0.9997307359575442
6,6610.76769560184,0.9997775794145386
7,6610.809013029057,0.9997961528445112
8,6610.850330714505,1.0000322329106777
9,6610.891648658189,1.0005157762620975
10,6610.932966860113,0.999762282881712
11,6610.974285320276,1.0009704688869927
12,6611.015604038679,1.0007765365939745
13,6611.056923015326,1.00034718167777
14,6611.0982422502175,1.0013439015716326
15,6611.1395617433545,1.000301254628325
16,6611.180881494739,1.0009760738883755
17,6611.222201504373,1.0009887322370512
18,6611.263521772257,1.0001006629593403
19,6611.304842298396,1.0003596185395425
20,6611.346163082787,0.9992160594563015
21,6611.387484125434,1.0011335582558327
22,6611.428805426338,1.001561052794593
23,6611.470126985501,1.0001706796211633
24,6611.511448802926,1.0014950295435776
25,6611.552770878612,0.9999581661031339
26,6611.594093212561,1.0014371136258908
27,6611.635415804777,1.0011748901611808
28,6611.676738655259,0.9996453040180581
29,6611.71806176401,0.9999896992220934
30,6611.759385131031,0.998671623088839
31,6611.800708756325,1.0005187300986726
32,6611.842032639891,1.0000755557779606
33,6611.883356781732,0.9993773546874701
34,6611.92468118185,1.000866583018024
35,6611.966005840247,0.9994091002845872
36,6612.007330756924,0.9993086612975228
37,6612.048655931882,1.0012073003202395
38,6612.089981365122,1.001241597913284
39,6612.1313070566475,1.0014580119829477
40,6612.172633006461,1.0009605861438873
41,6612.21395921456,1.0017488998999935
42,6612.255285680951,1.0017160205296396
43,6612.296612405632,1.0006946871826436
44,6612.337939388606,0.999953657086218
45,6612.379266629874,1.0004769565296974
46,6612.4205941294385,0.9990191076641738
47,6612.461921887301,1.0001984848685497
48,6612.503249903462,0.9998629598135136
49,6612.5445781779235,0.9970230862573993
50,6612.585906710689,0.9967957201012153
51,6612.627235501758,0.9954812003656792
52,6612.6685645511325,0.9923504336991765
53,6612.709893858816,0.9853421887027461
54,6612.751223424807,0.9753564317480156
55,6612.792553249108,0.9627800633959077
56,6612.833883331722,0.9456646405396938
57,6612.875213672652,0.9259260778963115
58,6612.916544271893,0.9065872986780241
59,6612.957875129454,0.8959975183197603
60,6612.999206245333,0.8931390109965014
61,6613.040537619532,0.8964290454894414
62,6613.081869252053,0.8995511313673282
63,6613.1232011428965,0.9013991972111317
64,6613.164533292067,0.9013515482916031
65,6613.205865699564,0.8903898207048988
66,6613.2471983653895,0.8759133485506041
67,6613.288531289543,0.8711983546243248
68,6613.32986447203,0.8737595002572808
69,6613.371197912849,0.8813550873273217
70,6613.412531612004,0.891579373565547
71,6613.453865569493,0.8973241942856012
72,6613.495199785323,0.9067785590721624
73,6613.536534259492,0.909926827064248
74,6613.577868992001,0.9072691587037327
75,6613.619203982854,0.9096991378478086
76,6613.660539232052,0.9166045668605655
77,6613.701874739593,0.9248801692908268
78,6613.743210505485,0.9358948025181931
79,6613.784546529727,0.9445204844557556
80,6613.825882812315,0.9524877273118384
81,6613.86721935326,0.959673606562316
82,6613.90855615256,0.9615181004876591
83,6613.949893210212,0.9629762540892812
84,6613.991230526224,0.9650717381834111
85,6614.032568100594,0.9690300023371684
86,6614.073905933326,0.972480940874449
87,6614.115244024419,0.9764664132355471
88,6614.156582373876,0.9800842015927413
89,6614.197920981699,0.9829797780874858
90,6614.239259847887,0.9840165424819612
91,6614.280598972447,0.9836157140037174
92,6614.321938355373,0.9855168491518201
93,6614.363277996676,0.9875116939828263
94,6614.40461789635,0.9872063575275218
95,6614.4459580544,0.9890145398514568
96,6614.487298470825,0.9901514481561916
97,6614.52863914563,0.9907955287991406
98,6614.569980078814,0.9925304436045862
99,6614.611321270381,0.9938588215124512
100,6614.652662720331,0.9942335641519293
101,6614.694004428666,0.9928663111906016
102,6614.735346395386,0.9961067798957519
103,6614.776688620495,0.9957414898994925
104,6614.818031103994,0.9974132242881303
105,6614.859373845884,0.9982748134868308
106,6614.9007168461685,0.9989151106495381
107,6614.942060104845,0.999075081640345
108,6614.983403621919,1.0003863742332264
109,6615.024747397391,1.0018233854737806
110,6615.066091431261,1.0006235041849905
111,6615.107435723531,1.0008750703628864
112,6615.148780274208,0.9992349829711196
