Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,b_init,b_min,b_max,w_min,w_max,v_rad_fit,b_fit,n_fit
KI,4044.142,0.00568,37900000.0,,0,-10.174235766525294,-100.0,100.0,0,0.001,0.0,20,4043.452480115429,4044.696475929179,-10.35715897939648,3.00304277753588,920714909184.4001
KI,7698.965,0.3331,37400000.0,10.0,0,-10.174235766525294,-100.0,100.0,0,0.001,0.0,20,7697.592868789634,7700.604658689658,-10.35715897939648,3.00304277753588,920714909184.4001
KI,4044.142,0.00568,37900000.0,,1,4.863750155256413,-100.0,100.0,1,0.001,0.0,20,4043.452480115429,4044.696475929179,4.815791830875676,1.473033155008352e-06,201794445146968.8
KI,7698.965,0.3331,37400000.0,10.0,1,4.863750155256413,-100.0,100.0,1,0.001,0.0,20,7697.592868789634,7700.604658689658,4.815791830875676,1.473033155008352e-06,201794445146968.8
