Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit
NaI,3302.368,0.009,9640000.0,8.0,0,-8.489265679421319,-8.589265679421318,-8.38926567942132,0,0,2,0.1,6,50000000000000.0,3301.9366734325795,3303.303656707943,30.0,-8.389265681046274,3.457763571146491,66602057693467.44
NaI,3302.978,0.00446,9640000.0,8.0,0,-8.489265679421319,-8.589265679421318,-8.38926567942132,0,0,2,0.1,6,50000000000000.0,3301.9366734325795,3303.303656707943,30.0,-8.389265681046274,3.457763571146491,66602057693467.44
NaI,5889.951,0.641,61600000.0,10.0,0,-8.489265679421319,-8.589265679421318,-8.38926567942132,0,0,2,0.1,6,50000000000000.0,5889.139344552966,5890.6849629591325,1.0,-8.389265681046274,3.457763571146491,66602057693467.44
NaI,5895.924,0.32,61400000.0,10.0,0,-8.489265679421319,-8.589265679421318,-8.38926567942132,0,0,2,0.1,6,50000000000000.0,5895.096440168307,5896.5253735739525,1.0,-8.389265681046274,3.457763571146491,66602057693467.44
NaI,3302.368,0.009,9640000.0,8.0,1,-18.68014516503566,-18.780145165035663,-18.58014516503566,1,1,1,0.1,6,300000000000.0,3301.9366734325795,3303.303656707943,30.0,-18.780145043064348,0.6814595198844265,247187519541.16162
NaI,3302.978,0.00446,9640000.0,8.0,1,-18.68014516503566,-18.780145165035663,-18.58014516503566,1,1,1,0.1,6,300000000000.0,3301.9366734325795,3303.303656707943,30.0,-18.780145043064348,0.6814595198844265,247187519541.16162
NaI,5889.951,0.641,61600000.0,10.0,1,-18.68014516503566,-18.780145165035663,-18.58014516503566,1,1,1,0.1,6,300000000000.0,5889.139344552966,5890.6849629591325,1.0,-18.780145043064348,0.6814595198844265,247187519541.16162
NaI,5895.924,0.32,61400000.0,10.0,1,-18.68014516503566,-18.780145165035663,-18.58014516503566,1,1,1,0.1,6,300000000000.0,5895.096440168307,5896.5253735739525,1.0,-18.780145043064348,0.6814595198844265,247187519541.16162
NaI,3302.368,0.009,9640000.0,8.0,2,-24.73958702132187,-24.839587021321872,-24.63958702132187,2,2,5,0.1,6,10000000000.0,3301.9366734325795,3303.303656707943,30.0,-24.797379678905983,0.10001879554865437,6706472788.812381
NaI,3302.978,0.00446,9640000.0,8.0,2,-24.73958702132187,-24.839587021321872,-24.63958702132187,2,2,5,0.1,6,10000000000.0,3301.9366734325795,3303.303656707943,30.0,-24.797379678905983,0.10001879554865437,6706472788.812381
NaI,5889.951,0.641,61600000.0,10.0,2,-24.73958702132187,-24.839587021321872,-24.63958702132187,2,2,5,0.1,6,10000000000.0,5889.139344552966,5890.6849629591325,1.0,-24.797379678905983,0.10001879554865437,6706472788.812381
NaI,5895.924,0.32,61400000.0,10.0,2,-24.73958702132187,-24.839587021321872,-24.63958702132187,2,2,5,0.1,6,10000000000.0,5895.096440168307,5896.5253735739525,1.0,-24.797379678905983,0.10001879554865437,6706472788.812381
