Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit
NaI,3302.368,0.009,9640000.0,8.0,0,1.300057627706241,0.300057627706241,2.300057627706241,0,0,2,0.0,6,100000000000000.0,3301.943632813668,3303.3848092488024,35.0,1.2150956323048376,3.5843684626258545,64586378421823.56
NaI,3302.978,0.00446,9640000.0,8.0,0,1.300057627706241,0.300057627706241,2.300057627706241,0,0,2,0.0,6,100000000000000.0,3301.943632813668,3303.3848092488024,35.0,1.2150956323048376,3.5843684626258545,64586378421823.56
NaI,5889.951,0.641,61600000.0,10.0,0,1.300057627706241,0.300057627706241,2.300057627706241,0,0,2,0.0,6,100000000000000.0,5888.968661911961,5890.933338088038,1.0,1.2150956323048376,3.5843684626258545,64586378421823.56
NaI,5895.924,0.32,61400000.0,10.0,0,1.300057627706241,0.300057627706241,2.300057627706241,0,0,2,0.0,6,100000000000000.0,5894.940665722791,5896.907334277208,1.0,1.2150956323048376,3.5843684626258545,64586378421823.56
NaI,3302.368,0.009,9640000.0,8.0,1,-18.011794299127782,-19.011794299127782,-17.011794299127782,1,1,1,0.0,6,1000000000000.0,3301.943632813668,3303.3848092488024,35.0,-18.079274942480243,1.467198114285112,243676916759.72653
NaI,3302.978,0.00446,9640000.0,8.0,1,-18.011794299127782,-19.011794299127782,-17.011794299127782,1,1,1,0.0,6,1000000000000.0,3301.943632813668,3303.3848092488024,35.0,-18.079274942480243,1.467198114285112,243676916759.72653
NaI,5889.951,0.641,61600000.0,10.0,1,-18.011794299127782,-19.011794299127782,-17.011794299127782,1,1,1,0.0,6,1000000000000.0,5888.968661911961,5890.933338088038,1.0,-18.079274942480243,1.467198114285112,243676916759.72653
NaI,5895.924,0.32,61400000.0,10.0,1,-18.011794299127782,-19.011794299127782,-17.011794299127782,1,1,1,0.0,6,1000000000000.0,5894.940665722791,5896.907334277208,1.0,-18.079274942480243,1.467198114285112,243676916759.72653
NaI,3302.368,0.009,9640000.0,8.0,2,-26.59483959992747,-27.59483959992747,-25.59483959992747,2,2,3,0.0,6,100000000.0,3301.943632813668,3303.3848092488024,35.0,-26.1334852670679,6.407957616960669e-05,610022464406.64
NaI,3302.978,0.00446,9640000.0,8.0,2,-26.59483959992747,-27.59483959992747,-25.59483959992747,2,2,3,0.0,6,100000000.0,3301.943632813668,3303.3848092488024,35.0,-26.1334852670679,6.407957616960669e-05,610022464406.64
NaI,5889.951,0.641,61600000.0,10.0,2,-26.59483959992747,-27.59483959992747,-25.59483959992747,2,2,3,0.0,6,100000000.0,5888.968661911961,5890.933338088038,1.0,-26.1334852670679,6.407957616960669e-05,610022464406.64
NaI,5895.924,0.32,61400000.0,10.0,2,-26.59483959992747,-27.59483959992747,-25.59483959992747,2,2,3,0.0,6,100000000.0,5894.940665722791,5896.907334277208,1.0,-26.1334852670679,6.407957616960669e-05,610022464406.64
NaI,3302.368,0.009,9640000.0,8.0,3,-12.289764098579221,-13.289764098579221,-11.289764098579221,3,3,1,0.0,6,100000000.0,3301.943632813668,3303.3848092488024,35.0,-11.289772795038827,0.49248077148846436,20311021793.372677
NaI,3302.978,0.00446,9640000.0,8.0,3,-12.289764098579221,-13.289764098579221,-11.289764098579221,3,3,1,0.0,6,100000000.0,3301.943632813668,3303.3848092488024,35.0,-11.289772795038827,0.49248077148846436,20311021793.372677
NaI,5889.951,0.641,61600000.0,10.0,3,-12.289764098579221,-13.289764098579221,-11.289764098579221,3,3,1,0.0,6,100000000.0,5888.968661911961,5890.933338088038,1.0,-11.289772795038827,0.49248077148846436,20311021793.372677
NaI,5895.924,0.32,61400000.0,10.0,3,-12.289764098579221,-13.289764098579221,-11.289764098579221,3,3,1,0.0,6,100000000.0,5894.940665722791,5896.907334277208,1.0,-11.289772795038827,0.49248077148846436,20311021793.372677
