Species,WavelengthAir,OscillatorStrength,Gamma,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,w_min,w_max,v_rad_fit,b_fit,n_fit
CHplus,3957.692,0.00331,100000000.0,0,13.608920528093721,-100.0,100.0,0,0,1,0.0,6,3957.5590256403475,3958.1984042188133,13.372475898343765,2.9691619380617684,7034680375073.819
CHplus,4229.347,0.002725,100000000.0,0,13.608920528093721,-100.0,100.0,0,1,1,0.0,6,4229.0596051300645,4230.003899139881,13.372475898343765,2.9691619380617684,3924208.321217739
CHplus,4232.548,0.00545,100000000.0,0,13.608920528093721,-100.0,100.0,0,0,1,0.0,6,4232.390440013617,4233.105845189936,13.372475898343765,2.9691619380617684,7034680375073.819
