Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,b_comp,b_init,b_min,b_max,w_min,w_max,v_rad_fit,b_fit,n_fit
KI,4044.142,0.00568,37900000.0,,0,-11.070736534096822,0,0.001,0.0,6,4043.1040604602185,4044.689053649637,-11.03980852263194,0.19602004555046326,148998897205.91193
KI,7664.899,0.6691,37900000.0,10.0,0,-11.070736534096822,0,0.001,0.0,6,7663.5456106861975,7665.825562146405,-11.03980852263194,0.19602004555046326,148998897205.91193
KI,7698.965,0.3331,37400000.0,10.0,0,-11.070736534096822,0,0.001,0.0,6,7697.88401068757,7699.657532511106,-11.03980852263194,0.19602004555046326,148998897205.91193
KI,4044.142,0.00568,37900000.0,,1,-9.062954746737644,1,0.001,0.0,6,4043.1040604602185,4044.689053649637,-10.062954746460525,1.884482348168862,71637853365.67368
KI,7664.899,0.6691,37900000.0,10.0,1,-9.062954746737644,1,0.001,0.0,6,7663.5456106861975,7665.825562146405,-10.062954746460525,1.884482348168862,71637853365.67368
KI,7698.965,0.3331,37400000.0,10.0,1,-9.062954746737644,1,0.001,0.0,6,7697.88401068757,7699.657532511106,-10.062954746460525,1.884482348168862,71637853365.67368
KI,4044.142,0.00568,37900000.0,,2,-6.098398132981751,2,0.001,0.0,6,4043.1040604602185,4044.689053649637,-7.098396284933815,1.1989978339389413,21863301919.26044
KI,7664.899,0.6691,37900000.0,10.0,2,-6.098398132981751,2,0.001,0.0,6,7663.5456106861975,7665.825562146405,-7.098396284933815,1.1989978339389413,21863301919.26044
KI,7698.965,0.3331,37400000.0,10.0,2,-6.098398132981751,2,0.001,0.0,6,7697.88401068757,7699.657532511106,-7.098396284933815,1.1989978339389413,21863301919.26044
