Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit
NaI,3302.368,0.009,9640000.0,8.0,0,12.821278661502427,12.392734915535527,14.392734915535527,0,0,1.9156147192953197,0.0,6,77637626284407.42,3302.0527130979945,3303.50246462405,6.0,12.821278661502427,1.9156147192953195,77637626284407.42
NaI,3302.978,0.00446,9640000.0,8.0,0,12.821278661502427,12.392734915535527,14.392734915535527,0,0,1.9156147192953197,0.0,6,77637626284407.42,3302.0527130979945,3303.50246462405,6.0,12.821278661502427,1.9156147192953195,77637626284407.42
NaI,5889.951,0.641,61600000.0,10.0,0,12.821278661502427,12.392734915535527,14.392734915535527,0,0,1.9156147192953197,0.0,6,77637626284407.42,5889.401452612184,5890.987004382136,1.0,12.821278661502427,1.9156147192953195,77637626284407.42
NaI,5895.924,0.32,61400000.0,10.0,0,12.821278661502427,12.392734915535527,14.392734915535527,0,0,1.9156147192953197,0.0,6,77637626284407.42,5895.322938706014,5896.959011808734,1.0,12.821278661502427,1.9156147192953195,77637626284407.42
NaI,3302.368,0.009,9640000.0,8.0,1,3.305302555627456,1.3053429259964306,3.30534292599643,1,1,5.6415367315058,0.0,6,94230099433.18292,3302.0527130979945,3303.50246462405,6.0,3.3053025556274553,5.6415367315058,94230099433.18292
NaI,3302.978,0.00446,9640000.0,8.0,1,3.305302555627456,1.3053429259964306,3.30534292599643,1,1,5.6415367315058,0.0,6,94230099433.18292,3302.0527130979945,3303.50246462405,6.0,3.3053025556274553,5.6415367315058,94230099433.18292
NaI,5889.951,0.641,61600000.0,10.0,1,3.305302555627456,1.3053429259964306,3.30534292599643,1,1,5.6415367315058,0.0,6,94230099433.18292,5889.401452612184,5890.987004382136,1.0,3.3053025556274553,5.6415367315058,94230099433.18292
NaI,5895.924,0.32,61400000.0,10.0,1,3.305302555627456,1.3053429259964306,3.30534292599643,1,1,5.6415367315058,0.0,6,94230099433.18292,5895.322938706014,5896.959011808734,1.0,3.3053025556274553,5.6415367315058,94230099433.18292
NaI,3302.368,0.009,9640000.0,8.0,2,28.623626211986284,28.19226850061601,30.19226850061601,2,2,8.59237776126287e-05,0.0,6,142515271652.19092,3302.0527130979945,3303.50246462405,6.0,28.623626211986284,8.59237776126287e-05,142515271652.19092
NaI,3302.978,0.00446,9640000.0,8.0,2,28.623626211986284,28.19226850061601,30.19226850061601,2,2,8.59237776126287e-05,0.0,6,142515271652.19092,3302.0527130979945,3303.50246462405,6.0,28.623626211986284,8.59237776126287e-05,142515271652.19092
NaI,5889.951,0.641,61600000.0,10.0,2,28.623626211986284,28.19226850061601,30.19226850061601,2,2,8.59237776126287e-05,0.0,6,142515271652.19092,5889.401452612184,5890.987004382136,1.0,28.623626211986284,8.59237776126287e-05,142515271652.19092
NaI,5895.924,0.32,61400000.0,10.0,2,28.623626211986284,28.19226850061601,30.19226850061601,2,2,8.59237776126287e-05,0.0,6,142515271652.19092,5895.322938706014,5896.959011808734,1.0,28.623626211986284,8.59237776126287e-05,142515271652.19092
NaI,3302.368,0.009,9640000.0,8.0,3,21.529695487476623,20.431094107943267,22.431094107943267,3,3,1.522852519886264e-05,0.0,6,1786583176568.4392,3302.0527130979945,3303.50246462405,6.0,21.529695487476626,1.5228525198862641e-05,1786583176568.4392
NaI,3302.978,0.00446,9640000.0,8.0,3,21.529695487476623,20.431094107943267,22.431094107943267,3,3,1.522852519886264e-05,0.0,6,1786583176568.4392,3302.0527130979945,3303.50246462405,6.0,21.529695487476626,1.5228525198862641e-05,1786583176568.4392
NaI,5889.951,0.641,61600000.0,10.0,3,21.529695487476623,20.431094107943267,22.431094107943267,3,3,1.522852519886264e-05,0.0,6,1786583176568.4392,5889.401452612184,5890.987004382136,1.0,21.529695487476626,1.5228525198862641e-05,1786583176568.4392
NaI,5895.924,0.32,61400000.0,10.0,3,21.529695487476623,20.431094107943267,22.431094107943267,3,3,1.522852519886264e-05,0.0,6,1786583176568.4392,5895.322938706014,5896.959011808734,1.0,21.529695487476626,1.5228525198862641e-05,1786583176568.4392
