Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,b_comp,b_init,b_min,b_max,w_min,w_max,v_rad_fit,b_fit,n_fit
KI,4044.142,0.00568,37900000.0,,0,0.0,0,0.001,0.0,6,4043.933674586158,4044.8028136291573,0.0,0.0009999999999998899,1000000000.0
KI,7698.965,0.3331,37400000.0,10.0,0,0.0,0,0.001,0.0,6,7695.112852558719,7702.817147441281,0.0,0.0009999999999998899,1000000000.0
