3.933060197961441190e+03 9.987829938117245288e-01 2.255903236436214432e-03 2.013516330512912100e+04
3.933069255782296750e+03 9.990984970659653186e-01 2.252039474990661337e-03 2.013999319284070953e+04
3.933078313603152765e+03 9.991275111516784158e-01 2.248464213746472710e-03 2.013905214928170972e+04
3.933087371424008325e+03 9.988658949507321916e-01 2.245841838940600306e-03 2.013225821240213190e+04
3.933096429244863884e+03 9.984852101974112104e-01 2.254559359684288160e-03 2.012307048161980128e+04
3.933105487065719444e+03 9.981502212538280183e-01 2.262940700570187542e-03 2.011481002833911043e+04
3.933114544886575459e+03 9.988874114678751859e-01 2.266773916872348148e-03 2.012816106463607139e+04
3.933123602707431019e+03 9.999656653399390249e-01 2.270794444426669535e-03 2.014838764236138013e+04
3.933132660528286578e+03 9.991826714424391076e-01 2.265080793401113950e-03 2.013111717886549741e+04
3.933141718349142593e+03 9.983912623813364640e-01 2.259240755994199133e-03 2.011368554006956401e+04
3.933150776169998153e+03 9.976667662456211172e-01 2.258484131368717392e-03 2.009761039381750379e+04
3.933159833990853713e+03 9.960411706768804718e-01 2.257291359610913341e-03 2.006339281358784137e+04
3.933168891811709273e+03 9.953415167883832293e-01 2.259585045359818051e-03 2.004783660026523285e+04
3.933177949632565287e+03 9.955508615189896382e-01 2.262556734484264843e-03 2.005059660937490480e+04
3.933187007453420847e+03 9.945759994866685272e-01 2.258133543883726960e-03 2.002951451087677560e+04
3.933196065274276407e+03 9.928773972059753428e-01 2.252727913121632067e-03 1.999386819717659455e+04
3.933205123095131967e+03 9.915270082435261312e-01 2.254512279140074953e-03 1.996524566902955121e+04
3.933214180915987981e+03 9.903212893678603468e-01 2.257113161592408119e-03 1.993954735334663565e+04
3.933223238736843541e+03 9.884032036676169142e-01 2.251834889366588054e-03 1.989951806728966403e+04
3.933232296557699101e+03 9.867275290876328375e-01 2.245669427202932802e-03 1.986438218824698924e+04
3.933241354378555116e+03 9.840324811691341100e-01 2.241557379064892247e-03 1.980873889917441193e+04
3.933250412199410675e+03 9.801374447002615398e-01 2.237227403053033709e-03 1.972895707196904550e+04
3.933259470020266235e+03 9.750862599122830376e-01 2.228541931951815314e-03 1.962592423029270867e+04
3.933268527841121795e+03 9.704851886248720971e-01 2.219347399645490299e-03 1.953197286791328224e+04
3.933277585661977810e+03 9.671225777830859682e-01 2.213594031514661258e-03 1.946296635469745161e+04
3.933286643482833369e+03 9.635670763486215984e-01 2.208507458794854283e-03 1.939009624493600859e+04
3.933295701303688929e+03 9.608004765496210853e-01 2.205880335076606559e-03 1.933311892770798295e+04
3.933304759124544489e+03 9.593417536175941063e-01 2.204294684412503973e-03 1.930247335677420779e+04
3.933313816945400504e+03 9.572702347181022420e-01 2.199378431625371392e-03 1.925951198112754355e+04
3.933322874766256064e+03 9.543894860680317560e-01 2.193170638487104262e-03 1.920028555309027797e+04
3.933331932587111623e+03 9.498683341662083057e-01 2.184493387217804720e-03 1.910807704775652383e+04
3.933340990407967183e+03 9.436032500140323354e-01 2.174346890057827966e-03 1.898081048670679957e+04
3.933350048228823198e+03 9.320257629641478525e-01 2.149795994754194299e-03 1.874671667238471855e+04
3.933359106049678758e+03 9.176636715653635479e-01 2.119290207227683166e-03 1.845665685626117192e+04
3.933368163870534318e+03 9.009637215645472930e-01 2.083775566789745296e-03 1.811962618338847096e+04
3.933377221691390332e+03 8.844273859364262247e-01 2.046245408118856773e-03 1.778593814983098491e+04
3.933386279512245892e+03 8.676355050833808313e-01 2.008929225941439179e-03 1.744716293265151035e+04
3.933395337333101452e+03 8.496058122920097100e-01 1.971438160961045544e-03 1.708355004845801523e+04
3.933404395153957012e+03 8.259540531815204867e-01 1.917081093128752923e-03 1.660695214126934661e+04
3.933413452974813026e+03 7.951961235751080492e-01 1.850548921594418438e-03 1.598755115568535075e+04
3.933422510795668586e+03 7.510410366446619301e-01 1.757469274047471566e-03 1.509889841943809006e+04
3.933431568616524146e+03 6.974088755663675476e-01 1.646573760190477758e-03 1.401984554536969881e+04
3.933440626437379706e+03 6.363573764060828086e-01 1.518664520399723179e-03 1.279178845556315355e+04
3.933449684258235720e+03 5.716227075434182625e-01 1.379195303902139074e-03 1.148984986363073403e+04
3.933458742079091280e+03 5.107425676380713542e-01 1.252837598505319007e-03 1.026554247122215384e+04
3.933467799899946840e+03 4.550455264426108704e-01 1.138390303739178749e-03 9.145552386648008905e+03
3.933476857720802400e+03 4.094999343702421246e-01 1.045043546858901318e-03 8.229708520036614573e+03
3.933485915541658414e+03 3.755353792606704877e-01 9.714852677881470307e-04 7.546703451483840581e+03
3.933494973362513974e+03 3.608464950606097288e-01 9.406388047190533718e-04 7.251118723759997010e+03
3.933504031183369534e+03 3.646286585990623497e-01 9.505298834747153477e-04 7.326722040432349786e+03
3.933513089004225549e+03 3.873590901389728502e-01 9.972985505767278502e-04 7.783041683389403261e+03
3.933522146825081109e+03 4.260989097168939033e-01 1.079864806611266102e-03 8.560970828374462144e+03
3.933531204645936668e+03 4.724722529940043603e-01 1.177384533234699521e-03 9.492185095179554992e+03
3.933540262466792228e+03 5.233258157395994647e-01 1.289449372562834987e-03 1.051331443720957759e+04
3.933549320287648243e+03 5.734008799166462333e-01 1.397339454775871088e-03 1.151870798652589656e+04
3.933558378108503803e+03 6.218206525104547078e-01 1.499538184512538624e-03 1.249075794661218606e+04
3.933567435929359362e+03 6.672506939023302719e-01 1.596215274739287747e-03 1.340266749285423793e+04
3.933576493750214922e+03 7.091244227550087542e-01 1.685528759037981062e-03 1.424306766325798890e+04
3.933585551571070937e+03 7.482127838490039151e-01 1.767991480451664571e-03 1.502745493518692274e+04
3.933594609391926497e+03 7.828491842584096583e-01 1.840409339506646202e-03 1.572236823269754314e+04
3.933603667212782057e+03 8.106901975900421276e-01 1.900249494491196593e-03 1.628075987893311321e+04
3.933612725033638071e+03 8.292712114760305564e-01 1.940607936231872202e-03 1.665315675289550200e+04
3.933621782854493631e+03 8.392415001531527974e-01 1.964840133988803809e-03 1.685262322614299046e+04
3.933630840675349191e+03 8.382099618508445094e-01 1.962756344216407076e-03 1.683117005866538238e+04
3.933639898496204751e+03 8.306119977948567268e-01 1.950427520129244165e-03 1.667788502274446728e+04
3.933648956317060765e+03 8.175225970184261115e-01 1.922040482764969570e-03 1.641436877019669191e+04
3.933658014137916325e+03 8.027263005171499932e-01 1.890341630098849425e-03 1.611661833975853369e+04
3.933667071958771885e+03 7.862413119897019298e-01 1.852992740070000212e-03 1.578500285925797289e+04
3.933676129779627445e+03 7.707569374416025632e-01 1.819597989452361245e-03 1.547351556642543255e+04
3.933685187600483459e+03 7.575296899229624348e-01 1.794687914778411979e-03 1.520737785925685057e+04
3.933694245421339019e+03 7.458300258688052020e-01 1.768940829985105696e-03 1.497193890488421675e+04
3.933703303242194579e+03 7.333183663168511002e-01 1.738781615338794032e-03 1.472023130390553888e+04
3.933712361063050139e+03 7.169109871069541118e-01 1.703287400004515782e-03 1.439035758985050961e+04
3.933721418883906153e+03 6.947044758950846610e-01 1.656313869934264134e-03 1.394412017725020087e+04
3.933730476704761713e+03 6.665603615593942433e-01 1.600110941632512489e-03 1.337875100881838080e+04
3.933739534525617273e+03 6.308182350295191698e-01 1.523542099073836283e-03 1.266093544894829392e+04
3.933748592346473288e+03 5.939190705524538538e-01 1.446827228495768019e-03 1.191995729760824725e+04
3.933757650167328848e+03 5.594008062541125925e-01 1.373128488869586241e-03 1.122682103599805851e+04
3.933766707988184407e+03 5.290084905604314214e-01 1.307989019383918152e-03 1.061654122298555376e+04
3.933775765809039967e+03 5.097352032567857849e-01 1.272682540437854431e-03 1.022944683384152086e+04
3.933784823629895982e+03 4.996949876051931527e-01 1.251269116300845639e-03 1.002767039159331216e+04
3.933793881450751542e+03 5.068839588077510561e-01 1.269084743023494478e-03 1.017165370344696566e+04
3.933802939271607102e+03 5.259837411033166932e-01 1.303433522307631065e-03 1.055464740984276068e+04
3.933811997092462661e+03 5.640787103680603431e-01 1.389483335515690919e-03 1.131878848886702326e+04
3.933821054913318676e+03 6.099489352254736652e-01 1.484002770337389254e-03 1.223891665004153037e+04
3.933830112734174236e+03 6.624832278267407393e-01 1.600557132020132521e-03 1.329272725118720155e+04
3.933839170555029796e+03 7.138467051663422991e-01 1.714971391559174871e-03 1.432301076675738477e+04
3.933848228375885810e+03 7.623421019634020190e-01 1.818302516606053881e-03 1.529571799866841502e+04
3.933857286196741370e+03 8.096614514730922085e-01 1.920504005172046346e-03 1.624480431387869976e+04
3.933866344017596930e+03 8.538204988547832830e-01 2.020354761992648480e-03 1.713046360091377210e+04
3.933875401838452490e+03 8.964663368586306413e-01 2.116369392925370081e-03 1.798574807416639305e+04
3.933884459659308504e+03 9.318325413024503012e-01 2.186428095152482490e-03 1.869497293561456172e+04
3.933893517480164064e+03 9.607004414691179273e-01 2.249827091702796215e-03 1.927382350990022678e+04
3.933902575301019624e+03 9.765517354237677194e-01 2.285549036131493631e-03 1.959153835735882603e+04
3.933911633121875184e+03 9.879156894152877344e-01 2.317223484599570307e-03 1.981924197784735952e+04
3.933920690942731198e+03 9.921995766849099896e-01 2.324346771362770670e-03 1.990492536289690906e+04
3.933929748763586758e+03 9.952951288369707994e-01 2.330674329784492276e-03 1.996678958044826140e+04
3.933938806584442318e+03 9.972024579281549839e-01 2.334792232486810216e-03 2.000483812579574078e+04
3.933947864405297878e+03 9.986813607973700213e-01 2.338626565783753081e-03 2.003431419345245013e+04
3.933956922226153893e+03 9.998687833774987377e-01 2.340590285251795306e-03 2.005796553948923247e+04
3.933965980047009452e+03 1.001465313285865522e+00 2.342461163682433168e-03 2.008984668842556130e+04
3.933975037867865012e+03 1.002648170834220309e+00 2.345582323821248164e-03 2.011345253168616182e+04
3.933984095688721027e+03 1.002830770974152852e+00 2.348108138416528465e-03 2.011701646384342894e+04
3.933993153509576587e+03 1.002097920898805228e+00 2.342591522766678241e-03 2.010224023009538723e+04
3.934002211330432146e+03 1.001718557538502363e+00 2.337534670364376909e-03 2.009457918142261769e+04
3.934011269151287706e+03 1.001126634757761868e+00 2.339947180730060465e-03 2.008267849697185011e+04
3.934020326972143721e+03 1.000127374975428918e+00 2.341794128528528005e-03 2.006263108750001265e+04
3.934029384792999281e+03 1.000344259516134926e+00 2.343176069488642470e-03 2.006700426711362525e+04
3.934038442613854841e+03 1.000942787175142179e+00 2.345148556603760502e-03 2.007905810822275089e+04
3.934047500434710400e+03 1.000592401332773829e+00 2.342937922989717439e-03 2.007210164396131222e+04
3.934056558255566415e+03 1.000485238114966480e+00 2.340388593225454106e-03 2.007004945870529627e+04
3.934065616076421975e+03 1.001028698226067881e+00 2.344888787890454535e-03 2.008107444215119176e+04
3.934074673897277535e+03 1.001347651223940094e+00 2.349659136254027628e-03 2.008762143564713915e+04
3.934083731718133095e+03 1.000835848461365307e+00 2.349873679830109460e-03 2.007752874459789746e+04
3.934092789538989109e+03 1.000139676787202836e+00 2.349716358844181324e-03 2.006376322645197070e+04
3.934101847359844669e+03 1.000899384965038497e+00 2.354632637228115926e-03 2.007923024399395945e+04
3.934110905180700229e+03 1.001913850316559218e+00 2.359903611970493812e-03 2.009983478505686799e+04
3.934119963001556243e+03 1.002201009618570726e+00 2.361451302259618031e-03 2.010587543656074558e+04
3.934129020822411803e+03 1.002878860417173446e+00 2.362985474248428027e-03 2.011978109742530432e+04
3.934138078643267363e+03 1.002829962605718439e+00 2.364511103952265329e-03 2.011913388751340608e+04
