wno	int
18599.60406	55.60168
18599.6869	54.29023
18599.76975	53.97769
18599.85259	54.16557
18599.93543	54.56292
18600.01828	54.10083
18600.10112	54.12052
18600.18396	54.47779
18600.26681	54.57848
18600.34965	54.77732
18600.43249	54.95252
18600.51534	54.8616
18600.59818	54.76805
18600.68102	54.36912
18600.76387	54.81513
18600.84671	55.84693
18600.92955	55.32028
18601.0124	55.23837
18601.09524	54.18201
18601.17808	54.9171
18601.26093	54.94107
18601.34377	54.35458
18601.42661	54.81144
18601.50945	54.79304
18601.5923	54.47676
18601.67514	53.29223
18601.75798	53.06558
18601.84083	53.11358
18601.92367	54.09541
18602.00651	56.28857
18602.08936	56.32296
18602.1722	54.80573
18602.25504	53.39657
18602.33789	54.49326
18602.42073	59.28226
18602.50357	59.97571
18602.58642	55.07508
18602.66926	55.01155
18602.7521	55.23141
18602.83495	55.75086
18602.91779	55.51178
18603.00063	55.99988
18603.08348	56.82445
18603.16632	56.65301
18603.24916	55.567
18603.33201	54.71933
18603.41485	56.34977
18603.49769	58.46893
18603.58054	58.13598
18603.66338	57.95336
18603.74622	57.54627
18603.82907	59.00453
18603.91191	59.61856
18603.99475	58.89212
18604.07759	58.55566
18604.16044	58.43473
18604.24328	58.5256
18604.32612	59.46619
18604.40897	59.31716
18604.49181	59.42885
18604.57465	59.2444
18604.6575	57.51944
18604.74034	54.25097
18604.82318	53.9743
18604.90603	53.90582
18604.98887	53.92693
18605.07171	54.27163
18605.15456	56.71093
18605.2374	57.30587
18605.32024	56.37941
18605.40309	57.06309
18605.48593	57.55163
18605.56877	57.82429
18605.65162	60.09753
18605.73446	60.70422
18605.8173	59.65006
18605.90015	60.52785
18605.98299	61.06817
18606.06583	61.27784
18606.14868	61.57097
18606.23152	61.45369
18606.31436	59.8323
18606.3972	58.79691
18606.48005	58.20307
18606.56289	58.35506
18606.64573	58.99461
18606.72858	59.33017
18606.81142	59.92688
18606.89426	59.34942
18606.97711	59.36385
18607.05995	59.76029
18607.14279	60.477
18607.22564	60.01183
18607.30848	59.80638
18607.39132	60.60383
18607.47417	61.01866
18607.55701	61.41099
18607.63985	61.74253
18607.7227	61.70206
18607.80554	61.95766
18607.88838	62.59591
18607.97123	62.61907
18608.05407	61.21804
18608.13691	60.81825
18608.21976	59.94069
18608.3026	59.5381
18608.38544	58.66988
18608.46829	58.67456
18608.55113	59.44128
18608.63397	59.15155
18608.71681	58.85986
18608.79966	58.73945
18608.8825	58.53535
18608.96534	58.39657
18609.04819	57.96805
18609.13103	57.33486
18609.21387	58.45319
18609.29672	59.55647
18609.37956	61.42122
18609.4624	62.41984
18609.54525	62.43812
18609.62809	62.32153
18609.71093	62.82447
18609.79378	63.00994
18609.87662	63.01922
18609.95946	62.34403
18610.04231	60.92002
18610.12515	60.89112
18610.20799	61.51079
18610.29084	61.86577
18610.37368	64.11655
18610.45652	63.73202
18610.53937	60.56687
18610.62221	60.81999
18610.70505	61.88551
18610.7879	62.89647
18610.87074	62.74947
18610.95358	62.22656
18611.03642	62.08046
18611.11927	62.34155
18611.20211	63.55975
18611.28495	63.40254
18611.3678	63.97057
18611.45064	65.5954
18611.53348	65.81207
18611.61633	66.7422
18611.69917	67.15064
18611.78201	63.15826
18611.86486	63.65198
18611.9477	65.90479
18612.03054	66.10999
18612.11339	65.56901
18612.19623	64.94005
18612.27907	66.90702
18612.36192	66.8789
18612.44476	66.80125
18612.5276	67.13904
18612.61045	67.16618
18612.69329	66.64016
18612.77613	67.71443
18612.85898	69.06422
18612.94182	68.65602
18613.02466	67.31737
18613.10751	68.71551
18613.19035	69.36607
18613.27319	67.83164
18613.35603	67.57715
18613.43888	68.4998
18613.52172	68.36945
18613.60456	67.84608
18613.68741	66.09626
18613.77025	65.69588
18613.85309	65.79811
18613.93594	67.24083
18614.01878	69.99689
18614.10162	69.60054
18614.18447	67.7777
18614.26731	67.06067
18614.35015	66.8688
18614.433	65.57936
18614.51584	64.93073
18614.59868	64.26874
18614.68153	64.42472
18614.76437	64.41121
18614.84721	64.15922
18614.93006	63.33181
18615.0129	63.43921
18615.09574	63.08467
18615.17859	62.9479
18615.26143	63.48479
18615.34427	68.60898
18615.42712	68.68703
18615.50996	67.75731
18615.5928	66.71625
18615.67564	66.7591
18615.75849	66.30215
18615.84133	65.79072
18615.92417	67.14374
18616.00702	68.43942
18616.08986	67.68111
18616.1727	66.19241
18616.25555	65.29833
18616.33839	65.25076
18616.42123	65.31423
18616.50408	65.28356
18616.58692	64.98988
18616.66976	64.9759
18616.75261	66.13331
18616.83545	66.34419
18616.91829	62.94151
18617.00114	63.07694
18617.08398	64.34671
18617.16682	67.69194
18617.24967	67.44346
18617.33251	65.72284
18617.41535	65.1122
18617.4982	65.74609
18617.58104	65.88212
18617.66388	65.62204
18617.74673	64.83818
18617.82957	64.75683
18617.91241	66.93782
18617.99525	67.02581
18618.0781	66.93969
18618.16094	63.62061
18618.24378	63.63848
18618.32663	64.29237
18618.40947	64.32868
18618.49231	64.20543
18618.57516	62.772
18618.658	61.74361
18618.74084	62.88912
18618.82369	64.60559
18618.90653	65.03701
18618.98937	65.26217
18619.07222	65.05558
18619.15506	64.22354
18619.2379	64.07473
18619.32075	64.46079
18619.40359	64.61858
18619.48643	64.09536
18619.56928	64.01777
18619.65212	63.9262
18619.73496	62.56064
18619.81781	62.47744
18619.90065	63.24763
18619.98349	62.67999
18620.06634	61.13709
18620.14918	60.61927
18620.23202	62.30813
18620.31487	62.50111
18620.39771	59.38483
18620.48055	59.42324
18620.56339	59.97306
18620.64624	60.01424
18620.72908	59.60474
18620.81192	59.01951
18620.89477	58.59564
18620.97761	59.66782
18621.06045	60.77694
18621.1433	61.1489
18621.22614	61.49918
18621.30898	61.35011
18621.39183	60.57398
18621.47467	60.6165
18621.55751	60.60355
18621.64036	60.57554
18621.7232	61.37369
18621.80604	61.56294
18621.88889	63.39504
18621.97173	62.88575
18622.05457	60.19947
18622.13742	60.28564
18622.22026	61.12834
18622.3031	61.40175
18622.38595	61.74025
18622.46879	62.49543
18622.55163	62.68254
18622.63448	62.38594
18622.71732	63.79098
18622.80016	63.95676
18622.883	63.29195
18622.96585	62.16332
18623.04869	61.05603
18623.13153	61.06842
18623.21438	61.29276
18623.29722	62.5179
18623.38006	62.60652
18623.46291	62.71156
18623.54575	61.7509
18623.62859	61.25595
18623.71144	61.63794
18623.79428	61.71367
18623.87712	59.09777
18623.95997	59.16373
18624.04281	60.00177
18624.12565	59.80402
18624.2085	58.39976
18624.29134	58.86395
18624.37418	60.80403
18624.45703	60.73719
18624.53987	59.86942
18624.62271	59.56688
18624.70556	59.68211
18624.7884	60.74807
18624.87124	61.63398
18624.95409	61.16848
18625.03693	61.40027
18625.11977	62.19704
18625.20261	63.50879
18625.28546	65.08947
18625.3683	64.19802
18625.45114	61.75408
18625.53399	61.67192
18625.61683	62.49698
18625.69967	63.53765
18625.78252	63.18512
18625.86536	61.49295
18625.9482	61.28231
18626.03105	61.21987
18626.11389	59.7495
18626.19673	59.2354
18626.27958	60.30921
18626.36242	61.71787
18626.44526	61.83048
18626.52811	60.04016
18626.61095	60.05557
18626.69379	61.34358
18626.77664	63.44845
18626.85948	63.52883
18626.94232	62.78517
18627.02517	62.86852
18627.10801	63.04198
18627.19085	62.48947
18627.2737	62.33787
18627.35654	62.31904
18627.43938	62.97449
18627.52222	61.62042
18627.60507	60.67068
18627.68791	60.81759
18627.77075	61.53517
18627.8536	61.92113
18627.93644	61.42717
18628.01928	59.93189
18628.10213	59.52019
18628.18497	61.69412
18628.26781	61.9485
18628.35066	60.8521
18628.4335	59.84352
18628.51634	59.56764
18628.59919	59.60666
18628.68203	63.31215
18628.76487	63.36113
18628.84772	63.24282
18628.93056	62.54404
18629.0134	63.61211
18629.09625	64.48178
18629.17909	64.20128
18629.26193	64.19867
18629.34478	66.47044
18629.42762	65.96978
18629.51046	63.14018
18629.59331	63.22176
18629.67615	63.20469
18629.75899	61.62342
18629.84183	61.49912
18629.92468	61.75842
18630.00752	63.9809
18630.09036	63.55942
18630.17321	62.37968
18630.25605	63.25546
18630.33889	63.26513
18630.42174	63.84324
18630.50458	63.72829
18630.58742	63.40507
18630.67027	63.77058
18630.75311	66.13108
18630.83595	65.70755
18630.9188	64.74389
18631.00164	65.65759
18631.08448	66.86596
18631.16733	66.81304
18631.25017	66.07341
18631.33301	66.05512
18631.41586	66.30151
18631.4987	66.30919
18631.58154	64.40805
18631.66439	63.96839
18631.74723	61.75736
18631.83007	61.24787
18631.91292	62.9683
18631.99576	63.51723
18632.0786	64.35717
18632.16144	67.74864
18632.24429	68.30055
18632.32713	66.74292
18632.40997	65.83578
18632.49282	67.22589
18632.57566	68.19054
18632.6585	68.5843
18632.74135	69.28101
18632.82419	70.40569
18632.90703	70.81076
18632.98988	70.50192
18633.07272	68.40884
18633.15556	68.19921
18633.23841	67.93581
18633.32125	67.22902
18633.40409	67.70396
18633.48694	72.59519
18633.56978	72.0942
18633.65262	68.56387
18633.73547	65.88596
18633.81831	65.65994
18633.90115	66.71404
18633.984	67.0429
18634.06684	68.01777
18634.14968	71.15469
18634.23253	71.48312
18634.31537	72.25608
18634.39821	72.54161
18634.48105	73.20126
18634.5639	74.89064
18634.64674	75.05161
18634.72958	73.07559
18634.81243	72.88376
18634.89527	77.14509
18634.97811	77.47357
18635.06096	78.84281
18635.1438	79.16299
18635.22664	77.28972
18635.30949	76.81836
18635.39233	75.05365
18635.47517	74.5382
18635.55802	74.71936
18635.64086	77.64456
18635.7237	79.46576
18635.80655	79.47236
18635.88939	78.36384
18635.97223	78.14348
18636.05508	81.17026
18636.13792	82.62498
18636.22076	82.9885
18636.30361	82.41209
18636.38645	79.95435
18636.46929	79.98236
18636.55214	84.62324
18636.63498	88.24669
18636.71782	88.68532
18636.80067	84.04789
18636.88351	82.65989
18636.96635	84.30697
18637.04919	88.96461
18637.13204	89.33516
18637.21488	88.31064
18637.29772	87.93116
18637.38057	87.90474
18637.46341	87.6479
18637.54625	87.36894
18637.6291	87.52151
18637.71194	88.56023
18637.79478	90.97279
18637.87763	90.98349
18637.96047	90.72435
18638.04331	90.82077
18638.12616	90.95529
18638.209	91.68424
18638.29184	93.96644
18638.37469	94.22019
18638.45753	93.51957
18638.54037	93.82115
18638.62322	97.77426
18638.70606	98.80283
18638.7889	98.89432
18638.87175	98.74835
18638.95459	96.41393
18639.03743	95.05682
18639.12028	94.40159
18639.20312	95.22979
18639.28596	98.64486
18639.3688	99.71744
18639.45165	102.53924
18639.53449	102.90931
18639.61733	103.63087
18639.70018	106.68674
18639.78302	108.21704
18639.86586	108.08639
18639.94871	107.19372
18640.03155	107.31552
18640.11439	112.6515
18640.19724	112.80883
18640.28008	112.27298
18640.36292	111.98038
18640.44577	112.1284
18640.52861	112.20434
18640.61145	113.3949
18640.6943	118.69694
18640.77714	120.52669
18640.85998	120.90427
18640.94283	121.62651
18641.02567	122.20003
18641.10851	121.19302
18641.19136	121.50485
18641.2742	123.57188
18641.35704	126.6029
18641.43989	131.765
18641.52273	135.34024
18641.60557	135.96597
18641.68841	136.04065
18641.77126	136.86644
18641.8541	137.05354
18641.93694	137.25258
18642.01979	145.73005
18642.10263	147.69171
18642.18547	146.94696
18642.26832	147.53639
18642.35116	148.00248
18642.434	149.17119
18642.51685	149.33258
18642.59969	155.02416
18642.68253	156.00131
18642.76538	155.05308
18642.84822	156.98455
18642.93106	159.2634
18643.01391	160.8675
18643.09675	160.29289
18643.17959	158.12679
18643.26244	158.07448
18643.34528	157.74603
18643.42812	154.23499
18643.51097	150.52678
18643.59381	150.03237
18643.67665	150.77846
18643.7595	150.84928
18643.84234	162.93064
18643.92518	164.60941
18644.00802	169.50578
18644.09087	176.16742
18644.17371	184.36933
18644.25655	186.87618
18644.3394	191.3742
18644.42224	192.59462
18644.50508	193.52685
18644.58793	201.686
18644.67077	203.36324
18644.75361	204.21951
18644.83646	206.23014
18644.9193	210.93951
18645.00214	214.78367
18645.08499	214.20297
18645.16783	215.91122
18645.25067	220.76769
18645.33352	222.51881
18645.41636	225.28884
18645.4992	224.47922
18645.58205	221.89381
18645.66489	222.5192
18645.74773	222.81027
18645.83058	226.03913
18645.91342	238.53909
18645.99626	241.1757
18646.07911	249.97712
18646.16195	254.98532
18646.24479	264.07309
18646.32763	265.56631
18646.41048	261.67902
18646.49332	265.16742
18646.57616	284.57251
18646.65901	285.06055
18646.74185	284.10558
18646.82469	279.50523
18646.90754	277.05657
18646.99038	270.88324
18647.07322	270.8014
18647.15607	272.78891
18647.23891	273.30358
18647.32175	273.55219
18647.4046	277.11242
18647.48744	278.01716
18647.57028	287.68642
18647.65313	291.21599
18647.73597	296.5204
18647.81881	296.11021
18647.90166	294.46459
18647.9845	293.23786
18648.06734	292.38838
18648.15019	281.32514
18648.23303	270.0549
18648.31587	257.76234
18648.39872	248.91342
18648.48156	233.85075
18648.5644	228.92249
18648.64724	221.58061
18648.73009	221.46923
18648.81293	227.26292
18648.89577	248.72712
18648.97862	251.7512
18649.06146	261.25218
18649.1443	272.88978
18649.22715	280.72502
18649.30999	285.70277
18649.39283	284.61817
18649.47568	271.67013
18649.55852	252.284
18649.64136	227.41625
18649.72421	209.11038
18649.80705	205.96098
18649.88989	204.47642
18649.97274	196.23732
18650.05558	194.61022
18650.13842	191.71833
18650.22127	181.80861
18650.30411	181.2012
18650.38695	180.84811
18650.4698	173.28189
18650.55264	170.51947
18650.63548	167.87742
18650.71833	166.74323
18650.80117	164.51562
18650.88401	156.0297
18650.96685	154.2273
18651.0497	155.18993
18651.13254	152.98923
18651.21538	146.08618
18651.29823	144.07981
18651.38107	138.48867
18651.46391	130.08052
18651.54676	125.72924
18651.6296	124.45778
18651.71244	126.17488
18651.79529	125.80489
18651.87813	123.45791
18651.96097	122.18094
18652.04382	116.30753
18652.12666	115.34144
18652.2095	115.32633
18652.29235	109.85472
18652.37519	105.22929
18652.45803	104.88733
18652.54088	102.62262
18652.62372	102.95538
18652.70656	104.07079
18652.78941	103.28508
18652.87225	102.34638
18652.95509	99.42776
18653.03794	94.08184
18653.12078	93.45682
18653.20362	91.83993
18653.28647	91.47806
18653.36931	91.40176
18653.45215	87.63916
18653.53499	83.29283
18653.61784	82.27553
18653.70068	82.20422
18653.78352	81.82928
18653.86637	79.16818
18653.94921	77.57421
18654.03205	77.06095
18654.1149	75.35885
18654.19774	76.00145
18654.28058	78.73664
18654.36343	79.4133
18654.44627	79.07455
18654.52911	74.41701
18654.61196	74.90561
18654.6948	77.60472
18654.77764	78.4133
18654.86049	74.10208
18654.94333	74.13495
18655.02617	74.17106
18655.10902	74.0495
18655.19186	74.23454
18655.2747	74.66356
18655.35755	75.12788
18655.44039	74.87138
18655.52323	70.67557
18655.60608	70.27374
18655.68892	70.27004
18655.77176	71.46333
18655.8546	71.22233
18655.93745	71.15383
18656.02029	71.26375
18656.10313	71.5807
18656.18598	73.72959
18656.26882	73.52561
18656.35166	72.39818
18656.43451	72.89058
18656.51735	73.03061
18656.60019	72.11404
18656.68304	68.39241
18656.76588	69.19092
18656.84872	70.60584
18656.93157	72.3073
18657.01441	72.63364
18657.09725	72.61114
18657.1801	71.32673
18657.26294	71.4709
18657.34578	73.01501
18657.42863	74.08013
18657.51147	80.50695
18657.59431	80.44726
18657.67716	76.47565
18657.76	76.10414
18657.84284	75.74989
18657.92569	73.95276
18658.00853	71.8276
18658.09137	69.61909
18658.17421	69.2428
18658.25706	69.26734
18658.3399	68.87003
18658.42274	69.36854
18658.50559	69.28655
18658.58843	68.79135
18658.67127	68.44942
18658.75412	68.40227
18658.83696	71.87413
18658.9198	74.0256
18659.00265	74.54509
18659.08549	72.06243
18659.16833	70.19652
18659.25118	69.85239
18659.33402	71.43458
18659.41686	71.78071
18659.49971	66.85298
18659.58255	66.27777
18659.66539	66.13794
18659.74824	66.50923
18659.83108	66.29464
18659.91392	64.66404
18659.99677	64.24092
18660.07961	64.06538
18660.16245	63.59624
18660.2453	62.67132
18660.32814	61.18115
18660.41098	61.56858
18660.49382	61.64832
18660.57667	64.45908
18660.65951	65.62505
18660.74235	66.36969
18660.8252	66.53255
18660.90804	67.63109
18660.99088	68.53521
18661.07373	68.50649
18661.15657	68.51946
18661.23941	68.52409
18661.32226	67.25544
18661.4051	65.36912
18661.48794	64.48096
18661.57079	62.73786
18661.65363	62.78624
18661.73647	64.47969
18661.81932	65.34047
18661.90216	63.29627
18661.985	63.43122
18662.06785	65.06
18662.15069	65.75758
18662.23353	65.73221
18662.31638	62.85379
18662.39922	62.77899
18662.48206	63.33091
18662.56491	65.34651
18662.64775	64.03813
18662.73059	64.21879
18662.81343	67.85514
18662.89628	67.69433
18662.97912	67.0814
18663.06196	65.9121
18663.14481	64.78399
18663.22765	65.32981
18663.31049	65.31608
18663.39334	64.58204
18663.47618	63.48977
18663.55902	62.43191
18663.64187	63.69639
18663.72471	63.38523
18663.80755	61.37395
18663.8904	59.57341
18663.97324	59.49182
18664.05608	59.53911
18664.13893	61.1395
18664.22177	64.68281
18664.30461	64.4423
18664.38746	63.27273
18664.4703	61.1865
18664.55314	61.21914
18664.63599	61.92374
18664.71883	62.56743
18664.80167	63.63371
18664.88452	63.68749
18664.96736	64.64018
18665.0502	66.12318
18665.13304	68.9041
18665.21589	68.97078
18665.29873	67.15832
18665.38157	65.28423
18665.46442	61.31455
18665.54726	61.36531
18665.6301	62.86462
18665.71295	62.82042
18665.79579	61.47552
18665.87863	60.74483
18665.96148	60.04583
18666.04432	59.49042
18666.12716	60.43663
18666.21001	60.87416
18666.29285	59.51768
18666.37569	59.7107
18666.45854	60.13309
18666.54138	59.77934
18666.62422	59.65398
18666.70707	60.09763
18666.78991	63.6273
18666.87275	64.39251
18666.9556	64.7091
18667.03844	65.62722
18667.12128	65.27696
18667.20413	63.0314
18667.28697	62.33548
18667.36981	62.0975
18667.45265	61.75917
18667.5355	61.30852
18667.61834	58.75523
18667.70118	58.56871
18667.78403	58.46234
18667.86687	58.14174
18667.94971	59.78402
18668.03256	59.69638
18668.1154	59.28015
18668.19824	60.37563
18668.28109	61.38951
18668.36393	60.69502
18668.44677	60.5135
18668.52962	61.53081
18668.61246	61.77563
18668.6953	61.69889
18668.77815	61.52337
18668.86099	62.01921
18668.94383	62.64571
18669.02668	62.93037
18669.10952	62.72892
18669.19236	59.98002
18669.27521	59.83059
18669.35805	60.50222
18669.44089	59.98273
18669.52374	58.85885
18669.60658	59.21858
18669.68942	61.51354
18669.77227	61.2996
18669.85511	59.07862
18669.93795	57.9878
18670.02079	57.43929
18670.10364	56.82357
18670.18648	56.93208
18670.26932	60.35391
18670.35217	60.99862
18670.43501	58.85265
18670.51785	59.02815
18670.6007	60.27288
18670.68354	60.83382
18670.76638	61.15012
18670.84923	62.78638
18670.93207	63.11702
18671.01491	61.43543
18671.09776	60.4697
18671.1806	58.48375
18671.26344	56.86809
18671.34629	56.92597
18671.42913	60.24448
18671.51197	63.00012
18671.59482	63.15339
18671.67766	61.44684
18671.7605	62.76194
18671.84335	62.59137
18671.92619	59.35274
18672.00903	59.15371
18672.09188	59.21271
18672.17472	59.18121
18672.25756	59.23764
18672.3404	60.49758
18672.42325	60.23375
18672.50609	60.05266
18672.58893	59.65054
18672.67178	59.49637
18672.75462	59.10871
18672.83746	59.52837
18672.92031	62.59906
18673.00315	63.36603
18673.08599	60.50697
18673.16884	60.89292
18673.25168	62.31831
18673.33452	62.13682
18673.41737	61.86521
18673.50021	60.62488
18673.58305	59.32162
18673.6659	57.98297
18673.74874	57.37512
18673.83158	57.47447
18673.91443	57.16853
18673.99727	56.67582
18674.08011	57.64187
18674.16296	58.37523
18674.2458	60.08167
18674.32864	59.96903
18674.41149	60.32476
18674.49433	62.48699
18674.57717	62.83095
18674.66001	62.85111
18674.74286	60.23956
18674.8257	59.96659
18674.90854	67.32793
18674.99139	68.36287
18675.07423	64.58592
18675.15707	64.10384
18675.23992	63.17677
18675.32276	64.42005
18675.4056	64.19447
18675.48845	62.36279
18675.57129	61.71473
18675.65413	61.8684
18675.73698	60.63879
18675.81982	59.50078
18675.90266	59.37622
18675.98551	59.49285
18676.06835	59.30013
18676.15119	59.22622
18676.23404	58.44454
18676.31688	58.36009
18676.39972	59.13128
18676.48257	59.67784
18676.56541	61.71879
18676.64825	61.43329
18676.7311	59.90405
18676.81394	59.99173
18676.89678	60.44467
18676.97962	61.95708
18677.06247	63.97839
18677.14531	63.88045
18677.22815	62.6838
18677.311	61.68039
18677.39384	61.61747
18677.47668	61.58393
18677.55953	61.37802
18677.64237	61.69733
18677.72521	61.37119
18677.80806	59.88374
18677.8909	60.26622
18677.97374	61.37782
18678.05659	61.47825
18678.13943	60.37503
18678.22227	60.42044
18678.30512	60.26991
18678.38796	60.32363
18678.4708	63.71881
18678.55365	63.83976
18678.63649	62.58009
18678.71933	62.21653
18678.80218	63.07437
18678.88502	63.27685
18678.96786	62.98068
18679.05071	63.31929
18679.13355	65.58978
18679.21639	66.013
18679.29923	65.92266
18679.38208	65.24451
18679.46492	65.517
18679.54776	69.46789
18679.63061	76.43319
18679.71345	76.02294
18679.79629	64.12597
18679.87914	61.1855
18679.96198	60.97207
18680.04482	63.22785
18680.12767	62.35119
18680.21051	56.76524
18680.29335	55.18861
18680.3762	54.77172
18680.45904	59.9877
18680.54188	61.25497
18680.62473	61.87554
18680.70757	62.79168
18680.79041	62.01581
18680.87326	62.17458
18680.9561	63.54896
18681.03894	64.76447
18681.12179	68.07833
18681.20463	69.13508
18681.28747	68.85955
18681.37032	67.88233
18681.45316	69.16622
18681.536	69.72129
18681.61884	67.44352
