nm	int
311.23451	9.45236
311.23601	-6.86423
311.23751	27.5765
311.239	32.6607
311.2405	44.59616
311.24199	50.89529
311.24349	82.61796
311.24501	58.84927
311.24651	90.81481
311.248	89.60105
311.2495	87.52343
311.25099	67.31593
311.25249	81.71564
311.25399	56.25672
311.25551	38.61727
311.25701	17.0435
311.2585	3.8982
311.26	-15.46398
311.26149	-10.80307
311.26299	16.33748
311.26451	42.71859
311.26601	73.3329
311.2675	90.08294
311.269	89.12022
311.2705	69.81638
311.27199	70.90353
311.27349	54.9151
311.27501	37.46698
311.27651	31.33714
311.278	37.13804
311.2795	23.27893
311.28099	7.65546
311.28249	43.94662
311.28401	19.61844
311.28551	31.83265
311.28701	38.82806
311.2885	49.43384
311.29	29.8468
311.29149	54.50565
311.29299	40.02738
311.29451	31.74732
311.29601	19.73745
311.2975	26.25681
311.299	35.32304
311.30049	44.66312
311.30199	41.87533
311.30352	48.13719
311.30501	31.8762
311.30651	21.96126
311.308	28.4552
311.3095	30.42807
311.31099	35.10387
311.31249	17.95982
311.31401	20.00242
311.31551	-10.23118
311.317	-6.10489
311.3185	-5.53695
311.31999	-12.54367
311.32149	6.3699
311.32299	42.90467
311.32451	50.59617
311.32601	52.21833
311.3275	63.32602
311.329	37.43136
311.33049	24.69891
311.33199	21.80188
311.33351	11.12607
311.33501	17.51767
311.3365	19.91362
311.338	1.40841
311.3395	-19.06677
311.34099	-29.4448
311.34249	-22.55095
311.34401	-28.27945
311.34551	-6.79683
311.347	27.01305
311.3485	49.07069
311.34999	50.74956
311.35149	52.41304
311.35301	41.93989
311.35451	28.86996
311.35601	30.65453
311.3575	27.64972
311.359	40.23108
311.36049	44.73442
311.36199	20.40981
311.36351	28.09782
311.36501	38.5628
311.3665	40.28065
311.368	42.4919
311.36949	47.39594
311.37099	40.94101
311.37248	23.09354
311.37401	17.11796
311.37551	-13.94655
311.377	-21.91267
311.3785	-40.1292
311.37999	-39.16824
311.38149	-69.22489
311.38301	-52.88121
311.38451	-19.1611
311.386	7.01192
311.3875	26.19299
311.38899	61.52934
311.39049	74.92704
311.39199	61.52059
311.39351	38.88782
311.39501	8.40149
311.3965	-22.20556
311.398	-29.50374
311.39949	-28.03273
311.40099	-27.47665
311.40251	-6.13051
311.40401	1.14724
311.4055	17.61135
311.407	37.15372
311.4085	49.34374
311.40999	52.3579
311.41149	63.8811
311.41301	51.88457
311.41451	14.70044
311.416	-2.50923
311.4175	-14.52346
311.41899	-10.82922
311.42049	-39.8656
311.42201	-24.01749
311.42351	-7.60152
311.42501	-1.90537
311.4265	-10.32522
311.428	27.95816
311.42949	34.79683
311.43099	32.72872
311.43251	45.73243
311.43401	37.79142
311.4355	23.85475
311.437	-0.1441
311.43849	-9.56712
311.43999	-26.09968
311.44149	-27.35426
311.44301	-28.67325
311.44451	-19.80821
311.446	-14.46275
311.4475	-13.57708
311.44899	-0.38401
311.45049	-19.08127
311.45201	-9.65047
311.45351	8.42234
311.455	-8.58874
311.4565	-12.98153
311.458	-3.01559
311.45949	-8.66265
311.46099	-44.93305
311.46251	-24.7769
311.46401	-27.30688
311.4655	-14.44228
311.467	-44.92243
311.46849	-19.78464
311.46999	-29.42682
311.47151	-14.08414
311.47301	-4.69248
311.47451	25.29282
311.476	31.39149
311.4775	36.67384
311.47899	22.4212
311.48049	1.10207
311.48201	0.95109
311.48351	-16.08157
311.485	-12.34159
311.4865	8.52671
311.48799	28.94668
311.48949	32.1629
311.49102	35.41535
311.49251	52.9219
311.49401	44.33596
311.4955	48.10659
311.497	40.43929
311.49849	40.997
311.49999	34.24319
311.50151	30.85481
311.50301	18.5097
311.5045	19.80545
311.506	10.32433
311.50749	5.45888
311.50899	11.67075
311.51049	11.29444
311.51201	44.96554
311.51351	59.25133
311.515	70.21334
311.5165	88.29013
311.51799	100.73461
311.51949	75.2871
311.52101	83.26166
311.52251	88.78237
311.524	80.38663
311.5255	98.464
311.527	103.47345
311.52849	123.63586
311.52999	156.53591
311.53151	165.72034
311.53301	176.99124
311.5345	207.0364
311.536	220.55752
311.53749	225.48941
311.53899	248.1939
311.54051	251.07887
311.54201	254.29172
311.54351	276.75095
311.545	275.90728
311.5465	295.40433
311.54799	306.61195
311.54949	330.57523
311.55101	318.81395
311.55251	326.19013
311.554	338.79516
311.5555	326.80105
311.55699	338.73329
311.55849	341.11899
311.55998	311.62007
311.56151	244.96705
311.56301	252.53971
311.5645	221.08776
311.566	217.07183
311.56749	220.8249
311.56899	247.43468
311.57051	210.40578
311.57201	197.25725
311.5735	178.77263
311.575	173.01337
311.57649	168.38426
311.57799	183.50769
311.57949	176.77253
311.58101	175.2795
311.58251	144.80913
311.584	125.86149
311.5855	101.56539
311.58699	102.01579
311.58849	79.13126
311.59001	90.40671
311.59151	92.49869
311.593	90.5649
311.5945	93.6123
311.596	107.07782
311.59749	97.89525
311.59899	86.5888
311.60051	90.09315
311.60201	86.26834
311.6035	78.65805
311.605	57.79066
311.60649	49.90537
311.60799	49.95595
311.60951	28.79334
311.61101	12.0095
311.61251	32.17428
311.614	22.98292
311.6155	19.56406
311.61699	10.44786
311.61849	10.12505
311.62001	-4.48202
311.62151	11.05772
311.623	14.6256
311.6245	20.40421
311.62599	18.85161
311.62749	44.08642
311.62899	25.6994
311.63051	-0.80568
311.63201	10.39827
311.6335	6.46488
311.635	1.03977
311.63649	6.80965
311.63799	17.66394
311.63951	27.45809
311.64101	33.16639
311.6425	8.80955
311.644	19.07468
311.6455	13.5669
311.64699	-21.21274
311.64849	-16.99053
311.65001	-9.91025
311.65151	-1.54361
311.653	11.93458
311.6545	27.39502
311.65599	26.86739
311.65749	44.01348
311.65901	41.99585
311.66051	54.01737
311.66201	62.92801
311.6635	59.97029
311.665	40.30261
311.66649	31.20911
311.66799	1.85544
311.66951	-9.96008
311.67101	-0.87141
311.6725	0.68636
311.674	7.12503
311.67549	24.17615
311.67699	29.50973
311.67852	42.93312
311.68001	46.60107
311.68151	46.77858
311.683	59.59934
311.6845	42.28463
311.68599	20.68062
311.68749	13.46429
311.68901	1.41472
311.69051	2.9685
311.692	8.05404
311.6935	9.43047
311.69499	-0.14378
311.69649	5.79823
311.69799	-2.60282
311.69951	4.26381
311.70101	-0.77835
311.7025	24.66919
311.704	35.69377
311.70549	26.18135
311.70699	15.00476
311.70851	19.09069
311.71001	15.93959
311.7115	4.70543
311.713	2.95652
311.7145	-3.83975
311.71599	-4.39622
311.71749	-5.5167
311.71901	-13.82941
311.72051	-11.65395
311.722	12.36089
311.7235	-1.75501
311.72499	-5.69961
311.72649	-0.56453
311.72801	11.63047
311.72951	-5.46843
311.73101	-1.57388
311.7325	-6.21883
311.734	-16.30476
311.73549	-36.93778
311.73699	-24.90508
311.73851	-25.63254
311.74001	-28.86591
311.7415	-1.90362
311.743	19.2504
311.74449	8.95746
311.74599	8.07462
311.74748	-9.7778
311.74901	-19.95663
311.75051	-47.42555
311.752	-39.02074
311.7535	-32.77932
311.75499	-2.7804
311.75649	-16.13746
311.75801	-15.63493
311.75951	-36.77436
311.761	-22.32515
311.7625	-19.02866
311.76399	-1.69817
311.76549	7.08359
311.76699	36.15754
311.76851	31.20859
311.77001	13.54441
311.7715	3.03795
311.773	-8.08806
311.77449	-22.15605
311.77599	-20.33815
311.77751	-24.96209
311.77901	-14.87383
311.7805	12.2967
311.782	38.44257
311.7835	41.92798
311.78499	54.62561
311.78649	62.47573
311.78801	52.44257
311.78951	49.10905
311.791	26.93198
311.7925	41.63054
311.79399	20.35924
311.79549	30.17713
311.79701	18.79742
311.79851	34.96917
311.80001	24.47471
311.8015	34.69548
311.803	31.62689
311.80449	16.53738
311.80599	11.84741
311.80751	14.31351
311.80901	17.81432
311.8105	26.09634
311.812	17.40207
311.81349	11.92562
311.81499	17.00196
311.81649	-0.45798
311.81801	-19.24975
311.81951	3.43411
311.821	-0.03307
311.8225	3.95595
311.82399	17.94777
311.82549	16.25508
311.82701	12.76841
311.82851	28.76407
311.83	24.19122
311.8315	13.2711
311.833	31.00782
311.83449	21.29684
311.83599	8.95675
311.83751	-16.61185
311.83901	-17.4079
311.8405	-26.88485
311.842	-20.29378
311.84349	-10.85941
311.84499	17.85055
311.84651	26.26271
311.84801	28.55866
311.84951	41.25901
311.851	48.2302
311.8525	34.25613
311.85399	32.25916
311.85549	44.5075
311.85701	39.90818
311.85851	25.27654
311.86	28.09642
311.8615	18.41941
311.86299	-0.09225
311.86449	-8.06398
311.86602	-0.80256
311.86751	2.07889
311.86901	20.94271
311.8705	29.96732
311.872	39.889
311.87349	39.6202
311.87499	33.33637
311.87651	23.36552
311.87801	14.57953
311.8795	15.84111
311.881	3.52695
311.88249	0.00468
311.88399	2.24541
311.88549	5.44702
311.88701	4.68594
311.88851	11.8666
311.89	25.6936
311.8915	26.92066
311.89299	15.39082
311.89449	3.39561
311.89601	-4.47568
311.89751	-17.88242
311.899	-11.22568
311.9005	-19.00786
311.902	-36.57246
311.90349	-23.27216
311.90499	-16.1933
311.90651	-37.45116
311.90801	-2.25726
311.9095	30.31276
311.911	48.62931
311.91249	61.59072
311.91399	79.60213
311.91551	63.51556
311.91701	55.26532
311.91851	10.89931
311.92	-15.85228
311.9215	-25.41808
311.92299	-27.68508
311.92449	-29.84113
311.92601	-10.80818
311.92751	-11.22751
311.929	2.42166
311.9305	-1.44619
311.93199	5.50241
311.93349	-4.89603
311.93498	9.70759
311.93651	-0.5299
311.93801	-1.66418
311.9395	-21.05885
311.941	-8.28451
311.94249	-27.86909
311.94399	-26.83715
311.94551	-21.85259
311.94701	-1.27382
311.9485	6.18989
311.95	26.97287
311.95149	46.31215
311.95299	61.49013
311.95449	62.42905
311.95601	53.13877
311.95751	52.05465
311.959	21.85948
311.9605	5.75291
311.96199	4.75476
311.96349	1.20237
311.96501	-17.43314
311.96651	-3.00272
311.968	-14.51048
311.9695	-23.47954
311.971	-13.44007
311.97249	10.42796
311.97399	15.51653
311.97551	30.00383
311.97701	21.68621
311.9785	21.18054
311.98	4.83598
311.98149	-6.48604
311.98299	-7.74517
311.98451	-9.2041
311.98601	-2.83374
311.98751	2.80962
311.989	-8.3655
311.9905	-4.96616
311.99199	29.44775
311.99349	19.74009
311.99501	24.8331
311.99651	36.96518
311.998	34.13856
311.9995	-4.58407
312.00099	-7.73116
312.00249	-19.86607
312.00399	-20.77124
312.00551	-32.68896
312.00701	-9.28862
312.0085	-27.12847
312.01	-29.03196
312.01149	-32.13499
312.01299	-22.68216
312.01451	-27.08676
312.01601	-15.62972
312.0175	-3.43074
312.019	-1.75909
312.0205	-6.78934
312.02199	-5.5512
312.02349	-16.04192
312.02501	-38.51746
312.02651	-40.84246
312.028	-38.52352
312.0295	-50.64547
312.03099	-36.1236
312.03249	-16.88668
312.03401	-25.29927
312.03551	-11.76104
312.03701	4.54732
312.0385	15.55974
312.04	4.83271
312.04149	17.37079
312.04299	-10.85279
312.04451	-14.0736
312.04601	-26.7213
312.0475	-23.38317
312.049	-28.49594
312.05049	-14.94071
312.05199	-32.88656
312.05352	-34.16289
312.05501	-30.04004
312.0555	17.01555
312.05699	16.58497
312.05849	23.17434
312.05998	46.10346
312.06151	57.90811
312.06301	53.14592
312.0645	54.61214
312.066	49.00334
312.06749	27.4372
312.06899	28.4294
312.07051	28.61155
312.07201	18.42103
312.0735	17.12701
312.075	38.92806
312.07649	28.9443
312.07799	24.32898
312.07949	40.84712
312.08101	45.46383
312.08251	20.8263
312.084	16.51323
312.0855	16.7806
312.08699	13.80093
312.08849	5.23878
312.09001	18.01434
312.09151	9.64443
312.093	6.22335
312.0945	5.10498
312.096	10.07375
312.09749	3.83857
312.09899	18.01832
312.10051	27.69602
312.10201	30.89159
312.1035	28.62369
312.105	32.25566
312.10649	27.54103
312.10799	16.59153
312.10951	15.62866
312.11101	17.48707
312.11251	27.20857
312.114	24.06133
312.1155	32.00282
312.11699	30.40284
312.11849	43.16013
312.12001	33.69462
312.12151	42.39537
312.123	31.93445
312.1245	28.67642
312.12599	12.06259
312.12749	14.4252
312.12899	20.44597
312.13051	33.79144
312.13201	26.11533
312.1335	32.53947
312.135	39.89331
312.13649	40.85599
312.13799	48.45913
312.13951	62.3374
312.14101	66.91513
312.1425	60.1072
312.144	54.28969
312.1455	55.29625
312.14699	54.30255
312.14849	50.31681
312.15001	47.85278
312.15151	44.3063
312.153	26.30229
312.1545	22.02681
312.15599	42.17309
312.15749	55.12359
312.15901	62.39165
312.16051	84.79444
312.16201	102.81319
312.1635	95.98542
312.165	78.28676
312.16649	67.79388
312.16799	56.51736
312.16951	56.9885
312.17101	36.90945
312.1725	38.11071
312.174	30.95296
312.17549	20.35648
312.17699	6.07767
312.17852	10.64672
312.18001	5.12216
312.18151	13.33198
312.183	17.68281
312.1845	14.07238
312.18599	13.40484
312.18749	16.80909
312.18901	30.29673
312.19051	32.59273
312.192	35.44144
312.1935	33.55796
312.19499	24.24836
312.19649	13.46994
312.19799	13.61101
312.19951	11.24754
312.20101	11.2241
312.2025	29.64929
312.204	21.25311
312.20549	24.52683
312.20699	39.49822
312.20851	41.18913
312.21001	34.38376
312.2115	43.06134
312.213	47.90187
312.2145	24.81216
312.21599	35.57207
312.21749	50.39207
312.21901	76.77608
312.22051	94.28236
312.222	114.48077
312.2235	99.58463
312.22499	85.46126
312.22649	57.30353
312.22801	19.53759
312.22951	5.60207
312.23101	11.03111
312.2325	19.32813
312.234	19.14811
312.23549	29.91664
312.23699	40.66086
312.23851	33.22099
312.24001	17.1469
312.2415	23.11073
312.243	27.66191
312.24449	29.02304
312.24599	36.07678
312.24748	33.75982
312.24901	19.1475
312.25051	12.35041
312.252	-3.0377
312.2535	-14.85552
312.25499	-14.58616
312.25649	-5.35898
312.25801	-4.22864
312.25951	-8.91484
312.261	2.92322
312.2625	23.50877
312.26399	27.80404
312.26549	20.86403
312.26699	21.30322
312.26851	20.39651
312.27001	8.4713
312.2715	2.4721
312.273	5.73397
312.27449	9.28136
312.27599	11.80546
312.27751	8.52032
312.27901	8.03681
312.2805	-3.83922
312.282	-0.82287
312.2835	-2.65798
312.28499	3.39285
312.28649	3.91634
312.28801	14.41125
312.28951	14.67598
312.291	15.62265
312.2925	11.73536
312.29399	16.46026
312.29549	23.02874
312.29701	15.6229
312.29851	23.58162
312.30001	20.17056
312.3015	3.60754
312.303	8.8188
312.30449	4.88256
312.30599	3.80065
312.30751	19.40498
312.30901	14.50632
312.3105	8.39909
312.312	23.30443
312.31349	4.24415
312.31499	0.92113
312.31649	12.78903
312.31801	13.79003
312.31951	12.03717
312.321	28.68984
312.3225	25.75051
312.32399	24.51007
312.32549	34.44813
312.32701	27.44461
312.32851	37.73619
312.33	32.67723
312.3315	28.37456
312.333	15.79295
312.33449	23.12358
312.33599	17.97634
312.33751	16.84044
312.33901	37.82064
312.3405	37.83152
312.342	34.08115
312.34349	38.27773
312.34499	43.80705
312.34651	38.77372
312.34801	38.27761
312.34951	37.38803
312.351	36.8797
312.3525	32.91366
312.35399	30.89476
312.35549	38.32056
312.35701	43.47734
312.35851	37.35969
312.36	28.17125
312.3615	20.92073
312.36299	10.6148
312.36449	25.05745
312.36602	14.97911
312.36751	16.51248
312.36901	10.16817
312.3705	27.03149
312.372	16.71076
312.37349	24.61051
312.37499	45.91473
312.37651	45.05525
312.37801	42.51421
312.3795	38.72616
312.381	33.01451
312.38249	28.90528
312.38399	39.58945
312.38549	29.5304
312.38701	18.86748
312.38851	11.68814
312.39	2.0859
312.3915	-5.98341
312.39299	-6.22008
312.39449	10.23335
312.39601	22.04888
312.39751	21.43601
312.399	49.28778
312.4005	61.3503
312.402	51.40262
312.40349	44.57402
312.40499	39.0653
312.40651	17.73083
312.40801	7.40018
312.4095	11.16658
312.411	3.79586
312.41249	13.91656
312.41399	15.07185
312.41551	17.06102
312.41701	21.35572
312.41851	34.11462
312.42	32.45478
312.4215	27.35222
312.42299	24.14333
312.42449	19.93583
312.42601	20.87567
312.42751	13.89995
312.429	15.08589
312.4305	20.11194
312.43199	25.19867
312.43349	4.71031
312.43498	14.43059
312.43651	23.01742
312.43801	27.06631
312.4395	30.35392
312.441	40.74711
312.44249	38.85849
312.44399	30.40006
312.44551	16.35943
312.44701	0.88801
312.4485	1.33767
312.45	10.23174
312.45149	15.94412
312.45299	28.1851
312.45449	33.19947
312.45601	43.7698
312.45751	53.13104
312.459	52.61166
312.4605	46.71954
312.46199	46.64098
312.46349	43.94725
312.46501	20.62103
312.46651	6.31074
312.468	0.50724
312.4695	-11.5337
312.471	-17.30023
312.47249	0.14558
312.47399	14.38896
312.47551	21.40668
312.47701	33.5922
312.4785	31.10655
312.48	33.12669
312.48149	31.66053
312.48299	25.5502
312.48451	14.29806
312.48601	25.52244
312.48751	17.46206
312.489	8.15187
312.4905	10.79667
312.49199	15.22324
312.49349	11.88312
312.49501	-9.13291
312.49651	-3.84816
312.498	-9.91309
312.4995	-3.07231
312.50099	3.78364
312.50249	18.56304
312.50399	19.98916
312.50551	22.91827
312.50701	21.71349
312.5085	12.70128
312.51	14.32476
312.51149	9.16865
312.51299	15.69018
312.51451	16.66837
312.51601	19.03585
312.5175	19.05723
312.519	24.03409
312.5205	36.55196
312.52199	39.10892
312.52349	39.36919
312.52501	28.6208
312.52651	28.52595
312.528	21.5741
312.5295	30.87444
312.53099	24.99685
312.53249	28.26875
312.53401	22.81081
312.53551	13.37822
312.53701	-4.1805
312.5385	1.1172
312.54	-3.96366
312.54149	12.58434
312.54299	11.31014
312.54451	19.66991
312.54601	13.25831
312.5475	17.58019
312.549	11.09591
312.55049	7.81297
312.55199	1.82579
312.55352	12.58455
312.55501	21.52173
312.55651	13.38474
312.558	26.71099
312.5595	36.59834
312.56099	30.01753
312.56249	22.79157
312.56401	11.0759
312.56551	8.21415
312.567	-10.72867
312.5685	-12.12159
312.56999	-4.01261
312.57149	24.23088
312.57299	21.99442
312.57451	48.26974
312.57601	62.42523
312.5775	64.96805
312.579	62.14564
312.58049	59.11898
312.58199	52.06094
312.58351	36.91031
312.58501	40.21658
312.5865	35.18721
312.588	43.35083
312.5895	31.78726
312.59099	30.31296
312.59249	19.3729
312.59401	14.31245
312.59551	11.02624
312.597	5.46975
312.5985	7.94269
312.59999	4.53371
312.60149	13.32905
312.60301	8.03615
312.60451	25.59652
312.60601	25.58659
312.6075	22.22926
312.609	21.02423
312.61049	31.33293
312.61199	30.74319
312.61351	38.22937
312.61501	53.04943
312.6165	43.96577
312.618	35.83672
312.61949	32.71461
312.62099	40.01867
312.62248	32.4238
312.62401	48.52454
312.62551	54.24544
312.627	40.99491
312.6285	27.26102
312.62999	22.72393
312.63149	6.09445
312.63301	-2.82883
312.63451	0.37738
312.636	1.95909
312.6375	-1.23202
312.63899	9.59752
312.64049	-3.43212
312.64199	-5.19193
312.64351	2.11779
312.64501	4.21448
312.6465	-2.85337
312.648	4.18925
312.64949	21.92462
312.65099	19.43063
312.65251	32.88007
312.65401	28.13652
312.6555	34.95474
312.657	33.1624
312.6585	23.2958
312.65999	27.01661
312.66149	41.01641
312.66301	47.76087
312.66451	43.82679
312.666	45.03746
312.6675	28.60332
312.66899	18.87375
312.67049	16.68255
312.67201	19.66795
312.67351	17.20629
312.67501	15.94379
312.6765	10.57407
312.678	8.41083
312.67949	1.24537
312.68099	12.20353
312.68251	15.47489
312.68401	13.2727
312.6855	14.56915
312.687	15.7734
312.68849	4.44586
312.68999	5.58263
312.69149	4.68825
312.69301	-12.40222
312.69451	-12.89269
312.696	-18.17177
312.6975	-21.28081
312.69899	-18.37039
312.70049	2.99583
312.70201	4.63359
312.70351	17.50635
312.705	28.35015
312.7065	33.48262
312.708	21.43418
312.70949	20.80973
312.71099	16.84591
312.71251	8.08705
312.71401	22.20517
312.7155	19.83048
312.717	15.39337
312.71849	9.22718
312.71999	14.21322
312.72151	7.08241
312.72301	16.31581
312.72451	26.23823
312.726	34.67148
312.7275	35.35581
312.72899	29.40967
312.73049	33.16866
312.73201	20.62335
312.73351	3.60153
312.735	4.0032
312.7365	-0.62998
312.73799	-14.44728
312.73949	-11.62776
312.74102	-1.4887
312.74251	-16.95693
312.74401	-11.04546
312.7455	1.90528
312.747	7.65388
312.74849	5.68507
312.74999	19.15503
312.75151	22.89691
312.75301	13.22585
312.7545	14.88077
312.756	29.50007
312.75749	24.28203
312.75899	27.6493
312.76049	34.93259
312.76201	38.07057
312.76351	24.36026
312.765	32.91229
312.7665	28.91695
312.76799	25.72011
312.76949	19.99339
312.77101	23.05641
312.77251	34.68877
312.774	32.82304
312.7755	51.17046
312.777	48.19397
312.77849	61.25153
312.77999	45.78819
312.78151	30.65858
312.78301	11.81687
312.7845	23.4278
312.786	28.10379
312.78749	38.50802
312.78899	54.36309
312.79051	60.77231
312.79201	60.65648
312.79351	48.22341
312.795	48.53119
312.7965	45.22218
312.79799	52.7122
312.79949	43.55247
312.80101	48.18254
312.80251	49.50616
312.804	42.36674
312.8055	34.77681
312.80699	40.57004
312.80849	36.08268
312.80998	28.47105
312.81151	29.5392
312.81301	27.24524
312.8145	25.23171
312.816	29.1703
312.81749	23.50261
312.81899	16.11832
312.82051	1.23193
312.82201	-6.13234
312.8235	-6.45013
312.825	-10.18604
312.82649	5.97588
312.82799	26.4637
312.82949	30.07201
312.83101	27.76872
312.83251	34.26344
312.834	29.69458
312.8355	13.1275
312.83699	10.90946
312.83849	6.731
312.85149	22.96764
312.85301	22.48744
312.85451	20.69205
312.85601	13.94935
312.8575	7.57663
312.859	10.9711
312.86049	1.92031
312.86199	-5.24701
312.86351	-15.11127
312.86501	-20.10925
312.8665	-25.71893
312.868	-19.81869
312.86949	-5.41043
312.87099	4.9433
312.87248	13.76807
312.87401	10.63811
312.87551	18.87646
312.877	15.99796
312.8785	23.35747
312.87999	17.79774
312.88149	25.95177
312.88301	16.69219
312.88451	10.45441
312.886	3.45636
312.8875	7.87685
312.88899	3.0453
312.89049	7.77178
312.89199	6.53923
312.89351	10.79242
312.89501	1.29498
312.8965	-1.43648
312.898	-10.1924
312.89949	-17.51218
312.90099	-11.70826
312.90251	-10.90582
312.90401	-11.22011
312.9055	-8.60745
312.907	-4.73153
312.9085	-15.43325
312.90999	-14.99217
312.91149	-13.44908
312.91301	-11.81491
312.91451	2.83652
312.916	19.46674
312.9175	39.0469
312.91899	62.39572
312.92049	68.29081
312.92201	70.2188
312.92351	56.81784
312.92501	51.90004
312.9265	43.86619
312.928	52.0942
312.92949	49.29581
312.93099	42.10051
312.93251	35.72531
312.93401	26.9535
312.9355	7.87688
312.937	-0.51058
312.93849	10.48262
312.93999	-0.47239
312.94149	-7.17886
312.94301	-2.51571
312.94451	-9.12004
312.946	-11.15438
312.9475	-8.01029
312.94899	-0.37925
312.95049	2.65109
312.95201	12.346
312.95351	18.4008
312.955	25.17665
312.9565	25.22171
312.958	26.81237
312.95949	25.20385
312.96099	24.23795
312.96251	21.39097
312.96401	22.7342
312.9655	22.92428
312.967	30.39292
312.96849	22.13891
312.96999	25.37574
312.97151	18.86824
312.97301	17.1057
312.97451	-0.72914
312.976	-6.71929
312.9775	-20.81534
312.97899	-19.73996
312.98049	-21.42476
312.98201	-14.79166
312.98351	-3.87919
312.985	7.5873
312.9865	3.30144
312.98799	2.192
312.98949	-2.73505
312.99102	-2.23991
312.99251	-0.01774
312.99401	13.05784
312.9955	10.77174
312.997	19.17748
312.99849	24.83922
312.99999	19.84157
313.00151	3.98929
313.00301	13.69515
313.0045	4.96539
313.006	-10.21486
313.00749	-8.30574
313.00899	-0.73285
313.01049	-6.41547
313.01201	6.08086
313.01351	15.59648
313.015	25.50109
313.0165	29.49556
313.01799	31.91702
313.01949	32.40935
313.02101	33.59697
313.02251	35.69779
313.024	32.13099
313.0255	37.99728
313.027	43.331
313.02849	46.02133
313.02999	38.37548
313.03151	42.67848
313.03301	46.35328
313.0345	31.56654
313.036	26.73922
313.03749	18.91288
313.03899	19.17703
313.04051	7.74744
313.04201	10.58205
313.04351	16.91013
313.045	19.95982
313.0465	19.39539
313.04799	26.87872
313.04949	34.26836
313.05101	21.75686
313.05251	25.44191
313.054	21.91791
313.0555	13.30364
313.05699	-3.40842
313.05849	-3.58039
313.05998	-6.25461
313.06151	-1.21043
313.06301	9.01677
313.0645	16.25246
313.066	22.70009
313.06749	20.49382
313.06899	17.78634
313.07051	9.62279
313.07201	19.69207
313.0735	24.65621
313.075	25.43168
313.07649	24.33698
313.07799	27.99366
313.07949	20.9128
313.08101	18.79112
313.08251	20.96411
313.084	15.67873
313.0855	9.36011
313.08699	14.42068
313.08849	11.17937
313.09001	5.86377
313.09151	8.5769
313.093	12.5391
313.0945	6.46452
313.096	17.80542
313.09749	24.01449
313.09899	22.9827
313.10051	20.82999
313.10201	29.71261
313.1035	12.65414
313.105	7.56852
313.10649	7.89125
313.10799	-0.99977
313.10951	-3.33171
313.11101	5.04573
313.11251	20.60271
313.114	29.40147
313.1155	44.2534
313.11699	39.85513
313.11849	48.1793
313.12001	46.50423
313.12151	33.43352
313.123	29.10903
313.1245	32.29558
313.12599	20.773
313.12749	18.49282
313.12899	32.58266
313.13051	28.27592
313.13201	24.52357
313.1335	23.59215
313.135	15.70649
313.13649	12.76505
313.13799	19.30358
313.13951	21.99349
313.14101	29.46888
313.1425	32.69187
313.144	34.85635
313.1455	41.69534
313.14699	48.2993
313.14849	34.51707
313.15001	39.8125
313.15151	32.65293
313.153	28.25549
313.1545	30.55215
313.15599	43.96174
313.15749	32.23244
313.15901	29.1654
313.16051	13.57902
313.16201	-3.25399
313.1635	-6.07877
313.165	1.68947
313.16649	10.42997
313.16799	18.0852
313.16951	20.95177
313.17101	20.15616
313.1725	18.12586
313.174	11.80456
313.17549	8.99977
313.17699	11.07349
313.17852	9.51987
313.18001	5.3372
313.18151	8.30185
313.183	8.78359
313.1845	8.60945
313.18599	8.78262
313.18749	7.66655
313.18901	10.11536
313.19051	14.63708
313.192	5.64174
313.1935	-5.66848
313.19499	-7.33506
313.19649	-14.40073
313.19799	-21.13389
313.19951	-16.6939
313.20101	-15.21529
313.2025	-7.37098
313.204	-6.9296
313.20549	-1.21922
313.20699	4.65304
313.20851	22.06659
313.21001	18.96351
313.2115	19.10837
313.213	21.47686
313.2145	18.46102
313.21599	2.58934
313.21749	3.87083
313.21901	6.57793
313.22051	-1.8166
313.222	1.02956
313.2235	7.61665
313.22499	4.46541
313.22649	3.39055
313.22801	14.26437
313.22951	15.2465
313.23101	21.77037
313.2325	32.95082
313.234	31.77385
313.23549	27.6537
313.23699	35.44935
313.23851	36.45426
313.24001	21.79288
313.2415	16.57098
313.243	15.26447
313.24449	7.43142
313.24599	-4.43221
313.24748	0.78004
313.24901	7.244
313.25051	10.77622
313.252	12.66592
313.2535	18.20477
313.25499	24.71319
313.25649	30.59849
313.25801	31.46565
313.25951	33.74189
313.261	34.9415
313.2625	24.06989
313.26399	20.6123
313.26549	20.30219
313.26699	16.92777
313.26851	13.44784
313.27001	13.55774
313.2715	4.75443
313.273	2.51847
313.27449	2.8736
313.27599	-4.62274
313.27751	2.72829
313.27901	5.89132
313.2805	16.92837
313.282	20.9223
313.2835	41.24704
313.28499	47.97765
313.28649	44.66617
313.28801	33.81915
313.28951	33.69439
313.291	16.64786
313.2925	5.88641
313.29399	10.86396
313.29549	9.25448
313.29701	-1.53986
313.29851	5.38352
313.30001	3.31052
313.3015	4.64239
313.303	3.55613
313.30449	7.62357
313.30599	4.92005
313.30751	4.79715
313.30901	-9.67283
313.3105	-11.22228
313.312	-3.5891
313.31349	2.94653
313.31499	16.18612
313.31649	26.1368
313.31801	29.13694
313.31951	25.58845
313.321	19.60032
313.3225	14.32803
313.32399	11.55162
313.32549	10.79322
313.32701	11.56217
313.32851	12.34254
313.33	8.99336
313.3315	17.67767
313.333	22.11886
313.33449	22.8502
