result_name,B,delta_B,zeta,T_1,T_2,sigma_1,sigma_2,origin_1,origin_2,chi2,redchi,func_evals,B_unc,delta_B_unc,zeta_unc,T_1_unc,sigma_1_unc,origin_1_unc,T_2_unc,sigma_2_unc,origin_2_unc,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init
result1,0.0061301768668165935,-0.1352476060517913,-0.31767299870515087,31.311357433912807,34.84427439944163,0.21454123244631063,0.17172831039281994,0.05491261636303246,0.04228509796557689,9.934906039728308e-05,2.42314781456788e-06,302,0.0018645280250132682,0.039087924330656214,0.014398252914579635,9.033784033748262,0.005897015481434946,0.006596847352120694,9.966318677156032,0.005340201639008503,0.0060135251181758186,0.01,2.7,-0.1,-0.1,0.02,0
result2,0.009999999999659313,-5.810998351396535e-07,0.9954278106329701,199.99999999999918,199.99999999999972,0.2999999999999915,0.19391544629213825,0.08396146563507134,0.04612179118460369,0.002958629409206792,7.216169290748274e-05,351,0.002892144773303579,0.12806157871327742,0.02462788093226012,10.431691248231683,0.05071473770941967,0.13004016294083356,6.058025890933947,0.15221474670128032,0.11955100833956639,0.005,32.7,-0.4,-0.9,0.1,0.039
result3,0.0020000000000000005,-0.8,-0.5,62.5,62.5,0.3,0.3,0.07200000000000006,0.07200000000000006,0.0393559460895702,0.0009599011241358586,21,0.011582261307357615,2.9720115716230393,4.860913989914406,508.91453582360214,4.26166523817681e-11,1.845504120248224,508.9145358236023,4.261665238176809e-11,1.845504120248224,0.002,62.5,-0.8,-0.5,0.3,0.072
result4,0.00999998204603823,-0.0001304144646356864,0.9953694921073029,199.99999999999628,199.99999999999633,0.2999532974279152,0.19187662154251683,0.08419841206805123,0.046148004307598134,0.002958833664491487,7.216667474369481e-05,1049,,,,,,,,,,0.0005,32.5,-0.45,-0.01,0.17,0.012
result5,0.004319695171569087,-0.10065893431188877,-0.3216409895471709,44.131680899662875,49.05555414832428,0.2148577542446488,0.17205088853058392,0.05916165231461368,0.04613727652961774,9.811885722484364e-05,2.393142859142528e-06,296,0.0020394866819488915,0.04345284118861061,0.011878281685273972,20.346182019620567,0.006120288321853052,0.007158893321998181,22.638665531810158,0.005274644696565998,0.00681557908544247,0.0075,92.5,-0.23,-0.23,0.23,0.02
