result_name	B_init	T_init	delta_B_init	zeta_init	sigma_init	origin_init	B	T	delta_B	zeta	sigma	origin	chi2	redchi	func_evals	B_unc	T_unc	delta_B_unc	zeta_unc	sigma_unc	origin_unc
23180	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.0022569567876705	99.99999977410296	-0.0352782354528916	-0.4197152597405694	0.2247071070834522	0.004138779257957	4.684883511082829	0.2755813830048723	254	0.0004382856843112	50.51871605138573	0.0133392039457146	0.1127102987346493	0.0370534712240813	0.0135285892128846
24398	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.0029813941869488	72.25090408557988	-0.0501537171011265	-0.2843106009323378	0.1826111281611057	-0.0388781894998917	6.932309440945214	0.3648583916286954	157	0.0002806361431417	9.119029737941514	0.0128290303879283	0.0231551276237742	0.0138135030949684	0.0089324131311313
144470	0.01	2.7	-0.1	-0.1	0.05	0.0	0.0027200767727515	81.4336920068546	-0.0234314059456982	-0.3636236396904277	0.2061837240129456	-0.0369455994310536	7.899155439696715	0.4157450231419323	88	0.0003189261215738	15.32375752953118	0.0127675938164712	0.0501832287695929	0.0232328324088226	0.0104514359018424
147165	0.005	32.7	-0.4	-0.9	0.1	0.039	0.0042675400003664	54.50274656650157	-2.9144020530225134e-11	-0.5856083284921716	0.2871226913064476	-0.1189460928431687	73.15585019180487	3.3252659178093125	469	0.0377318480751326	465.2588282589883	0.0832785257101393	0.3770222188728214	0.0653253759334668	0.0849377481240011
147683	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.003568620744685	57.360597856676414	-0.0198391346042272	-0.3280624279514035	0.215068739003664	-0.0181265400082768	16.036716744320692	0.8440377233852996	230	0.0041793634200204	68.51508299066111	0.0296927090053145	0.0398041898081922	0.0216452168532293	0.0165679713461084
149757	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.003530449584087	53.54168905757789	-0.1075835429572928	-0.4503528456738047	0.2039989500754479	-0.0254740211459278	14.7721968764252	0.8206776042458445	118	0.0076243461639764	113.89339527500388	0.2324431325571126	0.0582958252147	0.016746938578473	0.0206544191264085
166937	0.005	32.7	-0.4	-0.9	0.1	0.039	0.0045697891081035	45.899384383174805	-0.100241581024089	-0.342100509809174	0.1804972988970151	0.044859385289413	3.643857448332119	0.2024365249073399	123	0.0029546832191083	29.38935345631333	0.0535062185630893	0.0187903821988379	0.0083377017289118	0.009244843589281
170740	0.005	32.7	-0.4	-0.9	0.1	0.039	0.0025930818321527	83.3456159768079	-0.0783169373233829	-0.3144412706658679	0.195181853774683	0.0177774081911086	2.989951807663327	0.1661084337590737	136	0.0001880142444715	11.434967252590663	0.0088415758728296	0.0242908641629163	0.0138947627288094	0.0086722355463598
184915	0.01	2.7	-0.1	-0.1	0.05	0.0	0.0024632051568871	99.7362443984948	-0.0975265740046544	-0.2989507762812222	0.2007704050239292	0.1327170473819889	5.5254876365786885	0.3069715353654827	95	0.0002793469265117	42.68190355503534	0.0139298883084708	0.0344328567260662	0.0234109685158872	0.0175509539722049
185418	0.005	32.7	-0.4	-0.9	0.1	0.039	0.0026788285964879	77.06199295158375	-0.0784902670085956	-0.2980367514230977	0.2097450948785915	0.0741362938247616	0.7169516464284978	0.0421736262604998	157	0.0001483857881853	7.151732432452563	0.0052809678195322	0.0130186809170076	0.0082755497284115	0.0049924206941106
185859	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.005314636052015	39.48906482963387	-0.1756058134573928	-0.2448516317171565	0.196896417486808	0.0245299444530062	2.9387067573038768	0.163261486516882	185	0.0033745798479079	24.94255524319481	0.0954529612430095	0.0163788274738301	0.0100585373298672	0.0104207485797523
203532	0.0075	92.5	-0.23	-0.23	0.23	0.02	0.0025792448204532	80.11979191460684	-0.0871119366660658	-0.3310026907075014	0.1935400602426977	0.0804850958802791	3.025615789291652	0.1779773993700971	123	0.0002068354500168	11.308169526665866	0.0095610234821822	0.0263994788965064	0.0135743363683597	0.0094029609885854
