result_name,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init,B,T,delta_B,zeta,sigma,origin,chi2,redchi,func_evals,B_unc,T_unc,delta_B_unc,zeta_unc,sigma_unc,origin_unc
result1,0.01,2.7,-0.1,-0.1,0.05,0,0.008821274896169011,16.31104924489032,-0.998088575734512,-0.9996760767003516,0.2608263367770371,0.06718319019525332,286.90728242930436,1.6394701853103106,59,0.0016266668133960327,2.024736568051766,0.12004909879842289,0.1301546008819061,0.007007703088355196,0.015567532007137338
result2,0.005,32.7,-0.4,-0.9,0.1,0.039,0.005333112102772387,26.988003492272803,-0.609272833748179,-0.9952923235242541,0.2605740910212339,0.07439230134670938,279.79791018791093,1.5988452010737768,182,0.0011553877268136719,5.0189429353149695,0.10877595712626768,0.14797989883750687,0.007093081335970517,0.01598448786286283
result3,0.002,62.5,-0.8,-0.5,0.3,0.072,0.003380814326522108,47.170174679733975,-0.8482565168348393,-0.9873223928030165,0.3,0.2390877152049109,457.1741835400847,2.612423905943341,271,,,,,,
result4,0.0005,32.5,-0.45,-0.01,0.17,0.012,0.006866942186574673,20.946677949458625,-0.8172106372054366,-0.9991269233083722,0.2597730779510866,0.07771910069090993,284.1031153707421,1.6234463735470976,91,0.0020817410834435917,4.51762898672838,0.1635020445564537,0.17126847005222395,0.007385042759105385,0.017233429298584985
result5,0.0075,92.5,-0.23,-0.23,0.23,0.02,0.0035719842696646555,41.21269992102581,-0.3932143459975843,-0.9470087352578502,0.2598590973020347,0.07772256957524704,276.88854279314864,1.582220244532278,182,0.0009669590344468232,11.169764539345692,0.11153419779904584,0.18034580153477558,0.0068817534281605044,0.01643507354295271
