result_name,B,delta_B,zeta,T_1,T_2,sigma_1,sigma_2,origin_1,origin_2,chi2,redchi,func_evals,B_unc,delta_B_unc,zeta_unc,T_1_unc,sigma_1_unc,origin_1_unc,T_2_unc,sigma_2_unc,origin_2_unc,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init
result1,0.009999890973401033,-0.9975181125306412,0.9999999999932905,99.51184898754937,108.90649010193613,0.29995190568229446,0.3,0.49823188737094637,0.5814162002857037,131136.44165985147,3198.449796581743,813,,,,,,,,,,0.01,2.7,-0.1,-0.1,0.02,0
