result_name,B,delta_B,zeta,T_1,T_2,sigma_1,sigma_2,origin_1,origin_2,chi2,redchi,func_evals,B_unc,delta_B_unc,zeta_unc,T_1_unc,sigma_1_unc,origin_1_unc,T_2_unc,sigma_2_unc,origin_2_unc,B_init,T_init,delta_B_init,zeta_init,sigma_init,origin_init
result1,0.00999462241357025,-0.928526897229627,-0.13000459826494748,17.00327096332103,2.7,0.29999897230878414,0.020000000000000018,0.12436198550545141,0.0,107596.13094014132,6724.758183758832,482,,,,,,,,,,0.01,2.7,-0.1,-0.1,0.02,0
