Filename                                                Object        Setting     Wave_min     Wave_max
HD152408/RED_860/HD152408_w860_n20_20150626_L.fits.gz   HD152408          860      6649.84      8544.26
HD152408/RED_860/HD152408_w860_n20_20150626_U.fits.gz   HD152408          860      8523.30     10426.18
HD152424/BLUE_346/HD152424_w346_n5_20160411_B.fits.gz   HD152424          346      3044.24      3916.66
HD152424/BLUE_437/HD152424_w437_n10_20160411_B.fits.gz  HD152424          437      3732.06      4999.72
HD152424/RED_564/HD152424_w564_n6_20160411_L.fits.gz    HD152424          564      4583.08      5644.24
HD152424/RED_564/HD152424_w564_n6_20160411_U.fits.gz    HD152424          564      5654.48      6686.50
HD152424/RED_860/HD152424_w860_n12_20160411_L.fits.gz   HD152424          860      6649.86      8544.28
HD152424/RED_860/HD152424_w860_n12_20160411_U.fits.gz   HD152424          860      8523.30     10426.12
HD153919/BLUE_346/HD153919_w346_n4_20160707_B.fits.gz   HD153919          346      3044.22      3916.68
HD153919/BLUE_437/HD153919_w437_n5_20160823_B.fits.gz   HD153919          437      3732.06      4999.72
HD153919/BLUE_437/HD153919_w437_n5_20160913_B.fits.gz   HD153919          437      3732.10      4999.74
HD153919/BLUE_437/HD153919_w437_n5_20170503_B.fits.gz   HD153919          437      3732.08      4999.74
HD153919/RED_564/HD153919_w564_n8_20160707_L.fits.gz    HD153919          564      4583.10      5644.26
HD153919/RED_564/HD153919_w564_n8_20160707_U.fits.gz    HD153919          564      5654.44      6686.50
HD153919/RED_860/HD153919_w860_n8_20160823_L.fits.gz    HD153919          860      6649.86      8544.28
HD153919/RED_860/HD153919_w860_n8_20160823_U.fits.gz    HD153919          860      8523.26     10426.16
HD153919/RED_860/HD153919_w860_n8_20160913_L.fits.gz    HD153919          860      6649.84      8544.28
HD153919/RED_860/HD153919_w860_n8_20160913_U.fits.gz    HD153919          860      8523.26     10426.14
HD153919/RED_860/HD153919_w860_n8_20170503_L.fits.gz    HD153919          860      6649.82      8544.24
HD153919/RED_860/HD153919_w860_n8_20170503_U.fits.gz    HD153919          860      8523.18     10426.10
HD154043/BLUE_346/HD154043_w346_n2_20170502_B.fits.gz   HD154043          346      3024.32      3884.30
HD154043/BLUE_437/HD154043_w437_n3_20150907_B.fits.gz   HD154043          437      3732.10      4999.78
HD154043/BLUE_437/HD154043_w437_n8_20150821_B.fits.gz   HD154043          437      3732.10      4999.78
HD154043/RED_564/HD154043_w564_n3_20170502_L.fits.gz    HD154043          564      4583.08      5644.22
HD154043/RED_564/HD154043_w564_n3_20170502_U.fits.gz    HD154043          564      5654.46      6686.48
HD154043/RED_860/HD154043_w860_n12_20150821_L.fits.gz   HD154043          860      6649.84      8544.28
HD154043/RED_860/HD154043_w860_n12_20150821_U.fits.gz   HD154043          860      8523.28     10426.18
HD154043/RED_860/HD154043_w860_n4_20150907_L.fits.gz    HD154043          860      6649.84      8544.28
HD154043/RED_860/HD154043_w860_n4_20150907_U.fits.gz    HD154043          860      8523.26     10426.16
HD155806/BLUE_346/HD155806_w346_n28_20150703_B.fits.gz  HD155806          346      3024.32      3884.36
HD155806/BLUE_437/HD155806_w437_n14_20150720_B.fits.gz  HD155806          437      3732.10      4999.78
HD155806/BLUE_437/HD155806_w437_n8_20150719_B.fits.gz   HD155806          437      3732.10      4999.78
HD155806/RED_564/HD155806_w564_n24_20150703_L.fits.gz   HD155806          564      4583.12      5644.30
HD155806/RED_564/HD155806_w564_n24_20150703_U.fits.gz   HD155806          564      5654.54      6686.54
HD155806/RED_860/HD155806_w860_n11_20150720_L.fits.gz   HD155806          860      6649.84      8544.28
HD155806/RED_860/HD155806_w860_n11_20150720_U.fits.gz   HD155806          860      8523.28     10426.08
HD155806/RED_860/HD155806_w860_n9_20150719_L.fits.gz    HD155806          860      6649.84      8544.28
HD155806/RED_860/HD155806_w860_n9_20150719_U.fits.gz    HD155806          860      8523.28     10426.06
HD157246/BLUE_346/HD157246_w346_n32_20150720_B.fits.gz  HD157246          346      3024.32      3884.36
HD157246/BLUE_437/HD157246_w437_n25_20150720_B.fits.gz  HD157246          437      3732.10      4999.78
HD157246/RED_564/HD157246_w564_n24_20150720_L.fits.gz   HD157246          564      4583.12      5644.30
HD157246/RED_564/HD157246_w564_n24_20150720_U.fits.gz   HD157246          564      5654.52      6686.52
HD157246/RED_860/HD157246_w860_n20_20150720_L.fits.gz   HD157246          860      6649.84      8544.26
HD157246/RED_860/HD157246_w860_n20_20150720_U.fits.gz   HD157246          860      8523.26     10426.10
HD157978/BLUE_346/HD157978_w346_n7_20160508_B.fits.gz   HD157978          346      3044.22      3916.68
HD157978/BLUE_346/HD157978_w346_n7_20160616_B.fits.gz   HD157978          346      3044.24      3916.66
HD157978/BLUE_437/HD157978_w437_n11_20160616_B.fits.gz  HD157978          437      3732.10      4999.72
HD157978/RED_564/HD157978_w564_n8_20160508_L.fits.gz    HD157978          564      4583.08      5644.26
HD157978/RED_564/HD157978_w564_n8_20160508_U.fits.gz    HD157978          564      5654.46      6686.48
HD157978/RED_564/HD157978_w564_n8_20160616_L.fits.gz    HD157978          564      4583.08      5644.24
HD157978/RED_564/HD157978_w564_n8_20160616_U.fits.gz    HD157978          564      5654.48      6686.46
HD157978/RED_860/HD157978_w860_n14_20160616_L.fits.gz   HD157978          860      6649.84      8544.26
HD157978/RED_860/HD157978_w860_n14_20160616_U.fits.gz   HD157978          860      8523.20     10426.12
HD158926/BLUE_346/HD158926_w346_n30_20150720_B.fits.gz  HD158926          346      3024.32      3884.36
HD158926/BLUE_437/HD158926_w437_n78_20150721_B.fits.gz  HD158926          437      3732.10      4999.78
HD158926/RED_564/HD158926_w564_n24_20150720_L.fits.gz   HD158926          564      4583.12      5644.30
HD158926/RED_564/HD158926_w564_n24_20150720_U.fits.gz   HD158926          564      5654.52      6686.54
HD158926/RED_860/HD158926_w860_n60_20150721_L.fits.gz   HD158926          860      6649.82      8544.26
HD158926/RED_860/HD158926_w860_n60_20150721_U.fits.gz   HD158926          860      8523.22     10426.60
HD161056/BLUE_346/HD161056_w346_n2_20170615_B.fits.gz   HD161056          346      3024.14      3884.28
HD161056/BLUE_346/HD161056_w346_n2_20170701_B.fits.gz   HD161056          346      3024.32      3884.30
HD161056/BLUE_437/HD161056_w437_n6_20170508_B.fits.gz   HD161056          437      3732.08      4999.72
HD161056/RED_564/HD161056_w564_n3_20170615_L.fits.gz    HD161056          564      4583.06      5644.24
HD161056/RED_564/HD161056_w564_n3_20170615_U.fits.gz    HD161056          564      5654.46      6686.50
HD161056/RED_564/HD161056_w564_n3_20170701_L.fits.gz    HD161056          564      4583.06      5644.22
HD161056/RED_564/HD161056_w564_n3_20170701_U.fits.gz    HD161056          564      5654.46      6686.40
HD161056/RED_860/HD161056_w860_n10_20170508_L.fits.gz   HD161056          860      6649.82      8544.26
HD161056/RED_860/HD161056_w860_n10_20170508_U.fits.gz   HD161056          860      8523.22     10426.14
HD164073/BLUE_437/HD164073_w437_n6_20160913_B.fits.gz   HD164073          437      3732.10      4999.74
HD164073/RED_860/HD164073_w860_n8_20160913_L.fits.gz    HD164073          860      6649.82      8544.28
HD164073/RED_860/HD164073_w860_n8_20160913_U.fits.gz    HD164073          860      8523.26     10426.16
HD164353/BLUE_346/HD164353_w346_n10_20170615_B.fits.gz  HD164353          346      3024.20      3884.28
HD164353/BLUE_437/HD164353_w437_n12_20170414_B.fits.gz  HD164353          437      3732.08      4999.72
HD164353/RED_564/HD164353_w564_n10_20170615_L.fits.gz   HD164353          564      4583.06      5644.24
HD164353/RED_564/HD164353_w564_n10_20170615_U.fits.gz   HD164353          564      5654.46      6686.50
HD164353/RED_860/HD164353_w860_n10_20170414_L.fits.gz   HD164353          860      6649.82      8544.24
HD164353/RED_860/HD164353_w860_n10_20170414_U.fits.gz   HD164353          860      8523.20     10426.26
HD164740/BLUE_437/HD164740_w437_n2_20170503_B.fits.gz   HD164740          437      3732.08      4999.74
HD164740/RED_860/HD164740_w860_n2_20170503_L.fits.gz    HD164740          860      6649.82      8544.24
HD164740/RED_860/HD164740_w860_n2_20170503_U.fits.gz    HD164740          860      8523.20     10426.10
HD164906/BLUE_437/HD164906_w437_n2_20170615_B.fits.gz   HD164906          437      3732.08      4999.74
HD164906/RED_860/HD164906_w860_n4_20170615_L.fits.gz    HD164906          860      6649.82      8544.26
HD164906/RED_860/HD164906_w860_n4_20170615_U.fits.gz    HD164906          860      8523.22     10426.12
HD166937/BLUE_346/HD166937_w346_n10_20170508_B.fits.gz  HD166937          346      3024.28      3884.30
HD166937/BLUE_437/HD166937_w437_n10_20170521_B.fits.gz  HD166937          437      3732.08      4999.74
HD166937/RED_564/HD166937_w564_n10_20170508_L.fits.gz   HD166937          564      4583.08      5644.24
HD166937/RED_564/HD166937_w564_n10_20170508_U.fits.gz   HD166937          564      5654.44      6686.48
HD166937/RED_860/HD166937_w860_n10_20170521_L.fits.gz   HD166937          860      6649.82      8544.26
HD166937/RED_860/HD166937_w860_n10_20170521_U.fits.gz   HD166937          860      8523.18     10426.14
HD167264/BLUE_346/HD167264_w346_n10_20160323_B.fits.gz  HD167264          346      3024.36      3884.30
HD167264/BLUE_346/HD167264_w346_n1_20151014_B.fits.gz   HD167264          346      3024.36      3884.36
HD167264/BLUE_346/HD167264_w346_n1_20151015_B.fits.gz   HD167264          346      3024.36      3884.36
HD167264/BLUE_346/HD167264_w346_n26_20140915_B.fits.gz  HD167264          346      3044.22      3916.72
HD167264/BLUE_346/HD167264_w346_n26_20140916_B.fits.gz  HD167264          346      3044.20      3916.70
HD167264/BLUE_437/HD167264_w437_n12_20160505_B.fits.gz  HD167264          437      3732.06      4999.72
HD167264/BLUE_437/HD167264_w437_n18_20140920_B.fits.gz  HD167264          437      3732.10      4999.78
HD167264/BLUE_437/HD167264_w437_n22_20140915_B.fits.gz  HD167264          437      3732.10      4999.78
HD167264/BLUE_437/HD167264_w437_n3_20160411_B.fits.gz   HD167264          437      3732.10      4999.72
HD167264/BLUE_437/HD167264_w437_n4_20140919_B.fits.gz   HD167264          437      3732.10      4999.78
HD167264/RED_564/HD167264_w564_n10_20160323_L.fits.gz   HD167264          564      4583.08      5644.24
HD167264/RED_564/HD167264_w564_n10_20160323_U.fits.gz   HD167264          564      5654.48      6686.46
HD167264/RED_564/HD167264_w564_n24_20140915_L.fits.gz   HD167264          564      4582.92      5644.30
HD167264/RED_564/HD167264_w564_n24_20140915_U.fits.gz   HD167264          564      5654.56      6686.70
HD167264/RED_564/HD167264_w564_n24_20140916_L.fits.gz   HD167264          564      4582.92      5644.30
HD167264/RED_564/HD167264_w564_n24_20140916_U.fits.gz   HD167264          564      5654.52      6686.68
HD167264/RED_564/HD167264_w564_n2_20151014_L.fits.gz    HD167264          564      4583.12      5644.30
HD167264/RED_564/HD167264_w564_n2_20151014_U.fits.gz    HD167264          564      5654.52      6686.54
HD167264/RED_860/HD167264_w860_n12_20160505_L.fits.gz   HD167264          860      6649.76      8544.28
HD167264/RED_860/HD167264_w860_n12_20160505_U.fits.gz   HD167264          860      8523.34     10426.96
HD167264/RED_860/HD167264_w860_n16_20140920_L.fits.gz   HD167264          860      6649.54      8544.26
HD167264/RED_860/HD167264_w860_n16_20140920_U.fits.gz   HD167264          860      8523.30     10426.76
HD167264/RED_860/HD167264_w860_n20_20140915_L.fits.gz   HD167264          860      6649.52      8544.26
HD167264/RED_860/HD167264_w860_n20_20140915_U.fits.gz   HD167264          860      8523.20     10426.68
HD167264/RED_860/HD167264_w860_n3_20160411_L.fits.gz    HD167264          860      6649.86      8544.28
HD167264/RED_860/HD167264_w860_n3_20160411_U.fits.gz    HD167264          860      8523.30     10426.18
HD167264/RED_860/HD167264_w860_n4_20140919_L.fits.gz    HD167264          860      6649.54      8544.28
HD167264/RED_860/HD167264_w860_n4_20140919_U.fits.gz    HD167264          860      8523.34     10426.34
HD167838/BLUE_346/HD167838_w346_n4_20160808_B.fits.gz   HD167838          346      3044.22      3916.68
HD167838/BLUE_437/HD167838_w437_n3_20160825_B.fits.gz   HD167838          437      3732.06      4999.72
HD167838/RED_564/HD167838_w564_n6_20160808_L.fits.gz    HD167838          564      4583.08      5644.26
HD167838/RED_564/HD167838_w564_n6_20160808_U.fits.gz    HD167838          564      5654.48      6686.50
HD167838/RED_860/HD167838_w860_n5_20160825_L.fits.gz    HD167838          860      6649.86      8544.28
HD167838/RED_860/HD167838_w860_n5_20160825_U.fits.gz    HD167838          860      8523.30     10426.16
HD167971/BLUE_346/HD167971_w346_n10_20140921_B.fits.gz  HD167971          346      3044.24      3916.72
HD167971/BLUE_437/HD167971_w437_n20_20140920_B.fits.gz  HD167971          437      3732.10      4999.78
HD167971/RED_564/HD167971_w564_n26_20140921_L.fits.gz   HD167971          564      4582.90      5644.30
HD167971/RED_564/HD167971_w564_n26_20140921_U.fits.gz   HD167971          564      5654.52      6686.72
HD167971/RED_860/HD167971_w860_n40_20140920_L.fits.gz   HD167971          860      6649.54      8544.26
HD167971/RED_860/HD167971_w860_n40_20140920_U.fits.gz   HD167971          860      8523.26     10426.86
HD169454/BLUE_346/HD169454_w346_n2_20160714_B.fits.gz   HD169454          346      3044.20      3916.68
HD169454/BLUE_346/HD169454_w346_n2_20160724_B.fits.gz   HD169454          346      3044.22      3916.66
HD169454/BLUE_437/HD169454_w437_n3_20160728_B.fits.gz   HD169454          437      3732.08      4999.72
HD169454/BLUE_437/HD169454_w437_n3_20160808_B.fits.gz   HD169454          437      3732.04      4999.72
HD169454/RED_564/HD169454_w564_n4_20160724_L.fits.gz    HD169454          564      4583.08      5644.24
HD169454/RED_564/HD169454_w564_n4_20160724_U.fits.gz    HD169454          564      5654.48      6686.44
HD169454/RED_564/HD169454_w564_n6_20160714_L.fits.gz    HD169454          564      4583.08      5644.26
HD169454/RED_564/HD169454_w564_n6_20160714_U.fits.gz    HD169454          564      5654.48      6686.52
HD169454/RED_860/HD169454_w860_n6_20160728_L.fits.gz    HD169454          860      6649.86      8544.28
HD169454/RED_860/HD169454_w860_n6_20160728_U.fits.gz    HD169454          860      8523.26     10426.34
HD169454/RED_860/HD169454_w860_n6_20160808_L.fits.gz    HD169454          860      6649.86      8544.28
HD169454/RED_860/HD169454_w860_n6_20160808_U.fits.gz    HD169454          860      8523.28     10426.16
HD170740/BLUE_346/HD170740_w346_n20_20140916_B.fits.gz  HD170740          346      3044.24      3916.70
HD170740/BLUE_346/HD170740_w346_n20_20150424_B.fits.gz  HD170740          346      3044.26      3916.70
HD170740/BLUE_346/HD170740_w346_n2_20160505_B.fits.gz   HD170740          346      3044.22      3916.66
HD170740/BLUE_346/HD170740_w346_n6_20160612_B.fits.gz   HD170740          346      3044.22      3916.66
HD170740/BLUE_346/HD170740_w346_n9_20170701_B.fits.gz   HD170740          346      3024.30      3884.30
HD170740/BLUE_437/HD170740_w437_n10_20160613_B.fits.gz  HD170740          437      3732.06      4999.72
HD170740/BLUE_437/HD170740_w437_n14_20170705_B.fits.gz  HD170740          437      3732.10      4999.72
HD170740/BLUE_437/HD170740_w437_n20_20140915_B.fits.gz  HD170740          437      3732.10      4999.78
HD170740/BLUE_437/HD170740_w437_n20_20140916_B.fits.gz  HD170740          437      3732.10      4999.78
HD170740/BLUE_437/HD170740_w437_n20_20150626_B.fits.gz  HD170740          437      3732.12      4999.76
HD170740/RED_564/HD170740_w564_n10_20170701_L.fits.gz   HD170740          564      4583.08      5644.22
HD170740/RED_564/HD170740_w564_n10_20170701_U.fits.gz   HD170740          564      5654.46      6686.48
HD170740/RED_564/HD170740_w564_n24_20140916_L.fits.gz   HD170740          564      4582.92      5644.30
HD170740/RED_564/HD170740_w564_n24_20140916_U.fits.gz   HD170740          564      5654.52      6686.70
HD170740/RED_564/HD170740_w564_n24_20150424_L.fits.gz   HD170740          564      4583.02      5644.24
HD170740/RED_564/HD170740_w564_n24_20150424_U.fits.gz   HD170740          564      5654.48      6686.52
HD170740/RED_564/HD170740_w564_n2_20160505_L.fits.gz    HD170740          564      4583.08      5644.24
HD170740/RED_564/HD170740_w564_n2_20160505_U.fits.gz    HD170740          564      5654.48      6686.46
HD170740/RED_564/HD170740_w564_n9_20160612_L.fits.gz    HD170740          564      4583.08      5644.24
HD170740/RED_564/HD170740_w564_n9_20160612_U.fits.gz    HD170740          564      5654.46      6686.48
HD170740/RED_860/HD170740_w860_n12_20160613_L.fits.gz   HD170740          860      6649.84      8544.28
HD170740/RED_860/HD170740_w860_n12_20160613_U.fits.gz   HD170740          860      8523.22     10426.14
HD170740/RED_860/HD170740_w860_n16_20170705_L.fits.gz   HD170740          860      6649.82      8544.26
HD170740/RED_860/HD170740_w860_n16_20170705_U.fits.gz   HD170740          860      8523.20     10426.16
HD170740/RED_860/HD170740_w860_n20_20140915_L.fits.gz   HD170740          860      6649.52      8544.26
HD170740/RED_860/HD170740_w860_n20_20140915_U.fits.gz   HD170740          860      8523.20     10426.70
HD170740/RED_860/HD170740_w860_n20_20140916_L.fits      HD170740          860      6649.52      8544.26
HD170740/RED_860/HD170740_w860_n20_20140916_U.fits.gz   HD170740          860      8523.22     10426.52
HD170740/RED_860/HD170740_w860_n20_20150626_L.fits.gz   HD170740          860      6649.86      8544.28
HD170740/RED_860/HD170740_w860_n20_20150626_U.fits.gz   HD170740          860      8523.28     10426.26
HD170938/BLUE_437/HD170938_w437_n2_20160728_B.fits.gz   HD170938          437      3732.08      4999.72
HD170938/RED_860/HD170938_w860_n4_20160728_L.fits.gz    HD170938          860      6649.84      8544.28
HD170938/RED_860/HD170938_w860_n4_20160728_U.fits.gz    HD170938          860      8523.24     10426.26
HD171957/BLUE_346/HD171957_w346_n4_20160613_B.fits.gz   HD171957          346      3044.22      3916.66
HD171957/BLUE_437/HD171957_w437_n5_20160628_B.fits.gz   HD171957          437      3732.06      4999.72
HD171957/BLUE_437/HD171957_w437_n6_20160624_B.fits.gz   HD171957          437      3732.08      4999.72
HD171957/RED_564/HD171957_w564_n8_20160613_L.fits.gz    HD171957          564      4583.08      5644.24
HD171957/RED_564/HD171957_w564_n8_20160613_U.fits.gz    HD171957          564      5654.46      6686.48
HD171957/RED_860/HD171957_w860_n10_20160624_L.fits.gz   HD171957          860      6649.82      8544.26
HD171957/RED_860/HD171957_w860_n10_20160624_U.fits.gz   HD171957          860      8523.24     10426.16
HD171957/RED_860/HD171957_w860_n8_20160628_L.fits.gz    HD171957          860      6649.82      8544.26
HD171957/RED_860/HD171957_w860_n8_20160628_U.fits.gz    HD171957          860      8523.20     10426.10
HD172694/BLUE_346/HD172694_w346_n4_20150911_B.fits.gz   HD172694          346      3024.32      3884.34
HD172694/BLUE_346/HD172694_w346_n5_20150816_B.fits.gz   HD172694          346      3044.26      3916.72
HD172694/BLUE_437/HD172694_w437_n4_20150912_B.fits.gz   HD172694          437      3732.10      4999.78
HD172694/RED_564/HD172694_w564_n4_20150911_L.fits.gz    HD172694          564      4583.12      5644.30
HD172694/RED_564/HD172694_w564_n4_20150911_U.fits.gz    HD172694          564      5654.54      6686.54
HD172694/RED_564/HD172694_w564_n6_20150816_L.fits.gz    HD172694          564      4583.14      5644.30
HD172694/RED_564/HD172694_w564_n6_20150816_U.fits.gz    HD172694          564      5654.54      6686.56
HD172694/RED_860/HD172694_w860_n6_20150912_L.fits.gz    HD172694          860      6649.84      8544.28
HD172694/RED_860/HD172694_w860_n6_20150912_U.fits.gz    HD172694          860      8523.34     10426.02
HD180554/BLUE_346/HD180554_w346_n15_20160612_B.fits.gz  HD180554          346      3044.24      3916.66
HD180554/BLUE_437/HD180554_w437_n14_20160613_B.fits.gz  HD180554          437      3732.06      4999.70
HD180554/RED_564/HD180554_w564_n13_20160612_L.fits.gz   HD180554          564      4583.08      5644.24
HD180554/RED_564/HD180554_w564_n13_20160612_U.fits.gz   HD180554          564      5654.46      6686.48
HD180554/RED_860/HD180554_w860_n12_20160613_L.fits.gz   HD180554          860      6649.84      8544.28
HD180554/RED_860/HD180554_w860_n12_20160613_U.fits.gz   HD180554          860      8523.22     10426.14
HD184915/BLUE_346/HD184915_w346_n15_20160609_B.fits.gz  HD184915          346      3044.22      3916.68
HD184915/BLUE_346/HD184915_w346_n27_20140916_B.fits.gz  HD184915          346      3044.24      3916.70
HD184915/BLUE_346/HD184915_w346_n29_20140915_B.fits.gz  HD184915          346      3044.22      3916.70
HD184915/BLUE_437/HD184915_w437_n16_20160612_B.fits.gz  HD184915          437      3732.08      4999.70
HD184915/BLUE_437/HD184915_w437_n24_20140915_B.fits.gz  HD184915          437      3732.10      4999.78
HD184915/BLUE_437/HD184915_w437_n24_20140920_B.fits.gz  HD184915          437      3732.10      4999.78
HD184915/RED_564/HD184915_w564_n13_20160609_L.fits.gz   HD184915          564      4583.08      5644.26
HD184915/RED_564/HD184915_w564_n13_20160609_U.fits.gz   HD184915          564      5654.48      6686.50
HD184915/RED_564/HD184915_w564_n24_20140915_L.fits.gz   HD184915          564      4582.92      5644.30
HD184915/RED_564/HD184915_w564_n24_20140915_U.fits.gz   HD184915          564      5654.54      6686.70
HD184915/RED_564/HD184915_w564_n27_20140916_L.fits.gz   HD184915          564      4582.92      5644.30
HD184915/RED_564/HD184915_w564_n27_20140916_U.fits.gz   HD184915          564      5654.52      6686.70
HD184915/RED_860/HD184915_w860_n15_20160612_L.fits.gz   HD184915          860      6649.84      8544.26
HD184915/RED_860/HD184915_w860_n15_20160612_U.fits.gz   HD184915          860      8523.28     10426.16
HD184915/RED_860/HD184915_w860_n20_20140915_L.fits.gz   HD184915          860      6649.52      8544.26
HD184915/RED_860/HD184915_w860_n20_20140915_U.fits.gz   HD184915          860      8523.20     10426.64
HD184915/RED_860/HD184915_w860_n20_20140920_L.fits.gz   HD184915          860      6649.54      8544.26
HD184915/RED_860/HD184915_w860_n20_20140920_U.fits.gz   HD184915          860      8523.26     10426.46
HD185418/BLUE_346/HD185418_w346_n10_20140922_B.fits.gz  HD185418          346      3044.16      3916.72
HD185418/BLUE_346/HD185418_w346_n10_20140923_B.fits.gz  HD185418          346      3044.18      3916.72
HD185418/BLUE_437/HD185418_w437_n10_20140923_B.fits.gz  HD185418          437      3732.10      4999.76
HD185418/BLUE_437/HD185418_w437_n1_20140924_B.fits.gz   HD185418          437      3732.10      4999.78
HD185418/RED_564/HD185418_w564_n11_20140922_L.fits.gz   HD185418          564      4582.90      5644.28
HD185418/RED_564/HD185418_w564_n11_20140922_U.fits.gz   HD185418          564      5654.54      6686.68
HD185418/RED_564/HD185418_w564_n11_20140923_L.fits.gz   HD185418          564      4582.90      5644.30
HD185418/RED_564/HD185418_w564_n11_20140923_U.fits.gz   HD185418          564      5654.54      6686.66
HD185418/RED_860/HD185418_w860_n12_20140923_L.fits.gz   HD185418          860      6649.54      8544.28
HD185418/RED_860/HD185418_w860_n12_20140923_U.fits.gz   HD185418          860      8523.26     10426.34
HD185418/RED_860/HD185418_w860_n12_20140924_L.fits.gz   HD185418          860      6649.52      8544.26
HD185418/RED_860/HD185418_w860_n12_20140924_U.fits.gz   HD185418          860      8523.24     10426.36
HD185859/BLUE_346/HD185859_w346_n4_20160813_B.fits.gz   HD185859          346      3044.22      3916.68
HD185859/BLUE_346/HD185859_w346_n4_20160814_B.fits.gz   HD185859          346      3044.22      3916.68
HD185859/BLUE_346/HD185859_w346_n8_20150920_B.fits.gz   HD185859          346      3044.28      3916.72
HD185859/BLUE_437/HD185859_w437_n21_20160907_B.fits.gz  HD185859          437      3732.06      4999.74
HD185859/BLUE_437/HD185859_w437_n5_20160813_B.fits.gz   HD185859          437      3732.08      4999.74
HD185859/BLUE_437/HD185859_w437_n5_20160905_B.fits.gz   HD185859          437      3732.06      4999.74
HD185859/RED_564/HD185859_w564_n10_20150920_L.fits.gz   HD185859          564      4583.12      5644.28
HD185859/RED_564/HD185859_w564_n10_20150920_U.fits.gz   HD185859          564      5654.52      6686.56
HD185859/RED_564/HD185859_w564_n8_20160813_L.fits.gz    HD185859          564      4583.10      5644.26
HD185859/RED_564/HD185859_w564_n8_20160813_U.fits.gz    HD185859          564      5654.48      6686.54
HD185859/RED_564/HD185859_w564_n8_20160814_L.fits.gz    HD185859          564      4583.10      5644.26
HD185859/RED_564/HD185859_w564_n8_20160814_U.fits.gz    HD185859          564      5654.50      6686.48
HD185859/RED_860/HD185859_w860_n26_20160907_L.fits.gz   HD185859          860      6649.86      8544.32
HD185859/RED_860/HD185859_w860_n26_20160907_U.fits.gz   HD185859          860      8523.22     10426.16
HD185859/RED_860/HD185859_w860_n8_20160813_L.fits.gz    HD185859          860      6649.86      8544.30
HD185859/RED_860/HD185859_w860_n8_20160813_U.fits.gz    HD185859          860      8523.24     10428.06
HD185859/RED_860/HD185859_w860_n8_20160905_L.fits.gz    HD185859          860      6649.86      8544.28
HD185859/RED_860/HD185859_w860_n8_20160905_U.fits.gz    HD185859          860      8523.24     10426.16
HD186745/BLUE_346/HD186745_w346_n3_20150920_B.fits.gz   HD186745          346      3044.28      3916.72
HD186745/BLUE_346/HD186745_w346_n3_20160909_B.fits.gz   HD186745          346      3044.22      3916.68
HD186745/BLUE_437/HD186745_w437_n1_20160908_B.fits.gz   HD186745          437      3732.10      4999.72
HD186745/BLUE_437/HD186745_w437_n3_20160909_B.fits.gz   HD186745          437      3732.10      4999.74
HD186745/RED_564/HD186745_w564_n5_20150920_L.fits.gz    HD186745          564      4583.12      5644.28
HD186745/RED_564/HD186745_w564_n5_20150920_U.fits.gz    HD186745          564      5654.52      6686.56
HD186745/RED_564/HD186745_w564_n5_20160909_L.fits.gz    HD186745          564      4583.08      5644.24
HD186745/RED_564/HD186745_w564_n5_20160909_U.fits.gz    HD186745          564      5654.48      6686.48
HD186745/RED_860/HD186745_w860_n2_20160908_L.fits.gz    HD186745          860      6649.86      8544.26
HD186745/RED_860/HD186745_w860_n2_20160908_U.fits.gz    HD186745          860      8523.26     10426.16
HD186745/RED_860/HD186745_w860_n8_20160909_L.fits.gz    HD186745          860      6649.86      8544.28
HD186745/RED_860/HD186745_w860_n8_20160909_U.fits.gz    HD186745          860      8523.26     10426.16
HD186841/BLUE_346/HD186841_w346_n2_20160909_B.fits.gz   HD186841          346      3044.22      3916.68
HD186841/BLUE_346/HD186841_w346_n4_20160910_B.fits.gz   HD186841          346      3044.24      3916.66
HD186841/BLUE_437/HD186841_w437_n4_20160909_B.fits.gz   HD186841          437      3732.10      4999.74
HD186841/BLUE_437/HD186841_w437_n5_20160910_B.fits.gz   HD186841          437      3732.10      4999.72
HD186841/RED_564/HD186841_w564_n3_20160909_L.fits.gz    HD186841          564      4583.08      5644.24
HD186841/RED_564/HD186841_w564_n3_20160909_U.fits.gz    HD186841          564      5654.48      6686.48
HD186841/RED_564/HD186841_w564_n6_20160910_L.fits.gz    HD186841          564      4583.10      5644.24
HD186841/RED_564/HD186841_w564_n6_20160910_U.fits.gz    HD186841          564      5654.48      6686.50
HD186841/RED_860/HD186841_w860_n6_20160909_L.fits.gz    HD186841          860      6649.86      8544.28
HD186841/RED_860/HD186841_w860_n6_20160909_U.fits.gz    HD186841          860      8523.26     10426.16
HD186841/RED_860/HD186841_w860_n6_20160910_L.fits.gz    HD186841          860      6649.86      8544.28
HD186841/RED_860/HD186841_w860_n6_20160910_U.fits.gz    HD186841          860      8523.26     10426.14
HD203532/BLUE_346/HD203532_w346_n18_20140923_B.fits.gz  HD203532          346      3044.18      3916.72
HD203532/BLUE_346/HD203532_w346_n5_20160724_B.fits.gz   HD203532          346      3044.22      3916.66
HD203532/BLUE_437/HD203532_w437_n10_20160724_B.fits.gz  HD203532          437      3732.06      4999.70
HD203532/BLUE_437/HD203532_w437_n40_20140923_B.fits.gz  HD203532          437      3732.10      4999.76
HD203532/RED_564/HD203532_w564_n24_20140923_L.fits.gz   HD203532          564      4582.90      5644.30
