3.301901191128302798e+03 1.005225565428297996e+00 7.052501893743310345e-03
3.301910368578915950e+03 1.002674468697634991e+00 7.040931602623885094e-03
3.301919546029529101e+03 1.000593136320342191e+00 7.031744800382240014e-03
3.301928723480142253e+03 1.000498642762211343e+00 7.029659565236347912e-03
3.301937900930755404e+03 1.000984120631803309e+00 7.026331496723456881e-03
3.301947078381368101e+03 1.000540860392088893e+00 7.014465065796342443e-03
3.301956255831981252e+03 9.999564199438992773e-01 7.000576473284724453e-03
3.301965433282594404e+03 9.988600564127115833e-01 6.987374188151631617e-03
3.301974610733207555e+03 9.973623986234203542e-01 6.977142227770168591e-03
3.301983788183820707e+03 9.995917894792976099e-01 6.980156116532943399e-03
3.301992965634433858e+03 1.002205276173997461e+00 6.995270540716846779e-03
3.302002143085046555e+03 1.000453715880558869e+00 6.999239512235636701e-03
3.302011320535659706e+03 9.997840402257623937e-01 7.001204151531850023e-03
3.302020497986272858e+03 1.002116298075288237e+00 7.015605447016242877e-03
3.302029675436886009e+03 1.002259247237248463e+00 7.019609629607534949e-03
3.302038852887499161e+03 1.001646278874135376e+00 7.014126552026116526e-03
3.302048030338112312e+03 1.001342745281742497e+00 6.998184902665550121e-03
3.302057207788725009e+03 1.002356657927523820e+00 6.986851230982270289e-03
3.302066385239338160e+03 1.004709369810069752e+00 6.990896891270117521e-03
3.302075562689951312e+03 1.026976175118263557e+00 7.217255294631142945e-03
3.302084740140564463e+03 1.060828078052188372e+00 7.587744999084132698e-03
3.302093917591177615e+03 1.049646641371161149e+00 7.478251522175411413e-03
3.302103095041790311e+03 1.011267745696585063e+00 7.106937726789736703e-03
3.302112272492403463e+03 9.951784320429142294e-01 6.973290981096585094e-03
3.302121449943016614e+03 9.931449037563906401e-01 6.978955038353731877e-03
3.302130627393629766e+03 9.918927659225548199e-01 6.982333819212615568e-03
3.302139804844242917e+03 9.923795418572185500e-01 6.977220556551515934e-03
3.302148982294856069e+03 9.938664853865033511e-01 6.975312874758894666e-03
3.302158159745468765e+03 9.947970670833177209e-01 6.975482029749438886e-03
3.302167337196081917e+03 9.963947732088773712e-01 6.982298297201783646e-03
3.302176514646695068e+03 9.987155338279360972e-01 6.994309039508923680e-03
3.302185692097308220e+03 9.981514453010119636e-01 6.987467590276325025e-03
3.302194869547921371e+03 9.958128229373466311e-01 6.968325132600749865e-03
3.302204046998534523e+03 9.971164366121175737e-01 6.982778850479464013e-03
3.302213224449147219e+03 1.000718696204414337e+00 7.025324169948431521e-03
3.302222401899760371e+03 1.000999658880020737e+00 7.032642622924697474e-03
3.302231579350373522e+03 9.974202419445991064e-01 7.002067452474585417e-03
3.302240756800986674e+03 9.960245250904754544e-01 6.994272825783824296e-03
3.302249934251599825e+03 9.967014238200027076e-01 6.998415716704731171e-03
3.302259111702212977e+03 9.928310891433195229e-01 6.969525369203287586e-03
3.302268289152825673e+03 9.806675401738864650e-01 6.894651854124230449e-03
3.302277466603438825e+03 9.652536467479455595e-01 6.795593026501574319e-03
3.302286644054051976e+03 9.396038868754538198e-01 6.614738837122474853e-03
3.302295821504665128e+03 9.019694115826701886e-01 6.356846924433926307e-03
3.302304998955278279e+03 8.385997761932418859e-01 5.945135287815063278e-03
3.302314176405890976e+03 7.596837040073538549e-01 5.433434209401878656e-03
3.302323353856504127e+03 6.634959525506398670e-01 4.804232527035851887e-03
3.302332531307117279e+03 5.794347798904392333e-01 4.255493833105811717e-03
3.302341708757730430e+03 5.477991452932636784e-01 4.065746530782194529e-03
3.302350886208343582e+03 5.463177162427215183e-01 4.067714685853119141e-03
3.302360063658956733e+03 5.943052380473605734e-01 4.358299547654386624e-03
3.302369241109569430e+03 6.530132369269703307e-01 4.732208756888788524e-03
3.302378418560182581e+03 6.954727335186597914e-01 5.006294911463914435e-03
3.302387596010795733e+03 7.315498799357609272e-01 5.233443021047616724e-03
3.302396773461408884e+03 7.595319475353373706e-01 5.420363709130624971e-03
3.302405950912022035e+03 7.835248385080406663e-01 5.597850955458783841e-03
3.302415128362635187e+03 8.107599014694608641e-01 5.811552797019087224e-03
3.302424305813247884e+03 8.405277447915121547e-01 6.029591665563919893e-03
3.302433483263861035e+03 8.765777337534593761e-01 6.260918593545004678e-03
3.302442660714474187e+03 9.125534169788458438e-01 6.476972417794958463e-03
3.302451838165087338e+03 9.400573796932762960e-01 6.618071172563956724e-03
3.302461015615700489e+03 9.636405422493490303e-01 6.748527474272189922e-03
3.302470193066313641e+03 9.777594693421964855e-01 6.834365333791300387e-03
3.302479370516926338e+03 9.871013248250959382e-01 6.887078768477704685e-03
3.302488547967539489e+03 9.924921230142311757e-01 6.919885735819242961e-03
3.302497725418152640e+03 9.960347963384038605e-01 6.938483343097709595e-03
3.302506902868765792e+03 1.002054213162024254e+00 6.987533107473411012e-03
3.302516080319378943e+03 1.007563155876967098e+00 7.032956594404487366e-03
3.302525257769992095e+03 1.010371353828138474e+00 7.051780053845676730e-03
3.302534435220604792e+03 1.010026257964934171e+00 7.050169436655712683e-03
3.302543612671217943e+03 1.003648148272660245e+00 6.997329600620640945e-03
3.302552790121831094e+03 9.996120945705359029e-01 6.958805162344727270e-03
3.302561967572444246e+03 1.000188886990149184e+00 6.948509446902318386e-03
3.302571145023057397e+03 1.000102283267031877e+00 6.933467476206643144e-03
3.302580322473670094e+03 1.001601048598652621e+00 6.936864677240878879e-03
3.302589499924283245e+03 1.003713694879551310e+00 6.950125188418732579e-03
3.302598677374896397e+03 1.002227301995520570e+00 6.946751983539789684e-03
3.302607854825509548e+03 9.999105658988950429e-01 6.934197428575746523e-03
3.302617032276122700e+03 1.000729215228212121e+00 6.937718246664876728e-03
3.302626209726735851e+03 1.000885237760831048e+00 6.929882861881534947e-03
3.302635387177348548e+03 9.967253107112049593e-01 6.891711672962757586e-03
3.302644564627961699e+03 9.940981986041372842e-01 6.874988491209272322e-03
3.302653742078574851e+03 9.951806606338789996e-01 6.879355908197887746e-03
3.302662919529188002e+03 9.959552624492471473e-01 6.865040197083826894e-03
3.302672096979801154e+03 9.965758426550014315e-01 6.854715163685365549e-03
3.302681274430414305e+03 9.973353990502166200e-01 6.860801846296051172e-03
3.302690451881027002e+03 9.969900451152448051e-01 6.859890071324810205e-03
3.302699629331640153e+03 9.960681096766232923e-01 6.843169997989661905e-03
3.302708806782253305e+03 9.961632775328688183e-01 6.834433710758150253e-03
3.302717984232866456e+03 9.961562408939587110e-01 6.836423124769518828e-03
3.302727161683479608e+03 9.954369866151677737e-01 6.828972287051263829e-03
3.302736339134092759e+03 9.951293948550081758e-01 6.817543531251163413e-03
3.302745516584705456e+03 9.951858988387156657e-01 6.811988960151955062e-03
3.302754694035318607e+03 9.941206339704755646e-01 6.803583837671586809e-03
3.302763871485931759e+03 9.937180999101962176e-01 6.798475605441349837e-03
3.302773048936544910e+03 9.937158367816695259e-01 6.790984225471963058e-03
3.302782226387158062e+03 9.922963259547505910e-01 6.778878381759344957e-03
3.302791403837770758e+03 9.924177722650041611e-01 6.786438183448746317e-03
3.302800581288383910e+03 9.934005397290420758e-01 6.790964450723077812e-03
3.302809758738997061e+03 9.938109767191674049e-01 6.787041304405289771e-03
3.302818936189610213e+03 9.938065597323226807e-01 6.787395024685774145e-03
3.302828113640223364e+03 9.937254677474934850e-01 6.786730212468911755e-03
3.302837291090836516e+03 9.946909382138963140e-01 6.790637925392279707e-03
3.302846468541449212e+03 9.944693627770346822e-01 6.784970073691190713e-03
3.302855645992062364e+03 9.935377958787749986e-01 6.769935681036552168e-03
3.302864823442675515e+03 9.930142005016292517e-01 6.757332004644090243e-03
3.302874000893288667e+03 9.906198601624153222e-01 6.743078642313387813e-03
3.302883178343901818e+03 9.848375770560419129e-01 6.716350173391527102e-03
3.302892355794514970e+03 9.742864166338031096e-01 6.650959884597713347e-03
3.302901533245127666e+03 9.526876067186210717e-01 6.506970955404442133e-03
3.302910710695740818e+03 9.198395211044729791e-01 6.300258166254090776e-03
3.302919888146353969e+03 8.801768182287557085e-01 6.041584336223920250e-03
3.302929065596967121e+03 8.210356295076287614e-01 5.663765589826945390e-03
3.302938243047580272e+03 7.536968452786343420e-01 5.234053169501173310e-03
3.302947420498193424e+03 7.069593291688532899e-01 4.922494695194302647e-03
3.302956597948806120e+03 6.895391823832055511e-01 4.813421711022927187e-03
3.302965775399419272e+03 7.151891467669403424e-01 4.970488285816511420e-03
3.302974952850032423e+03 7.675522401486236657e-01 5.307163516950623092e-03
3.302984130300645575e+03 8.075251379173449262e-01 5.563433105008242993e-03
3.302993307751258726e+03 8.358828646214175873e-01 5.748056615142760166e-03
3.303002485201871878e+03 8.590766839638103169e-01 5.896153456394812899e-03
3.303011662652484574e+03 8.749155491486617642e-01 5.985927186106640777e-03
3.303020840103097726e+03 8.871444072863700070e-01 6.058706565395466197e-03
3.303030017553710877e+03 8.996266970872988100e-01 6.135897873622552304e-03
3.303039195004324029e+03 9.174858970805360725e-01 6.244432392943480986e-03
3.303048372454937180e+03 9.389551252346296506e-01 6.375372934161456333e-03
3.303057549905549877e+03 9.603264121359509353e-01 6.508889732119898901e-03
3.303066727356163028e+03 9.770029229595889042e-01 6.617117881403640663e-03
3.303075904806776180e+03 9.871629019314860365e-01 6.681078814155743707e-03
3.303085082257389331e+03 9.945667770802854024e-01 6.720654323278734896e-03
3.303094259708002483e+03 9.983809083748098612e-01 6.735274827241640068e-03
3.303103437158615634e+03 1.000086760626537785e+00 6.742157510787079658e-03
3.303112614609228331e+03 1.002501122043971460e+00 6.764137025213640998e-03
3.303121792059841482e+03 1.001302848432751080e+00 6.751289329444970164e-03
3.303130969510454634e+03 9.981255214453844671e-01 6.718567875283840141e-03
3.303140146961067785e+03 9.967259916648784079e-01 6.718035036788684751e-03
3.303149324411680936e+03 9.974929962317817811e-01 6.737207006055835785e-03
3.303158501862294088e+03 9.977132863484950986e-01 6.725426829511636957e-03
3.303167679312906785e+03 9.982407237389762100e-01 6.705386954697031311e-03
3.303176856763519936e+03 1.000896106859015200e+00 6.713721002492093956e-03
3.303186034214133088e+03 1.001956524080275468e+00 6.719411468139260650e-03
3.303195211664746239e+03 1.000288685532525035e+00 6.708211719497378725e-03
3.303204389115359390e+03 9.993733824348266515e-01 6.701253129972041707e-03
3.303213566565972542e+03 9.984064366326091955e-01 6.692694603518381871e-03
3.303222744016585239e+03 9.960735227264252423e-01 6.678385813368390225e-03
3.303231921467198390e+03 9.950051217338635734e-01 6.669794497916234008e-03
3.303241098917811541e+03 9.955155018682338985e-01 6.663551944532522704e-03
3.303250276368424693e+03 9.970000491116597363e-01 6.660414029596565567e-03
3.303259453819037844e+03 9.995623461020175515e-01 6.672577553772515539e-03
3.303268631269650541e+03 1.001716976219544586e+00 6.693496877939560628e-03
3.303277808720263693e+03 1.000430079382616855e+00 6.687033763521073836e-03
3.303286986170876844e+03 9.970555993614779178e-01 6.664371547631520523e-03
3.303296163621489995e+03 9.981965198383173643e-01 6.679541655805669963e-03
3.303305341072103147e+03 1.002481061698003773e+00 6.711864211888061461e-03
3.303314518522716298e+03 1.002717633665191288e+00 6.702441873944535618e-03
