Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit
NaI,3302.368,0.009,9640000.0,8.0,0,-13.827727129404229,-13.927727129404229,-13.72772712940423,0,0,3,0.1,6,100000000000000.0,3301.9404751402,3303.2751169827225,20.0,-13.779770067219685,1.7110354616654277,18534473813081.0
NaI,3302.978,0.00446,9640000.0,8.0,0,-13.827727129404229,-13.927727129404229,-13.72772712940423,0,0,3,0.1,6,100000000000000.0,3301.9404751402,3303.2751169827225,20.0,-13.779770067219685,1.7110354616654277,18534473813081.0
NaI,5889.951,0.641,61600000.0,10.0,0,-13.827727129404229,-13.927727129404229,-13.72772712940423,0,0,3,0.1,6,100000000000000.0,5889.104292534933,5890.745043346589,1.0,-13.779770067219685,1.7110354616654277,18534473813081.0
NaI,5895.924,0.32,61400000.0,10.0,0,-13.827727129404229,-13.927727129404229,-13.72772712940423,0,0,3,0.1,6,100000000000000.0,5895.1562528476015,5896.596366728659,1.0,-13.779770067219685,1.7110354616654277,18534473813081.0
NaI,3302.368,0.009,9640000.0,8.0,1,-22.16992062112396,-22.269920621123962,-22.06992062112396,1,1,5,0.1,6,150000000000.0,3301.9404751402,3303.2751169827225,20.0,-22.07759924548906,0.10000000445824093,12105228067575.098
NaI,3302.978,0.00446,9640000.0,8.0,1,-22.16992062112396,-22.269920621123962,-22.06992062112396,1,1,5,0.1,6,150000000000.0,3301.9404751402,3303.2751169827225,20.0,-22.07759924548906,0.10000000445824093,12105228067575.098
NaI,5889.951,0.641,61600000.0,10.0,1,-22.16992062112396,-22.269920621123962,-22.06992062112396,1,1,5,0.1,6,150000000000.0,5889.104292534933,5890.745043346589,1.0,-22.07759924548906,0.10000000445824093,12105228067575.098
NaI,5895.924,0.32,61400000.0,10.0,1,-22.16992062112396,-22.269920621123962,-22.06992062112396,1,1,5,0.1,6,150000000000.0,5895.1562528476015,5896.596366728659,1.0,-22.07759924548906,0.10000000445824093,12105228067575.098
NaI,3302.368,0.009,9640000.0,8.0,2,-7.363487677221315,-7.463487677221314,-7.263487677221315,2,2,3,0.1,6,500000000000.0,3301.9404751402,3303.2751169827225,20.0,-7.263487874180405,2.552526815066855,795933204374.3622
NaI,3302.978,0.00446,9640000.0,8.0,2,-7.363487677221315,-7.463487677221314,-7.263487677221315,2,2,3,0.1,6,500000000000.0,3301.9404751402,3303.2751169827225,20.0,-7.263487874180405,2.552526815066855,795933204374.3622
NaI,5889.951,0.641,61600000.0,10.0,2,-7.363487677221315,-7.463487677221314,-7.263487677221315,2,2,3,0.1,6,500000000000.0,5889.104292534933,5890.745043346589,1.0,-7.263487874180405,2.552526815066855,795933204374.3622
NaI,5895.924,0.32,61400000.0,10.0,2,-7.363487677221315,-7.463487677221314,-7.263487677221315,2,2,3,0.1,6,500000000000.0,5895.1562528476015,5896.596366728659,1.0,-7.263487874180405,2.552526815066855,795933204374.3622
