Species,WavelengthAir,OscillatorStrength,Gamma,GammaRef,v_comp,v_rad_init,v_rad_min,v_rad_max,b_comp,n_comp,b_init,b_min,b_max,n_init,w_min,w_max,weight,v_rad_fit,b_fit,n_fit,v_rad_err,b_err,n_err
TiII,3066.347,0.0489,250000000.0,10.0,0,12.400460488137316,11.400460488137316,13.400460488137316,0,0,1,0.1,6,100000000000.0,3065.5287413899055,3067.165258610095,1.0,12.42460672353449,4.137154511188664,123177875916.35924,0.03137653918564828,0.0450056186730417,1089465039.4889324
TiII,3072.97,0.121,256000000.0,10.0,0,12.400460488137316,11.400460488137316,13.400460488137316,0,0,1,0.1,6,100000000000.0,3072.1499740339027,3073.790025966097,1.0,12.42460672353449,4.137154511188664,123177875916.35924,0.03137653918564828,0.0450056186730417,1089465039.4889324
TiII,3229.199,0.0687,244000000.0,10.0,0,12.400460488137316,11.400460488137316,13.400460488137316,0,0,1,0.1,6,100000000000.0,3228.485652057426,3229.8411435844564,1.0,12.42460672353449,4.137154511188664,123177875916.35924,0.03137653918564828,0.0450056186730417,1089465039.4889324
TiII,3241.983,0.232,244000000.0,10.0,0,12.400460488137316,11.400460488137316,13.400460488137316,0,0,1,0.1,6,100000000000.0,3241.8861961348825,3242.423162111143,5.0,12.42460672353449,4.137154511188664,123177875916.35924,0.03137653918564828,0.0450056186730417,1089465039.4889324
TiII,3383.7588,0.3586,175000000.0,10.0,0,12.400460488137316,11.400460488137316,13.400460488137316,0,0,1,0.1,6,100000000000.0,3383.564183756947,3384.247513699022,20.0,12.42460672353449,4.137154511188664,123177875916.35924,0.03137653918564828,0.0450056186730417,1089465039.4889324
TiII,3066.347,0.0489,250000000.0,10.0,1,23.18200275355203,22.18200275355203,24.18200275355203,1,1,1,0.1,6,10000000000.0,3065.5287413899055,3067.165258610095,1.0,22.182002816543903,4.4561739035319405,23857859287.612976,0.14544816850648434,0.2586296530899532,1106499103.8010933
TiII,3072.97,0.121,256000000.0,10.0,1,23.18200275355203,22.18200275355203,24.18200275355203,1,1,1,0.1,6,10000000000.0,3072.1499740339027,3073.790025966097,1.0,22.182002816543903,4.4561739035319405,23857859287.612976,0.14544816850648434,0.2586296530899532,1106499103.8010933
TiII,3229.199,0.0687,244000000.0,10.0,1,23.18200275355203,22.18200275355203,24.18200275355203,1,1,1,0.1,6,10000000000.0,3228.485652057426,3229.8411435844564,1.0,22.182002816543903,4.4561739035319405,23857859287.612976,0.14544816850648434,0.2586296530899532,1106499103.8010933
TiII,3241.983,0.232,244000000.0,10.0,1,23.18200275355203,22.18200275355203,24.18200275355203,1,1,1,0.1,6,10000000000.0,3241.8861961348825,3242.423162111143,5.0,22.182002816543903,4.4561739035319405,23857859287.612976,0.14544816850648434,0.2586296530899532,1106499103.8010933
TiII,3383.7588,0.3586,175000000.0,10.0,1,23.18200275355203,22.18200275355203,24.18200275355203,1,1,1,0.1,6,10000000000.0,3383.564183756947,3384.247513699022,20.0,22.182002816543903,4.4561739035319405,23857859287.612976,0.14544816850648434,0.2586296530899532,1106499103.8010933
