Sightline,No. of cloud,Width (b),Width error (+/-),Width error (%),Number Density (N),Number Density error (+/-),Number Density (%),Radial Velocity (V),Radial Velocity error (+/-),Radial Velocity error (%),"Initial values (b, N, V)",chisqr,redchi,Comment
,,2.9073702659684058,,,102901934502.57228,,,9.341710528587535,,,"(5, 300000000000.0, 10.341710528574277)",,,
HD 157246,3,5.866357181987236,,,235266327866.91705,,,-8.603224365126657,,,"(5, 200000000000.0, -8.81585822317979)",172930171.58162397,211924.22987944115,
,,4.352134437507676,,,104788190427.75812,,,0.4771557243743294,,,"(5, 100000000000.0, -0.5228442755872962)",,,
,,5.98023810277942,,,31614795893.76998,,,-24.61392427751024,,,"(8, 50000000000.0, -25.61392340671559)",,,
HD 161056,3,3.235952164439293,0.09332009165253,2.883852631631839,287360366971.08606,23132095173.305603,8.049855802012228,-13.494045987249146,0.0858466693759393,0.6361818349889864,"(3, 300000000000.0, -13.820409095640636)",26544465.474602833,83211.49051599634,
,,3.625336825139745,0.1951832807141005,5.383866110332432,74052729540.37587,3725994241.2688704,5.03154207062326,-31.401341775507536,0.1477794695442238,0.4706151431385299,"(3, 60000000000.0, -31.479154502315083)",,,
,,5.443767190574312,0.7685058797218017,14.117170202510538,152925848009.21127,25941777048.80126,16.963631319696,-19.81453368306632,0.5868763365897388,2.961847833397607,"(3, 70000000000.0, -20.81453367163064)",,,
HD 164073,6,3.287889014764999,0.1117754192157709,3.3996104708467487,322978507064.8483,11805341499.34126,3.6551477083182378,0.2530772900013498,0.0464353704159985,18.348296054438876,"(3, 300000000000.0, -0.268557873539063)",11080163.028107643,15716.543302280345,
,,4.58172777586799,0.2782522989300999,6.073086672579234,219571487069.3827,12165895129.095924,5.54074451627301,-7.728685170175148,0.1088032702243468,1.4077849961364268,"(1, 100000000000.0, -6.935551496750716)",,,
,,4.07681352055541,0.1910049163885677,4.685152151932274,142481812514.1619,5698888140.60356,3.9997302392802747,-17.80922242958786,0.0968289316555064,0.5437010629652023,"(3, 100000000000.0, -18.339164427938776)",,,
,,0.3253768711404384,0.0998433681571611,30.68545339661434,65531994196.47896,31990884092.70592,48.81719911771706,-24.512793018069477,0.0420004751783025,0.17134104280708473,"(1, 60000000000.0, -24.357737919391308)",,,
,,5.50750907725261,0.1849494065676671,3.3581316702963666,63489850599.6956,1532335020.4206371,2.4135117754206585,22.494596321890317,0.1152251482107355,0.5122347899108805,"(5, 90000000000.0, 22.523781908794938)",,,
,,3.13170022104268,0.3257722467432254,10.402408396380979,50000695970.845085,4797895284.667832,9.595657003385389,7.522855198375197,0.2623824271189517,3.4878037686491914,"(5, 80000000000.0, 7.95249871894129)",,,
HD 164353,3,4.45536951978261,0.0406269830702513,0.9118656239367011,422941909159.917,2540863796.8137736,0.6007595231838463,-15.976505694250571,0.0233434121761483,0.14611087444827714,"(4, 400000000000.0, -16.205110786293908)",624861146.5973395,762025.7885333409,
,,2.557423382464388,0.4563039187767626,17.84232997576875,30906396747.98241,3568549503.641684,11.54631364096056,-25.77103574848915,0.2176495022687203,0.8445508531083395,"(5, 60000000000.0, -26.75407662294699)",,,
,,5.999964600308267,32.98344762691047,549.7273704784164,51178048870.001686,3568111782.721155,6.971957433908006,-35.964678291480936,0.3506241286122932,0.974912456523618,"(8, 60000000000.0, -36.78415969432555)",,,
HD 164906,4,4.284279565206751,,,186311851327.33533,,,-41.83708502206736,,,"(5, 200000000000.0, -42.68277901290353)",114246645.32589129,236046.78786341174,
,,5.999999999909016,,,173607178378.2574,,,-30.836143833490684,,,"(2, 70000000000.0, -30.13012905497581)",,,
,,4.376300100116985,,,163170668743.72397,,,-16.331968970380572,,,"(4, 100000000000.0, -15.33196897304255)",,,
,,4.094122046894482,,,764464912793.0613,,,-5.598054909127414,,,"(5, 900000000000.0, -5.4665289184203765)",,,
HD 165319,3,4.820032321591502,0.1546722352763821,3.2089460185468557,916973625539.5717,38962128698.51771,4.248991204691559,-10.548137465679927,0.1645097876527468,1.5596098191553345,"(3, 700000000000.0, -9.931182929553676)",4021268.7188747926,5448.873602811372,
,,4.516048088322356,0.1431663131089588,3.1701680387141966,879409040289.6128,38899946730.15154,4.423419017541684,-2.306750144911954,0.1523430894304225,6.604230187931222,"(3, 700000000000.0, -2.548162550857911)",,,
,,2.219004466235589,0.1535301404011569,6.918874780888197,198265623964.5564,5678965700.454349,2.864321906590104,12.74461582966216,0.0759615839443065,0.5960288247175837,"(3, 200000000000.0, 13.560245548103678)",,,
HD 166937,3,5.646706602026334,0.0347599052681331,0.6155783843215695,846339228741.5618,3647109847.736639,0.43092766161384216,-7.767305428086768,0.0205862918047451,0.26503775337975716,"(5, 750000000000.0, -8.332510388742504)",506785838.6045996,1296127.4644618914,
,,4.889582081432313,0.6582860580858371,13.463033182030237,50272446338.04475,4734419763.538444,9.417524127835351,-27.12431929718311,0.1107548519789609,0.4083230652371169,"(1, 20000000000.0, -28.124319297070592)",,,
,,2.0744508331659897,0.3280982062251616,15.816147627101095,53709193361.08166,4657899747.4229765,8.672444056473482,-18.3861513817588,0.1502800378123072,0.8173545115124118,"(1, 30000000000.0, -17.72894558317632)",,,
HD 167264,4,5.999999993471461,0.0484119102383087,0.8068651715164201,747072912407.3077,4577786441.759849,0.6127630068943013,-8.566693245412804,0.0312980627653394,0.3653459026573472,"(5, 600000000000.0, -8.26137482385733)",8952879100.775375,17520311.35181091,
,,5.9999999999342215,0.6992812138239533,11.654686897193658,88852593072.09962,4782963465.023897,5.383031940489065,-26.3148824955632,1.3671783497199217,5.195456791229958,"(5, 50000000000.0, -27.31488249553628)",,,
,,5.38352908146608,0.7199121365710184,13.372494616021779,44144774980.99419,4329971250.957069,9.808570216568706,29.483848593803053,0.4669183813607025,1.5836412260604265,"(5, 80000000000.0, 29.496058631003333)",,,
,,4.998765433321783,1.012982605538587,20.264655724512348,30310798549.55905,4334319494.451099,14.299588601614566,9.191370037101365,0.6019188379783631,6.548739040520527,"(5, 40000000000.0, 10.19136989868522)",,,
HD 167838,4,4.777205652889961,0.1091744253419216,2.285319772153345,949470885282.9736,46788724880.59497,4.927873577360973,-11.78933302751726,0.1214743141100135,1.0303747788486644,"(5, 1000000000000.0, -11.438648238433949)",365442727.74719644,561355.9566009162,
,,5.710239994192857,0.1416496304168547,2.48062481718646,509561268930.8609,16469468324.440329,3.2320879408664327,9.004990963104545,0.1432815386586889,1.5911347301262744,"(1, 300000000000.0, 8.950816556858488)",,,
,,5.99999999931829,0.1906688637268748,3.1778143958089715,148939763704.1094,5998733934.183439,4.027624178389862,-25.21932116225102,0.2013266006950297,0.7983030129945803,"(1, 50000000000.0, -26.051098008343168)",,,
,,5.999999985078945,0.3563093177754619,5.938488644359117,848647257074.2092,57359294351.10832,6.7589088249527665,-3.1021696015141758,0.1915967033225195,6.176216259388291,"(5, 800000000000.0, -2.263389080562424)",,,
HD 167971,3,5.766255228483669,0.115944228898016,2.010737026090769,798845543737.4042,20857788357.75373,2.610991388919869,-10.28240459834442,0.1187056054402386,1.1544537496545457,"(3, 500000000000.0, -9.285168089472371)",544701384.5020212,947306.755655689,
,,5.39461291824596,0.3537174918953211,6.55686510331368,660450228188.1846,60273658317.22239,9.126146944118913,0.5951598897435015,0.1959975436559746,32.93191410134249,"(3, 500000000000.0, 0.8440071923455945)",,,
,,5.499999461284211,0.2653487123780067,4.824522515790386,489282249329.2824,44985462029.51306,9.194174137970466,9.48065895472212,0.0106643728977229,0.11248556612629965,"(3, 400000000000.0, 8.480658954851213)",,,
HD 168076,5,5.543615331483226,0.1739187342107057,3.137279984471303,1031941911022.9216,35188517907.098694,3.4099320447424954,7.152066066272937,0.1357147759814702,1.8975604353189857,"(2, 500000000000.0, 7.803126114819643)",169640290.33983356,339280.5806796671,
,,3.714212570434911,0.2516648600246656,6.775725816769749,431574844857.14777,41766247190.38575,9.677637074563618,-2.80919374498912,0.2281874561767534,8.122880687164466,"(3, 500000000000.0, -3.8091937449652993)",,,
,,5.999999999908605,38.82572934899934,647.0954891598459,890370367146.5988,28259467026.577488,3.173900218303715,-10.67306949307586,0.1582039714847149,1.4822724764169253,"(3, 500000000000.0, -10.399969881601086)",,,
,,5.999999999999932,0.0001808785884973,0.003014643141621701,226050993551.70444,8330211461.721948,3.6851027862510084,21.760233673468587,0.1824418983473371,0.8384188381661611,"(3, 150000000000.0, 22.240064318848287)",,,
,,0.6023915088006135,0.7197322627124907,119.47915138204843,119741080594.19553,9902195267.140003,8.269672545129858,2.878677755813248,0.0866472074858154,3.009965506241143,"(2, 500000000000.0, 3.409275357049023)",,,
HD 169454,4,5.999999999780747,,,1430102732761.7542,,,3.056521007689972,,,"(5, 1500000000000.0, 2.056521007712663)",1290820257.4748456,2491930.9989861883,
,,5.85951273025273,,,793091120471.6888,,,-4.336619897935641,,,"(3, 550000000000.0, -5.284773924742365)",,,
,,5.999999892092323,,,868856829672.3115,,,-12.26779491435228,,,"(3, 550000000000.0, -11.267794914437792)",,,
,,5.999999997725524,,,133869200620.3716,,,-25.23100705519701,,,"(5, 100000000000.0, -24.231007058824883)",,,
HD 170740,3,3.1377516005245965,0.0217973868882829,0.6946817232007347,292453530469.88806,1379559138.7331936,0.4717190920952952,-12.846548303290662,0.0144490257182611,0.11247399205715018,"(3, 300000000000.0, -12.986735514146329)",1144632274.9696074,1475041.5914556796,
,,3.5913001305625216,0.1007991115671836,2.8067582185450757,131784512671.23906,4288761750.547232,3.254374632963393,-21.53342540151657,0.0510776733565995,0.23720180326257875,"(2, 90000000000.0, -21.44467338702823)",,,
,,5.999998549737079,0.6708111987621324,11.18018934840455,25106410469.560696,3793581808.920386,15.110012693848724,-30.150984111903192,0.0262556588648291,0.08708060329766724,"(3, 20000000000.0, -31.150984107812697)",,,
HD 170938,3,4.2854814918384685,0.0265552980970437,0.6196572811623904,1087420040456.8264,6305657521.284036,0.5798732124373045,-9.809858818725838,0.0186665587796655,0.19028366385898735,"(3, 900000000000.0, -9.760035509638518)",65063004.21008144,125604.25523181746,
,,5.735941743387065,0.074684952505457,1.3020521449953855,883956916095.25,9120148745.937525,1.0317413190480418,-0.4246950478474902,0.5031488866993544,118.4729817899919,"(5, 900000000000.0, -1.424695047777124)",,,
,,3.304504592090323,0.237481341830016,7.18659439597852,119944298920.28876,5194133489.702722,4.330454666423605,13.009887714019431,0.1342556498765583,1.0319508732722165,"(1, 70000000000.0, 13.49589327685136)",,,
HD 171957,3,5.106790808893873,0.0493554468994447,0.9664669798787988,521277480118.1337,3827616547.012327,0.7342762143004719,-12.81504630686578,0.0237534362986574,0.18535583664595326,"(3, 400000000000.0, -12.847369178132116)",33326535.86153516,69285.93734206894,
,,1.8493737604567588,0.2078581614780246,11.239380914904283,41710612190.46052,1893009899.455817,4.5384371027974515,-2.7698920491186216,0.0935792352933434,3.3784434062374475,"(3, 80000000000.0, -2.3046900733586075)",,,
,,5.999999999909139,364.4937985175619,6074.896642051361,48002258146.10702,3305677398.6564207,6.886503940282883,-25.857277581710413,0.1852839581778993,0.7165640605140733,"(2, 40000000000.0, -26.85727758041481)",,,
HD 172694,3,4.912885992329053,2.0380893223294114,41.48456376784787,605868719918.1411,375963331006.82526,62.053596537814606,-8.594638882897288,0.573317034087472,6.670635519408869,"(5, 600000000000.0, -8.945179622951821)",20374233.8664443,48859.07402025012,
,,4.043004595787011,0.4412078853985831,10.912871230924178,230759393460.338,152675597649.8312,66.16224603488241,-15.009723671591216,1.1150105313377905,7.428587998912745,"(5, 200000000000.0, -15.138939058787528)",,,
,,3.957054549409893,0.5771101292127397,14.584335950051608,203354173696.2499,228394779122.3041,112.31378976438289,-2.939160129671988,1.5296830864190518,52.04490463028176,"(5, 200000000000.0, -1.939160150310053)",,,
HD 179406,4,2.95791094938716,0.0796841676337164,2.6939339620831353,105413254755.99876,1448796349.1476195,1.3743967516240387,-21.747909138117983,0.0348954189976226,0.16045413274447023,"(1, 90000000000.0, -22.10670032646026)",1023183.8182940113,2657.620307257172,
,,2.811724549269099,0.0234250001108815,0.8331185968046113,244219246256.053,1006820686.4856092,0.41226099167876495,-11.926552837188044,0.011895368460928,0.09973852984440895,"(1, 200000000000.0, -11.694746463208093)",,,
,,0.1858544722401122,0.2232867104034872,120.14061739392254,8593516405.42713,6316573515.319101,73.50394433796562,-4.471976976760662,0.0372961291476593,0.8339964481363512,"(5, 50000000000.0, -4.237697928461645)",,,
,,0.990324307138586,0.6242784709324203,63.03778130380261,11291986138.738348,1135597919.359619,10.056671212726966,-28.66579644661357,0.1832424480784981,0.6392372471484058,"(5, 50000000000.0, -28.58276814486345)",,,
HD 180554,2,5.102269034676136,0.0500303512037932,0.9805510227660672,166987540241.30115,1142377782.453996,0.6841095933284792,-17.749140688883184,0.0300125569946321,0.16909301425183848,"(5, 180000000000.0, -18.314915081936903)",667753082.7966367,990731.5768496094,
,,2.2850408874839663,0.3031774872881994,13.267923954832373,13363177625.512253,972074618.5597425,7.274277464544888,-27.18009559065569,0.1153858656377499,0.42452339894425795,"(1, 10000000000.0, -26.180095594204573)",,,
HD 183143,5,4.889050504288505,,,668970316744.6884,,,-10.409430701455817,,,"(3, 500000000000.0, -10.049396646846086)",48645753.794905566,62446.41051977608,
,,4.403909653347869,,,818646319848.3597,,,0.8270231984935406,,,"(3, 600000000000.0, 0.9877925498635411)",,,
,,2.9310568219085367,,,421508898762.0265,,,8.9603351604733,,,"(3, 500000000000.0, 8.568741280124726)",,,
,,5.714877246071179,,,238370614454.1521,,,17.115121170487644,,,"(3, 90000000000.0, 18.11512116266988)",,,
,,5.807483715774407,,,96757329002.0985,,,-23.28203655103501,,,"(3, 70000000000.0, -24.28203655099365)",,,
HD 184915,3,4.585655950354538,0.0535225407218609,1.1671730566206744,100628556167.01306,816720810.3500795,0.8116193270174414,9.686586678122357,0.034305975806225,0.35415959146586456,"(3, 80000000000.0, 9.82899338849949)",1432578012.3278265,1749179.5022317783,
,,5.172888657703781,0.0427996055884742,0.8273830816894623,178056600599.36847,1030595757.0982716,0.5788023323084418,-12.789696857789204,0.0262076722806842,0.20491238042693055,"(3, 150000000000.0, -12.59991699386594)",,,
,,4.463471423118068,0.1557816033659469,3.4901445220214233,41230844856.7441,983988421.9242288,2.386534705614402,-26.113036251869243,0.0936012399504021,0.3584464060310178,"(2, 30000000000.0, -26.93433636042018)",,,
HD 185418,3,3.8231289566187288,0.04174601348388,1.0919331771848266,439008717297.0149,6342529958.866642,1.444738955963727,-7.880473683825766,0.0457352959149994,0.5803622694517533,"(5, 600000000000.0, -7.957125770254195)",160043741.57953244,258970.4556303114,
,,5.999999999689534,0.3623562559002662,6.039270931983602,85206760133.81161,7964555668.463614,9.347328376241279,-22.382597714041896,0.1666283894708178,0.744455096766012,"(3, 50000000000.0, -23.382597084892723)",,,
,,3.5474297618692026,0.1970233604853671,5.55397495401155,151204901609.5143,12443861305.954432,8.229800207198721,-14.793738787736064,0.4488420143999633,3.0339998619689776,"(1, 60000000000.0, -15.793738782306516)",,,
HD 185859,3,4.525161316007478,0.0276307342148343,0.6106021926133836,614094624383.5902,3717922951.688397,0.605431606801694,-6.6252806722655,0.0156445464487868,0.23613409337173308,"(5, 700000000000.0, -6.666698749262826)",81503000.12161864,119505.86528096575,
,,4.378558753100439,0.0364616799068746,0.8327324574794444,318975801948.0588,3024175578.1932225,0.9480893408603049,-15.423876499020984,0.0334526772038141,0.21688890731157937,"(2, 200000000000.0, -15.21278604073632)",,,
,,5.75274822693154,0.2837447950013174,4.932334665246842,40307016117.18004,1560640805.9679775,3.871883747065034,5.732569434991316,0.2529074225923379,4.411763790397439,"(1, 10000000000.0, 6.732569428979485)",,,
HD 186745,4,5.99999770628378,,,1012485831499.591,,,-10.267038319176912,,,"(5, 1000000000000.0, -10.255094963515695)",181750349.37125748,384250.21008722513,
,,5.99999998081685,,,190960602281.4765,,,-29.885726035597504,,,"(4, 90000000000.0, -30.74888366464108)",,,
,,4.925466067486117,,,205044535119.7175,,,0.093989450148036,,,"(1, 100000000000.0, 1.0939894501160183)",,,
,,5.999999999983539,,,105020647338.48256,,,-18.414970139760516,,,"(1, 100000000000.0, -17.414970142135463)",,,
HD 186841,3,5.218908722869609,0.1556816209998788,2.9830301556659053,1230683984850.7534,64424154338.84265,5.234825116104477,-10.29305639722042,0.1228393380399044,1.1934194596764907,"(5, 1300000000000.0, -10.287265446973333)",271306460.465791,652178.9915043053,
,,5.999999997776008,0.1125768392388752,1.8762806546767252,427799033477.9565,15011855103.60171,3.5090904674461436,-21.98567686988889,0.1736222482554505,0.7897061768120489,"(5, 300000000000.0, -22.424582735229187)",,,
,,5.999999999907871,70.85503871534891,1180.9173119406146,319708678693.6603,55360358728.48071,17.31587611405636,-1.7861630961639845,0.7702342347674748,43.12227905848307,"(5, 100000000000.0, -0.9038831445801828)",,,
HD 203532,4,1.9531143324980855,0.1059385013351692,5.42408089339404,70146301787.19617,4099075656.4866366,5.843609074248933,13.111758323801691,0.0644382092025025,0.4914536068402682,"(3, 100000000000.0, 12.548223554841636)",62115749.67746189,85206.78968101769,
,,3.50551647542966,0.222888386448582,6.358218197256177,60177189544.36405,4090472209.013714,6.797379937456402,8.069430490886955,0.2017192838879881,2.499795792476255,"(1, 20000000000.0, 7.763595752681192)",,,
,,5.999999999744585,0.597824095167219,9.963734919877798,24955505107.322502,766861293.5532173,3.072914333952724,-5.308292974731674,0.1542324399919394,2.905499766612554,"(2, 10000000000.0, -4.665615819284713)",,,
,,3.289431728457182,0.2025098433875134,6.156377760802323,21197885210.54516,779185525.3034208,3.675770094819671,20.829945518475828,0.1152951877185064,0.5535069096375764,"(2, 10000000000.0, 20.60032245815616)",,,
HD 210121,2,3.0305651382146523,0.0439729430429965,1.450981616877622,266249448515.7532,2481370183.660712,0.9319719524278738,-14.024179807468885,0.0254718706047797,0.18162823747606327,"(5, 400000000000.0, -13.671312853273108)",20209597.711624198,26767.67908824397,
,,5.336005916533809,0.050638622435978,0.9489986185935886,429378464245.8837,2880466400.816156,0.6708455688095842,-3.3957335685299586,0.029761453910663,0.8764366611820781,"(5, 400000000000.0, -2.865884053179768)",,,
HD 22951,3,2.927604652046133,0.0900908022691459,3.077287167383769,352492051802.5807,23964744547.409702,6.7986623882321116,12.79408895386986,0.0431910480743733,0.337585960439248,"(3, 400000000000.0, 12.55118712458794)",1314385004.517098,1540896.8399965977,
,,5.631691490314561,0.5160522157900658,9.163360895702072,165814830620.66904,24666092624.64539,14.875685445214168,7.366443334380779,0.7037342421336883,9.553243134976805,"(5, 80000000000.0, 6.366443398784675)",,,
,,4.997017442694768,0.9530925924030464,19.073229247906472,20227856113.663,2710515751.846258,13.399916118720204,23.02660906528845,0.5741270265409741,2.493319901828029,"(5, 30000000000.0, 22.874727379352063)",,,
HD 23016,1,2.6983613145886958,0.0518395295721716,1.921148561236076,59088131214.45759,576983317.0263537,0.9764792102363501,18.22826734672671,0.0282052928548645,0.15473381160348948,"(3, 80000000000.0, 18.4465642381276)",196885963.48758927,273833.0507476902,
HD 23180,2,3.675728766831,0.0312698770406151,0.8507123083397193,149820066587.79984,763303140.8696252,0.5094799103044736,11.41423206039423,0.0178153781115595,0.15608039171882918,"(3, 150000000000.0, 11.477605601488126)",1169945560.16303,1529340.6015203006,
,,2.6952034229102395,0.1632602771120485,6.0574380295110535,23002463043.13666,709496293.723983,3.084436185783497,21.22997767793072,0.0849067956656856,0.3999382239292182,"(3, 20000000000.0, 21.54276162094659)",,,
HD 23466,2,1.966647966809342,0.1326044997641954,6.742665794902318,89106389166.6428,5966917858.616792,6.696397322820171,22.520003505881803,0.1222735747059437,0.5429553981819236,"(3, 100000000000.0, 22.76736871514028)",1600800.8085149098,2183.9028765551293,
,,2.4425619205173943,0.2689217959934326,11.009825123961171,55063192090.11015,6004613818.989891,10.90495045976162,27.11111593599349,0.2657986769857264,0.9804047816152212,"(4, 70000000000.0, 28.1067978722733)",,,
HD 24398,2,4.121477936227144,0.0367567839968606,0.8918350301908508,121738130026.31796,736816022.7965884,0.6052467067116111,12.479089731208674,0.0225450205962201,0.18066238068500914,"(1, 100000000000.0, 12.796840373478547)",319900993.979872,449931.0745145879,
,,3.410075767292371,0.1882285116388543,5.519775057323999,19443359003.052635,709584475.7612036,3.649495314311678,22.127101128056445,0.1133650354800776,0.5123356865592051,"(1, 10000000000.0, 22.445512148914005)",,,
HD 27778,2,3.964101951050474,0.068861512306842,1.737127681304814,160290571968.30246,2800369885.510185,1.747058389724855,17.5876046793335,0.0123883885630551,0.07043817955274038,"(5, 200000000000.0, 16.587604679334774)",126802463.2191177,174899.94926774854,
,,2.41566057347255,0.1619180964674811,6.702849657173536,35089776620.81714,2726936571.400407,7.771313567674984,11.515231816639032,0.1319366704623038,1.1457578324359985,"(5, 20000000000.0, 10.84979357240553)",,,
HD 303308,9,5.999999999752161,,,401017802816.9176,,,-40.88742461253873,,,"(5, 400000000000.0, -41.77123258971725)",880503768.4559075,923928.4034164821,
,,3.691147796730799,,,265823037675.97125,,,-32.50309453571207,,,"(3, 300000000000.0, -32.17435651818148)",,,
,,5.99999999989854,,,494107998156.71765,,,-24.3939772719268,,,"(5, 450000000000.0, -23.39399013695209)",,,
,,5.987389305344342,,,1306750141114.7434,,,-2.666860445643533,,,"(5, 1200000000000.0, -2.47461753744577)",,,
,,5.094100704552603,,,1380045496248.6448,,,8.608869006152755,,,"(5, 1300000000000.0, 9.000281614151465)",,,
,,5.313028407091126,,,175883945824.4899,,,70.59979434832705,,,"(3, 70000000000.0, 71.09973584653005)",,,
,,3.946579110540837,,,163044510635.93225,,,-14.727499039696715,,,"(3, 200000000000.0, -14.624510756843389)",,,
,,3.7429298725141824,,,92277283381.49188,,,20.41044207930102,,,"(1, 50000000000.0, 21.41044207927013)",,,
,,5.672741115315053,,,74436487305.5333,,,-52.44724181235294,,,"(1, 550000000000.0, -53.44724181229415)",,,
HD 34748,3,5.995927745467513,0.4765096300740276,7.947221019036369,75469412236.64804,1804669357.7194293,2.39125932511646,-5.624371001823279,0.1170879840411818,2.0817969512186307,"(8, 90000000000.0, -6.624367581359465)",98631784.83958301,117139.88698287768,
,,5.022333864815222,0.1028368354958152,2.047590587640049,96048608474.69366,1764917375.476601,1.83752519011414,6.400401871252921,0.0734706603454034,1.1479069880813753,"(3, 90000000000.0, 6.188748629963105)",,,
,,5.183631551992431,0.1548114163589123,2.986543599909362,41610485590.872086,896853267.8385695,2.155354005374329,25.337668021087,0.0990682418851472,0.3909919484409486,"(1, 30000000000.0, 25.734945938915327)",,,
HD 36822,3,3.5192809614581946,0.0262949515404574,0.7471682945587338,305039079965.30334,1876329652.351853,0.6151112351129816,24.43804131892818,0.0189455966122734,0.07752502078633988,"(3, 300000000000.0, 24.44356054037288)",14810885.265826458,19310.150281390426,
,,4.064452562095248,0.0699710247783479,1.721536263724467,156883282992.5695,2036309410.4302557,1.2979773061778048,15.813736148134549,0.0419863660408628,0.26550566954929045,"(3, 150000000000.0, 16.007751464454543)",,,
,,2.929025073579256,0.281391000778183,9.606985044833518,16623471737.495798,853363509.0885776,5.13348548705224,4.068448372903799,0.1506113110250737,3.701934920156722,"(5, 40000000000.0, 4.928487843560258)",,,
HD 36861,3,3.868920670807354,0.0229994512962675,0.5944668617738303,271418864171.00397,1859812048.2596624,0.6852184183807916,24.206917739487352,0.0218035624804422,0.09007161801882485,"(5, 350000000000.0, 23.9176609039062)",2006417783.7766075,2578943.166807979,
,,4.09831857117144,0.06522482786553,1.5915021424722116,193784741185.994,2813342403.425226,1.4517873730445003,16.031144071976588,0.0249284201230505,0.15549994442771486,"(2, 100000000000.0, 16.162322438741587)",,,
,,4.050794033955082,0.0939002509897564,2.3180702401221525,61294327265.71948,1374127045.982972,2.2418502776381555,6.968497028934994,0.0778896358036939,1.117739384551304,"(5, 80000000000.0, 7.332665357162906)",,,
HD 36982,3,1.026096382698395,,,113596534144.74013,,,31.170067007005446,,,"(1, 200000000000.0, 31.170067007005446)",5165887.459859247,7115.547465370864,
,,2.7117184989630467,,,83764780793.49466,,,25.10556708033199,,,"(1, 50000000000.0, 24.66994129966112)",,,
,,0.5003255635340331,,,48636389077.17347,,,17.648169395317566,,,"(1, 40000000000.0, 17.319268981199574)",,,
HD 37020,5,2.041326403571596,0.1024121909299743,5.016943432015054,93004567115.06834,2588227574.6091914,2.782903737842197,31.2075440169851,0.0462120689408109,0.1480798005625159,"(2, 90000000000.0, 30.77777417209142)",1172879.6248621028,1593.5864468235093,
,,3.151689622939516,0.1647983639972979,5.2288893804077645,114888191484.37088,3654570123.078725,3.1809797646400275,24.250273266109108,0.0465746676108885,0.19205832074469353,"(2, 90000000000.0, 23.978287705420808)",,,
,,1.0780547311734614,0.371664390866237,34.4754658663462,29259600093.576443,2873629574.5008583,9.82115123005979,17.8291098319755,0.0996910624969304,0.559147727712912,"(3, 60000000000.0, 18.391000341918723)",,,
,,3.471920916908719,0.4056998188225629,11.685168773480713,24551127385.22829,1968900980.5619864,8.019594985062144,11.722904766240978,0.2670253898206466,2.277809085250037,"(5, 30000000000.0, 11.489057128187962)",,,
,,2.877527143398317,0.2749540588747002,9.555220339293951,22673971985.496105,1146976160.5954657,5.058558603358748,39.05075246453463,0.1442361921430937,0.36935573078671674,"(5, 50000000000.0, 38.43950205793623)",,,
HD 37061,4,4.535715601415238,0.0785754000069711,1.7323705212569749,250780300853.0113,3232168909.266774,1.2888448168667086,25.62571018962771,0.0338351163748655,0.13203581920067384,"(3, 200000000000.0, 25.661074895172373)",594368.9039826097,785.1636776520604,
,,0.5664020586965528,0.1466296754148959,25.887913570146832,65939974143.283554,2168186675.655889,3.2881218165851127,31.85516294158939,0.0370739449110732,0.11638284500083433,"(1, 90000000000.0, 30.967484485047617)",,,
,,3.66464539774318,0.2990836509178651,8.16132581619088,29762367299.78265,1542134221.7409246,5.181490458093321,38.23912660769821,11.672317787039464,30.524540758443003,"(5, 50000000000.0, 39.23912660688535)",,,
,,5.170571124267273,31451.761979824907,608284.0990661737,21814801236.31609,1769821051.6609025,8.112936865611232,13.47793150211135,0.3790961140162204,2.81271732206707,"(8, 40000000000.0, 12.4779315068292)",,,
HD 37367,2,3.4614552333044792,0.0868686264383611,2.5095984371703675,255449486240.83563,9283596000.529203,3.634219875383389,17.082166117249226,0.1019041198312047,0.5965526803319398,"(5, 350000000000.0, 16.76422065232916)",331090094.7310364,930028.3559860573,
,,3.262221967230885,0.1606385724317459,4.924207305491933,123090592764.21104,9258810999.572104,7.521948502846215,11.29814994727874,0.006343469008525,0.056146086201067646,"(3, 100000000000.0, 10.298149947300388)",,,
HD 37903,4,3.9330509629031023,,,162668690841.25555,,,24.4760291377035,,,"(3, 150000000000.0, 24.065578768680087)",183153068.28576627,222813.95168584705,
,,4.69379571576714,,,35050612995.520546,,,12.470109686934403,,,"(5, 30000000000.0, 12.41591102823427)",,,
,,5.67823795827286,,,21935925140.332024,,,-0.947303343372252,,,"(5, 20000000000.0, -1.9473033433444065)",,,
,,5.999999999905166,,,35975349830.94158,,,36.802057359590094,,,"(5, 20000000000.0, 37.8020573594603)",,,
HD 39680,3,3.790497044057656,0.0433628262710284,1.143987866683819,1835338507328.7612,33112995670.031693,1.8041901010525803,22.103324614622064,0.0315964614737971,0.14294890938214344,"(3, 2000000000000.0, 21.511054298149038)",82051886.52644691,98620.05592121022,
,,5.682373008343646,0.1305193752880197,2.2969167123730374,1141819428207.4766,32312383923.018147,2.8299031462220627,14.316790573188374,0.122202134985391,0.8535581655726935,"(3, 800000000000.0, 13.316791064966512)",,,
,,0.5805086393682799,0.4397644500055527,75.75502243758378,148223709039.86707,11389214534.127886,7.683800795367075,29.7319634189054,0.0335310614037334,0.11277782409221014,"(3, 300000000000.0, 28.73196341894119)",,,
