3.065539397219129569e+03 1.016864333684392330e+00 2.216268510010959564e-02 1.042776027679443359e+03
3.065547754663695287e+03 1.004192214731663757e+00 2.201879919775847141e-02 1.030667418030322096e+03
3.065556112108261004e+03 9.915591567911187232e-01 2.187554186327290984e-02 1.018558808381201061e+03
3.065564469552826722e+03 9.816526249729815579e-01 2.173276497347357075e-02 1.009214067487158673e+03
3.065572826997392440e+03 9.718215290353251490e-01 2.159058949196950711e-02 9.999130963472802023e+02
3.065581184441957703e+03 9.517003656822518032e-01 2.149118068754679242e-02 9.799832188436283786e+02
3.065589541886523421e+03 9.309635660772693777e-01 2.139499451766802701e-02 9.593702012559280092e+02
3.065597899331089138e+03 9.882285174851705989e-01 2.168469389781719353e-02 1.019151209932198753e+03
3.065606256775654856e+03 1.051829545390263521e+00 2.200598172696890953e-02 1.085542833053820686e+03
3.065614614220220574e+03 1.043556046418781635e+00 2.193495393102676966e-02 1.077780884570851640e+03
3.065622971664786292e+03 1.028078809749659150e+00 2.182487187557853592e-02 1.062544275840502905e+03
3.065631329109352009e+03 1.018695039758078291e+00 2.178118665424274430e-02 1.053570661133634076e+03
3.065639686553917727e+03 1.010295522252027345e+00 2.174829997395024556e-02 1.045585997988709323e+03
3.065648043998482990e+03 1.017482804834016763e+00 2.173180124439313618e-02 1.053715465806475549e+03
3.065656401443048708e+03 1.027462735544841799e+00 2.171852260914321209e-02 1.064732420235980953e+03
3.065664758887614425e+03 9.993023168003104528e-01 2.156689461330907331e-02 1.036197828884600995e+03
3.065673116332180143e+03 9.635190399956461427e-01 2.138787729173755384e-02 9.997025900473113325e+02
3.065681473776745861e+03 9.525078022300346170e-01 2.130219841975302536e-02 9.888654923742088840e+02
3.065689831221311579e+03 9.481826181809875909e-01 2.124193706231849998e-02 9.849458374456955880e+02
3.065698188665877296e+03 9.708874769708379926e-01 2.129841271120733875e-02 1.009100767859975576e+03
3.065706546110443014e+03 1.001551218726811632e+00 2.138946392565392596e-02 1.041544332957383403e+03
3.065714903555008277e+03 1.023535828886125154e+00 2.153614840134922270e-02 1.064977345002080938e+03
3.065723260999573995e+03 1.042724987070945852e+00 2.170081250152921387e-02 1.085509600774468481e+03
3.065731618444139713e+03 1.039391070056110644e+00 2.170059404710520876e-02 1.082588389974017446e+03
3.065739975888705430e+03 1.028203031709082671e+00 2.164298650968067214e-02 1.071464455011512428e+03
3.065748333333271148e+03 1.024705308466875797e+00 2.158851955141080983e-02 1.068332566444563099e+03
3.065756690777836866e+03 1.024569817809465100e+00 2.153560887834879076e-02 1.068690138447400386e+03
3.065765048222402584e+03 1.002680957551244534e+00 2.132263413657010595e-02 1.046333240714590602e+03
