Object,RA,DEC,DateObs,Setting,Order,WaveMin,WaveMax,Filename
HD 155806,258.82957,-33.54886,2015-07-03T01:53:45.405,564,9,6111.63671875,6214.03173828125,orders/HD155806_2015-07-03T01:52:20_564nm_redu_O9.fits
HD 147889,246.350909,-24.46519,2016-07-28T03:04:39.058,437,13,4132.17578125,4196.2392578125,orders/HD147889_2016-07-28T03:03:59_437nm_blue_O13.fits
HD 170740,277.857078,-10.79601,2016-05-05T04:57:38.046,346,24,3587.466796875,3643.400146484375,orders/HD170740_2016-05-05T04:51:20_346nm_blue_O24.fits
HD 147889,246.351279,-24.46584,2015-08-16T01:37:16.742,564,8,6050.49267578125,6151.927734375,orders/HD147889_2015-08-16T01:31:02_564nm_redu_O8.fits
HD 37128,84.053268,-1.20192,2017-08-09T09:48:53.966,564,9,6111.5166015625,6213.9521484375,orders/HD37128_2017-08-09T09:39:37_564nm_redu_O9.fits
HD 75860,132.721879,-43.75137,2017-04-30T00:34:09.239,564,5,4726.380859375,4806.69775390625,orders/HD75860_2017-04-30T00:12:09_564nm_redl_O5.fits
HD 151804,252.889719,-41.23018,2015-07-20T03:54:17.024,860,19,8289.7216796875,8427.2021484375,orders/HD151804_2015-07-20T03:48:55_860nm_redl_O19.fits
HD 36822,83.705039,9.48951,2014-09-26T08:04:29.576,346,27,3672.9365234375,3730.177734375,orders/HD36822_2014-09-26T08:00:13_346nm_blue_O27.fits
HD 135591,229.705393,-60.49642,2016-02-22T05:32:31.670,346,20,3453.515869140625,3507.4658203125,orders/HD135591_2016-02-22T05:31:02_346nm_blue_O20.fits
HD 151804,252.890445,-41.23085,2016-07-02T01:12:28.307,564,16,6576.74658203125,6667.7412109375,orders/HD151804_2016-07-02T00:52:32_564nm_redu_O16.fits
HD 91824,158.694546,-58.15625,2015-02-19T04:54:54.584,564,16,6577.0908203125,6663.4189453125,orders/HD91824_2015-02-19T04:53:29_564nm_redu_O16.fits
HD 57061,109.677182,-24.95436,2014-10-10T09:10:06.277,437,31,4923.73779296875,4999.7275390625,orders/HD57061_2014-10-10T08:49:45_437nm_blue_O31.fits
HD 185859,295.117658,20.47661,2016-08-13T02:22:37.480,346,31,3793.411865234375,3852.441162109375,orders/HD185859_2016-08-13T02:21:57_346nm_blue_O31.fits
HD 167838,274.407355,-15.4313,2016-08-25T03:24:45.415,860,19,8289.7578125,8427.20703125,orders/HD167838_2016-08-25T03:24:12_860nm_redl_O19.fits
HD 149404,249.094718,-42.85846,2017-04-17T08:19:29.987,564,9,4878.93115234375,4961.68359375,orders/HD149404_2017-04-17T08:06:37_564nm_redl_O9.fits
HD 166937,273.44054,-21.0595,2017-05-21T09:20:06.923,437,5,3856.552490234375,3916.56689453125,orders/HD166937_2017-05-21T09:15:30_437nm_blue_O5.fits
HD 94910,164.048507,-60.45379,2019-03-25T04:15:31.957,437,31,4923.80859375,4996.61962890625,orders/HD94910_2019-03-25T04:15:07_437nm_blue_O31.fits
HD 148605,247.552133,-25.11556,2014-09-15T01:12:55.369,346,1,3044.247314453125,3092.2734375,orders/HD148605_2014-09-15T01:07:04_346nm_blue_O1.fits
HD 75860,132.721879,-43.75137,2017-04-30T00:12:41.299,346,25,3587.480712890625,3643.40576171875,orders/HD75860_2017-04-30T00:12:09_346nm_blue_O25.fits
HD 68273,122.383442,-47.33651,2018-09-30T09:12:19.404,860,14,7758.2861328125,7887.0634765625,orders/HD68273_2018-09-30T09:08:40_860nm_redl_O14.fits
HD 147933,246.396328,-23.44756,2017-06-16T00:12:06.484,437,18,4325.36181640625,4392.30810546875,orders/HD147933_2017-06-16T00:05:14_437nm_blue_O18.fits
HD 185859,295.118332,20.47668,2015-09-20T01:47:47.970,346,7,3169.474609375,3219.28466796875,orders/HD185859_2015-09-20T01:47:16_346nm_blue_O7.fits
HD 114886,198.68615,-63.58148,2017-05-02T01:30:03.179,860,8,9455.5107421875,9611.849609375,orders/HD114886_2017-05-02T01:19:32_860nm_redu_O8.fits
HD 185859,295.118292,20.47688,2016-09-05T02:07:31.474,437,12,4095.5537109375,4159.12451171875,orders/HD185859_2016-09-05T02:00:05_437nm_blue_O12.fits
HD 148605,247.551981,-25.11555,2014-09-19T00:45:51.259,437,31,4923.693359375,4999.748046875,orders/HD148605_2014-09-19T00:44:14_437nm_blue_O31.fits
HD 170740,277.85713,-10.79621,2014-09-15T03:00:10.040,437,22,4493.400390625,4562.90087890625,orders/HD170740_2014-09-15T02:50:39_437nm_blue_O22.fits
HD 54439,107.096776,-11.8522,2017-04-26T00:15:12.237,346,14,3305.40478515625,3357.189453125,orders/HD54439_2017-04-26T00:13:41_346nm_blue_O14.fits
HD 23180,56.079653,32.28843,2014-10-29T07:06:46.385,860,7,9310.232421875,9464.1865234375,orders/HD23180_2014-10-29T06:58:20_860nm_redu_O7.fits
HD 161056,265.945716,-7.07975,2017-07-01T03:47:32.529,346,25,3587.47802734375,3643.4052734375,orders/HD161056_2017-07-01T03:46:53_346nm_blue_O25.fits
HD 149757,249.2902,-10.56732,2015-07-20T00:31:17.362,564,20,5354.1904296875,5444.54443359375,orders/HD149757_2015-07-20T00:21:13_564nm_redl_O20.fits
HD 149757,249.2902,-10.56732,2015-07-20T00:31:17.362,564,12,5000.02685546875,5084.70849609375,orders/HD149757_2015-07-20T00:21:13_564nm_redl_O12.fits
HD 155806,258.82957,-33.54886,2015-07-03T01:53:45.405,564,1,5654.54931640625,5749.68896484375,orders/HD155806_2015-07-03T01:52:20_564nm_redu_O1.fits
HD 37022,83.818682,-5.38974,2014-09-26T07:48:49.476,437,23,4537.46142578125,4607.63037109375,orders/HD37022_2014-09-26T07:33:05_437nm_blue_O23.fits
HD 111934,193.407793,-60.35688,2017-04-28T03:42:55.514,860,15,7859.0302734375,7989.470703125,orders/HD111934_2017-04-28T03:33:12_860nm_redl_O15.fits
HD 37020,83.815853,-5.3875,2017-08-26T08:36:53.103,564,12,4999.9716796875,5084.67431640625,orders/HD37020_2017-08-26T08:28:36_564nm_redl_O12.fits
HD 154043,256.329242,-47.06922,2015-09-07T02:13:54.005,437,30,4871.85546875,4947.12255859375,orders/HD154043_2015-09-07T02:12:36_437nm_blue_O30.fits
HD 167838,274.40718,-15.43113,2016-08-08T04:03:22.048,564,2,4618.10498046875,4696.6923828125,orders/HD167838_2016-08-08T04:01:54_564nm_redl_O2.fits
HD 167838,274.40718,-15.43113,2016-08-08T04:03:22.048,564,6,4763.64306640625,4844.552734375,orders/HD167838_2016-08-08T04:01:54_564nm_redl_O6.fits
HD 54439,107.096667,-11.85255,2018-02-13T05:28:35.796,437,28,4771.43896484375,4845.0703125,orders/HD54439_2018-02-13T05:28:05_437nm_blue_O28.fits
HD 124314,213.756382,-61.7074,2017-05-02T02:42:11.848,860,13,10256.490234375,10425.482421875,orders/HD124314_2017-05-02T02:40:46_860nm_redu_O13.fits
HD 147888,246.350849,-23.46082,2014-09-26T00:22:48.731,860,6,9169.0830078125,9320.810546875,orders/HD147888_2014-09-26T00:04:10_860nm_redu_O6.fits
HD 68273,122.383468,-47.33647,2018-09-30T08:59:12.605,437,1,3736.56787109375,3790.255859375,orders/HD68273_2018-09-30T08:43:37_437nm_blue_O1.fits
HD 40111,89.498435,25.9541,2014-12-14T05:52:17.225,860,1,8621.52734375,8664.5126953125,orders/HD40111_2014-12-14T05:44:55_860nm_redu_O1.fits
HD 186841,296.476187,24.09634,2016-09-10T00:09:43.035,860,19,8289.74609375,8427.2001953125,orders/HD186841_2016-09-09T23:51:42_860nm_redl_O19.fits
HD 185859,295.117587,20.47725,2016-08-14T01:36:06.410,564,8,6050.41162109375,6151.87158203125,orders/HD185859_2016-08-14T01:28:54_564nm_redu_O8.fits
HD 170938,278.157331,-15.70221,2018-09-11T00:57:31.243,564,11,6237.5673828125,6341.9814453125,orders/HD170938_2018-09-11T00:45:55_564nm_redu_O11.fits
HD 303308,161.274721,-59.66846,2017-05-01T04:28:32.073,437,31,4923.73486328125,4996.6865234375,orders/HD303308_2017-05-01T04:27:03_437nm_blue_O31.fits
HD 203532,323.476155,-82.68361,2014-09-23T02:32:22.945,346,22,3532.65771484375,3587.82177734375,orders/HD203532_2014-09-23T02:09:09_346nm_blue_O22.fits
HD 165319,271.494688,-14.19847,2018-09-04T01:06:09.380,860,7,9310.0283203125,9464.0078125,orders/HD165319_2018-09-04T01:05:37_860nm_redu_O7.fits
HD 144217,241.358721,-19.80537,2018-08-24T00:26:30.339,437,26,4675.00732421875,4747.2138671875,orders/HD144217_2018-08-24T00:07:36_437nm_blue_O26.fits
HD 167971,274.524444,-12.24321,2014-09-21T01:02:37.767,564,15,5127.10205078125,5213.86669921875,orders/HD167971_2014-09-21T00:30:31_564nm_redl_O15.fits
HD 171957,279.518382,-14.00481,2016-06-24T05:38:41.375,860,3,8770.29296875,8915.5625,orders/HD171957_2016-06-24T05:34:06_860nm_redu_O3.fits
HD 170938,278.157241,-15.70216,2018-09-11T01:23:57.541,437,9,3989.660400390625,4051.584716796875,orders/HD170938_2018-09-11T01:10:00_437nm_blue_O9.fits
HD 99953,172.312759,-63.55426,2017-04-29T00:27:15.505,564,21,5401.94580078125,5493.08349609375,orders/HD99953_2017-04-29T00:05:21_564nm_redl_O21.fits
HD 147683,246.182189,-34.89345,2018-09-02T01:40:59.251,860,11,9920.59375,10084.3974609375,orders/HD147683_2018-09-02T01:27:27_860nm_redu_O11.fits
HD 161056,265.945734,-7.07978,2017-05-08T07:57:23.806,860,11,9920.4384765625,10084.298828125,orders/HD161056_2017-05-08T07:47:11_860nm_redu_O11.fits
HD 101065,174.403569,-46.70925,2017-04-20T05:49:10.075,346,5,3105.574951171875,3154.472900390625,orders/HD101065_2017-04-20T05:48:33_346nm_blue_O5.fits
HD 93222,161.150609,-60.09141,2017-04-25T02:20:26.853,564,16,5170.98876953125,5258.421875,orders/HD93222_2017-04-25T02:08:13_564nm_redl_O16.fits
HD 167838,274.40718,-15.43113,2016-08-08T04:03:22.048,564,15,6505.99267578125,6614.59912109375,orders/HD167838_2016-08-08T04:01:54_564nm_redu_O15.fits
HD 150136,250.335601,-48.76342,2015-06-28T05:14:26.432,564,16,6576.84521484375,6665.62548828125,orders/HD150136_2015-06-28T05:09:38_564nm_redu_O16.fits
HD 36486,83.001612,-0.29928,2014-10-10T05:27:41.559,346,22,3532.673095703125,3587.809814453125,orders/HD36486_2014-10-10T05:27:04_346nm_blue_O22.fits
HD 103779,179.240048,-63.24931,2016-03-18T09:03:11.655,860,12,7564.3095703125,7689.89794921875,orders/HD103779_2016-03-18T08:49:07_860nm_redl_O12.fits
HD 303308,161.274769,-59.66833,2017-05-01T02:46:36.336,564,23,5500.2080078125,5592.9130859375,orders/HD303308_2017-05-01T02:45:11_564nm_redl_O23.fits
HD 36486,83.001612,-0.29928,2014-10-10T05:38:05.770,564,19,5307.10986328125,5396.7470703125,orders/HD36486_2014-10-10T05:27:04_564nm_redl_O19.fits
HD 75309,131.866824,-46.45114,2014-12-21T04:24:20.825,437,4,3824.68994140625,3884.22509765625,orders/HD75309_2014-12-21T04:20:25_437nm_blue_O4.fits
HD 185418,294.615167,17.25723,2014-09-24T01:52:25.623,437,13,4132.17626953125,4196.28955078125,orders/HD185418_2014-09-24T01:29:01_437nm_blue_O13.fits
HD 113904,197.030121,-65.30651,2015-06-28T03:57:27.663,860,2,8645.03515625,8788.25390625,orders/HD113904_2015-06-28T03:54:59_860nm_redu_O2.fits
HD 180554,289.054655,21.39077,2016-06-13T08:18:37.184,437,9,3989.613037109375,4051.5654296875,orders/HD180554_2016-06-13T08:00:11_437nm_blue_O9.fits
HD 27778,65.998887,24.30106,2014-11-16T05:43:53.791,437,1,3742.70263671875,3790.277099609375,orders/HD27778_2014-11-16T05:40:12_437nm_blue_O1.fits
HD 37022,83.818717,-5.38978,2016-02-22T03:27:28.182,564,2,4618.06640625,4696.66162109375,orders/HD37022_2016-02-22T03:26:02_564nm_redl_O2.fits
HD 185859,295.117686,20.47653,2016-08-13T03:14:22.387,564,23,5500.23291015625,5592.93310546875,orders/HD185859_2016-08-13T02:53:19_564nm_redl_O23.fits
HD 147889,246.351279,-24.46584,2015-08-16T02:36:22.211,346,2,3064.429931640625,3112.744140625,orders/HD147889_2015-08-16T02:36:06_346nm_blue_O2.fits
HD 167264,273.803477,-20.72882,2014-09-20T00:01:53.135,437,7,3921.9697265625,3982.963134765625,orders/HD167264_2014-09-19T23:54:53_437nm_blue_O7.fits
HD 23180,56.079541,32.28828,2016-08-19T09:44:02.262,346,31,3793.427490234375,3852.431884765625,orders/HD23180_2016-08-19T09:32:26_346nm_blue_O31.fits
HD 36822,83.705039,9.48951,2014-09-26T08:10:46.201,564,1,5654.53955078125,5749.69384765625,orders/HD36822_2014-09-26T08:00:13_564nm_redu_O1.fits
HD 61827,114.955574,-32.57794,2018-03-25T00:51:00.418,564,20,5354.123046875,5444.49365234375,orders/HD61827_2018-03-25T00:33:08_564nm_redl_O20.fits
HD 113904,197.030121,-65.30651,2015-06-28T03:57:27.663,860,6,9168.994140625,9320.712890625,orders/HD113904_2015-06-28T03:54:59_860nm_redu_O6.fits
HD 101065,174.403661,-46.70966,2017-04-24T04:19:31.520,564,3,5762.19140625,5859.06640625,orders/HD101065_2017-04-24T04:18:05_564nm_redu_O3.fits
HD 147889,246.350808,-24.46517,2016-08-07T02:17:37.485,860,19,8289.7392578125,8427.2060546875,orders/HD147889_2016-08-07T02:17:25_860nm_redl_O19.fits
HD 103779,179.239921,-63.24918,2015-02-27T07:25:36.522,346,32,3824.823486328125,3880.75146484375,orders/HD103779_2015-02-27T07:05:14_346nm_blue_O32.fits
HD 164906,271.107478,-24.3858,2018-09-09T02:14:04.531,346,29,3702.369140625,3759.999755859375,orders/HD164906_2018-09-09T01:58:27_346nm_blue_O29.fits
HD 167971,274.524533,-12.24332,2014-09-20T01:33:51.396,437,21,4450.1708984375,4519.0380859375,orders/HD167971_2014-09-20T01:19:01_437nm_blue_O21.fits
HD 55879,108.617513,-10.31653,2016-02-22T04:34:11.518,564,13,5041.64013671875,5127.00048828125,orders/HD55879_2016-02-22T04:28:37_564nm_redl_O13.fits
HD 164073,270.502311,-48.81051,2016-09-13T02:53:18.631,437,16,4245.966796875,4311.70849609375,orders/HD164073_2016-09-13T02:42:07_437nm_blue_O16.fits
HD 37903,85.409975,-2.25889,2018-03-17T01:12:08.443,860,3,8770.306640625,8915.5751953125,orders/HD37903_2018-03-17T01:01:14_860nm_redu_O3.fits
HD 154043,256.329242,-47.06922,2015-09-07T02:31:19.850,860,12,7564.2978515625,7689.91650390625,orders/HD154043_2015-09-07T02:12:36_860nm_redl_O12.fits
HD 37020,83.816039,-5.38743,2017-10-01T06:52:35.934,346,32,3793.43994140625,3852.435791015625,orders/HD37020_2017-10-01T06:51:06_346nm_blue_O32.fits
HD 152248,253.541861,-41.82581,2017-05-09T02:10:00.076,346,32,3793.41748046875,3852.447509765625,orders/HD152248_2017-05-09T01:53:48_346nm_blue_O32.fits
HD 148937,248.468558,-48.11198,2015-08-17T01:41:21.027,564,8,4839.953125,4922.072265625,orders/HD148937_2015-08-17T01:12:31_564nm_redl_O8.fits
HD 147888,246.350849,-23.46082,2014-09-26T00:17:23.192,437,19,4366.17529296875,4433.775390625,orders/HD147888_2014-09-26T00:04:10_437nm_blue_O19.fits
HD 122879,211.605033,-59.71632,2016-03-18T07:17:01.827,564,2,5707.8271484375,5803.8251953125,orders/HD122879_2016-03-18T07:16:39_564nm_redu_O2.fits
HD 168076,274.651383,-13.80108,2018-09-12T02:27:12.107,860,11,9920.6259765625,10084.3876953125,orders/HD168076_2018-09-12T02:15:50_860nm_redu_O11.fits
HD 185418,294.614183,17.25677,2014-09-23T01:24:32.212,346,14,3329.190185546875,3381.36181640625,orders/HD185418_2014-09-23T00:39:43_346nm_blue_O14.fits
HD 111934,193.407841,-60.35675,2017-04-28T03:16:50.998,564,15,6505.97216796875,6614.56884765625,orders/HD111934_2017-04-28T02:57:58_564nm_redu_O15.fits
HD 172694,280.56931,-15.8555,2015-08-16T03:13:17.101,346,4,3105.590576171875,3154.500732421875,orders/HD172694_2015-08-16T03:12:45_346nm_blue_O4.fits
HD 167264,273.803477,-20.72882,2014-09-20T00:10:21.411,860,11,7470.70361328125,7594.8828125,orders/HD167264_2014-09-19T23:54:53_860nm_redl_O11.fits
HD 210121,332.049925,-3.53139,2017-09-26T01:11:57.777,860,4,6876.5859375,6990.892578125,orders/HD210121_2017-09-26T00:53:31_860nm_redl_O4.fits
HD 53975,106.650004,-12.39389,2018-03-19T01:48:00.670,564,1,5654.466796875,5749.62158203125,orders/HD53975_2018-03-19T01:46:36_564nm_redu_O1.fits
HD 34748,79.89692,-1.41173,2016-08-21T08:35:39.534,437,14,4169.4140625,4234.0390625,orders/HD34748_2016-08-21T08:30:15_437nm_blue_O14.fits
HD 170938,278.157331,-15.70221,2018-09-11T00:57:31.243,564,1,5654.4716796875,5749.61962890625,orders/HD170938_2018-09-11T00:45:55_564nm_redu_O1.fits
HD 167838,274.407078,-15.43075,2018-09-02T02:03:34.758,860,2,8644.9970703125,8788.2490234375,orders/HD167838_2018-09-02T01:59:11_860nm_redu_O2.fits
HD 53975,106.650004,-12.39389,2018-03-19T01:48:04.687,346,8,3169.459716796875,3219.25390625,orders/HD53975_2018-03-19T01:46:36_346nm_blue_O8.fits
HD 50820,103.674935,-1.75671,2017-12-18T03:09:22.766,564,2,5707.82373046875,5803.82470703125,orders/HD50820_2017-12-18T03:09:02_564nm_redu_O2.fits
HD 50820,103.674935,-1.75671,2017-12-18T03:09:31.645,346,19,3427.9189453125,3481.4892578125,orders/HD50820_2017-12-18T03:09:02_346nm_blue_O19.fits
HD 99953,172.312759,-63.55426,2017-04-29T01:28:10.808,860,11,9920.5283203125,10084.2744140625,orders/HD99953_2017-04-29T01:05:55_860nm_redu_O11.fits
HD 150136,250.334371,-48.76347,2015-07-03T00:53:38.009,860,10,7379.79150390625,7502.3779296875,orders/HD150136_2015-07-03T00:48:40_860nm_redl_O10.fits
HD 143275,240.082946,-22.62206,2015-07-20T04:32:10.019,564,24,5550.76904296875,5620.06689453125,orders/HD143275_2015-07-20T04:23:49_564nm_redl_O24.fits
HD 39680,88.686437,13.85475,2019-01-01T02:20:07.625,346,16,3353.390380859375,3405.84423828125,orders/HD39680_2019-01-01T02:19:40_346nm_blue_O16.fits
HD 37128,84.053268,-1.20192,2017-08-09T09:48:53.966,564,18,5260.96435546875,5349.83642578125,orders/HD37128_2017-08-09T09:39:37_564nm_redl_O18.fits
HD 24398,58.532869,31.88341,2014-09-23T08:24:24.401,564,7,4801.32666015625,4882.91162109375,orders/HD24398_2014-09-23T08:18:34_564nm_redl_O7.fits
HD 153919,255.986889,-37.84436,2016-09-13T01:54:16.834,437,17,4285.2978515625,4351.6259765625,orders/HD153919_2016-09-13T01:26:22_437nm_blue_O17.fits
HD 40111,89.498435,25.9541,2014-12-14T05:52:17.225,860,14,7758.13427734375,7886.98486328125,orders/HD40111_2014-12-14T05:44:55_860nm_redl_O14.fits
HD 103779,179.239663,-63.24939,2017-04-27T01:59:49.089,564,2,5707.8212890625,5803.83642578125,orders/HD103779_2017-04-27T01:59:16_564nm_redu_O2.fits
HD 55879,108.617574,-10.3163,2015-02-12T01:08:18.520,860,8,7203.8505859375,7323.63671875,orders/HD55879_2015-02-12T00:55:32_860nm_redl_O8.fits
HD 154043,256.328755,-47.06962,2017-07-18T23:52:32.811,564,4,5817.619140625,5915.38037109375,orders/HD154043_2017-07-18T23:51:07_564nm_redu_O4.fits
HD 135591,229.705715,-60.49568,2015-07-01T00:54:24.938,860,13,7660.0712890625,7787.25146484375,orders/HD135591_2015-07-01T00:35:09_860nm_redl_O13.fits
HD 170740,277.85713,-10.79621,2014-09-15T02:57:47.717,860,3,8770.345703125,8915.625,orders/HD170740_2014-09-15T02:50:39_860nm_redu_O3.fits
HD 164740,270.917941,-24.37883,2017-05-03T08:41:52.506,437,10,4024.3408203125,4086.802978515625,orders/HD164740_2017-05-03T08:41:14_437nm_blue_O10.fits
HD 75860,132.721849,-43.75168,2017-04-30T01:15:20.642,437,21,4450.18408203125,4518.98828125,orders/HD75860_2017-04-30T00:58:00_437nm_blue_O21.fits
HD 79186,137.76865,-44.86799,2016-02-21T03:41:56.747,564,8,6050.4072265625,6151.8486328125,orders/HD79186_2016-02-21T03:34:04_564nm_redu_O8.fits
HD 179406,288.169751,-7.94024,2018-07-15T01:24:53.113,564,7,4801.45166015625,4882.97265625,orders/HD179406_2018-07-15T01:15:37_564nm_redl_O7.fits
HD 152424,253.763916,-42.0915,2016-04-11T04:54:43.534,564,10,4918.63671875,5002.01904296875,orders/HD152424_2016-04-11T04:24:12_564nm_redl_O10.fits
HD 153919,255.986052,-37.84448,2017-05-03T06:56:29.695,860,8,7204.05126953125,7323.73974609375,orders/HD153919_2017-05-03T06:34:18_860nm_redl_O8.fits
HD 34748,79.89692,-1.41173,2016-08-21T08:35:39.534,437,27,4722.712890625,4795.62890625,orders/HD34748_2016-08-21T08:30:15_437nm_blue_O27.fits
HD 63804,117.331889,-33.32963,2019-02-03T07:31:50.542,564,18,5260.9658203125,5349.83642578125,orders/HD63804_2019-02-03T07:30:24_564nm_redl_O18.fits
HD 41117,90.980162,20.13839,2016-02-22T01:44:46.605,346,13,3281.942138671875,3333.369873046875,orders/HD41117_2016-02-22T01:32:02_346nm_blue_O13.fits
HD 36861,83.784496,9.93418,2014-09-26T08:47:59.725,564,9,6111.75732421875,6214.11962890625,orders/HD36861_2014-09-26T08:34:52_564nm_redu_O9.fits
HD 37020,83.815853,-5.3875,2017-08-26T08:30:07.696,346,28,3672.93505859375,3730.154541015625,orders/HD37020_2017-08-26T08:28:36_346nm_blue_O28.fits
HD 185859,295.117711,20.47662,2016-08-13T03:38:10.660,860,7,7119.3291015625,7237.62255859375,orders/HD185859_2016-08-13T03:24:18_860nm_redl_O7.fits
HD 27778,65.998856,24.30104,2014-10-29T07:45:38.157,346,32,3824.8232421875,3880.788330078125,orders/HD27778_2014-10-29T07:24:27_346nm_blue_O32.fits
HD 63804,117.331842,-33.32964,2019-02-03T08:18:40.635,860,12,10085.958984375,10252.177734375,orders/HD63804_2019-02-03T08:05:38_860nm_redu_O12.fits
HD 37903,85.409825,-2.25876,2014-09-29T06:53:45.049,346,33,3856.703369140625,3884.427978515625,orders/HD37903_2014-09-29T06:45:47_346nm_blue_O33.fits
HD 183143,291.860579,18.29521,2018-09-07T02:34:13.737,346,28,3672.97412109375,3730.162353515625,orders/HD183143_2018-09-07T02:32:43_346nm_blue_O28.fits
HD 157978,261.579437,7.596,2016-06-16T04:52:28.476,437,17,4285.279296875,4351.63330078125,orders/HD157978_2016-06-16T04:52:00_437nm_blue_O17.fits
HD 79186,137.768635,-44.86803,2016-02-21T04:16:22.310,437,6,3889.009033203125,3949.44482421875,orders/HD79186_2016-02-21T04:05:45_437nm_blue_O6.fits
HD 303308,161.274883,-59.66839,2017-05-01T04:09:37.342,564,8,6050.38525390625,6151.8486328125,orders/HD303308_2017-05-01T03:53:15_564nm_redu_O8.fits
HD 164740,270.917941,-24.37883,2017-05-03T08:41:48.527,860,3,8770.279296875,8915.5439453125,orders/HD164740_2017-05-03T08:41:14_860nm_redu_O3.fits
HD 147889,246.350909,-24.46519,2016-07-28T03:17:21.572,860,12,10086.046875,10252.365234375,orders/HD147889_2016-07-28T03:03:59_860nm_redu_O12.fits
HD 61827,114.955441,-32.57851,2018-03-17T01:49:39.294,860,2,6723.75048828125,6835.56005859375,orders/HD61827_2018-03-17T01:49:07_860nm_redl_O2.fits
HD 150136,250.335601,-48.76342,2015-06-28T05:22:52.788,346,23,3532.68017578125,3587.814208984375,orders/HD150136_2015-06-28T05:09:38_346nm_blue_O23.fits
HD 91824,158.694546,-58.15625,2015-02-19T04:54:54.584,564,4,4689.58349609375,4769.3857421875,orders/HD91824_2015-02-19T04:53:29_564nm_redl_O4.fits
HD 73882,129.789587,-40.41917,2017-04-25T00:53:11.207,346,27,3644.01025390625,3700.771484375,orders/HD73882_2017-04-25T00:52:34_346nm_blue_O27.fits
HD 41117,90.980162,20.13839,2016-02-22T01:37:30.878,564,3,4653.61279296875,4732.7734375,orders/HD41117_2016-02-22T01:32:02_564nm_redl_O3.fits
HD 23016,55.579038,19.70033,2014-09-23T08:07:48.716,860,6,7036.24462890625,7153.31640625,orders/HD23016_2014-09-23T07:45:45_860nm_redl_O6.fits
HD 184915,294.222313,-7.02739,2014-09-16T03:49:26.598,564,10,6174.1611328125,6277.5,orders/HD184915_2014-09-16T03:48:01_564nm_redu_O10.fits
HD 147888,246.350946,-23.46078,2014-09-24T00:08:31.810,564,14,5083.97900390625,5170.0654296875,orders/HD147888_2014-09-23T23:58:21_564nm_redl_O14.fits
HD 167971,274.524444,-12.24321,2014-09-21T01:02:37.767,564,6,5931.90380859375,6031.431640625,orders/HD167971_2014-09-21T00:30:31_564nm_redu_O6.fits
HD 185859,295.117658,20.47661,2016-08-13T02:22:36.060,564,9,4878.95556640625,4961.70751953125,orders/HD185859_2016-08-13T02:21:57_564nm_redl_O9.fits
HD 179406,288.169751,-7.94024,2018-07-15T01:19:24.156,346,30,3732.2265625,3790.304443359375,orders/HD179406_2018-07-15T01:15:37_346nm_blue_O30.fits
HD 49787,102.481348,-5.51322,2018-02-15T03:35:19.432,346,2,3044.245361328125,3092.21435546875,orders/HD49787_2018-02-15T03:21:02_346nm_blue_O2.fits
HD 148605,247.551981,-25.11555,2014-09-19T00:45:51.259,437,7,3921.95751953125,3982.96240234375,orders/HD148605_2014-09-19T00:44:14_437nm_blue_O7.fits
HD 36861,83.784442,9.93427,2016-02-22T03:14:47.660,437,8,3955.515625,4016.94287109375,orders/HD36861_2016-02-22T03:05:17_437nm_blue_O8.fits
HD 170740,277.856616,-10.79631,2017-07-01T04:38:30.436,564,18,5260.955078125,5349.83056640625,orders/HD170740_2017-07-01T04:19:02_564nm_redl_O18.fits
HD 155806,258.830644,-33.549,2015-07-19T23:54:49.430,437,12,4095.60888671875,4159.16943359375,orders/HD155806_2015-07-19T23:50:59_437nm_blue_O12.fits
HD 103779,179.239861,-63.24924,2015-02-27T08:10:09.528,564,8,6050.59619140625,6151.994140625,orders/HD103779_2015-02-27T07:49:40_564nm_redu_O8.fits
HD 149757,249.290027,-10.56731,2018-07-22T04:45:33.397,860,8,9455.49609375,9611.8798828125,orders/HD149757_2018-07-22T04:44:06_860nm_redu_O8.fits
HD 66194,119.710563,-60.82472,2019-01-03T08:10:23.548,860,17,8068.6552734375,8202.484375,orders/HD66194_2019-01-03T07:25:09_860nm_redl_O17.fits
HD 185859,295.118334,20.47666,2015-09-20T01:19:18.517,346,9,3213.52783203125,3263.980712890625,orders/HD185859_2015-09-20T01:18:40_346nm_blue_O9.fits
HD 147889,246.351279,-24.46584,2015-08-16T01:48:19.339,346,21,3505.874267578125,3560.652099609375,orders/HD147889_2015-08-16T01:31:02_346nm_blue_O21.fits
HD 157246,261.349348,-56.37824,2015-07-20T02:14:37.115,346,30,3732.2255859375,3790.345703125,orders/HD157246_2015-07-20T02:11:26_346nm_blue_O30.fits
HD 103779,179.239957,-63.24932,2016-03-18T06:23:11.609,564,21,5401.9443359375,5493.0712890625,orders/HD103779_2016-03-18T06:10:57_564nm_redl_O21.fits
HD 50820,103.674935,-1.75671,2017-12-18T03:09:22.766,564,8,4839.88427734375,4922.00732421875,orders/HD50820_2017-12-18T03:09:02_564nm_redl_O8.fits
HD 93222,161.150525,-60.09143,2017-04-25T02:56:59.824,437,5,3856.58251953125,3916.5517578125,orders/HD93222_2017-04-25T02:55:29_437nm_blue_O5.fits
