Object,RA,DEC,DateObs,Setting,Order,WaveMin,WaveMax,Filename
HD 54662,107.334412,-10.34663,2015-11-21T05:31:39.299,564,14,5084.10009765625,5170.12353515625,orders/HD54662_2015-11-21T05:30:14_564nm_redl_O14.fits
HD 124314,213.756252,-61.7074,2017-05-02T03:12:59.631,437,3,3793.32861328125,3852.35986328125,orders/HD124314_2017-05-02T03:06:43_437nm_blue_O3.fits
HD 148605,247.551981,-25.11555,2014-09-19T00:44:47.175,860,16,7962.34912109375,8094.55517578125,orders/HD148605_2014-09-19T00:44:14_860nm_redl_O16.fits
HD 36695,83.381095,-1.15609,2015-08-22T09:03:23.658,860,10,9760.5927734375,9921.8349609375,orders/HD36695_2015-08-22T08:48:42_860nm_redu_O10.fits
HD 75309,131.866824,-46.45114,2014-12-21T04:32:49.245,860,11,9920.9833984375,10084.6416015625,orders/HD75309_2014-12-21T04:20:25_860nm_redu_O11.fits
HD 168076,274.651491,-13.80112,2018-09-12T00:47:48.247,564,1,5654.4716796875,5749.61962890625,orders/HD168076_2018-09-12T00:31:38_564nm_redu_O1.fits
HD 210121,332.049597,-3.53135,2017-09-22T01:37:38.390,564,7,5990.46630859375,6090.98095703125,orders/HD210121_2017-09-22T01:36:13_564nm_redu_O7.fits
HD 303308,161.274576,-59.6685,2017-04-26T02:20:12.227,860,15,7859.0341796875,7989.474609375,orders/HD303308_2017-04-26T02:08:50_860nm_redl_O15.fits
HD 186841,296.476172,24.09623,2016-09-10T01:34:10.014,564,14,6436.73828125,6544.26708984375,orders/HD186841_2016-09-10T01:10:49_564nm_redu_O14.fits
HD 101065,174.403569,-46.70925,2017-04-20T05:21:53.510,346,13,3281.931640625,3333.394287109375,orders/HD101065_2017-04-20T05:21:31_346nm_blue_O13.fits
HD 40111,89.498395,25.95405,2015-09-27T08:28:15.717,564,4,4689.779296875,4769.50244140625,orders/HD40111_2015-09-27T08:09:38_564nm_redl_O4.fits
HD 164740,270.917287,-24.37873,2017-08-20T01:16:00.801,860,9,7290.86328125,7411.9970703125,orders/HD164740_2017-08-20T01:15:28_860nm_redl_O9.fits
HD 168076,274.651491,-13.80112,2018-09-12T00:47:48.247,564,6,4763.6279296875,4844.53271484375,orders/HD168076_2018-09-12T00:31:38_564nm_redl_O6.fits
HD 54662,107.334391,-10.34665,2015-11-21T06:41:46.355,437,27,4722.7392578125,4795.69091796875,orders/HD54662_2015-11-21T06:19:30_437nm_blue_O27.fits
HD 145502,242.99907,-19.46063,2014-09-15T00:52:16.693,346,10,3235.996337890625,3286.801025390625,orders/HD145502_2014-09-15T00:29:51_346nm_blue_O10.fits
HD 203532,323.476168,-82.6836,2014-09-23T02:47:10.826,564,18,5260.94287109375,5349.85107421875,orders/HD203532_2014-09-23T02:36:42_564nm_redl_O18.fits
HD 113904,197.030183,-65.30608,2015-05-31T02:38:16.525,346,18,3427.917236328125,3481.539306640625,orders/HD113904_2015-05-31T02:31:22_346nm_blue_O18.fits
HD 186841,296.475818,24.0964,2016-09-09T01:37:07.668,564,2,5707.84521484375,5803.84814453125,orders/HD186841_2016-09-09T01:35:42_564nm_redu_O2.fits
HD 36695,83.381056,-1.15626,2015-08-22T09:41:31.665,564,24,5550.77197265625,5620.13232421875,orders/HD36695_2015-08-22T09:15:19_564nm_redl_O24.fits
HD 68273,122.383442,-47.33651,2018-09-30T09:05:58.131,437,4,3824.71435546875,3884.20361328125,orders/HD68273_2018-09-30T09:03:03_437nm_blue_O4.fits
HD 109399,188.820215,-72.71708,2016-07-15T02:30:44.037,564,3,5762.22119140625,5859.10888671875,orders/HD109399_2016-07-15T02:15:52_564nm_redu_O3.fits
HD 43384,94.24486,23.74064,2015-09-30T08:20:56.594,346,9,3213.52880859375,3263.978271484375,orders/HD43384_2015-09-30T08:13:40_346nm_blue_O9.fits
HD 143275,240.082946,-22.62206,2015-07-20T04:32:10.019,564,7,5990.5693359375,6091.0498046875,orders/HD143275_2015-07-20T04:23:49_564nm_redu_O7.fits
HD 113904,197.030183,-65.30608,2015-05-31T02:16:45.484,346,17,3402.693359375,3455.9443359375,orders/HD113904_2015-05-31T01:55:39_346nm_blue_O17.fits
HD 151804,252.891355,-41.23113,2016-03-23T09:16:00.207,860,17,8068.67822265625,8202.5146484375,orders/HD151804_2016-03-23T09:02:16_860nm_redl_O17.fits
HD 170938,278.157425,-15.70217,2016-07-28T05:13:41.604,437,7,3921.96240234375,3982.909423828125,orders/HD170938_2016-07-28T05:13:17_437nm_blue_O7.fits
HD 149757,249.289933,-10.56727,2018-07-31T03:04:09.812,860,10,7379.7783203125,7502.37548828125,orders/HD149757_2018-07-31T02:59:17_860nm_redl_O10.fits
HD 40111,89.498435,25.9541,2014-12-14T05:52:17.917,437,17,4285.30810546875,4351.6728515625,orders/HD40111_2014-12-14T05:44:55_437nm_blue_O17.fits
HD 147888,246.351099,-23.46072,2017-05-03T08:03:19.192,860,12,10085.7236328125,10252.1669921875,orders/HD147888_2017-05-03T07:42:00_860nm_redu_O12.fits
HD 54662,107.334329,-10.34678,2015-11-14T07:00:37.341,346,9,3191.348388671875,3241.4755859375,orders/HD54662_2015-11-14T06:48:20_346nm_blue_O9.fits
HD 34748,79.897179,-1.41189,2016-02-23T01:31:27.814,346,29,3702.34765625,3759.97314453125,orders/HD34748_2016-02-23T01:06:35_346nm_blue_O29.fits
HD 167971,274.524544,-12.24336,2014-09-21T01:24:49.467,564,13,5041.587890625,5126.9892578125,orders/HD167971_2014-09-21T01:24:27_564nm_redl_O13.fits
HD 171957,279.518833,-14.00524,2016-06-28T08:54:30.497,860,20,8404.84375,8544.21484375,orders/HD171957_2016-06-28T08:28:21_860nm_redl_O20.fits
HD 161056,265.945814,-7.07982,2017-05-08T08:12:56.277,860,14,7758.26171875,7887.0595703125,orders/HD161056_2017-05-08T08:12:36_860nm_redl_O14.fits
HD 171957,279.518713,-14.005,2016-06-24T04:56:26.708,437,20,4407.7470703125,4475.94384765625,orders/HD171957_2016-06-24T04:55:05_437nm_blue_O20.fits
HD 167971,274.524533,-12.24332,2014-09-20T01:33:51.396,437,10,4024.33203125,4086.844482421875,orders/HD167971_2014-09-20T01:19:01_437nm_blue_O10.fits
HD 170938,278.157425,-15.70217,2016-07-28T05:13:39.941,860,9,9605.6474609375,9764.3916015625,orders/HD170938_2016-07-28T05:13:17_860nm_redu_O9.fits
HD 124314,213.757146,-61.70741,2017-04-20T06:14:40.813,437,27,4722.6923828125,4795.6513671875,orders/HD124314_2017-04-20T06:13:12_437nm_blue_O27.fits
HD 164740,270.917287,-24.37873,2017-08-20T01:31:52.690,437,21,4450.16943359375,4518.99951171875,orders/HD164740_2017-08-20T01:15:28_437nm_blue_O21.fits
HD 135591,229.70551,-60.4965,2016-02-22T06:14:51.280,437,31,4923.705078125,4998.287109375,orders/HD135591_2016-02-22T06:04:46_437nm_blue_O31.fits
HD 23016,55.578958,19.70024,2014-09-23T05:40:53.488,437,1,3742.78662109375,3790.276123046875,orders/HD23016_2014-09-23T05:17:25_437nm_blue_O1.fits
HD 186841,296.476028,24.09631,2016-09-09T02:52:57.060,437,17,4285.271484375,4351.638671875,orders/HD186841_2016-09-09T02:29:59_437nm_blue_O17.fits
HD 113904,197.030183,-65.30608,2015-05-31T02:34:24.157,564,22,5450.71484375,5542.6103515625,orders/HD113904_2015-05-31T02:31:22_564nm_redl_O22.fits
HD 23180,56.079603,32.28805,2017-08-27T09:03:53.956,346,5,3105.5791015625,3154.469482421875,orders/HD23180_2017-08-27T09:01:57_346nm_blue_O5.fits
HD 49787,102.481348,-5.51322,2018-02-15T03:35:19.432,346,20,3453.525390625,3507.46826171875,orders/HD49787_2018-02-15T03:21:02_346nm_blue_O20.fits
HD 93030,160.73871,-64.39433,2014-12-10T06:32:50.339,437,29,4821.154296875,4895.57470703125,orders/HD93030_2014-12-10T06:28:14_437nm_blue_O29.fits
HD 113904,197.030427,-65.30639,2014-12-21T08:42:34.179,860,1,6668.56884765625,6760.27880859375,orders/HD113904_2014-12-21T08:20:04_860nm_redl_O1.fits
HD 185418,294.614194,17.25682,2014-09-23T01:41:57.369,860,18,8177.6103515625,8313.3076171875,orders/HD185418_2014-09-23T01:30:34_860nm_redl_O18.fits
HD 168076,274.651462,-13.80112,2018-09-12T01:05:42.041,564,6,5931.72607421875,6031.2958984375,orders/HD168076_2018-09-12T01:05:19_564nm_redu_O6.fits
HD 101065,174.403569,-46.70925,2017-04-20T05:49:06.104,564,13,6368.92626953125,6475.42333984375,orders/HD101065_2017-04-20T05:48:33_564nm_redu_O13.fits
HD 148937,248.468558,-48.11198,2015-08-17T01:55:50.360,564,17,5215.6650390625,5303.8037109375,orders/HD148937_2015-08-17T01:45:19_564nm_redl_O17.fits
HD 24398,58.532836,31.88373,2014-09-25T08:17:18.565,437,26,4674.99853515625,4747.248046875,orders/HD24398_2014-09-25T08:09:19_437nm_blue_O26.fits
HD 151804,252.891374,-41.23116,2017-05-07T02:54:00.999,437,26,4674.9814453125,4747.20263671875,orders/HD151804_2017-05-07T02:45:53_437nm_blue_O26.fits
HD 148605,247.552133,-25.11556,2014-09-15T01:22:37.415,564,11,4958.8759765625,5042.96337890625,orders/HD148605_2014-09-15T01:07:04_564nm_redl_O11.fits
HD 147889,246.350808,-24.46517,2016-08-07T01:32:13.740,437,6,3888.96826171875,3949.44970703125,orders/HD147889_2016-08-07T01:10:05_437nm_blue_O6.fits
HD 103779,179.240048,-63.24931,2016-03-18T09:03:11.655,860,16,7962.47412109375,8094.578125,orders/HD103779_2016-03-18T08:49:07_860nm_redl_O16.fits
HD 147889,246.350808,-24.46517,2016-08-07T01:24:07.275,860,11,9920.630859375,10084.3779296875,orders/HD147889_2016-08-07T01:10:05_860nm_redu_O11.fits
HD 37022,83.818606,-5.38975,2014-09-24T09:04:23.180,346,4,3105.58203125,3154.497314453125,orders/HD37022_2014-09-24T08:59:32_346nm_blue_O4.fits
HD 179406,288.16974,-7.94023,2018-07-15T02:17:18.452,346,21,3479.513427734375,3533.847412109375,orders/HD179406_2018-07-15T02:03:17_346nm_blue_O21.fits
HD 147889,246.350808,-24.46517,2016-08-07T01:32:13.740,437,18,4325.32373046875,4392.296875,orders/HD147889_2016-08-07T01:10:05_437nm_blue_O18.fits
HD 93205,161.140733,-59.73759,2015-02-27T05:41:46.129,564,8,4839.7685546875,4921.955078125,orders/HD93205_2015-02-27T05:07:28_564nm_redl_O8.fits
HD 23180,56.079973,32.28825,2014-10-29T06:34:03.649,564,19,5307.12255859375,5396.76025390625,orders/HD23180_2014-10-29T06:29:49_564nm_redl_O19.fits
HD 40111,89.498395,25.95405,2015-09-27T08:28:15.717,564,22,5450.7080078125,5542.60546875,orders/HD40111_2015-09-27T08:09:38_564nm_redl_O22.fits
HD 39680,88.686437,13.85475,2019-01-01T02:20:07.625,346,27,3644.049560546875,3700.79345703125,orders/HD39680_2019-01-01T02:19:40_346nm_blue_O27.fits
HD 185418,294.614393,17.25661,2014-09-22T02:21:40.542,564,7,5990.66162109375,6091.1162109375,orders/HD185418_2014-09-22T02:08:45_564nm_redu_O7.fits
HD 170740,277.857121,-10.79633,2014-09-16T02:26:57.727,564,8,4839.77197265625,4921.96044921875,orders/HD170740_2014-09-16T01:56:59_564nm_redl_O8.fits
HD 148605,247.551981,-25.11555,2014-09-19T00:45:51.259,437,3,3793.29931640625,3852.402099609375,orders/HD148605_2014-09-19T00:44:14_437nm_blue_O3.fits
HD 37020,83.815853,-5.3875,2017-08-26T08:36:53.103,564,19,5307.138671875,5396.763671875,orders/HD37020_2017-08-26T08:28:36_564nm_redl_O19.fits
HD 57061,109.676988,-24.95418,2014-10-10T07:51:08.411,564,11,6237.8408203125,6342.1689453125,orders/HD57061_2014-10-10T07:43:37_564nm_redu_O11.fits
HD 147889,246.351001,-24.46523,2014-09-27T23:59:08.460,564,4,4689.57421875,4769.37451171875,orders/HD147889_2014-09-27T23:57:43_564nm_redl_O4.fits
HD 66194,119.710139,-60.82442,2019-01-01T01:56:35.087,564,6,4763.6259765625,4844.5283203125,orders/HD66194_2019-01-01T01:39:44_564nm_redl_O6.fits
HD 185859,295.118255,20.4766,2016-09-07T02:52:49.474,437,9,3989.59814453125,4051.572998046875,orders/HD185859_2016-09-07T02:32:22_437nm_blue_O9.fits
HD 154368,256.618604,-35.45111,2018-06-30T02:45:42.673,437,31,4923.68017578125,4997.482421875,orders/HD154368_2018-06-30T02:28:39_437nm_blue_O31.fits
HD 149038,248.52162,-44.04539,2016-02-22T08:40:12.772,437,1,3738.254638671875,3790.231201171875,orders/HD149038_2016-02-22T08:18:49_437nm_blue_O1.fits
HD 303308,161.274883,-59.66839,2017-05-01T04:09:37.342,564,22,5450.63330078125,5542.54541015625,orders/HD303308_2017-05-01T03:53:15_564nm_redl_O22.fits
HD 50820,103.674935,-1.75671,2017-12-18T04:34:37.345,564,13,6368.92919921875,6475.40771484375,orders/HD50820_2017-12-18T04:34:25_564nm_redu_O13.fits
HD 37128,84.053268,-1.20192,2017-08-09T09:48:53.966,564,4,4689.72998046875,4769.4560546875,orders/HD37128_2017-08-09T09:39:37_564nm_redl_O4.fits
HD 133518,226.733919,-52.03023,2015-06-30T01:15:44.341,346,12,3258.816650390625,3309.94482421875,orders/HD133518_2015-06-30T01:01:34_346nm_blue_O12.fits
HD 36982,83.791005,-5.46489,2017-12-18T00:58:03.319,564,4,4689.72998046875,4769.451171875,orders/HD36982_2017-12-18T00:39:06_564nm_redl_O4.fits
HD 135591,229.705393,-60.49642,2016-02-22T05:32:27.689,564,6,5931.73046875,6031.29443359375,orders/HD135591_2016-02-22T05:31:02_564nm_redu_O6.fits
HD 24398,58.532869,31.88341,2014-09-23T08:24:24.401,564,20,5354.12353515625,5444.51708984375,orders/HD24398_2014-09-23T08:18:34_564nm_redl_O20.fits
HD 36486,83.001635,-0.29904,2014-09-24T08:11:24.137,564,8,6050.60693359375,6152.01123046875,orders/HD36486_2014-09-24T08:01:28_564nm_redu_O8.fits
HD 147165,245.297006,-25.59315,2015-05-31T01:03:40.506,564,22,5450.71484375,5542.6103515625,orders/HD147165_2015-05-31T00:57:53_564nm_redl_O22.fits
HD 110432,190.709338,-63.05891,2018-06-18T23:56:51.565,564,8,4839.8876953125,4922.01318359375,orders/HD110432_2018-06-18T23:53:39_564nm_redl_O8.fits
HD 24398,58.533094,31.88351,2016-09-14T08:42:19.313,564,8,6050.408203125,6151.865234375,orders/HD24398_2016-09-14T08:31:50_564nm_redu_O8.fits
HD 167264,273.804054,-20.72863,2015-10-14T23:59:56.778,564,18,5261.037109375,5349.8984375,orders/HD167264_2015-10-14T23:56:01_564nm_redl_O18.fits
HD 103779,179.239663,-63.24939,2017-04-27T01:59:57.468,346,15,3329.203369140625,3381.3359375,orders/HD103779_2017-04-27T01:59:16_346nm_blue_O15.fits
HD 68273,122.383468,-47.33647,2018-09-30T08:45:02.318,860,2,6723.7578125,6835.564453125,orders/HD68273_2018-09-30T08:43:37_860nm_redl_O2.fits
HD 165319,271.494688,-14.19847,2018-09-04T01:06:09.380,860,20,8404.8662109375,8544.1875,orders/HD165319_2018-09-04T01:05:37_860nm_redl_O20.fits
HD 101065,174.403534,-46.70969,2017-04-24T05:19:56.650,860,5,9032.08203125,9181.60546875,orders/HD101065_2017-04-24T05:07:42_860nm_redu_O5.fits
HD 113904,197.030206,-65.30625,2014-12-14T07:59:07.562,346,12,3281.941650390625,3333.403564453125,orders/HD113904_2014-12-14T07:39:25_346nm_blue_O12.fits
HD 170740,277.857209,-10.79624,2015-04-24T09:08:13.861,346,29,3732.244873046875,3790.331787109375,orders/HD170740_2015-04-24T09:04:55_346nm_blue_O29.fits
HD 55879,108.617561,-10.31639,2017-01-02T04:03:16.364,437,16,4245.99072265625,4311.72265625,orders/HD55879_2017-01-02T04:01:48_437nm_blue_O16.fits
HD 170740,277.85713,-10.79621,2014-09-15T02:57:47.717,860,17,8068.54443359375,8202.4580078125,orders/HD170740_2014-09-15T02:50:39_860nm_redl_O17.fits
HD 153919,255.98644,-37.84445,2016-07-07T00:42:18.696,564,14,5084.05810546875,5170.0966796875,orders/HD153919_2016-07-07T00:40:53_564nm_redl_O14.fits
HD 104705,180.850244,-62.69612,2016-03-20T08:30:13.488,346,32,3824.823974609375,3879.147705078125,orders/HD104705_2016-03-20T08:28:37_346nm_blue_O32.fits
HD 94493,163.312796,-60.81485,2015-02-21T07:19:43.894,860,7,7119.06982421875,7237.484375,orders/HD94493_2015-02-21T07:08:34_860nm_redl_O7.fits
HD 151804,252.889974,-41.23085,2015-07-20T01:39:30.613,346,15,3329.20458984375,3381.37158203125,orders/HD151804_2015-07-20T01:33:33_346nm_blue_O15.fits
HD 99953,172.312759,-63.55426,2017-04-29T00:50:38.161,346,27,3644.01025390625,3700.779052734375,orders/HD99953_2017-04-29T00:36:05_346nm_blue_O27.fits
HD 94493,163.313031,-60.81495,2016-03-18T05:56:45.492,437,7,3921.986572265625,3982.912353515625,orders/HD94493_2016-03-18T05:41:24_437nm_blue_O7.fits
HD 184915,294.222725,-7.02811,2016-06-09T08:08:09.503,564,6,5931.736328125,6031.32373046875,orders/HD184915_2016-06-09T08:04:40_564nm_redu_O6.fits
HD 135591,229.705393,-60.49642,2016-02-22T05:32:27.689,564,20,5354.10888671875,5444.47607421875,orders/HD135591_2016-02-22T05:31:02_564nm_redl_O20.fits
HD 184915,294.222119,-7.02737,2016-06-12T05:52:32.972,860,18,8177.7021484375,8313.33203125,orders/HD184915_2016-06-12T05:38:03_860nm_redl_O18.fits
HD 27778,65.998887,24.30106,2014-11-16T05:43:53.791,437,15,4207.353515625,4272.572265625,orders/HD27778_2014-11-16T05:40:12_437nm_blue_O15.fits
HD 303308,161.274779,-59.66835,2017-05-01T03:20:02.333,346,27,3644.01708984375,3700.7734375,orders/HD303308_2017-05-01T03:19:24_346nm_blue_O27.fits
HD 101065,174.403534,-46.70969,2017-04-24T05:19:56.650,860,18,8177.673828125,8313.3095703125,orders/HD101065_2017-04-24T05:07:42_860nm_redl_O18.fits
HD 81188,140.52828,-55.01088,2017-04-18T01:15:29.900,437,4,3824.677978515625,3884.185791015625,orders/HD81188_2017-04-18T01:09:42_437nm_blue_O4.fits
HD 79186,137.76865,-44.86799,2016-02-21T03:49:37.403,346,21,3479.5068359375,3533.83251953125,orders/HD79186_2016-02-21T03:34:04_346nm_blue_O21.fits
HD 53975,106.649973,-12.39408,2019-01-01T07:58:30.831,564,15,6505.97265625,6614.56298828125,orders/HD53975_2019-01-01T07:57:05_564nm_redu_O15.fits
HD 110432,190.709338,-63.05891,2018-06-18T23:37:00.148,564,8,6050.39208984375,6151.8505859375,orders/HD110432_2018-06-18T23:35:33_564nm_redu_O8.fits
HD 170740,277.857209,-10.79624,2015-04-24T09:08:13.861,346,2,3064.45263671875,3112.73876953125,orders/HD170740_2015-04-24T09:04:55_346nm_blue_O2.fits
HD 170938,278.157261,-15.70219,2018-09-11T01:41:44.735,346,32,3793.4677734375,3852.45703125,orders/HD170938_2018-09-11T01:40:15_346nm_blue_O32.fits
HD 147683,246.182189,-34.89345,2018-09-02T00:52:38.585,346,24,3559.85888671875,3615.412841796875,orders/HD147683_2018-09-02T00:40:18_346nm_blue_O24.fits
HD 154368,256.618604,-35.45111,2018-06-30T02:47:31.520,860,15,7859.02392578125,7989.47021484375,orders/HD154368_2018-06-30T02:28:39_860nm_redl_O15.fits
HD 148605,247.552392,-25.11599,2014-09-14T01:36:46.671,346,23,3559.8330078125,3615.41796875,orders/HD148605_2014-09-14T01:26:51_346nm_blue_O23.fits
HD 185859,295.117658,20.47661,2016-08-13T02:22:37.480,346,8,3191.324462890625,3241.45751953125,orders/HD185859_2016-08-13T02:21:57_346nm_blue_O8.fits
HD 203532,323.475741,-82.68376,2016-07-24T06:47:41.837,346,11,3258.796875,3309.9091796875,orders/HD203532_2016-07-24T06:47:04_346nm_blue_O11.fits
HD 210121,332.049925,-3.53139,2017-09-26T00:55:08.029,437,25,4628.25634765625,4699.73095703125,orders/HD210121_2017-09-26T00:53:31_437nm_blue_O25.fits
HD 147889,246.351001,-24.46523,2014-09-27T23:59:12.476,346,29,3732.21044921875,3790.335693359375,orders/HD147889_2014-09-27T23:57:43_346nm_blue_O29.fits
HD 23016,55.579038,19.70033,2014-09-23T08:07:48.716,860,3,8770.3427734375,8915.6328125,orders/HD23016_2014-09-23T07:45:45_860nm_redu_O3.fits
HD 145502,242.99907,-19.46063,2014-09-15T00:34:11.450,564,2,5707.92431640625,5803.91943359375,orders/HD145502_2014-09-15T00:29:51_564nm_redu_O2.fits
HD 154043,256.329053,-47.06866,2017-05-02T05:59:46.951,564,12,4999.96337890625,5084.65478515625,orders/HD154043_2017-05-02T05:59:14_564nm_redl_O12.fits
HD 111934,193.40791,-60.35677,2017-04-27T03:54:37.018,564,5,5874.11376953125,5972.7802734375,orders/HD111934_2017-04-27T03:41:31_564nm_redu_O5.fits
HD 152408,253.744713,-41.15105,2016-04-03T08:25:32.454,564,13,5041.66650390625,5127.02197265625,orders/HD152408_2016-04-03T08:14:45_564nm_redl_O13.fits
HD 124314,213.757359,-61.70738,2017-05-01T06:27:58.420,346,22,3505.894775390625,3560.609130859375,orders/HD124314_2017-05-01T06:13:04_346nm_blue_O22.fits
HD 164906,271.107511,-24.38617,2018-10-06T00:53:46.750,346,19,3427.954833984375,3481.509765625,orders/HD164906_2018-10-06T00:31:21_346nm_blue_O19.fits
HD 27778,65.998873,24.30097,2014-10-29T08:05:12.049,564,19,5307.12255859375,5396.76025390625,orders/HD27778_2014-10-29T07:57:02_564nm_redl_O19.fits
HD 93222,161.150632,-60.09144,2017-04-25T03:19:56.682,437,19,4366.18798828125,4433.732421875,orders/HD93222_2017-04-25T03:19:27_437nm_blue_O19.fits
HD 54239,104.140128,-79.42027,2017-04-17T23:56:33.707,564,15,6505.96533203125,6614.55322265625,orders/HD54239_2017-04-17T23:32:51_564nm_redu_O15.fits
HD 154043,256.32908,-47.06904,2015-08-21T02:40:27.349,860,19,8289.728515625,8427.2041015625,orders/HD154043_2015-08-21T02:29:31_860nm_redl_O19.fits
HD 152408,253.743011,-41.15063,2016-04-03T08:08:49.393,346,5,3126.59423828125,3175.770751953125,orders/HD152408_2016-04-03T08:07:19_346nm_blue_O5.fits
HD 203532,323.476039,-82.68369,2014-09-23T03:11:31.173,437,23,4537.46142578125,4607.6318359375,orders/HD203532_2014-09-23T03:05:09_437nm_blue_O23.fits
HD 151804,252.889974,-41.23085,2015-07-20T01:39:30.613,346,21,3479.509765625,3533.885986328125,orders/HD151804_2015-07-20T01:33:33_346nm_blue_O21.fits
HD 153919,255.986889,-37.84436,2016-09-13T01:39:24.343,860,3,8770.3349609375,8915.5849609375,orders/HD153919_2016-09-13T01:26:22_860nm_redu_O3.fits
HD 53975,106.649973,-12.39408,2019-01-01T08:03:22.634,346,29,3702.390625,3760.00244140625,orders/HD53975_2019-01-01T07:57:05_346nm_blue_O29.fits
HD 23180,56.080197,32.2883,2014-09-23T08:53:59.013,564,5,4726.24609375,4806.63818359375,orders/HD23180_2014-09-23T08:51:29_564nm_redl_O5.fits
HD 43384,94.24437,23.74124,2015-10-01T08:35:00.167,437,8,3955.5380859375,4016.994384765625,orders/HD43384_2015-10-01T08:29:30_437nm_blue_O8.fits
HD 147889,246.350909,-24.46519,2016-07-28T03:17:21.572,860,1,8630.9833984375,8664.5078125,orders/HD147889_2016-07-28T03:03:59_860nm_redu_O1.fits
HD 168076,274.651383,-13.80108,2018-09-12T02:32:14.607,437,14,4169.4560546875,4234.05859375,orders/HD168076_2018-09-12T02:15:50_437nm_blue_O14.fits
HD 167838,274.40718,-15.43113,2016-08-08T04:03:24.018,346,15,3353.326416015625,3405.84033203125,orders/HD167838_2016-08-08T04:01:54_346nm_blue_O15.fits
HD 133518,226.733919,-52.03023,2015-06-30T01:28:00.644,564,20,5354.1962890625,5444.54345703125,orders/HD133518_2015-06-30T01:27:48_564nm_redl_O20.fits
HD 37903,85.410142,-2.25882,2018-03-17T00:35:49.677,346,21,3479.51806640625,3533.83935546875,orders/HD37903_2018-03-17T00:13:32_346nm_blue_O21.fits
HD 23466,56.41853,6.04989,2018-07-31T08:59:29.203,346,14,3305.397216796875,3357.19677734375,orders/HD23466_2018-07-31T08:35:30_346nm_blue_O14.fits
HD 147888,246.350849,-23.46082,2014-09-26T00:17:23.192,437,17,4285.28759765625,4351.67919921875,orders/HD147888_2014-09-26T00:04:10_437nm_blue_O17.fits
HD 36695,83.381095,-1.15609,2015-08-22T09:03:23.658,860,12,7564.3046875,7689.919921875,orders/HD36695_2015-08-22T08:48:42_860nm_redl_O12.fits
HD 185859,295.118334,20.47666,2015-09-20T01:28:52.846,564,24,5550.7626953125,5620.21923828125,orders/HD185859_2015-09-20T01:18:40_564nm_redl_O24.fits
HD 184915,294.222313,-7.02739,2014-09-16T04:21:11.473,346,23,3559.84912109375,3615.4091796875,orders/HD184915_2014-09-16T04:15:14_346nm_blue_O23.fits
HD 149404,249.094871,-42.85858,2018-06-30T00:52:42.648,564,2,5707.82958984375,5803.8447265625,orders/HD149404_2018-06-30T00:45:32_564nm_redu_O2.fits
HD 170740,277.857209,-10.79624,2015-04-24T09:08:13.861,346,6,3147.895751953125,3197.390869140625,orders/HD170740_2015-04-24T09:04:55_346nm_blue_O6.fits
HD 167838,274.40718,-15.43113,2016-08-08T04:03:22.048,564,5,5874.13916015625,5972.80078125,orders/HD167838_2016-08-08T04:01:54_564nm_redu_O5.fits
HD 147889,246.351279,-24.46584,2015-08-16T01:37:16.742,564,11,4959.02783203125,5043.04736328125,orders/HD147889_2015-08-16T01:31:02_564nm_redl_O11.fits
HD 111934,193.40791,-60.35677,2017-04-27T03:54:37.018,564,11,6237.55810546875,6341.99462890625,orders/HD111934_2017-04-27T03:41:31_564nm_redu_O11.fits
HD 23180,56.079968,32.28826,2016-09-14T08:16:03.530,437,13,4132.1767578125,4196.2373046875,orders/HD23180_2016-09-14T08:13:29_437nm_blue_O13.fits
HD 37061,83.880545,-5.2673,2016-09-12T08:53:45.447,564,6,5931.73681640625,6031.3037109375,orders/HD37061_2016-09-12T08:52:21_564nm_redu_O6.fits
HD 63804,117.331842,-33.32964,2019-02-03T08:17:55.908,437,8,3955.5654296875,4016.974609375,orders/HD63804_2019-02-03T08:05:38_437nm_blue_O8.fits
HD 144470,241.702294,-20.66901,2015-07-20T01:01:43.107,564,14,6436.8408203125,6544.33740234375,orders/HD144470_2015-07-20T00:59:15_564nm_redu_O14.fits
HD 168076,274.651383,-13.80108,2018-09-12T02:32:14.607,437,28,4771.4501953125,4845.1015625,orders/HD168076_2018-09-12T02:15:50_437nm_blue_O28.fits
HD 185859,295.11756,20.47727,2016-08-14T00:56:37.288,564,13,6368.95556640625,6475.431640625,orders/HD185859_2016-08-14T00:56:01_564nm_redu_O13.fits
HD 99953,172.312837,-63.55417,2017-04-29T01:57:10.557,437,17,4285.29443359375,4351.64306640625,orders/HD99953_2017-04-29T01:42:57_437nm_blue_O17.fits
HD 37903,85.410142,-2.25882,2018-03-17T00:35:49.018,564,24,5550.6982421875,5621.3515625,orders/HD37903_2018-03-17T00:13:32_564nm_redl_O24.fits
HD 147165,245.297021,-25.59317,2015-05-31T01:44:41.692,860,10,9760.6259765625,9921.8408203125,orders/HD147165_2015-05-31T01:27:52_860nm_redu_O10.fits
HD 104705,180.84965,-62.69638,2016-03-29T07:52:01.835,860,10,9760.6279296875,9921.833984375,orders/HD104705_2016-03-29T07:38:18_860nm_redu_O10.fits
HD 124314,213.757359,-61.70738,2017-05-01T06:27:49.194,564,23,5500.2080078125,5592.9130859375,orders/HD124314_2017-05-01T06:13:04_564nm_redl_O23.fits
