star_name,EW5797/EW5780,EW5797/EW5780_err,EW5797,EW5797_err,EW5780,EW5780_err
HD203532,0.445443949544887,0.020497389740917,151.579819927798,1.89390350855001,340.289322781615,6.71299877779208
HD210121,0.629251560177838,,107.397851921114,,170.675543324456,
HD22951,0.372745647167547,,108.672847746569,,291.54692636215,
HD23016,0.467176054530662,0.0331094377086554,77.9526746562031,3.59174217173993,166.859311174492,4.19771269622103
HD23180,0.69710184307011,0.0409197065782582,166.746901854334,5.47168104896496,239.20020225447,8.11576807250075
HD23466,0.207730118704291,,39.5139012229271,,190.217487331127,
HD24398,0.525207521255465,0.0417814245642523,148.767527524464,0.0611617703361982,283.254754556538,11.8346291179587
HD27778,0.420943803206399,0.029102327450146,98.3238457176846,4.86543690469844,233.579506263628,4.74724635438188
HD303308,0.206101006225084,0.0227923631909193,152.775106063218,5.81054480505288,741.263271157306,15.8645322025813
HD34748,0.463659043432365,0.146952821333881,68.0185256412556,21.1090187693812,146.699447804856,4.37633199078141
HD36486,0.203354474073818,0.361143562957805,6.20181572244848,2.02179735479787,30.4975622036092,10.8268413433516
HD36695,0.0948970213750113,,15.6801649875977,,165.23347899017,
HD36822,0.163372858607741,,39.2559483142695,,240.284393924472,
HD36861,0.318896791536063,0.0783774739993344,50.2330696829955,7.2168138990163,157.521401959025,10.0172108348934
HD36982,0.299121721190058,,137.394293701656,,459.325699100123,
HD37020,0.246081759744526,0.121600197461041,32.7186703270569,15.6714351661607,132.958535248709,3.97534449356866
HD37022,-0.0971481272026878,0.212639294196607,-21.716840983242,40.2728371331868,223.543588626597,25.2506255717209
HD37041,0.18946203435787,,23.8007819796147,,125.622962195465,
HD37061,0.0725376907788004,0.0544087897682248,39.6739613471187,26.4231001225497,546.942712418323,13.6889579515019
HD37128,0.196382244044055,,14.7974918579885,,75.3504571149973,
HD37367,0.192147607355308,0.0111446006529173,248.010380842131,9.57293141365964,1290.72843662074,10.7367232167239
HD37903,0.0920095814602671,0.0438464074370116,45.8855719825286,15.0559513342373,498.704278992331,15.8574078936087
HD38771,0.115991218556908,,7.96779638341539,,68.6931000686593,
HD39680,0.168893121789081,0.0519610963919173,111.478725058062,30.8737869271515,660.054855266868,14.9367139061686
HD40111,0.186018221725563,0.0335332521477199,84.4515716495906,3.07263433937714,453.996231477711,14.910673490885
HD41117,0.329818997853007,0.00942702907484622,334.371346057025,1.50567347669598,1013.80256514528,9.43779592776507
HD45314,0.311616689564827,,173.396977263236,,556.44316581819,
HD49787,0.193046049056084,0.0448741334786399,83.500753096614,13.3581949421595,432.543185964687,14.0821430753996
HD53975,0.102083303697218,0.00838153625252641,52.7699307061241,1.3379879124427,516.93008351925,4.12089824929777
HD54239,0.933521590320643,,59.4157164802041,,63.6468584082733,
HD54439,0.197486564095101,,127.202983134121,,644.109556095503,
HD54662,0.226692226786371,0.01463282843684,135.240085905955,0.663558258360653,596.580164318567,8.70439947564396
HD55879,0.102842444165918,0.0829510738636401,23.2990642593175,6.88154330736058,226.551055337897,17.4873720355806
HD57061,0.194141928382243,,28.9548374581754,,149.142628279486,
HD61827,0.356701079077032,0.0640323744218125,421.74418254533,39.3580900201115,1182.34624811508,64.6738608883844
HD63804,0.394391485200413,0.00976911731591754,709.134473330092,17.3741889795642,1798.04711800444,2.58427726273267
HD66194,0.162462714461853,0.0736064262059066,44.0951823887411,12.8487374567808,271.417245087917,15.2981229006042
HD66811,-0.241744334155543,,-28.1622047434789,,116.495821264455,
HD75309,0.192520235091234,0.023607887792457,83.5289894189775,1.7626502039429,433.871220754503,10.0899786822962
HD75860,0.190563889284643,0.00206146377107538,307.818427779337,3.15047158655362,1615.30303004863,1.07827982232348
HD79186,0.2165885138238,0.0164422748530248,122.152184299015,8.27270268638635,563.98274378663,4.18973428759779
HD80558,0.297133760120012,0.019880544740254,344.892068570506,4.26428301147521,1160.72999726186,22.6785165192736
HD81188,1.04061554531442,,16.7178413593106,,16.0653388608175,
HD91824,0.265405205950702,0.0270886004131091,107.271269366096,5.66861062676398,404.179220908052,9.36695134370326
HD93030,0.135514018568494,,3.87042606212075,,28.5610751050415,
HD93205,0.142791123040303,,76.7621087610733,,537.583199338007,
HD93222,0.147186647356285,,81.9333729396218,,556.663083311431,
HD93843,0.139458806233471,,61.7868523737231,,443.047334495925,
HD94493,0.23093480444048,0.0420251753650325,97.5981819372789,10.4242073626201,422.622229567104,14.3798807177191
HD99953,0.239631482602793,,198.862880058403,,829.869589331185,
